node,mean_kappa_oll
750,0.05368379771386041
753,0.05261550298018406
743,0.0035890975626041315
1075,0.06026134682505669
136,-0.11660546106151304
823,-0.02185378522267696
566,0.0028017337063310824
1378,-0.016782112939774253
1594,0.06995118070522441
1980,0.059993500528670474
1281,-0.01973339097050084
1417,0.14407410568518092
639,-0.033266428133136
965,0.01872369562256417
1355,0.06663500728228058
1377,0.0015624198697750198
891,0.07006773279114542
1717,-0.08505749347622553
1153,0.040209491971307125
1573,0.0309614149633277
592,0.02448235957994581
845,-0.003318382592007027
50,-0.013703549151311993
1088,0.02007295631455404
312,0.006318465826748372
1505,0.05571226873939416
249,-0.003798797281376906
400,0.046541094787952195
16,0.03469379542793935
715,0.023688396193030533
547,0.041434362381686296
730,-0.0056696173436646125
867,0.08232839191674132
1294,0.06836577912317404
900,0.05149204810371817
1443,0.04676937628979303
454,0.06536405346284539
1654,0.015885996574159844
56,0.04513258042192662
1257,0.058736910345270565
225,0.06945449241350346
333,0.02579147159734875
190,-0.09602617739738273
699,-0.04479390440705594
660,0.08071484455115464
806,0.01370059762926463
269,-0.12010681758416131
1919,-0.19865274776594397
1452,-0.004119803291547375
1494,-0.09542042188815085
532,0.06959344738605237
1184,0.031429492934356595
709,-0.023084043969834038
953,-0.018986445873362734
1083,0.001503202782322681
1778,0.051455122747496994
931,0.031573524288517306
1509,0.04975461162893709
463,-0.04737939309879666
1577,-0.08228701910213933
1482,0.027646652249455377
1910,0.054719869084945576
623,0.0762128834004608
2004,0.04736048108338262
1320,-0.005071720499173554
1189,0.03650374625446354
1557,0.022987553389119474
80,0.046607958591935325
2035,0.06764388378915319
636,0.04898317138469328
880,0.006844090009866584
1439,-0.025211039913243874
1301,8.604141513554597e-05
1707,-0.06911365769914433
917,0.13869698078616896
1081,0.029617351543765533
554,0.05527794936869875
1353,0.015623572967089973
668,-0.015011013141190068
676,-0.10691855439801708
130,0.02236779623448427
243,-0.00913029589659428
570,0.09208022395728407
1908,-0.030844603992659574
46,-0.04767823668092473
1911,0.013379271841384842
815,0.09868874103856112
1957,-0.0626409139052225
860,0.09068486375703903
1424,0.0356056176328091
1829,0.05175192309918712
1038,-0.02496897659577697
1143,0.04380265583807274
522,0.09779797922558525
630,0.09433462873213869
279,0.04930267316956023
1396,-0.03971736891661038
373,0.03643043584551527
875,0.07711098486295428
1702,0.027726949138667994
2017,0.010072150047773018
1653,0.003579532157372718
2005,0.041539492616509556
1109,0.026135312947583103
0,0.009415497231692677
775,-0.03969009363371011
1461,-0.02318501779814244
1956,0.05393300193102847
505,0.016134180880974427
1276,-0.13345511918953998
967,0.11385074441475262
1224,0.02395667415442031
317,0.04834477981472871
1974,0.010803504473088303
810,0.008691608094611614
1174,0.07495490645251802
647,0.038583904020591475
673,0.02894859097930118
434,0.05794053210792837
1783,0.074552895561973
729,0.008101340826402483
1966,-0.02430188293980612
976,-0.04952885748807985
1669,0.0417336235162412
102,0.04737282004777882
1210,-0.00869459331242904
1326,-0.053770519533440905
1815,0.02074240468582632
4,0.07861938504977355
1019,0.03197844678304621
1881,0.08211017814875526
1040,0.07256239540738214
1854,0.047193735208874904
1232,0.08404962648858899
1425,0.034587035104114025
14,0.045366905721166986
1599,0.048580369602041686
1693,0.03678530556938419
528,0.029411034557485186
1123,0.03747002618169247
414,0.028922809675109643
847,0.014088175484328164
938,0.010025237092262457
956,0.04322882965648401
71,0.03105189349390459
1663,-0.04788557552168785
1043,0.08657046136739296
1411,0.021556618057178553
1401,0.06409790159610863
1716,0.038149370214208535
777,0.02502974540177094
1941,0.054253851219754026
1760,-1.587549141765927
1945,-0.5125269655198498
408,0.041901783427600515
1371,0.04003972381915261
101,0.06296538377243713
1651,0.063905513763192
833,0.008090421003617398
1164,0.0427574576784375
1862,0.05760880934062686
2016,0.005839806155523227
1547,0.07549093035416664
1544,0.029509434963585105
2012,0.00020384219767000615
107,0.04857643080567746
1238,0.008736527924430207
629,0.037124533273343224
1198,0.042259529849063227
1131,0.04803870071677663
2034,0.037649034721298505
316,-4.258572147464168e-05
807,-0.11683069351203142
706,-0.12115351897918154
876,-0.06905412161502295
1027,0.035417812555411377
1672,-0.24655642038033784
1021,0.01848121540651806
1984,0.015988311923388586
158,0.04828375704089293
1626,0.022991387760209467
297,0.06810299201512737
802,0.01678284841036509
1638,-0.03469487669329714
1938,0.1103766300482
105,-0.015571236752410261
1018,0.03665254403479794
1061,0.05416320932725026
21,0.045996046160481925
1837,0.09142527483928317
372,0.00928279757476836
1662,-0.03420463331983917
1231,0.0482829290943078
1580,-0.00483043419097546
357,0.02169920668650671
1303,0.05025567292464474
515,0.06718853092133953
1414,-0.00705148317710804
19,0.010315482843900315
1454,0.01144738118229804
423,0.05315194088438028
1468,0.03319979244333345
183,-0.04065527123014595
261,0.060734150125246696
156,0.05942369875611107
1000,-0.022338439651507183
1706,-0.03988839928282186
1013,0.039232341891916364
1437,0.01906845137542635
1171,0.045080221026192024
113,0.013033382649058128
350,-0.04459347960695309
579,0.013866454823264837
1894,0.044001072639170885
556,-0.31661414478332345
1664,-0.19044436186901414
1387,-0.002907117066845988
1527,0.033035359179495495
164,0.10990757534504507
697,0.061769879321742494
1223,-0.08163278779485453
391,-0.022349830229769187
1839,0.005853701791409689
516,0.05203798326548878
1152,0.03390997493596195
374,0.05031584352140426
1589,0.02778011033562913
1384,0.005737597074350906
1508,-0.07083329988198228
936,0.0123887795521209
919,0.0020053133924518634
54,0.026961771432220415
1055,-0.027594542196402904
68,0.020310712874643092
157,0.11619363738571331
770,0.09342962744212134
1749,0.09364954806785672
1639,0.11333174731754257
47,-0.020331264583502835
159,0.062487455948976936
1855,0.02011731044180697
927,0.05715726534099144
1610,0.03149224251640532
360,0.0220404912770383
1422,0.042240679605328464
1562,0.03903982020235669
294,0.050542600804715336
1991,0.016955519691146816
84,0.06502578137354721
508,0.07288983076774719
874,0.10531451821486931
1962,0.0002797857720300959
1607,0.045945434422418004
1864,0.053047580754159704
1126,-0.04361312607968228
1781,0.055546576298172085
1380,-0.05318038366720437
