node,mean_kappa_forman
0,-97980178.41577837
2,-91944797.40874934
3,-145295651.01206282
7,-43614265.52396337
9,-145312149.82102627
16,-73947361.68848488
23,-51259353.25652899
28,-82233414.7624761
29,-136951378.03481683
30,-113691298.02152911
34,-75522692.38937062
44,-111590689.07295263
53,-90623292.84329616
57,-169399741.5563914
93,-69702513.47916979
116,-126283788.7055989
120,-52216374.4362365
130,-89027441.31957532
135,-73030508.085477
141,-116662691.82087763
143,-49209708.97216858
148,-98203609.84480396
156,-144312396.3256592
158,-111953324.20090841
159,-119148179.65152782
160,-92798681.10174353
162,-34673120.28752589
164,-92019849.11846729
169,-91822937.71976393
172,-87229539.62659732
185,-35410415.88791628
187,-33273857.03395009
193,-105448677.9476389
213,-171475048.01194993
214,-69285897.51962878
216,-65471508.2543313
239,-145461580.2121847
243,-37802405.04654532
248,-64808925.331503935
268,-117358808.3903012
276,-137951512.90538183
281,-81284970.31196886
284,-39373203.713578254
288,-94766812.76951195
312,-171216472.10439417
315,-73301788.28269093
318,-94739846.87208854
325,-71356763.33694431
328,-48100643.605880484
330,-70808227.09129485
333,-110169404.92537527
342,-63781889.710838005
348,-131169254.56877667
352,-101945873.39662187
358,-87189178.0738401
367,-117711426.21626356
372,-84543085.7489883
375,-106491830.19629827
377,-95547063.56890632
381,-140330678.55013317
389,-34528957.994959295
391,-59385090.90426004
422,-97501195.84326196
429,-90737624.11979444
434,-93465983.25039718
440,-121223443.80581446
458,-79361599.88119775
472,-151730584.27028793
481,-73871397.35456312
486,-88152622.97486494
489,-84790959.15454647
495,-83888651.87818775
503,-44430140.056657664
504,-77972385.62569432
505,-50782321.75465518
517,-59173410.74414155
524,-33761815.389366746
545,-51401385.852906555
553,-105157279.85191686
555,-151923636.42680413
560,-48787506.042032875
562,-46516701.87149586
580,-96791188.168266
584,-136370103.97448218
594,-54282479.269486696
599,-102640643.41281639
605,-74141398.49907376
619,-53166452.52408119
627,-112136224.05367188
629,-99637767.742309
636,-132537570.96379
641,-30783026.657092936
645,-40885493.36990243
666,-109758564.85769387
677,-71210790.6273485
678,-89328398.64113699
688,-96220287.70215233
691,-145786305.6783283
692,-79850462.38155138
696,-121683815.95847322
699,-56921978.819954075
700,-44707093.65228046
715,-47666245.20152191
721,-152411525.00940844
728,-100761126.67352416
740,-91480784.7247806
749,-45891938.38348742
763,-36544491.0141937
765,-38308703.234271884
769,-107734197.5617536
775,-46398159.301602505
777,-98919986.12145032
782,-144832288.8578845
784,-141481429.4279693
789,-83868000.15078259
796,-53874963.37748563
800,-57077203.91560572
810,-68868825.54325657
812,-126310009.86170559
832,-89676097.73175082
833,-51061041.39210759
834,-42224109.44168187
838,-68873122.72723237
840,-68856678.50505687
845,-29124988.39493983
847,-170641642.59673068
849,-109111144.98247372
855,-136901265.389848
870,-48648979.095967986
872,-78682177.7820366
873,-125350931.07317019
876,-38960806.377720445
877,-115754945.43863161
886,-67108081.272463396
889,-80547241.49626584
892,-150770608.56094193
896,-125988771.83495508
900,-122723109.62276468
901,-110750122.73502773
913,-72140769.34404264
919,-100696304.13161406
922,-138999324.7256539
933,-136278437.64160028
942,-98437684.14718364
945,-131549930.96327598
952,-143269579.79643786
963,-26985391.257001206
964,-83478329.69600393
970,-147486607.41215298
974,-78606739.87983562
985,-127147579.80452646
990,-76389169.46003842
993,-76557733.59744659
1000,-96234212.61341773
1002,-131669265.42257981
1011,-50602400.432081714
1012,-93281824.49940869
1021,-97642195.0302098
1026,-59970919.47745328
1037,-57730609.534330115
1041,-58048049.24193138
1051,-94946832.48294553
1054,-64249054.331844196
1055,-51720381.71565729
1069,-86822672.50566353
1070,-63163264.643418506
1079,-106122633.16661695
1084,-57959081.158056796
1085,-97953821.15818904
1091,-171525598.89948678
1093,-124969099.7076331
1096,-74834537.20152746
1106,-51708006.99126018
1111,-101728374.77156927
1115,-115700781.71719404
1116,-69766682.9876695
1117,-104110746.90189321
1123,-99748521.4078864
1137,-42334186.034088165
1164,-80831218.8765313
1174,-143285901.78491786
1178,-28459529.95264487
1179,-101407685.91210036
1189,-128902803.92801015
1192,-139162722.73011294
1212,-48858377.77638964
1214,-120722318.03048281
1231,-150992518.69138542
1232,-147034107.5604022
1234,-121279911.67844371
1239,-57770232.50649094
1245,-63041329.9934629
1257,-129862782.35953338
1271,-132418064.55623488
1272,-114183561.79603837
1280,-39276386.42821446
1295,-50529592.283834636
1300,-102634361.75085658
1307,-155537160.36406276
1319,-32542352.192042403
1322,-120793679.70955473
1326,-63392490.151359476
1338,-144127865.99596295
1340,-89650106.03143683
1350,-139405618.737934
1351,-108362798.37830381
1353,-112974271.33098303
1359,-67392580.4253736
1375,-172092286.047115
1381,-105282015.31684096
1385,-108742423.33071959
1387,-66859576.11573058
1397,-141511720.80819026
1400,-93398519.6111784
1404,-110216160.73956014
1407,-40003398.7348739
1408,-144136988.69970798
1410,-48763987.781123005
1411,-115774959.90454045
1421,-83068693.88611823
1424,-155616627.92318562
1436,-71758192.87422872
1443,-70182346.14163578
1448,-60514761.19091896
1461,-56899460.288765736
1465,-124213938.68594281
1483,-89138075.59750423
1485,-106939493.98906885
1488,-138061630.15115765
1501,-156262367.99528927
1504,-92890823.43816736
1505,-123241195.71078868
1508,-48368520.58996378
1514,-65187643.34645913
1526,-58350851.33552451
1527,-73725591.06535654
1542,-76383162.93601903
1543,-31559388.760890197
1564,-52988758.99640289
1565,-50615003.899409674
1570,-79682803.26315932
1573,-193569239.0722603
1578,-79257855.5754128
1586,-34153848.00873698
1591,-66341226.052360594
1602,-55515145.091825984
1603,-60284579.107612684
1604,-107094451.45177713
1612,-126835881.27834386
1619,-53466284.195184566
1625,-189479441.26746112
1648,-97293863.3498223
1659,-66917895.85312118
1666,-143398748.23580268
1677,-73832992.66431761
1687,-41086992.671565704
1699,-72738279.08266652
1700,-132112277.42351997
1701,-49562065.40054909
1702,-82155452.32580455
1710,-47898892.86923125
1713,-160765220.48479912
1729,-40945981.086715944
1735,-114958118.4426142
1736,-94109710.90543468
1738,-40370049.07279803
1757,-42099168.84158166
1759,-126812184.42930093
1762,-49096337.68712309
1773,-119230015.09978925
1779,-105739242.06198779
1783,-59657967.64389329
1788,-42191835.13653671
1792,-65624618.36889715
1793,-97228782.11105117
1795,-25277852.84002066
1802,-93434014.22453687
1807,-143647302.8432914
1812,-124876542.73451051
1815,-51287647.88802719
1818,-150592551.4179334
1844,-26746547.45938103
1845,-82197136.68731664
1848,-53495980.21003959
1855,-67307412.90929846
1859,-46464112.62985415
1862,-82711071.46081786
1880,-97647124.43927938
1883,-32480195.214901924
1888,-141312557.71469477
1889,-113066943.6413502
1895,-96481680.80784045
1897,-84031746.8283384
1898,-142455914.77167043
1899,-120496702.94403635
1905,-48852387.48987147
1910,-123729784.58306651
1912,-81801082.51877044
1917,-85102427.79676442
1921,-42855094.76390863
1923,-47410294.1627265
