n,d_eff_med,m2_eff_med,A_med,count,tmin,tmax
2048,1.9998341290248631,-1.3633190602604472,0.18000079807089345,1,,
4096,1.9994561806924644,-0.8288832914652219,0.5854377941182175,1,,
8192,1.9994356442678083,-0.8856165392995671,1.0638349359272368,1,,
