i,j,kappa_forman
3,2014,-10761.661603193712
4,6,-14237.003601216957
4,45,-13839.994599046024
4,56,-13178.651988646767
4,72,-11506.481875008167
4,74,-14083.663615684376
4,100,-5949.304115090495
4,101,-15341.817130780577
4,128,-11256.067957679252
4,188,-22523.459006068664
4,272,-7195.29065738018
4,297,-6878.237993650861
4,346,-19659.507224737576
4,392,-10323.667932197635
4,396,-11347.839257072968
4,492,-12911.447542257363
4,534,-14671.189448767484
4,547,-11373.360300906128
4,583,-7663.057515522982
4,601,-10493.80340100904
4,623,-18884.855087038224
4,628,-20932.327684561813
4,647,-25672.910391515565
4,680,-23441.570402093814
4,771,-8270.346156769752
4,814,-7573.390234372212
4,815,-3675.1268693046695
4,863,-15820.025506118218
4,905,-5292.896474921665
4,915,-19986.38513422145
4,967,-8483.214300257674
4,1036,-8016.141952414601
4,1075,-19414.715703657457
4,1078,-20280.04469734068
4,1193,-4793.736788258045
4,1228,-7877.045953677179
4,1236,-9940.20481804938
4,1314,-6633.370683946599
4,1317,-4542.359080575318
4,1386,-15301.845383532189
4,1431,-6553.406627837884
4,1437,-6211.489321086619
4,1539,-18646.34385404517
4,1549,-12534.162454058913
4,1613,-14408.969618541827
4,1617,-7539.306157734787
4,1647,-20567.977637345877
4,1649,-6708.731229380968
4,1678,-12970.68262015953
4,1716,-15770.549768043831
4,1740,-14999.493202334024
4,1797,-6682.540051105406
4,1806,-16507.72552688833
4,1854,-9691.25846665327
4,1988,-6740.719331910623
4,2010,-9152.838017613394
4,2011,-13085.743143757025
4,2029,-19901.629385838463
4,2031,-6080.261862665835
5,30,-5670.604898259319
5,95,-6268.41667834848
5,115,-6426.44350792423
5,141,-3553.1281146488545
5,148,-7514.757882010064
5,155,-6488.979425575618
5,271,-6528.3330541160885
5,294,-12070.929636548262
5,341,-14565.519412004567
5,374,-11384.578559918567
5,415,-15670.278476064941
5,433,-1687.467241904245
5,440,-6047.76412057305
5,636,-2590.681522578215
5,660,-3537.7671953515687
5,753,-5969.761811891093
5,919,-9293.677258481188
5,954,-4504.59050420847
5,1050,-5363.493283451234
5,1115,-3322.269638310788
5,1117,-6100.42727584105
5,1152,-3563.269468828647
5,1163,-3925.777817271371
5,1219,-8485.358509880502
5,1354,-4707.585174626174
5,1411,-7086.391866813753
5,1511,-4131.522630886016
5,1544,-7814.532009246658
5,1596,-15396.82221608404
5,1605,-4812.815753489361
5,1629,-6699.631185331628
5,1714,-11699.740216445862
5,1768,-7810.985096426862
5,1777,-5592.615929819911
5,1880,-2788.210453945614
5,1888,-6544.341477525466
5,1973,-9855.638025758553
5,2035,-6574.360833451216
6,56,-6662.988742200741
6,72,-17974.665282235695
6,100,-21810.324299584143
6,128,-4147.6058928316315
6,279,-3656.9705680295615
6,297,-16046.314145068014
6,346,-16835.456939615076
6,369,-6536.657015001422
6,383,-11927.889601707724
6,392,-13691.386825833442
6,534,-4610.925085930224
6,547,-4525.356678246173
6,554,-10634.65779942942
6,601,-4491.862348659592
6,647,-19959.394177725375
6,770,-18058.064189981844
6,771,-18036.326038802235
6,772,-4863.2109097450975
6,815,-10250.196909811544
6,851,-11354.513089572069
6,852,-5518.936010696773
6,863,-4326.0735308212315
6,915,-6331.969524356069
6,932,-13877.35447780326
6,1075,-19673.482239705118
6,1132,-9987.171493489412
6,1161,-12668.582973998127
6,1193,-6228.525401123884
6,1222,-7283.516796288632
6,1238,-13618.477350543937
6,1266,-8274.660816239677
6,1317,-14198.835647640473
6,1386,-17884.584382928093
6,1412,-10370.173730034829
6,1549,-5922.789290484224
6,1590,-19626.323428205968
6,1617,-7733.355788242594
6,1620,-5442.871012276258
6,1647,-16564.163862703535
6,1649,-9014.856355806893
6,1786,-9043.55787485189
6,1797,-7567.402907367331
6,1805,-19926.20809829395
6,1806,-8743.375291281876
6,1979,-3921.9599815696542
6,2004,-13357.682854457145
6,2029,-6123.446780501303
6,2031,-11860.64092574641
7,765,-953.6466041608122
7,775,-777.3322291309959
7,845,-228.49998349358958
7,1084,-870.154824012826
7,1448,-1172.8467480052498
7,1533,-589.1414031493034
7,1564,-252.18623556466972
7,1565,-476.9858760148582
7,1586,-186.7389262291308
7,1710,-978.337333310428
7,2032,-810.6433262980506
9,44,-6197.274403250026
9,54,-10244.952133930747
9,156,-5924.587798085122
9,188,-12822.632205698088
9,373,-11232.173516959288
9,383,-10276.710248694126
9,471,-9133.229581172287
9,472,-6817.820503849729
9,554,-11130.035451041507
9,584,-12939.424594928083
9,611,-6665.789345349715
9,647,-8971.142115609844
9,696,-4692.44560834078
9,721,-5237.026089220079
9,847,-3282.620015722503
9,877,-11755.93397858067
9,907,-8879.117708599115
9,933,-15335.358410796824
9,966,-12019.934979104715
9,970,-8607.230516697897
9,985,-5949.669574023923
9,1003,-15232.345142375203
9,1045,-5031.185235681814
9,1075,-16022.378412943392
9,1087,-10998.962764054388
9,1132,-18323.146172431345
9,1207,-4784.326727091796
9,1232,-3533.3575790713153
9,1234,-6620.69609475535
9,1249,-13302.148689071419
9,1256,-12123.926313993037
9,1266,-15997.422504572192
9,1271,-10805.483734788044
9,1283,-4258.573013072234
9,1353,-4149.73854646235
9,1355,-6552.084719162684
9,1375,-18043.71677861483
9,1386,-13771.107109143168
9,1400,-10276.243385850632
9,1401,-7556.893956667067
9,1408,-6519.381552570667
9,1424,-8906.17821451311
9,1453,-16352.731952542543
9,1501,-10409.243816744356
9,1590,-14540.959766076941
9,1759,-8545.546332849046
9,1786,-17947.479492344894
9,1818,-8740.970570394387
9,1920,-11742.282172225272
9,1985,-4970.494604386329
9,2005,-7421.7865161121135
10,69,-139.64644155816868
10,326,-14.869848129572244
10,362,-432.59778504416585
10,656,-63.26701067517869
11,355,-6.4545850252785675
11,843,4.168830974824032
12,302,-1227.1686945731255
12,379,-634.7990635100009
12,461,-1769.5525011996156
12,480,-349.0795320630198
12,801,-1393.6148987965832
12,879,-1335.3252126013583
12,883,-316.4726477022972
12,914,-942.1411685240546
12,1182,-775.1934695889639
12,1190,-719.8845630318648
12,1290,-1718.820696974026
12,1537,-575.8637547685998
12,1814,-544.3027756385386
13,19,-2080.3337211169232
13,46,-1401.3328989135425
13,108,-3090.704327667671
13,249,-996.3957975844576
13,254,-4322.696263334809
13,360,-2428.156150934412
13,510,-1241.7509079669326
13,570,-1185.5608480191786
13,576,-1940.0916142212202
13,716,-759.5248553667011
13,729,-2606.0778468366766
13,1029,-2345.8129790914018
13,1109,-3424.7174657375854
13,1171,-2847.03598252394
13,1199,-932.9192932390849
13,1259,-2836.5407991174948
13,1422,-3255.695866001927
13,1521,-2010.133676570771
13,1582,-982.2907402826878
13,1606,-2659.1806882744677
13,1621,-1135.2520144234188
13,1836,-3517.6515395905058
13,1990,-1672.947767124585
13,2024,-1369.8273275732822
14,19,-3157.143331235772
14,85,-4373.394058596384
14,304,-3585.4586247300804
14,322,-1052.3754446548876
14,559,-3436.2606843113344
14,622,-3846.6647534335175
14,654,-5500.365555502663
14,752,-2111.256235770531
14,792,-3205.8363958641075
14,842,-4567.08734099247
14,931,-2381.326039771629
14,1099,-1631.3450911497548
14,1147,-997.5894233243612
14,1172,-1074.5241946095935
14,1259,-2661.3293024748587
14,1422,-1910.734048991561
14,1521,-3554.438863845817
14,1572,-964.7127506793668
14,1640,-2773.229382487844
14,1650,-2722.008163321008
14,1688,-3518.2556556792288
14,1827,-3345.058710758807
14,1856,-3478.769661178679
14,1884,-4120.7827733949935
14,1957,-5818.2565989915565
15,20,-14678.498949660454
15,38,-5239.163999020424
15,95,-12370.038167936847
15,98,-10409.606967730935
15,132,-9275.28896918034
15,140,-10308.808374466096
15,155,-7342.31348240184
15,186,-7508.83152424083
15,271,-11433.647734853861
15,294,-11065.43294205332
15,310,-13463.680061312767
15,365,-16363.200689612195
15,374,-5970.541654844989
15,414,-21823.877836853586
15,415,-14954.84591211229
15,439,-7425.0091314202955
15,507,-15430.333943001013
15,516,-12597.32436908538
15,613,-15446.916232058951
15,636,-9141.622184935703
15,655,-15002.335744542346
15,660,-10812.307178266663
15,685,-4317.485805180724
15,691,-8199.514822559015
15,753,-10278.300186810156
15,782,-10610.061764937685
15,784,-17677.025980917402
15,898,-14866.171432050583
15,937,-3366.1881847807463
15,966,-19210.737153813763
15,1043,-12558.137580094142
15,1047,-19890.25417188676
15,1078,-18795.77109853387
15,1091,-8648.79481962322
15,1097,-15635.706234600955
15,1156,-23723.33970229811
15,1163,-13298.024161179823
15,1231,-17199.083533195517
15,1307,-4971.867931830576
15,1350,-14912.473501625143
15,1370,-5093.36565495598
15,1375,-18046.148716328375
15,1449,-16652.343445042567
15,1477,-13885.334437939568
15,1509,-12394.53393664406
15,1573,-8463.750327556543
15,1596,-10772.498483286034
15,1605,-6633.606629500986
15,1625,-10015.670765115303
15,1626,-6962.768890067177
15,1679,-5513.157243326326
15,1683,-9743.739320153467
15,1714,-17430.278203087062
15,1772,-21647.019997011095
15,1807,-18936.53503953978
15,1816,-6635.699285125854
15,1829,-18269.056942408715
15,1960,-8171.3588164546345
16,130,-5226.564580568731
16,135,-1045.433891760709
16,169,-3844.240003841149
16,318,-2498.2305086152815
16,325,-5022.629018474611
16,458,-3556.8192322891564
16,489,-3258.313792579908
16,677,-2415.8251060247976
16,832,-2318.591074007962
16,833,-3245.202735261008
16,974,-3115.484998922523
16,1011,-3816.8765644322075
16,1021,-1720.814084591917
16,1123,-2240.9079008455988
16,1387,-1219.8988852676362
16,1436,-4868.198996804536
16,1504,-7486.540830308007
16,1699,-2880.339526316689
16,1783,-1642.3164828464433
16,1855,-1099.8011673258131
16,1889,-5066.418057239735
16,1897,-1992.2405660522065
16,1956,-5843.475919446818
16,2044,-2079.868119930044
16,2045,-2138.424356022061
17,119,-1999.4128180121384
17,208,-3591.6279094157426
17,226,-1718.3127501411489
17,317,-6778.532823413062
17,687,-4096.557774004711
17,899,-1365.113310281367
17,947,-1472.3888739832967
17,956,-1148.9758244847278
17,965,-1312.1553275265994
17,1013,-4427.651730364624
17,1040,-6691.606649799509
17,1105,-2841.609295411799
17,1112,-1399.1792349039442
17,1181,-1485.1723163390989
17,1198,-4931.958951569493
17,1288,-833.6408711282985
17,1351,-5565.261944116883
17,1512,-2863.026074893875
17,1623,-670.6176854670825
17,1646,-1497.8190554276996
17,1685,-1635.5250120088876
17,1826,-2561.5329691487195
17,1943,-5394.551242447336
18,39,-1762.044544035781
18,122,-1778.9415889331603
18,589,-772.3371254638095
18,620,-472.1515194885555
18,717,-1365.789325538452
18,908,-554.5046181158756
18,934,-1158.6055958947002
18,950,-353.0665551261688
18,1203,-1021.0940491159589
18,1361,-1491.4603166739557
18,1518,-336.7306570793875
18,1769,-542.3836449437225
19,88,-1935.8324594352343
19,105,-2004.6590279688542
19,204,-2921.3452373526347
19,249,-1013.1221472057181
19,304,-2547.830108667955
19,322,-3868.431626501586
19,360,-2972.441873033085
19,510,-3412.0829897366857
19,570,-1089.6378253051996
19,576,-964.6269732174745
19,716,-4140.176923057802
19,752,-2856.34201345776
19,842,-4228.913116818369
19,1029,-2547.1456009075637
19,1099,-4045.3483756786045
19,1147,-1705.5547687682354
19,1205,-3283.0466357547166
19,1259,-2061.2874963049267
19,1390,-1192.6508781971143
19,1422,-2109.9157474448903
19,1521,-863.6609534049402
19,1633,-2276.1238858843567
19,1640,-3964.309722963536
19,1650,-1902.6640554561382
20,38,-7002.592241870963
20,49,-3340.556379936732
20,94,-3169.075265143132
20,95,-7915.8106938196615
20,98,-2244.0688402834553
20,132,-1499.3897089992347
20,186,-2077.9907241489377
20,245,-4667.314541611746
20,339,-3260.1292801827417
20,358,-4976.928086756035
20,374,-11240.113628462082
20,516,-5545.5086010336845
20,536,-2256.61059966244
20,650,-3351.3394189736123
20,685,-8290.185609621509
20,691,-4878.876819497339
20,750,-1881.2677854546785
20,753,-8212.798178363888
20,782,-4113.831466670323
20,795,-2328.6396375165104
20,880,-2436.8368094098946
20,1307,-10121.492407822323
20,1350,-4893.0337499211155
20,1404,-5796.315912602479
20,1426,-4565.918698740281
20,1477,-4356.813307019971
20,1556,-3565.1043748288143
20,1691,-2242.6555447049814
20,1733,-3410.437108295413
20,1872,-2900.842251889847
20,1986,-2182.4083546068955
21,101,-14023.813076308568
21,119,-7506.168281871125
21,208,-9354.99360133102
21,270,-4246.280856675274
21,272,-9395.7828106403
21,291,-11065.56437279849
21,317,-5444.491981028322
21,392,-16862.121411848857
21,406,-3365.965197426217
21,492,-4149.809914262453
21,583,-9106.024649688818
21,623,-3095.7002831874765
21,628,-6135.176699146028
21,712,-6097.71733088582
21,743,-8288.76436807162
21,770,-15537.412340897949
21,859,-7978.491275654259
21,891,-5577.444702998711
21,897,-4848.4924263231205
21,932,-10736.728862492473
21,938,-4806.0584429881
21,981,-5698.572598185852
21,1040,-5648.238109478377
21,1072,-2888.1721150445896
21,1224,-3224.578984965717
21,1228,-12577.419814924377
21,1320,-11224.901210080203
21,1431,-9797.29941923237
21,1472,-6605.431350577522
21,1539,-8670.195060336397
21,1647,-9178.09647698591
21,1649,-12361.201098975052
21,1690,-9549.13978298802
21,1705,-3341.4913195824847
21,1723,-8457.677115313709
21,1749,-5096.117100382305
21,1776,-6267.366769855068
21,1805,-11751.604129298858
21,1854,-10371.143716180599
21,1968,-7354.273795373264
21,1974,-1994.751472172131
21,2011,-9592.64062539118
22,351,-273.88376391672006
22,448,-641.3501374232034
22,476,-636.0826103591664
22,727,-340.32094245977885
22,816,-234.53475733649876
22,1019,-806.7649111661868
22,1209,-285.1620294647914
22,1284,-403.29877028496685
22,1327,-244.15566401541108
22,1658,-558.5730128163041
22,1765,-970.0586506801826
22,1914,-361.61584441133465
23,53,-4515.183230465639
23,143,-2243.8654266501317
23,214,-3648.1236896643586
23,503,-2188.4329462161345
23,524,-1418.2505715272275
23,545,-3337.833557575198
23,594,-2164.1356978306035
23,761,-3455.2706956590523
23,838,-1499.6416814347274
23,1037,-3277.0618705884112
23,1041,-702.4462430727046
23,1054,-1418.2503516108522
23,1085,-5412.751783171139
23,1137,-1439.6949805370602
23,1212,-1278.2676761352943
23,1239,-1655.8635160875604
23,1300,-4776.425649624332
23,1410,-3252.6936346704524
23,1508,-2320.0194809368445
23,1591,-1871.5167983820704
23,1729,-3298.568216784629
23,1788,-2100.695911119204
23,1815,-2260.6835303592907
23,1912,-4592.681512262779
23,1923,-1475.0292915317539
23,1983,-3876.3938291659383
23,2044,-4089.9491663291737
24,116,-3436.063255773684
24,126,-3583.447426070585
24,139,-1745.8755160206554
24,145,-2723.63188629221
24,173,-3049.8828727797163
24,216,-2777.4859051878675
24,327,-1453.5852344444734
24,352,-2045.8687985574477
24,474,-3380.4228707391885
24,564,-1310.3226485557248
24,687,-4632.783588584883
24,798,-2637.8753916145442
24,862,-4976.036563353904
24,877,-5334.782792751642
24,1093,-1615.3413357042402
24,1198,-2066.43882295214
24,1217,-2843.0171947514514
24,1256,-5420.861186409678
24,1364,-2005.3548616502896
24,1401,-8627.871396495275
24,1528,-4180.531621145585
24,1557,-2148.404967797987
24,1558,-3033.8891156218306
24,1646,-5552.715274279703
24,1692,-1130.6117062999604
24,1826,-2968.2984731892425
24,1899,-2580.1167560002477
24,1920,-3819.7860407568173
24,2003,-4377.975462108988
25,50,-909.890137446252
25,92,-288.1984691016853
25,697,-342.034715489322
25,1803,-170.76456371851614
25,1865,-92.38063205924274
26,37,-10537.106948376571
26,43,-11267.792068586996
26,73,-4729.340638954154
26,109,-2907.7414559036015
26,212,-7225.958106880807
26,225,-10573.377010474269
26,273,-9407.50850328319
26,275,-4182.869935549652
26,287,-3613.7974097770666
26,397,-13597.756134638317
26,402,-8110.810778364411
26,436,-5005.584237768552
26,637,-5708.980260221398
26,654,-10711.994972611927
26,745,-8841.781980473075
26,757,-7126.003816446341
26,860,-3470.741836493963
26,875,-6973.457194058441
26,887,-4592.580542560888
26,928,-3278.6825774629824
26,949,-10192.378377655825
26,1038,-6221.967769180537
26,1139,-6666.926548987098
26,1141,-3264.104498009579
26,1155,-2816.919680549396
26,1250,-3001.3933924924554
26,1252,-2705.8183034387503
26,1268,-3697.057303811988
26,1371,-9975.554965265588
26,1423,-8572.229125437472
26,1425,-2871.503056320479
26,1498,-7772.944252459413
26,1550,-6803.372193026429
26,1580,-5075.396506835721
26,1635,-6434.278229681621
26,1693,-11894.795256790196
26,1730,-4247.466163113217
26,1796,-4664.450768633906
26,1870,-8778.030461872147
26,1901,-4178.274211185177
26,1942,-11297.168943873568
26,2034,-6548.931721563768
27,951,-79.96032897651409
27,1265,-85.22949881183027
27,1308,-57.84950200977844
27,1571,-83.82224929975486
27,1621,-189.9011488836524
27,2024,-245.1866013940253
28,93,-3120.2125203754167
28,120,-3994.838805686389
28,129,-1938.3696387044256
28,130,-7831.161068979483
28,148,-5555.149390048465
28,288,-2182.8383439793793
28,330,-2015.9752065161165
28,429,-1450.1580761948194
28,481,-1140.8356487080634
28,504,-3767.868833799375
28,528,-1422.4779701892585
28,553,-4863.1343206758975
28,599,-4420.22489646332
28,627,-4163.3180074797765
28,870,-2703.402255590751
28,886,-888.9118336735295
28,1051,-6573.8601497642685
28,1070,-4998.562038287879
28,1114,-2614.395826229658
28,1179,-7026.4395023447
28,1318,-2524.136769959687
28,1443,-5629.854005953154
28,1603,-1738.0926300417339
28,1648,-1780.1902178692656
28,1755,-2545.5601318869576
28,1848,-4132.958361137368
28,1862,-4455.007712559647
28,1926,-3753.500271093561
28,1932,-1142.1285336389265
29,156,-10762.738504246789
29,158,-9233.567980774325
29,213,-2281.4834230149427
29,312,-2956.035421625777
29,348,-5044.558670809403
29,472,-4061.1527780059646
29,495,-5053.328204594531
29,584,-10168.181278277763
29,721,-10323.371062477578
29,728,-7152.120092306502
29,769,-3269.5819704595037
29,847,-12795.630220988072
29,855,-6473.801566049673
29,922,-3346.393762078617
29,933,-3458.2006998968377
29,945,-3021.428801298473
29,985,-5558.447577074559
29,1069,-4980.3920444592895
29,1174,-2974.221201330198
29,1189,-6503.1064931653855
29,1257,-5783.008670108874
29,1272,-3572.705977619142
29,1338,-6035.703057621592
29,1353,-6232.7266502515195
29,1385,-5439.453188634757
29,1400,-4976.719071812887
29,1421,-7216.325638836602
29,1465,-2856.825431965221
29,1488,-3421.5212290114755
29,1501,-6339.2101344678085
29,1604,-6602.717320347524
29,1666,-3631.0890937818704
29,1713,-2413.8672166766787
29,1773,-6723.498569001536
29,1807,-10996.383258156333
29,1812,-8370.980020651315
29,1818,-13800.863047649844
29,1898,-5546.678448635371
29,1910,-9097.800957204061
29,1991,-5511.849698360502
29,2012,-9033.429157970299
30,141,-3529.5891457432813
30,148,-2619.253656822556
30,164,-3756.197018727046
30,268,-2508.789790156882
30,330,-6787.741108762248
30,423,-3830.4554288454483
30,433,-3649.8176164227743
30,434,-5482.999096567239
30,553,-5406.999793378042
30,658,-4946.082244486894
30,666,-3616.4111565321305
30,707,-3231.8868544762663
30,919,-1915.6711562427497
30,1002,-5587.45609317682
30,1051,-8402.992779013488
30,1115,-7328.120922158711
30,1117,-5960.384990367002
30,1219,-3207.2830709935133
30,1337,-5761.276853667956
30,1411,-1486.7422187146485
30,1485,-8074.923572566089
30,1544,-3810.833321553734
30,1777,-1612.473873397037
30,1779,-4559.190488742461
30,1802,-5325.75838142797
30,1862,-2976.795765455278
30,1880,-3008.308195707668
30,1888,-6906.338473051225
30,1895,-2924.1563195278804
30,1941,-2546.055700655895
30,1944,-4455.839045924963
30,1973,-7320.446051032442
30,1984,-5003.906484154104
30,2018,-2418.1441896185424
31,219,-60.382600842411
31,334,-35.81189100549321
31,924,-148.084505630721
31,1416,-62.95478460941777
31,1473,-320.51868512198183
32,131,-796.1916067281801
32,166,-1905.6807383198793
32,202,-1926.8993265821966
32,357,-556.9879650299029
32,376,-1332.8213222018446
32,516,-4781.770306135411
32,586,-513.7280632328642
32,642,-475.7636624973163
32,880,-3468.978399822995
32,1028,-607.1640447009001
32,1082,-1151.328994957122
32,1426,-1732.00289817079
32,1556,-788.4187840498316
32,1799,-1050.6650693336992
32,1950,-2546.2714515860025
32,1986,-1165.0720450085983
33,63,-4198.562205104404
33,84,-1530.39234724555
33,225,-1716.8502659797173
33,292,-5461.7648760944485
33,436,-4700.504563501345
33,452,-2387.5668785577977
33,499,-3255.0195550684894
33,542,-3395.553831003148
33,585,-4849.3350880747685
33,640,-8483.18603784278
33,766,-5314.916621222746
33,805,-1745.4180823960578
33,822,-1845.7257669280596
33,860,-7603.877240398441
33,887,-8530.583213738726
33,949,-6328.151981561933
33,980,-2773.2172040984683
33,1141,-6252.607580482121
33,1206,-3432.118557744783
33,1213,-7831.5761246646
33,1336,-2389.7585128479095
33,1419,-2365.3341204516832
33,1425,-9131.446573622234
33,1454,-2400.2196896664714
33,1464,-3038.1042055721414
33,1496,-3464.8784953093846
33,1541,-6864.061466193659
33,1550,-4699.463427336142
33,1616,-3223.181533280527
33,1635,-4320.230808833744
33,1796,-5710.095908416225
33,1804,-2555.644822047745
33,1868,-3955.454953381013
33,1870,-3612.9350934981926
34,160,-1349.6239072658332
34,391,-1613.6094618009474
34,562,-779.9650301899732
34,692,-632.6052620245152
34,728,-3633.1728289531466
34,810,-1100.694910231411
34,840,-470.24150397573976
34,1096,-1861.7068982078563
34,1245,-2359.0860597888054
34,1272,-4346.393767294141
34,1291,-1238.7003464504626
34,1421,-1272.8169195431396
34,1514,-389.0917252036714
34,1682,-791.3690983230094
34,1757,-909.9492154947084
34,1792,-1883.1617157413655
34,2032,-1398.2692759393778
35,244,-3644.081036083451
35,588,-385.2849805678182
35,701,-396.1197763824907
35,722,-232.2634097922322
35,731,-621.2156855006522
35,804,-217.2102046807534
35,823,-440.33980949392924
35,1331,-911.9778116123733
35,1694,-1167.1679909799934
35,1722,-306.23729083115137
35,1743,-1436.9904784002786
35,1911,-449.87114539163974
35,1976,-678.802939409626
35,1992,-1321.164033010108
36,811,-530.9180705396644
36,946,-242.82573703170792
36,971,-957.0491597694071
36,1223,-594.0627902985179
36,1293,-626.8891957397693
36,1445,-465.898827083958
36,1481,-305.9898176412553
36,1577,-480.1732644620429
36,1609,-411.69846537291863
36,1866,-661.01452367551
36,2023,-461.7959967921771
36,2040,-875.7202213179044
37,63,-7436.015009253716
37,73,-3941.0205792990937
37,121,-5791.683053339121
37,225,-8296.796086420825
37,239,-9396.671540233301
37,273,-9449.813839842129
37,275,-9144.611365063703
37,287,-10211.375141291563
37,372,-8749.668843824606
37,397,-3615.7618166946936
37,527,-7228.828785923643
37,640,-9715.422362136416
37,682,-4485.286122644948
37,745,-2648.3419485623626
37,778,-3265.031935720468
37,797,-3875.5743281702134
37,860,-5576.500329426395
37,875,-3155.7922428696056
37,887,-3787.900829273741
37,949,-2941.8937201742424
37,1131,-6143.770100794
37,1139,-2879.9367217987033
37,1155,-7737.032752072487
37,1213,-5211.54894375258
37,1252,-6782.909968627734
37,1363,-4954.926686011038
37,1371,-7596.408334871972
37,1425,-5743.126686061485
37,1474,-11156.778902643917
37,1482,-3940.7932337718157
37,1498,-2611.1729252918667
37,1554,-9698.454112817853
37,1599,-3591.424727378768
37,1612,-4499.406598802757
37,1635,-5201.11359151903
37,1693,-11108.555788035295
37,1887,-5898.279907109146
37,1891,-6682.79022730705
37,1935,-5237.808364056437
38,74,-8007.227676163934
38,98,-5120.991166951207
38,132,-5990.376951350564
38,140,-18142.922963814657
38,155,-17630.750406317395
38,186,-5079.553742944304
38,310,-8946.464009242329
38,365,-10929.305896895834
38,374,-5626.8806532340295
38,439,-11421.633807339413
38,507,-11706.469548163044
38,516,-5209.745989195624
38,613,-16132.146427421101
38,650,-8678.46237076283
38,655,-17024.693065503703
38,685,-3081.0928436797617
38,691,-10228.758687167114
38,753,-11948.310596606789
38,782,-6564.949109962246
38,880,-10677.614871893
38,898,-7728.42115085808
38,937,-4703.522666595057
38,1043,-9540.651557889481
38,1047,-10162.832308122657
38,1078,-13183.021262633962
38,1091,-14465.082202556961
38,1097,-14824.64606156401
38,1163,-10654.107379394187
38,1307,-8256.992101717831
38,1370,-10037.348178776321
38,1426,-3757.2029063825285
38,1449,-8208.884833197111
38,1477,-10953.98431056157
38,1509,-4202.7903050776085
38,1556,-8432.58571698955
38,1573,-9112.954408765589
38,1605,-12640.411948657162
38,1625,-11693.608753740049
38,1626,-7328.985745047347
38,1679,-9441.483408202248
38,1683,-3263.6705588696077
38,1714,-14535.378744218358
38,1733,-11052.316126460419
38,1816,-3251.298134308456
