step,node,omega_dimless,phi,spin,omega_obs_Hz,phi_obs_rad
3900,1,-0.00004722,6.282469297492,1,-1.450068e+23,-0.000716009688
3900,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
3900,3,0.00004722,4.189506214474,1,-1.449932e+23,-2.093679092705
3950,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
3950,1,-0.00004726,6.282470102057,1,-1.450069e+23,-0.000715205122
3950,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
3950,3,0.00004726,4.189505409909,1,-1.449931e+23,-2.093679897271
4000,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4000,1,-0.00004730,6.282470905720,1,-1.450069e+23,-0.000714401460
4000,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4000,3,0.00004730,4.189504606246,1,-1.449931e+23,-2.093680700933
4050,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4050,1,-0.00004734,6.282471708479,1,-1.450069e+23,-0.000713598700
4050,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4050,3,0.00004734,4.189503803486,1,-1.449931e+23,-2.093681503693
4100,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4100,1,-0.00004737,6.282472510338,1,-1.450069e+23,-0.000712796842
4100,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4100,3,0.00004737,4.189503001628,1,-1.449931e+23,-2.093682305551
4150,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4150,1,-0.00004741,6.282473311296,1,-1.450069e+23,-0.000711995884
4150,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4150,3,0.00004741,4.189502200670,1,-1.449931e+23,-2.093683106509
4200,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4200,1,-0.00004745,6.282474111354,1,-1.450069e+23,-0.000711195826
4200,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4200,3,0.00004745,4.189501400612,1,-1.449931e+23,-2.093683906568
4250,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4250,1,-0.00004749,6.282474910514,1,-1.450069e+23,-0.000710396666
4250,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4250,3,0.00004749,4.189500601452,1,-1.449931e+23,-2.093684705727
4300,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4300,1,-0.00004753,6.282475708776,1,-1.450069e+23,-0.000709598403
4300,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4300,3,0.00004753,4.189499803190,1,-1.449931e+23,-2.093685503990
4350,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4350,1,-0.00004757,6.282476506142,1,-1.450069e+23,-0.000708801037
4350,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
