step,node,omega,phi,spin
13,1,-0.013104583938809785,6.263690835423724,-1
13,2,0.010895416061190233,1.590290798550759,1
13,3,-0.010895416061190233,1.590290798550759,-1
14,0,0.004110953077455841,6.2621919826976455,1
14,1,-0.004110953077455841,6.2621919826976455,-1
14,2,0.007889046922544177,1.5917896512768381,1
14,3,-0.007889046922544177,1.5917896512768381,-1
15,0,0.001100094699604213,6.260693326054409,1
15,1,-0.001100094699604213,6.260693326054409,-1
15,2,-0.0011000946996041951,1.5932883079200748,1
15,3,0.0011000946996041951,1.5932883079200748,-1
16,0,-0.007893601582295264,6.259194850720034,1
16,1,0.007893601582295264,6.259194850720034,-1
16,2,0.0018936015822952805,1.5947867832544496,1
16,3,-0.0018936015822952805,1.5947867832544496,-1
17,0,0.0010784477420588082,6.2576967205265985,1
17,1,-0.0010784477420588082,6.2576967205265985,-1
17,2,-0.0010784477420587918,1.596284913447885,1
17,3,0.0010784477420587918,1.596284913447885,-1
18,0,-0.007915411314515876,6.256198676077931,1
18,1,0.007915411314515876,6.256198676077931,-1
18,2,0.0019154113145158913,1.5977829578965523,1
18,3,-0.0019154113145158913,1.5977829578965523,-1
19,0,0.001056689945966742,6.254701005131881,1
19,1,-0.001056689945966742,6.254701005131881,-1
19,2,-0.001056689945966726,1.599280628842602,1
19,3,0.001056689945966726,1.599280628842602,-1
20,0,-0.007937330934632909,6.253203445228722,1
20,1,0.007937330934632909,6.253203445228722,-1
20,2,0.0019373309346329254,1.6007781887457606,1
20,3,-0.0019373309346329254,1.6007781887457606,-1
21,0,0.001034823095277828,6.25170628715034,1
21,1,-0.001034823095277828,6.25170628715034,-1
21,2,-0.0010348230952778115,1.602275346824143,1
21,3,0.0010348230952778115,1.602275346824143,-1
22,0,-0.007959358635489489,6.2502092653670465,1
22,1,0.007959358635489489,6.2502092653670465,-1
22,2,0.0019593586354895057,1.6037723686074372,1
22,3,-0.0019593586354895057,1.6037723686074372,-1
23,0,0.001012849004900375,6.248712673686096,1
23,1,-0.001012849004900375,6.248712673686096,-1
23,2,-0.0010128490049003567,1.605268960288388,1
23,3,0.0010128490049003567,1.605268960288388,-1
24,0,-0.00798149257929971,6.247216243502036,1
24,1,0.00798149257929971,6.247216243502036,-1
24,2,0.0019814925792997293,1.606765390472447,1
24,3,-0.0019814925792997293,1.606765390472447,-1
25,0,0.0009907695200774193,6.245720271648242,1
25,1,-0.0009907695200774193,6.245720271648242,-1
25,2,-0.0009907695200774003,1.608261362326241,1
25,3,0.0009907695200774003,1.608261362326241,-1
26,0,-0.008003730898283698,6.2442244864383065,1
26,1,0.008003730898283698,6.2442244864383065,-1
26,2,0.002003730898283717,1.6097571475361767,1
26,3,-0.002003730898283717,1.6097571475361767,-1
27,0,0.0009685865157448431,6.242729187731878,1
27,1,-0.0009685865157448431,6.242729187731878,-1
27,2,-0.000968586515744824,1.6112524462426054,1
27,3,0.000968586515744824,1.6112524462426054,-1
28,0,-0.008026071695320514,6.241234100757018,1
28,1,0.008026071695320514,6.241234100757018,-1
28,2,0.002026071695320532,1.612747533217465,1
28,3,-0.002026071695320532,1.612747533217465,-1
29,0,0.0009463018958718542,6.239739528399216,1
29,1,-0.0009463018958718542,6.239739528399216,-1
29,2,-0.0009463018958718351,1.6142421055752674,1
29,3,0.0009463018958718351,1.6142421055752674,-1
30,0,-0.008048513044618453,6.238245192797047,1
30,1,0.008048513044618453,6.238245192797047,-1
30,2,0.0020485130446184717,1.6157364411774366,1
30,3,-0.0020485130446184717,1.6157364411774366,-1
31,0,0.0009239175927843232,6.236751399860804,1
31,1,-0.0009239175927843232,6.236751399860804,-1
31,2,-0.0009239175927843049,1.617230234113679,1
31,3,0.0009239175927843049,1.617230234113679,-1
32,0,-0.00807105299240221,6.23525786863625,1
32,1,0.00807105299240221,6.23525786863625,-1
32,2,0.0020710529924022284,1.6187237653382334,1
32,3,-0.0020710529924022284,1.6187237653382334,-1
33,0,0.0009014355664715076,6.23376490805685,1
33,1,-0.0009014355664715076,6.23376490805685,-1
33,2,-0.0009014355664714881,1.6202167259176334,1
33,3,0.0009014355664714881,1.6202167259176334,-1
34,0,-0.008093689557616367,6.232272234072853,1
34,1,0.008093689557616367,6.232272234072853,-1
34,2,0.002093689557616387,1.6217093999016303,1
34,3,-0.002093689557616387,1.6217093999016303,-1
35,0,0.0008788578038766755,6.2307801586386615,1
35,1,-0.0008788578038766755,6.2307801586386615,-1
35,2,-0.0008788578038766556,1.6232014753358213,1
35,3,0.0008788578038766556,1.6232014753358213,-1
36,0,-0.008116420732644701,6.22928839460695,1
36,1,0.008116420732644701,6.22928839460695,-1
36,2,0.0021164207326447196,1.6246932393675328,1
36,3,-0.0021164207326447196,1.6246932393675328,-1
37,0,0.0008561863181722057,6.227797256950217,1
37,1,-0.0008561863181722057,6.227797256950217,-1
37,2,-0.0008561863181721862,1.6261843770242657,1
37,3,0.0008561863181721862,1.6261843770242657,-1
38,0,-0.008139244484044704,6.2263064554221375,1
38,1,0.008139244484044704,6.2263064554221375,-1
38,2,0.0021392444840447234,1.627675178552346,1
38,3,-0.0021392444840447234,1.627675178552346,-1
39,0,0.0008334231480197039,6.224816308009859,1
39,1,-0.0008334231480197039,6.224816308009859,-1
39,2,-0.0008334231480196844,1.6291653259646242,1
39,3,0.0008334231480196844,1.6291653259646242,-1
40,0,-0.0081621587532968,6.223326521367277,1
40,1,0.0081621587532968,6.223326521367277,-1
40,2,0.00216215875329682,1.630655112607207,1
40,3,-0.00216215875329682,1.630655112607207,-1
41,0,0.0008105703568157228,6.221837416492134,1
41,1,-0.0008105703568157228,6.221837416492134,-1
41,2,-0.0008105703568157012,1.6321442174823497,1
41,3,0.0008105703568157012,1.6321442174823497,-1
42,0,-0.008185161457567616,6.220348696938409,1
42,1,0.008185161457567616,6.220348696938409,-1
42,2,0.002185161457567637,1.6336329370360752,1
42,3,-0.002185161457567637,1.6336329370360752,-1
43,0,0.000787630031923673,6.218860686709776,1
43,1,-0.000787630031923673,6.218860686709776,-1
43,2,-0.0007876300319236522,1.6351209472647072,1
43,3,0.0007876300319236522,1.6351209472647072,-1
44,0,-0.00820825049048675,6.217373086260813,1
44,1,0.00820825049048675,6.217373086260813,-1
44,2,0.002208250490486773,1.636608547713671,1
44,3,-0.002208250490486773,1.636608547713671,-1
45,0,0.0007646042838925539,6.21588622259585,1
45,1,-0.0007646042838925539,6.21588622259585,-1
45,2,-0.0007646042838925318,1.638095411378633,1
45,3,0.0007646042838925318,1.638095411378633,-1
46,0,-0.008231423722936403,6.214399793071228,1
46,1,0.008231423722936403,6.214399793071228,-1
46,2,0.002231423722936426,1.6395818409032554,1
46,3,-0.002231423722936426,1.6395818409032554,-1
47,0,0.0007414952456630732,6.212914127686049,1
47,1,-0.0007414952456630732,6.212914127686049,-1
47,2,-0.0007414952456630502,1.641067506288434,1
47,3,0.0007414952456630502,1.641067506288434,-1
48,0,-0.008254679003853248,6.211428920700236,1
48,1,0.008254679003853248,6.211428920700236,-1
48,2,0.0022546790038532718,1.6425527132742475,1
48,3,-0.0022546790038532718,1.6425527132742475,-1
49,0,0.0007183050717618333,6.2099445051011655,1
49,1,-0.0007183050717618333,6.2099445051011655,-1
49,2,-0.0007183050717618098,1.6440371288733173,1
49,3,0.0007183050717618098,1.6440371288733173,-1
50,0,-0.008278014161041925,6.208460572054818,1
50,1,0.008278014161041925,6.208460572054818,-1
50,2,0.002278014161041949,1.6455210619196645,1
50,3,-0.002278014161041949,1.6455210619196645,-1
51,0,0.0006950359374841945,6.206977457529739,1
51,1,-0.0006950359374841945,6.206977457529739,-1
51,2,-0.0006950359374841707,1.6470041764447443,1
51,3,0.0006950359374841707,1.6470041764447443,-1
52,0,-0.008301427001999487,6.205494849601096,1
52,1,0.008301427001999487,6.205494849601096,-1
52,2,0.0023014270019995112,1.6484867843733866,1
52,3,-0.0023014270019995112,1.6484867843733866,-1
53,0,0.0006716900380664657,6.204013087210882,1
53,1,-0.0006716900380664657,6.204013087210882,-1
53,2,-0.0006716900380664419,1.6499685467636007,1
53,3,0.0006716900380664419,1.6499685467636007,-1
54,0,-0.00832491531475017,6.202531855347249,1
54,1,0.00832491531475017,6.202531855347249,-1
54,2,0.0023249153147501945,1.651449778627234,1
54,3,-0.0023249153147501945,1.651449778627234,-1
55,0,0.0006482695878480896,6.201051495917303,1
55,1,-0.0006482695878480896,6.201051495917303,-1
55,2,-0.000648269587848067,1.6529301380571795,1
55,3,0.000648269587848067,1.6529301380571795,-1
56,0,-0.00834847686868981,6.199571690826632,1
56,1,0.00834847686868981,6.199571690826632,-1
56,2,0.0023484768686898327,1.6544099431478503,1
56,3,-0.0023484768686898327,1.6544099431478503,-1
57,0,0.0006247768194244767,6.198092784938519,1
57,1,-0.0006247768194244767,6.198092784938519,-1
57,2,-0.000624776819424455,1.655888849035964,1
57,3,0.000624776819424455,1.655888849035964,-1
58,0,-0.008372109415439236,6.196614457081095,1
58,1,0.008372109415439236,6.196614457081095,-1
58,2,0.0023721094154392584,1.6573671768933878,1
58,3,-0.0023721094154392584,1.6573671768933878,-1
59,0,0.0006012139827911607,6.195137055064271,1
59,1,-0.0006012139827911607,6.195137055064271,-1
59,2,-0.0006012139827911386,1.658844578910212,1
59,3,0.0006012139827911386,1.658844578910212,-1
60,0,-0.008395810689705987,6.193660254644497,1
60,1,0.008395810689705987,6.193660254644497,-1
60,2,0.002395810689706009,1.6603213793299858,1
60,3,-0.002395810689706009,1.6603213793299858,-1
61,0,0.0005775833444799563,6.192184406568154,1
61,1,-0.0005775833444799563,6.192184406568154,-1
61,2,-0.0005775833444799342,1.6617972274063284,1
61,3,0.0005775833444799342,1.6617972274063284,-1
62,0,-0.008419578410153637,6.190709183526445,1
62,1,0.008419578410153637,6.190709183526445,-1
62,2,0.0024195784101536592,1.6632724504480385,1
62,3,-0.0024195784101536592,1.6632724504480385,-1
63,0,0.0005538871866878053,6.189234939191459,1
63,1,-0.0005538871866878053,6.189234939191459,-1
63,2,-0.0005538871866877827,1.6647466947830247,1
63,3,0.0005538871866877827,1.6647466947830247,-1
64,0,-0.008443410280278073,6.18776134319624,1
64,1,0.008443410280278073,6.18776134319624,-1
64,2,0.0024434102802780955,1.6662202907782429,1
64,3,-0.0024434102802780955,1.6662202907782429,-1
65,0,0.0005301278063989841,6.186288752127228,1
65,1,-0.0005301278063989841,6.186288752127228,-1
65,2,-0.0005301278063989628,1.6676928818472554,1
65,3,0.0005301278063989628,1.6676928818472554,-1
66,0,-0.008467303989290017,6.18481683256706,1
66,1,0.008467303989290017,6.18481683256706,-1
66,2,0.0024673039892900393,1.6691648014074236,1
66,3,-0.0024673039892900393,1.6691648014074236,-1
67,0,0.0005063075145013834,6.183345944004555,1
67,1,-0.0005063075145013834,6.183345944004555,-1
67,2,-0.0005063075145013605,1.6706356899699293,1
67,3,0.0005063075145013605,1.6706356899699293,-1
68,0,-0.00849125721300311,6.181875749980354,1
68,1,0.00849125721300311,6.181875749980354,-1
68,2,0.002491257213003133,1.6721058839941296,1
68,3,-0.002491257213003133,1.6721058839941296,-1
69,0,0.00048242863489751826,6.180406612873095,1
69,1,-0.00048242863489751826,6.180406612873095,-1
69,2,-0.00048242863489749484,1.6735750211013884,1
69,3,0.00048242863489749484,1.6735750211013884,-1
70,0,-0.008515267614726865,6.17893819319049,1
70,1,0.008515267614726865,6.17893819319049,-1
70,2,0.0025152676147268886,1.6750434407839934,1
70,3,-0.0025152676147268886,1.6750434407839934,-1
71,0,0.0004584935036110148,6.177470856187835,1
71,1,-0.0004584935036110148,6.177470856187835,-1
71,2,-0.0004584935036109905,1.6765107777866481,1
71,3,0.0004584935036109905,1.6765107777866481,-1
72,0,-0.008539332846163778,6.176004259349632,1
72,1,0.008539332846163778,6.176004259349632,-1
72,2,0.002539332846163802,1.6779773746248505,1
72,3,-0.002539332846163802,1.6779773746248505,-1
73,0,0.0004345044678892157,6.174538770794088,1
73,1,-0.0004345044678892157,6.174538770794088,-1
73,2,-0.0004345044678891914,1.6794428631803942,1
73,3,0.0004345044678891914,1.6794428631803942,-1
74,0,-0.008563450548309922,6.173074044992869,1
74,1,0.008563450548309922,6.173074044992869,-1
74,2,0.002563450548309946,1.680907588981614,1
74,3,-0.002563450548309946,1.680907588981614,-1
75,0,0.0004104638853026348,6.171610452912751,1
75,1,-0.0004104638853026348,6.171610452912751,-1
75,2,-0.0004104638853026101,1.6823711810617321,1
75,3,0.0004104638853026101,1.6823711810617321,-1
76,0,-0.008587618352358318,6.170147646023585,1
76,1,0.008587618352358318,6.170147646023585,-1
76,2,0.0025876183523583416,1.6838339879508981,1
76,3,-0.0025876183523583416,1.6838339879508981,-1
77,0,0.00038637412284193637,6.168685998125799,1
77,1,-0.00038637412284193637,6.168685998125799,-1
77,2,-0.00038637412284191165,1.6852956358486837,1
77,3,0.00038637412284191165,1.6852956358486837,-1
78,0,-0.00861183388060438,6.1672251576990975,1
78,1,0.00861183388060438,6.1672251576990975,-1
78,2,0.002611833880604405,1.6867564762753848,1
78,3,-0.002611833880604405,1.6867564762753848,-1
79,0,0.0003622375560131449,6.165765501362057,1
79,1,-0.0003622375560131449,6.165765501362057,-1
79,2,-0.00036223755601312016,1.688216132612425,1
79,3,0.00036223755601312016,1.688216132612425,-1
80,0,-0.008636094747352772,6.164306674616549,1
80,1,0.008636094747352772,6.164306674616549,-1
80,2,0.002636094747352797,1.6896749593579332,1
80,3,-0.002636094747352797,1.6896749593579332,-1
81,0,0.0003380565679317587,6.1628490568832195,1
81,1,-0.0003380565679317587,6.1628490568832195,-1
81,2,-0.0003380565679317331,1.6911325770912624,1
81,3,0.0003380565679317331,1.6911325770912624,-1
82,0,-0.008660398559824948,6.16139229069906,1
82,1,0.008660398559824948,6.16139229069906,-1
82,2,0.002660398559824974,1.6925893432754218,1
82,3,-0.002660398559824974,1.6925893432754218,-1
83,0,0.0003138335484164645,6.159936758270139,1
83,1,-0.0003138335484164645,6.159936758270139,-1
83,2,-0.00031383354841643847,1.6940448757043418,1
83,3,0.00031383354841643847,1.6940448757043418,-1
84,0,-0.008684742919066731,6.158482099182158,1
84,1,0.008684742919066731,6.158482099182158,-1
84,2,0.0026847429190667567,1.6954995347923232,1
84,3,-0.0026847429190667567,1.6954995347923232,-1
85,0,0.0002895708930831381,6.157028698409394,1
85,1,-0.0002895708930831381,6.157028698409394,-1
85,2,-0.0002895708930831125,1.6969529355650876,1
85,3,0.0002895708930831125,1.6969529355650876,-1
86,0,-0.008709125420855215,6.155576192600476,1
86,1,0.008709125420855215,6.155576192600476,-1
86,2,0.00270912542085524,1.6984054413740057,1
86,3,-0.00270912542085524,1.6984054413740057,-1
87,0,0.0002652710024397976,6.154124969480117,1
87,1,-0.0002652710024397976,6.154124969480117,-1
87,2,-0.00026527100243977156,1.6998566644943651,1
87,3,0.00026527100243977156,1.6998566644943651,-1
88,0,-0.008733543656604347,6.152674662774724,1
88,1,0.008733543656604347,6.152674662774724,-1
88,2,0.002733543656604373,1.7013069711997584,1
88,3,-0.002733543656604373,1.7013069711997584,-1
89,0,0.00024093628098317658,6.1512256629411155,1
89,1,-0.00024093628098317658,6.1512256629411155,-1
89,2,-0.00024093628098315013,1.7027559710333673,1
89,3,0.00024093628098315013,1.7027559710333673,-1
90,0,-0.008757995214268505,6.149777600798948,1
90,1,0.008757995214268505,6.149777600798948,-1
90,2,0.0027579952142685322,1.7042040331755355,1
90,3,-0.0027579952142685322,1.7042040331755355,-1
91,0,0.00021656913629759973,6.148330869518267,1
91,1,-0.00021656913629759973,6.148330869518267,-1
91,2,-0.00021656913629757284,1.7056507644562167,1
91,3,0.00021656913629757284,1.7056507644562167,-1
92,0,-0.008782477679243412,6.146885097028067,1
92,1,0.008782477679243412,6.146885097028067,-1
92,2,0.002782477679243438,1.707096536946417,1
92,3,-0.002782477679243438,1.707096536946417,-1
93,0,0.00019217197815679654,6.145440679192201,1
93,1,-0.00019217197815679654,6.145440679192201,-1
93,2,-0.00019217197815676965,1.7085409547822832,1
93,3,0.00019217197815676965,1.7085409547822832,-1
94,0,-0.008806988635263729,6.1439972410657,1
94,1,0.008806988635263729,6.1439972410657,-1
94,2,0.002806988635263755,1.7099843929087837,1
94,3,-0.002806988635263755,1.7099843929087837,-1
95,0,0.00016774721762931495,6.14255518118627,1
95,1,-0.00016774721762931495,6.14255518118627,-1
95,2,-0.00016774721762928893,1.711426452788214,1
95,3,0.00016774721762928893,1.711426452788214,-1
96,0,-0.008831525665296706,6.1411141217522855,1
96,1,0.008831525665296706,6.1411141217522855,-1
96,2,0.002831525665296733,1.7128675122221988,1
96,3,-0.002831525665296733,1.7128675122221988,-1
97,0,0.00014329726618817103,6.139674463954814,1
97,1,-0.00014329726618817103,6.139674463954814,-1
97,2,-0.0001432972661881424,1.7143071700196697,1
97,3,0.0001432972661881424,1.7143071700196697,-1
98,0,-0.008856086352431231,6.138235827153483,1
98,1,0.008856086352431231,6.138235827153483,-1
98,2,0.0028560863524312577,1.7157458068210005,1
98,3,-0.0028560863524312577,1.7157458068210005,-1
99,0,0.00011882453482534201,6.136798615171716,1
99,1,-0.00011882453482534201,6.136798615171716,-1
99,2,-0.00011882453482531556,1.7171830188027681,1
99,3,0.00011882453482531556,1.7171830188027681,-1
100,0,-0.008880668280761653,6.135362444548888,1
100,1,0.008880668280761653,6.135362444548888,-1
100,2,0.00288066828076168,1.7186191894255956,1
100,3,-0.00288066828076168,1.7186191894255956,-1
101,0,9.433143317178622e-05,6.133927721719253,1
101,1,-9.433143317178622e-05,6.133927721719253,-1
101,2,-9.433143317175933e-05,1.7200539122552303,1
101,3,9.433143317175933e-05,1.7200539122552303,-1
102,0,-0.008905269036265791,6.132494060421026,1
102,1,0.008905269036265791,6.132494060421026,-1
102,2,0.002905269036265818,1.7214875735534572,1
102,3,-0.002905269036265818,1.7214875735534572,-1
103,0,6.982036862350147e-05,6.131061869677255,1
103,1,-6.982036862350147e-05,6.131061869677255,-1
103,2,-6.982036862347458e-05,1.7229197642972278,1
103,3,6.982036862347458e-05,1.7229197642972278,-1
104,0,-0.008929886207676494,6.1296307604446625,1
104,1,0.008929886207676494,6.1296307604446625,-1
104,2,0.0029298862076765214,1.7243508735298212,1
104,3,-0.0029298862076765214,1.7243508735298212,-1
105,0,4.529374547430909e-05,6.128201144312556,1
105,1,-4.529374547430909e-05,6.128201144312556,-1
105,2,-4.5293745474282634e-05,1.7257804896619275,1
105,3,4.5293745474282634e-05,1.7257804896619275,-1
106,0,-0.008954517387346187,6.126772629476404,1
106,1,0.008954517387346187,6.126772629476404,-1
106,2,0.0029545173873462127,1.7272090044980797,1
106,3,-0.0029545173873462127,1.7272090044980797,-1
107,0,2.0753964055895968e-05,6.125345630068749,1
107,1,-2.0753964055895968e-05,6.125345630068749,-1
107,2,-2.075396405587038e-05,1.7286360039057342,1
107,3,2.075396405587038e-05,1.7286360039057342,-1
108,0,-0.008979160172103796,6.123919751544612,1
108,1,0.008979160172103796,6.123919751544612,-1
108,2,0.002979160172103821,1.7300618824298712,1
108,3,-0.002979160172103821,1.7300618824298712,-1
109,0,-3.796580114298967e-06,6.122495410556256,1
109,1,3.796580114298967e-06,6.122495410556256,-1
109,2,3.796580114323253e-06,1.7314862234182267,1
109,3,-3.796580114323253e-06,1.7314862234182267,-1
110,0,0.0029961878358964714,6.121072209839618,1
110,1,-0.002996187835896471,6.121072209839618,-1
110,2,-0.008996187835896447,1.7329094241348644,1
110,3,0.008996187835896447,1.7329094241348644,-1
111,0,2.070001000550317e-05,6.1196505680224185,1
111,1,-2.0700010005502735e-05,6.1196505680224185,-1
111,2,-2.070001000547758e-05,1.7343310659520639,1
111,3,2.070001000547758e-05,1.7343310659520639,-1
112,0,-0.008979215691593916,6.118230086182341,1
112,1,0.008979215691593916,6.118230086182341,-1
112,2,0.002979215691593942,1.7357515477921417,1
112,3,-0.002979215691593942,1.7357515477921417,-1
113,0,-3.465418329627254e-06,6.116811182065357,1
113,1,3.465418329627254e-06,6.116811182065357,-1
113,2,3.4654183296524074e-06,1.7371704519091258,1
113,3,-3.4654183296524074e-06,1.7371704519091258,-1
114,0,0.0029965205808625017,6.115393459734445,1
114,1,-0.0029965205808625012,6.115393459734445,-1
114,2,-0.008996520580862477,1.7385881742400373,1
114,3,0.008996520580862477,1.7385881742400373,-1
115,0,2.064757589342837e-05,6.113977336062644,1
115,1,-2.0647575893427937e-05,6.113977336062644,-1
115,2,-2.0647575893402784e-05,1.740004297911839,1
115,3,2.0647575893402784e-05,1.740004297911839,-1
116,0,-0.008979269667792068,6.1125624134470655,1
116,1,0.00897926966779207,6.1125624134470655,-1
116,2,0.0029792696677920934,1.7414192205274175,1
116,3,-0.0029792696677920934,1.7414192205274175,-1
117,0,-3.13569141460919e-06,6.111149107853596,1
117,1,3.135691414610925e-06,6.111149107853596,-1
117,2,3.1356914146360784e-06,1.7428325261208866,1
117,3,-3.1356914146360784e-06,1.7428325261208866,-1
118,0,0.002996851840892996,6.109737024714576,1
118,1,-0.002996851840892994,6.109737024714576,-1
118,2,-0.00899685184089297,1.7442446092599067,1
118,3,0.00899685184089297,1.7442446092599067,-1
119,0,2.05966462802922e-05,6.108326579097466,1
119,1,-2.0596646280290464e-05,6.108326579097466,-1
119,2,-2.0596646280264877e-05,1.745655054877017,1
119,3,2.0596646280264877e-05,1.745655054877017,-1
120,0,-0.00897932211630975,6.106917374761339,1
120,1,0.008979322116309751,6.106917374761339,-1
120,2,0.002979322116309777,1.7470642592131445,1
120,3,-0.002979322116309777,1.7470642592131445,-1
121,0,-2.8074902697558524e-06,6.10550982584176,1
121,1,2.807490269757587e-06,6.10550982584176,-1
121,2,2.8074902697840416e-06,1.7484718081327228,1
121,3,-2.8074902697840416e-06,1.7484718081327228,-1
122,0,0.00299718152547099,6.104103539182059,1
122,1,-0.002997181525470988,6.104103539182059,-1
122,2,-0.008997181525470962,1.7498780947924235,1
122,3,0.008997181525470962,1.7498780947924235,-1
123,0,2.0547204687448948e-05,6.102698927994534,1
123,1,-2.054720468744678e-05,6.102698927994534,-1
123,2,-2.054720468742076e-05,1.7512827059799485,1
123,3,2.054720468742076e-05,1.7512827059799485,-1
124,0,-0.00897937305380589,6.1012955974420695,1
124,1,0.008979373053805893,6.1012955974420695,-1
124,2,0.0029793730538059194,1.7526860365324126,1
124,3,-0.0029793730538059194,1.7526860365324126,-1
125,0,-2.4809039009081324e-06,6.099893959780994,1
125,1,2.480903900909867e-06,6.099893959780994,-1
125,2,2.4809039009367553e-06,1.7540876741934879,1
125,3,-2.4809039009367553e-06,1.7540876741934879,-1
126,0,0.002997509546017504,6.098493623306545,1
126,1,-0.002997509546017502,6.098493623306545,-1
126,2,-0.008997509546017475,1.7554880106679367,1
126,3,0.008997509546017475,1.7554880106679367,-1
127,0,2.049923365116677e-05,6.097094999327599,1
127,1,-2.0499233651165034e-05,6.097094999327599,-1
127,2,-2.0499233651136844e-05,1.7568866346468839,1
127,3,2.0499233651136844e-05,1.7568866346468839,-1
128,0,-0.008979422497932018,6.095697694452006,1
128,1,0.00897942249793202,6.095697694452006,-1
128,2,0.002979422497932047,1.7582839395224765,1
128,3,-0.002979422497932047,1.7582839395224765,-1
129,0,-2.156019333440784e-06,6.094302119009275,1
129,1,2.1560193334425187e-06,6.094302119009275,-1
129,2,2.1560193334702743e-06,1.7596795149652074,1
129,3,-2.1560193334702743e-06,1.7596795149652074,-1
130,0,0.0029978358159756095,6.092907882786747,1
130,1,-0.002997835815975608,6.092907882786747,-1
130,2,-0.00899783581597558,1.7610737511877357,1
130,3,0.00899783581597558,1.7610737511877357,-1
131,0,2.045271477738855e-05,6.091515395142958,1
131,1,-2.045271477738725e-05,6.091515395142958,-1
131,2,-2.045271477735776e-05,1.762466238831525,1
131,3,2.045271477735776e-05,1.762466238831525,-1
132,0,-0.008979470467276858,6.090124264171168,1
132,1,0.00897947046727686,6.090124264171168,-1
132,2,0.0029794704672768896,1.7638573698033144,1
132,3,-0.0029794704672768896,1.7638573698033144,-1
133,0,-1.8329215314173697e-06,6.088734898227834,1
133,1,1.8329215314191044e-06,6.088734898227834,-1
133,2,1.8329215314503294e-06,1.7652467357466481,1
133,3,-1.8329215314503294e-06,1.7652467357466481,-1
134,0,0.0029981602508894964,6.087346908631852,1
134,1,-0.0029981602508894947,6.087346908631852,-1
134,2,-0.008998160250889465,1.7666347253426309,1
134,3,0.008998160250889465,1.7666347253426309,-1
135,0,2.0407628796893524e-05,6.085960702745861,1
135,1,-2.040762879689179e-05,6.085960702745861,-1
135,2,-2.04076287968636e-05,1.7680209312286221,1
135,3,2.04076287968636e-05,1.7680209312286221,-1
136,0,-0.008979516981310581,6.08457589018824,1
136,1,0.008979516981310583,6.08457589018824,-1
136,2,0.002979516981310611,1.7694057437862434,1
136,3,-0.002979516981310611,1.7694057437862434,-1
137,0,-1.5116933218227435e-06,6.083192877297526,1
137,1,1.5116933218244782e-06,6.083192877297526,-1
137,2,1.5116933218531012e-06,1.7707887566769571,1
137,3,-1.5116933218531012e-06,1.7707887566769571,-1
138,0,0.0029984827684784066,6.081811276962864,1
138,1,-0.002998482768478405,6.081811276962864,-1
138,2,-0.008998482768478377,1.7721703570116187,1
