i,j,w,kappa,type
0,832,0.34590565387705724,-32.91649511944378,forman
0,1123,0.21167536318875374,-55.47748960283576,forman
0,2295,0.12313272885863655,-52.894655403070665,forman
0,2328,0.28612039371534703,-35.94016162945215,forman
0,3393,0.25642667655937806,-45.624260440206015,forman
0,3561,0.14299455291386848,-47.10449765937975,forman
0,3572,0.22823304164138777,-45.77660906667184,forman
1,661,0.2839637194163435,-20.480604221123237,forman
1,1151,0.7270967605770103,-13.739751647498563,forman
1,2689,0.15580674058228347,-18.09119075549156,forman
1,3168,0.11916299147753852,-18.108223434221735,forman
2,1217,0.12671529686433305,-81.45316693889282,forman
2,1234,0.12290357016529602,-83.19165176005498,forman
2,2327,0.1410726087372966,-70.39540185638458,forman
2,2443,0.3064474443088025,-49.00257343184849,forman
2,2714,0.12270397940874837,-55.91323561010893,forman
2,2743,0.1788727911283457,-61.25428568725433,forman
2,2790,0.11448255405124744,-67.30965838877817,forman
2,3501,0.40758810141871277,-53.654387998612066,forman
3,239,0.27272130460619487,-54.796430764511854,forman
3,527,0.1548274945525786,-77.2599553498618,forman
3,812,0.11701455016213924,-90.42612480500281,forman
3,896,0.11621636072730732,-72.6719360318136,forman
3,1612,0.11222367715613056,-78.94556004270862,forman
3,1961,0.5166582908530513,-46.29020161120502,forman
3,2227,0.14635709771668284,-72.40214787483363,forman
3,2858,0.11943896504363855,-89.27692003232397,forman
3,3200,0.17059640778013704,-84.26503880192925,forman
3,3563,0.11181107221484912,-107.2756637121813,forman
4,100,0.1382870858333439,-80.01691266276096,forman
4,771,0.12756752973559057,-110.30252434024791,forman
4,815,0.20472509140350426,-85.30153136698794,forman
4,1193,0.17495730282279975,-91.74324809150559,forman
4,1317,0.16370292842578943,-82.76434054367809,forman
4,1437,0.11695508755500231,-102.14812464862078,forman
4,1617,0.12395630368450819,-121.21706072484251,forman
4,2031,0.12164830471485091,-116.92735564580875,forman
4,2266,0.35696252257881955,-69.22090087417612,forman
4,2360,0.11479562898092037,-119.6239521190379,forman
4,2793,0.15399671488249422,-125.58808633712479,forman
5,433,0.1726434333955903,-53.1845729559545,forman
5,636,0.1404405484613682,-84.43247327498872,forman
5,1152,0.12168822245464603,-83.97997311652205,forman
5,1880,0.1374020117807744,-84.52239793009547,forman
5,2993,0.25626218956343244,-67.68277466566343,forman
5,3024,0.12290222205614902,-87.57545771813913,forman
5,3105,0.16664722015039024,-57.21241234806583,forman
5,3934,0.3493284921741146,-46.50376585061669,forman
5,3944,0.407642682559057,-53.50082722555908,forman
6,128,0.1603034573289435,-79.55278276697209,forman
6,279,0.22148827170678187,-54.11537701279222,forman
6,534,0.1711449968799497,-77.45493116057158,forman
6,547,0.1941841359187011,-78.79889887963051,forman
6,601,0.31901840490479677,-75.30457835747016,forman
6,772,0.12521184754605225,-90.46123827700086,forman
6,1549,0.1402120310582692,-82.19713621414365,forman
6,2097,0.1177736352221664,-65.92767713210544,forman
6,2361,0.3790817466676414,-77.76229921647611,forman
6,2695,0.258142364560219,-88.26072479936039,forman
6,2917,0.17758124262358552,-87.47554437655467,forman
6,3051,0.11652103006808551,-90.8568231906651,forman
7,3814,0.1614321213415138,2.0,forman
9,847,0.12221287943087203,-73.91452420484944,forman
9,1045,0.13261988222376878,-75.38381588907396,forman
9,1232,0.24422642155305171,-63.77057820138914,forman
9,1283,0.16056252000123125,-64.36052501448704,forman
9,3265,0.11418659934790457,-100.60200864570257,forman
9,3356,0.20487451718610253,-58.040960657390016,forman
9,3534,0.2605201890604453,-56.37497759384222,forman
13,716,0.2201774312427538,-27.81313155780707,forman
13,1199,0.11894725199161793,-28.701628826424496,forman
13,1582,0.1774565652460415,-27.576190455425447,forman
13,3552,0.31682212391062414,-21.694561906335206,forman
13,3746,0.2751321263174074,-32.30435239644406,forman
13,4048,0.5020285645158082,-22.452957333792725,forman
14,1147,0.15656661988369636,-44.54550681225585,forman
14,1172,0.3433260145738462,-30.973255647037302,forman
14,1572,0.1278556628837555,-47.414262648746565,forman
14,2543,0.12342311590886565,-55.190900594173684,forman
14,3494,0.11127860484694162,-41.46026307733838,forman
14,3856,0.189613472942251,-48.60526566859964,forman
14,3858,0.17617720591194452,-52.60291773910463,forman
15,374,0.11647164298893127,-62.20354928430821,forman
15,439,0.11761193879680586,-93.59965214515672,forman
15,685,0.5533023525106705,-36.89559376710129,forman
15,937,0.8617890779240093,-34.18299404613271,forman
15,1307,0.1406805391746674,-88.54613788346646,forman
15,1370,0.1855471858750705,-64.18504321273483,forman
15,1679,0.11482714934801062,-69.24037744171362,forman
15,2270,0.2519706775297288,-45.26739013019221,forman
15,2699,0.17019079076814572,-49.000228235011676,forman
16,135,0.6318820912871793,-26.750114278014323,forman
16,1021,0.16716814943483577,-42.947362856177364,forman
16,1387,0.3642702542696522,-33.42561861866452,forman
16,1855,0.37336574709753684,-22.54781502755778,forman
16,2295,0.3724772837097796,-35.64019165101769,forman
16,2977,0.15168520410728886,-56.305377589841854,forman
16,3042,0.23573653365197092,-22.702691944686165,forman
17,956,0.16422367317276293,-26.848441693755696,forman
17,965,0.13694168516174793,-32.770434519981215,forman
17,1623,0.5753451339364971,-27.640096062869528,forman
17,1646,0.1412830042834012,-46.49901630679834,forman
17,2746,0.1659310244900731,-40.53586707572154,forman
17,2770,0.24128376294265544,-39.40885859085724,forman
17,3255,0.1973517059856825,-44.28344953269021,forman
18,1518,0.16461281748597398,-5.178121383656251,forman
18,3844,0.28351453800250687,-8.25416994683242,forman
19,249,0.2461485568872579,-20.513730900882365,forman
19,570,0.13064899646436928,-21.914124928077037,forman
19,576,0.188804130657345,-36.448720131348495,forman
19,1521,0.2884226890681333,-34.32190435262045,forman
19,2660,0.20868896005313423,-51.06299944938215,forman
20,98,0.18660686471917426,-25.37603907326135,forman
20,132,0.13309664511725774,-28.266523747076317,forman
20,2851,0.14421487170385458,-23.851212069052895,forman
20,4027,0.1641914180268595,-38.79386257091195,forman
21,623,0.2856443423109011,-29.415504790578275,forman
21,1224,0.1566006432556446,-37.55502136789072,forman
21,1974,0.525780688244451,-37.8467585243253,forman
21,3738,0.11509165363777542,-53.532825211052696,forman
21,3792,0.2353315365452884,-52.0170255825481,forman
22,816,0.152923694881538,2.0,forman
23,1041,0.7252177294013834,-3.745477486607731,forman
23,1212,0.15247190541683062,-21.18077097372105,forman
23,2843,0.33717329274302643,-6.010162405393732,forman
24,139,0.14861973006681933,-50.516738821706426,forman
24,1093,0.3452043291441217,-46.36298197262937,forman
24,2910,0.15598850981868953,-34.908000386683646,forman
24,3170,0.15674804677754084,-46.24618105347939,forman
24,3612,0.20356946343536608,-28.214294352796145,forman
24,4076,0.11251446289855205,-63.879206974508875,forman
25,3489,0.30954147137087745,-2.4279961978487323,forman
25,3596,0.1363069605068708,-0.5974327704670293,forman
26,109,0.26134220989680673,-51.242857804475044,forman
26,860,0.4360703655902489,-51.522654658559624,forman
26,928,0.11609106122881953,-85.43460998910209,forman
26,1155,0.1402991398650264,-85.20901380503379,forman
26,1252,0.3685167792686824,-58.54149124140992,forman
26,1425,0.30173219388474254,-59.5311911115338,forman
26,2733,0.18320656042421607,-73.24268213152698,forman
26,3387,0.2168897843577384,-55.120501451046934,forman
26,3673,0.15841592958245837,-66.55694735120679,forman
26,3686,0.25363130237375725,-47.32815964868231,forman
26,4095,0.4473337201710547,-50.16613948665885,forman
28,481,0.17610663524803388,-45.57423312869092,forman
28,886,0.1483688016105811,-53.99493916346194,forman
28,1603,0.12370218792106143,-57.90312134014102,forman
28,1932,0.12455555145628694,-46.366551003179524,forman
28,2390,0.3285511257598034,-35.81314747720814,forman
28,3941,0.21637002017369628,-42.655907624945634,forman
29,213,0.1974235661928359,-54.65975513115574,forman
29,769,0.16694068921139665,-56.12689522981685,forman
29,922,0.11848119625920872,-45.8048933584286,forman
29,933,0.1165038793485915,-50.391721965488,forman
29,1174,0.12552412461566992,-75.46394616330758,forman
29,2059,0.36547705607179465,-54.46723979940286,forman
29,2926,0.3482318268304369,-49.77166505904162,forman
29,3946,0.24684583217563702,-52.16014824579592,forman
30,268,0.12527886291723087,-83.34594675028906,forman
30,919,0.17898036928043037,-60.522535873662946,forman
30,1411,0.24330686947475266,-41.57938535538149,forman
30,1777,0.13964774448043787,-33.78538698336638,forman
30,2018,0.15139515145092317,-64.08797812693388,forman
30,2065,0.22714783469102814,-43.22350716117094,forman
30,2075,0.27975314678522745,-32.43834551714336,forman
30,2902,0.391946198908709,-43.72254768575178,forman
30,3418,0.8972253645847704,-28.506161634036665,forman
31,219,0.11241826470336908,2.0,forman
32,642,0.3889957601442195,-30.424652785829565,forman
32,1028,0.13475194214536088,-32.83218927546132,forman
32,3018,0.12743583878885198,-28.799742298957106,forman
32,3370,0.5373266617380484,-19.48534250188131,forman
32,3711,0.11485577823852833,-53.74903056387325,forman
33,84,0.17514014308371897,-51.34648254554827,forman
33,225,0.198487181999797,-55.53859466693177,forman
33,2343,0.14120756703504525,-73.52026518913078,forman
33,2636,0.18509326199163276,-43.055556460426274,forman
33,2906,0.30418057946123284,-33.00232500901546,forman
33,3315,0.1526113367274073,-40.79856690184427,forman
33,3421,0.15600556050179226,-33.88647264000666,forman
33,3886,0.2884998057399227,-50.138133519271804,forman
34,692,0.3714756748623446,-19.246973694006968,forman
34,840,0.4090471640621504,-19.579306638937084,forman
34,1514,0.6029441322113557,-17.586709518673203,forman
34,2620,0.11673672291296909,-28.665807163975625,forman
34,3025,0.18089098777828178,-10.063629114491857,forman
35,2531,0.2210556934102539,-11.745368485663572,forman
35,2980,0.19457245373049845,-21.307144254916736,forman
36,1445,0.1324689534213229,-35.89134002488832,forman
36,1481,0.14439719411561602,-46.559572802123796,forman
36,1609,0.40321450213565996,-21.532563861403197,forman
36,2023,0.14972620799827724,-32.657022797732125,forman
36,2857,0.19315807921186018,-36.343776328945566,forman
37,73,0.2824888822667374,-71.99072087081224,forman
37,397,0.21521169819308061,-78.0681933354692,forman
37,745,0.1716129004222595,-68.34086218683129,forman
37,797,0.1281967152080721,-73.76986916957298,forman
37,887,0.1491871228510042,-101.50051123268653,forman
37,949,0.2013760465826322,-71.73746431808365,forman
37,1139,0.24906947990376835,-70.67952353160594,forman
37,1498,0.3933809197968582,-57.40373960642857,forman
37,1599,0.17784751173905672,-66.71785744440297,forman
37,2155,0.20784533616074494,-80.0286461535564,forman
37,2247,0.1248749964118998,-88.3802491003345,forman
37,3411,0.2004637432371425,-74.06040699828341,forman
38,374,0.11821830979751718,-54.634425077008714,forman
38,685,0.3609008721244561,-35.942140414439095,forman
38,937,0.3153918267908652,-41.2970430899277,forman
38,1683,0.12679436475192762,-38.04230908297097,forman
38,1816,0.21245959662886682,-33.08922249052122,forman
38,3014,0.14793935032922495,-40.0320319482042,forman
38,3852,0.375147727789701,-27.569226653958264,forman
39,2505,0.13544954966292036,-9.431119331098335,forman
39,2663,0.17609851929887396,-20.289773298561325,forman
42,300,0.24759168098181955,-6.506927077667903,forman
42,1368,0.5824309541192093,-9.62911062401519,forman
42,1532,0.18390032947393564,-12.15005318843707,forman
43,212,0.5419068604901682,-41.027760725937,forman
43,1423,0.18432556239545886,-41.55594283030263,forman
43,2004,0.19613504925353453,-48.61219418309334,forman
43,2267,0.1483770185482509,-69.82185647797014,forman
43,2339,0.4142260913179227,-34.897586008559045,forman
43,3366,0.1501873888701317,-59.828731905945155,forman
43,3665,0.1589117986544465,-58.81420217715064,forman
