i,j,kappa_forman
2,1646,-116963.45206731549
2,1651,-118711.47049891319
2,1659,-73057.28000669216
2,1690,-272268.7910961936
2,1692,-118342.92027129167
2,1710,-164625.19130250553
2,1713,-316088.8120150758
2,1735,-343561.710024879
2,1736,-202640.3680092271
2,1741,-110775.26601279672
2,1759,-45967.45158771957
2,1793,-180531.87453287106
2,1826,-70293.79965572496
2,1839,-68482.32118417337
2,1899,-39933.0511350787
2,1920,-29460.414804614433
2,1937,-74882.74583265191
2,1943,-239835.4603953691
2,1969,-135791.15789070062
2,1985,-44386.29551621741
2,2003,-55510.1536414853
3,29,-332759.92536744574
3,37,-78189.53669273373
3,57,-71077.00666595067
3,73,-190532.39236461985
3,80,-128655.7216013376
3,83,-586650.625230485
3,121,-269062.55883787014
3,155,-507488.2001781897
3,156,-207741.55737837788
3,172,-241801.73248502793
3,181,-468394.84089299804
3,205,-470170.2992276527
3,213,-169655.15075532362
3,239,-28969.704068706855
3,271,-374833.8472454588
3,273,-225359.2652338178
3,276,-69766.84941129519
3,285,-176590.98805256153
3,287,-424061.98104724044
3,294,-667484.6906246394
3,312,-178175.64219623752
3,333,-53372.8873750388
3,348,-266542.4296801374
3,372,-56838.798728987415
3,375,-305998.1730421841
3,397,-59739.637100274
3,414,-271222.1545153146
3,415,-427693.9331914882
3,434,-296200.3121153062
3,442,-75364.11159084318
3,447,-476698.97903068806
3,471,-572439.5201214013
3,472,-308684.31699008733
3,486,-455089.0286969612
3,494,-420457.95748434577
3,515,-581808.8272137729
3,527,-29821.397224742184
3,533,-289548.6922310255
3,555,-649683.2743767904
3,577,-437860.33950993355
3,596,-119890.58897859929
3,640,-185943.07243991012
3,651,-70202.45137905187
3,673,-301024.1541522708
3,682,-119548.84820967201
3,721,-323807.6236855345
3,728,-191645.0833317664
3,735,-124499.44981993557
3,740,-89674.65578389057
3,745,-130504.94267513108
3,777,-64306.89238386183
3,778,-149866.60540386732
3,797,-37962.78966766029
3,812,-50708.86983214143
3,847,-758992.8448431663
3,855,-490950.3129907266
3,860,-381397.7412345368
3,875,-98906.0929673104
3,887,-337554.3831794677
3,892,-485785.0021960678
3,896,-33659.07297658985
3,900,-481491.25492674945
3,922,-177244.70727666558
3,933,-150445.19816244696
3,942,-178394.66005610136
3,949,-138770.3024181907
3,954,-292646.7940756073
3,964,-272942.99908598023
3,998,-299282.06667430623
3,1002,-239119.1200998518
3,1012,-67046.70545905514
3,1064,-181813.7905823326
3,1081,-368996.5116916148
3,1087,-461529.2945110189
3,1111,-153948.63212666177
3,1115,-184654.67001283963
3,1117,-565499.9882485371
3,1131,-43438.18452283914
3,1139,-127397.23836121387
3,1152,-493079.9080617041
3,1155,-541096.4883805871
3,1174,-425520.34360700863
3,1196,-388688.9427038005
3,1213,-165947.57858243433
3,1231,-297019.01255778444
3,1232,-748739.6843687064
3,1252,-601855.9136143695
3,1257,-178656.4018770489
3,1338,-140657.2686433009
3,1363,-462452.3219718359
3,1371,-131100.15597573592
3,1375,-395982.673151802
3,1385,-484627.8582205348
3,1408,-319238.5930157389
3,1419,-394147.7742748968
3,1424,-238759.98900851342
3,1425,-467478.830703882
3,1474,-72918.60592922854
3,1482,-160059.48767355306
3,1483,-259247.35177686674
3,1485,-83015.33115401569
3,1498,-150390.22021719452
3,1501,-108301.13699638192
3,1502,-282664.3840721792
3,1523,-218694.87709267117
3,1541,-290093.31169242226
3,1554,-90111.03378507626
3,1576,-198756.10807088623
3,1599,-44778.55815875694
3,1604,-60621.88937004017
3,1612,-28304.644838439104
3,1635,-411906.5054794642
3,1667,-390354.51582506543
3,1684,-439872.66837575875
3,1693,-317919.59967482183
3,1713,-294175.152172067
3,1754,-526662.5180331799
3,1779,-350104.0432627988
3,1807,-218586.1379906868
3,1818,-120979.67658109959
3,1880,-389237.080357129
3,1887,-151794.9526657127
3,1888,-188630.20336420074
3,1898,-71375.36609185553
3,1910,-403996.9942036877
3,1935,-139273.31762525218
3,1940,-315722.16348672233
3,1942,-200325.8918080351
3,1949,-293227.4176888576
3,1961,-32207.051851225413
3,1972,-558903.3402915299
3,1973,-118559.73062370748
3,1991,-70738.7734601765
3,2008,-54061.10442535762
3,2012,-226919.48160393233
3,2014,-107805.74184755482
3,2017,-611086.3013101828
3,2025,-425224.9174189268
3,2035,-296175.8501230272
4,6,-115598.83361112408
4,21,-250947.36844337187
4,44,-555776.8020130928
4,45,-108358.4613407336
4,56,-96175.96567982751
4,68,-438223.43076491443
4,71,-265513.5292915108
4,72,-92118.70426167974
4,74,-118396.54123584746
4,100,-41787.829628718995
4,101,-113493.25596023723
4,128,-77612.76243289038
4,188,-183278.23128206385
4,233,-194461.42711772307
4,238,-417839.0547457983
4,247,-355112.7038746112
4,270,-243483.38078796703
4,272,-49095.01841951595
4,279,-215216.2560044661
4,297,-49529.53657582392
4,310,-256302.21453321804
4,317,-322570.5096397649
4,331,-359113.50489847397
4,346,-153248.85682658534
4,365,-199717.9782341792
4,376,-395556.72536778665
4,383,-812615.5684598547
4,392,-64797.86115924581
4,396,-85319.79894462305
4,403,-549314.4047041333
4,471,-884512.7137253957
4,492,-95467.0795823279
4,522,-314771.31630310614
4,530,-533324.3791775897
4,534,-114762.18941313178
4,547,-85470.69239896508
4,554,-308932.84217031376
4,583,-53081.68155187245
4,601,-83177.07604739985
4,611,-805173.121859176
4,623,-144345.26926340483
4,628,-182194.05101260328
4,647,-215310.68649106575
4,655,-453832.85215145367
4,680,-183029.42971750698
4,712,-310779.42920332093
4,748,-201086.82869000526
4,770,-207558.27729607798
4,771,-60637.23227105996
4,772,-466250.7754218077
4,793,-155474.74379430967
4,814,-59772.501872566856
4,815,-27793.069775903932
4,852,-385026.9557298352
4,859,-536459.8752523249
4,863,-125893.74943340245
4,891,-235591.51296406917
4,897,-431406.8197397613
4,905,-40047.53037692012
4,915,-140139.4179666627
4,932,-209054.29819319243
4,966,-458368.8494774179
4,967,-68677.831139321
4,1003,-794243.1189010491
4,1036,-63072.63025402051
4,1047,-740285.0437015916
4,1072,-529050.7176502086
4,1075,-155942.62097780057
4,1077,-331154.6311883455
4,1078,-179449.77866610844
4,1132,-390772.91857328534
4,1193,-37827.36824671438
4,1224,-234378.0039206085
4,1228,-59900.56928192725
4,1236,-75225.71177587946
4,1238,-618439.7359136838
4,1266,-453438.09815781715
4,1283,-673371.5563801115
4,1303,-827322.4138203589
4,1314,-50524.433305880346
4,1317,-33760.94047640104
4,1355,-631296.4395255704
4,1372,-339975.79614947626
4,1386,-110664.36235103704
4,1420,-141993.26863749643
4,1431,-43353.37097412564
4,1437,-43665.296847051264
4,1453,-256139.86574351828
4,1456,-517577.5167798606
4,1472,-256686.17522008458
4,1509,-551071.1765255462
4,1539,-149239.94983329676
4,1549,-87819.88975769997
4,1562,-325422.6383393379
4,1569,-645717.354528301
4,1590,-723191.0741866708
4,1613,-119956.93390895949
4,1617,-55719.872911458704
4,1620,-265411.46731251123
4,1632,-499561.4717963561
4,1647,-133649.41072031597
4,1649,-48482.67966611536
4,1653,-466205.1260134049
4,1665,-127193.52499299363
4,1678,-101472.82617450648
4,1705,-241605.8711386879
4,1715,-258623.2037783969
4,1716,-126324.60528043746
4,1740,-127845.778715225
4,1749,-312349.12953720306
4,1776,-208213.3066235925
4,1781,-237906.03174371476
4,1782,-394984.724500235
4,1786,-585592.6779562909
4,1797,-49370.13096631629
4,1805,-288910.34160369384
4,1806,-126788.21719852624
4,1829,-206062.6526503702
4,1838,-494067.52612234984
4,1854,-74903.06342410177
4,1875,-254745.0351766287
4,1955,-284832.5967782272
4,1968,-222130.76464916006
4,1974,-307224.9425186611
4,1977,-240569.79562081085
4,1979,-272262.51146234147
4,1988,-52468.515800408226
4,2005,-406792.5693272948
4,2006,-123006.61457395591
4,2010,-70556.88595327584
4,2011,-96214.96038274895
4,2029,-151090.92930401358
4,2031,-43654.07322571638
5,15,-202282.1934377981
5,30,-66273.10387640861
5,38,-482686.00853891164
5,48,-262587.722615264
5,57,-382934.32590507995
5,60,-163476.20851732075
5,80,-527212.2618990827
5,83,-321957.4652391727
5,86,-232935.20590722855
5,95,-60645.043074656554
5,98,-443927.5638465903
5,115,-67888.49202358625
5,132,-330129.66082171875
5,141,-39788.92777900289
5,148,-83547.4282726524
5,150,-178596.5533713458
5,155,-56997.591966066866
5,194,-219289.0662338217
5,207,-152716.63374930882
5,268,-195708.68115521703
5,271,-67182.68650502921
5,276,-162907.2280941831
5,288,-292977.6458624089
5,294,-112641.50443110643
5,341,-124596.3719761717
5,363,-165962.6920217055
5,374,-111811.54812555686
5,381,-242026.84451524526
5,414,-191137.16254276686
5,415,-147670.3616384452
5,420,-88110.21336588633
5,423,-146642.68907955367
5,433,-18377.705627154206
5,434,-201681.34432837716
5,440,-70336.2014669221
5,442,-364623.15246963664
5,455,-113099.55821294202
5,515,-363379.4192698308
5,553,-132329.8177236437
5,555,-276771.423217201
5,596,-140063.2970163029
5,599,-249364.7912063778
5,636,-26931.300718800525
5,648,-542471.106957732
5,650,-264316.6509649878
5,660,-35935.27823036081
5,666,-100991.04530126332
5,673,-163302.38053017156
5,685,-355514.7673517809
5,691,-171297.57477605983
5,711,-550299.1030908867
5,726,-356322.71506324847
5,735,-153910.16222600485
5,740,-237510.93872633105
5,753,-57059.9192479729
5,784,-245889.64439425507
5,812,-146695.19738420253
5,889,-238343.23830041432
5,892,-332000.45901570463
5,900,-148471.13134215624
5,901,-390479.93976183014
5,919,-87364.71442170508
5,937,-232583.24931102214
5,952,-433387.6985145446
5,954,-43729.91652480315
5,1002,-156971.9773129106
5,1014,-119782.02638805873
5,1043,-339528.1955477116
5,1050,-55564.76737747298
5,1097,-149817.3556641695
5,1115,-40256.57295267768
5,1117,-67165.08712920615
5,1152,-42886.57813467282
5,1156,-398326.7769695578
5,1163,-45934.14202674164
5,1184,-350552.6821546692
5,1192,-346516.59371554496
5,1210,-257483.64422907273
5,1219,-84345.88573792443
5,1231,-596357.0341235345
5,1307,-234799.95212863095
5,1350,-409955.6658269552
5,1354,-47169.691417824346
5,1370,-289804.3756362965
5,1395,-101713.26851465776
5,1411,-84228.86373673577
5,1414,-195884.2808022659
5,1432,-529337.8317087017
5,1474,-545165.7560286276
5,1485,-124936.78328002706
5,1500,-312127.04772189667
5,1502,-469662.3921440181
5,1511,-53366.96866424555
5,1544,-83885.05234660805
5,1573,-630932.205662467
5,1576,-161197.67591193353
5,1596,-136100.29180330565
5,1601,-133861.25659777925
5,1605,-44464.408735527235
5,1607,-163589.2479273846
5,1626,-637101.4994296619
5,1629,-70757.58876605392
5,1648,-357017.55777653237
5,1679,-320913.5775149741
5,1683,-378050.2248004619
5,1684,-558270.2385026176
5,1704,-318690.31255786074
5,1714,-96160.42060189332
5,1768,-84182.94551786665
5,1772,-162594.02527776445
5,1777,-71435.26194456997
5,1779,-113633.53115573236
5,1807,-211950.98686024424
5,1862,-169514.17465345905
5,1880,-26798.769840703608
5,1888,-62820.30863507042
5,1895,-335066.0313337375
5,1936,-82794.68002051263
5,1941,-323504.0642424151
5,1944,-114684.56866184762
5,1960,-139411.2752658588
5,1961,-401790.60094422137
5,1967,-288764.136374208
5,1973,-107842.93076822275
5,1987,-266026.96842587565
5,2008,-130961.87891640053
5,2012,-477826.5048392976
5,2017,-454300.2451506417
5,2018,-266329.23301749455
5,2025,-134464.92318113652
5,2035,-69757.19493364693
6,9,-699993.988736023
6,43,-214323.3818515061
6,56,-53219.057515267996
6,72,-168514.68668030048
6,100,-177448.51091023308
6,101,-260377.64188165826
6,114,-235990.8651639607
6,128,-31448.125984040056
6,177,-515482.88939304976
6,188,-248653.52291611125
6,212,-398215.79776655714
6,233,-488564.3807514624
6,272,-333802.2607761968
6,279,-33001.09117318803
6,291,-476402.5314532902
6,297,-135963.0649357305
6,331,-513347.1502217551
6,346,-151169.9062985074
6,365,-542248.3634478046
6,369,-61789.339701371384
6,383,-115659.3348788848
6,392,-94868.25914804777
6,396,-189992.91464783007
6,400,-437792.82665069745
6,402,-341955.6868378562
6,403,-588547.5551810052
6,471,-451758.57031378074
6,530,-383782.1906767746
6,534,-39987.31950162055
6,540,-405064.76549347653
6,547,-37306.783205300584
6,554,-96547.44241046096
6,582,-411823.78098392754
6,583,-419095.04732315306
6,601,-40024.97230948863
6,611,-201733.25065876983
6,612,-272725.86338783195
6,623,-277965.94909245486
6,628,-768742.6051933523
6,635,-349997.52451234317
6,647,-186549.8664119686
6,662,-395593.7897357747
6,665,-273939.36996229383
6,680,-256500.76280290892
6,713,-137968.52456615967
6,747,-137667.7598112845
6,751,-245913.02053718045
6,770,-147666.10614461606
6,771,-152760.66947478484
6,772,-48509.80531245381
6,780,-623751.8728134511
6,814,-338935.47759757825
6,815,-89052.9028959334
6,827,-156828.54836076833
6,851,-118306.11124137625
6,852,-54269.068021630475
6,859,-275762.58201388805
6,863,-37867.15034160619
6,891,-446470.5819094628
6,897,-395152.1507211103
6,905,-320927.90365395724
6,915,-48446.460908653586
6,932,-114552.78368212616
6,966,-612532.2860798449
6,988,-183047.42838774182
6,1003,-240037.60519629522
6,1018,-547026.2027638862
6,1045,-243740.24973240166
6,1061,-207741.27784380305
6,1068,-441018.26858689147
6,1075,-178989.28819027377
6,1077,-233307.2059993409
6,1078,-482469.5958897669
6,1087,-813040.0359483269
6,1132,-87747.83659842853
6,1143,-244291.25623980357
6,1161,-125153.7942215035
6,1191,-363827.87957800966
6,1193,-56352.95782247646
6,1207,-471100.15502477565
6,1222,-67807.21140056543
6,1228,-311079.5357455875
6,1236,-320335.35922389
6,1238,-131115.46886613074
6,1249,-470169.37028694485
6,1266,-78281.81215079973
6,1283,-552429.8102307724
6,1303,-639506.1965756217
6,1314,-140849.4659271118
6,1317,-121219.24793908656
6,1355,-327602.4207417452
6,1372,-304451.1064035621
6,1373,-213915.31489345236
6,1377,-273865.53133552644
6,1386,-145121.0196460581
6,1393,-260225.9200119266
6,1412,-98037.4660824109
6,1423,-312761.4454303546
6,1427,-378511.91537060804
6,1431,-271992.3338185638
6,1437,-228261.88987449688
6,1453,-249843.25943624298
6,1456,-317321.24980207306
6,1539,-472957.00057945383
6,1549,-45364.08276083012
6,1562,-281168.59179309837
6,1580,-648928.9216029427
6,1590,-178238.97637290807
6,1617,-65333.87676087892
6,1620,-49880.05773534337
6,1632,-200428.4422772759
6,1647,-117626.02341391156
6,1649,-73533.41860003032
6,1653,-193101.08803315775
6,1678,-569943.5386357629
6,1708,-332247.7807929074
6,1711,-193389.92709337454
6,1715,-245404.92661097477
6,1749,-333422.82675714727
6,1786,-86806.29530766634
6,1797,-63095.752033535464
6,1800,-153787.77854690535
6,1805,-170514.09837481607
6,1806,-75001.93765489585
6,1829,-638665.2344961796
6,1854,-226143.09511520102
6,1875,-203043.2174222915
6,1904,-286705.12295721966
6,1929,-116780.6813277664
6,1968,-253210.63664761497
6,1977,-139806.49040975567
6,1979,-36646.867789161886
6,1988,-239890.1773793669
6,2004,-133109.10034497298
6,2005,-184196.44746619306
6,2006,-124444.76844786502
6,2011,-285686.2473680557
6,2029,-50828.44490428389
6,2031,-99112.05303465256
6,2034,-453827.60000367183
6,2047,-158181.40353509295
7,147,-7439.1091525111315
7,264,-10477.515752446352
7,342,-73381.96183627883
7,391,-15977.896574192497
7,619,-19206.125988469506
7,663,-4585.930896410548
7,699,-19260.158650728466
7,763,-11014.365299618137
7,764,-7852.936130140166
7,765,-7773.736768471118
7,775,-6071.778119691778
7,810,-49030.54400970283
7,824,-7247.625445560523
7,837,-3208.2650947600637
7,845,-2913.6811754051027
7,1026,-60903.693618898185
7,1055,-15022.42574804238
7,1084,-8897.282639684778
7,1245,-58935.9678139121
7,1326,-13129.395590572974
7,1403,-18819.57853395755
7,1409,-9595.202723833918
7,1448,-9528.699229932585
7,1533,-4793.679353186296
7,1564,-2688.9437964624262
7,1565,-4640.29909945552
7,1586,-2085.724201123307
7,1638,-5600.997319870854
7,1682,-16950.034496562712
7,1701,-11927.503430877437
7,1710,-11773.058487718066
7,1757,-13428.018179455215
7,2032,-5018.5620164316
8,1680,-22.247208869683945
8,1849,-4.305137986879155
9,29,-264056.8349034163
9,44,-57854.400532944055
9,54,-90534.58016971547
9,56,-206856.55713872536
9,57,-354405.9839128971
9,72,-767348.5394618245
9,101,-205964.6859447394
9,126,-169878.18397188274
9,140,-233010.89538379468
9,145,-232007.24375233802
9,156,-58755.88395097165
9,188,-114117.10368914423
9,273,-273527.09027522005
9,291,-445061.16714586556
9,310,-298170.1553999944
9,317,-559676.6972123693
9,365,-550343.2692239741
9,369,-458231.99552799604
9,373,-110971.12598598251
9,383,-97737.85486037289
9,392,-595814.4603911776
9,439,-484122.5878915945
9,471,-87921.20570971668
9,472,-66661.12584870362
9,494,-515220.56356443785
9,540,-222081.59287387377
9,544,-502094.6742522507
9,547,-343753.52625111246
9,554,-100145.65041063866
9,584,-123807.12027615916
9,611,-65192.69779839019
9,612,-332651.4161488777
9,647,-80623.29087173195
9,665,-215717.1994133974
9,688,-307415.9257998532
9,696,-43485.45334252982
9,721,-53354.430661395134
9,769,-540949.9595041052
9,770,-330765.7151340953
9,771,-555393.6152222733
9,798,-263120.1165349031
9,847,-31665.556398653167
9,851,-332329.82568016625
9,863,-430151.92237704364
9,877,-119640.20362159103
9,891,-614529.9797027541
9,907,-89671.98982397892
9,912,-261680.4283756542
9,933,-139886.9253687223
9,966,-129483.93504401011
9,970,-75221.24807720642
9,985,-61111.29644871432
9,988,-254904.57345577903
9,1003,-124314.41367176098
9,1040,-482953.61193497153
9,1045,-44067.58409905226
9,1061,-305812.6098831893
9,1075,-142684.7945899049
9,1078,-282171.12692297564
9,1079,-196263.26561324717
9,1087,-103422.16366970116
9,1091,-243076.05179403228
9,1093,-530529.8751575308
9,1105,-520802.659712478
9,1132,-163772.05337005208
9,1174,-176105.2265108857
9,1189,-379489.7711442462
9,1207,-44862.17354445139
9,1214,-246008.5521802223
9,1217,-219102.99335869806
9,1228,-562138.0992879801
9,1231,-202919.66069492078
9,1232,-32865.11590362889
9,1234,-65985.86916791888
9,1236,-324192.6612317418
9,1249,-125504.43440352034
9,1256,-120761.65319074443
9,1257,-541196.8196205847
9,1266,-153883.80417027246
9,1271,-97956.57216830578
9,1283,-48737.59372468687
9,1320,-237819.5436238993
9,1351,-356972.11208581144
9,1353,-40770.39652297229
9,1355,-51194.53263453797
9,1370,-753004.2526352484
9,1371,-588751.7824277818
9,1373,-179589.8872441065
9,1375,-173533.45716161575
9,1384,-575283.3652751453
9,1385,-298529.7488287041
9,1386,-109489.34327785141
9,1397,-531314.3419910902
9,1400,-98643.16797082659
9,1401,-70688.03266561922
9,1408,-64458.86993980456
9,1424,-86473.22396450213
9,1453,-139364.46953279496
9,1472,-633553.5673471392
9,1488,-140971.55483437818
9,1501,-90031.0406601066
9,1505,-228994.21851482347
9,1528,-399232.4344853577
9,1539,-591288.3955965142
9,1549,-586943.2185256041
9,1554,-188763.58783621682
9,1558,-398429.7460029077
9,1562,-694909.2877834786
9,1573,-316786.61437287874
9,1590,-128223.8894981775
9,1625,-215362.97106851588
9,1626,-497605.1900114793
9,1632,-183984.74370740014
9,1647,-530769.1387050551
9,1651,-311418.15800196363
9,1690,-358798.2444872589
9,1693,-198702.2756683581
9,1713,-406114.5253908694
9,1735,-314309.1658770441
9,1741,-215588.63925712765
9,1749,-613354.7911478197
9,1759,-83155.51168668087
9,1786,-176174.61294586366
9,1805,-269688.5060364395
9,1807,-413102.600608733
9,1818,-83006.05333232452
9,1823,-167183.38337154852
9,1839,-238164.85282157696
9,1854,-663379.5325647761
9,1898,-492173.60590375675
9,1920,-132824.34508328923
9,1942,-377321.6040850962
9,1968,-643255.8257896187
9,1985,-40592.65288303347
9,2003,-249732.93822275437
9,2004,-328290.806711715
9,2005,-65293.31860387482
9,2011,-691391.5772890768
9,2012,-308328.9088078837
9,2029,-228437.93934370426
10,67,-2591.4925755929003
10,69,-1505.7333266230187
10,167,-1565.9700949739668
10,263,-6358.73776677768
10,326,-436.6446493566599
10,362,-3580.4622236175787
10,656,-1169.6721174332076
10,825,-23086.38830970996
10,1751,-631.8810435690231
10,1752,-20273.88424124498
10,1764,-2477.4945996392275
10,1842,-16418.312040585854
10,2033,-36942.03462716282
11,355,-190.7935770180232
11,621,-282.4152757865201
11,652,-922.3202308878764
11,843,-103.66578340289972
11,1046,-2681.67856672309
11,1120,-703.431587364811
11,2007,-17129.750615019628
12,75,-26694.690743684565
12,88,-84714.78690824307
12,105,-27527.46570873085
12,163,-46697.95099987964
12,204,-43725.25741777765
12,220,-15841.250401196447
12,221,-9113.497807539332
12,224,-21289.595688618727
12,258,-22354.268068317597
12,302,-7627.061291231457
12,304,-52836.36278830662
12,379,-6773.223214208063
12,461,-15088.495077523117
12,465,-16918.769991131066
12,480,-3991.6837372383698
12,482,-63873.779053754755
12,579,-101003.22644994527
12,614,-14856.91029115531
12,646,-18853.103465457014
12,681,-23056.408358573346
12,801,-18191.33111104047
12,820,-7865.82034931654
12,842,-35744.62270539155
12,879,-13062.816337324524
12,883,-2793.8065166799634
12,914,-12697.032927180115
12,1182,-6708.171500446836
12,1190,-10244.456221228918
12,1205,-28622.539887479215
12,1241,-69290.57252593448
12,1290,-17635.428441419834
12,1344,-50088.266620427865
12,1451,-20087.351374325284
12,1484,-29169.048161414248
12,1487,-5497.20624907164
12,1537,-5920.142909772449
12,1593,-13443.352778938304
12,1608,-6042.121051848952
12,1633,-19172.897273654296
12,1652,-16501.435497961793
12,1746,-51355.78836136884
12,1814,-4748.937888269975
12,1852,-25557.55285837273
12,2009,-22034.938178018267
12,2021,-26926.579699375376
13,14,-186593.71207049376
