n,file,mean,min,max,q0_5,q0_9,q0_99,q0_999,q0_9999
4096,K_4096_same_rho1p20_a2p50_b1p60.npy,0.0005574831713907881,2.6922969547127e-242,0.890333440024233,6.6678015397236e-30,3.019685219393364e-10,0.0024248186750742457,0.14533443695970868,0.5109743375092833
8192,K_8192_same_rho1p20_a2p50_b1p60.npy,0.00027113656935288515,0.0,0.8068930853182559,2.5002958686245108e-43,1.5582451904018393e-14,0.0001738164949002605,0.0642338076796389,0.4192297635897073
