node,kappa_forman_node,deg,deg_w
0,-3487.2926075375335,17,2.9187074889447198
1,-715.3647268583617,8,1.3211955387554646
2,-2880.7657664768544,15,2.691186361723482
3,-3648.532890889526,15,2.265561207201535
4,-3113.680603292325,13,1.563715398238884
5,-3850.949867551731,17,2.8656858009017117
6,-8366.39732179669,24,2.9358471231624
7,-100.84848914522628,3,0.4024821903772523
8,0.0,0,0.0
9,-1765.6374202109002,11,2.2357553560983905
10,0.0,0,0.0
11,-5.556620345277299,1,0.49949636962668387
12,-137.85065117562894,3,0.25192845061467467
13,-650.4921035129847,6,0.8162468952021559
14,-5632.116753358683,18,1.7545577707612439
15,-4005.4892800818793,17,2.5075729683339585
16,-2072.8466657043027,13,1.8835752411788005
17,-2521.0479506592637,14,2.2111113336612296
18,-408.5710783660385,6,0.837679730569635
19,-476.7260223385995,5,0.5549636722996222
20,-1576.586345313568,10,1.10910560465008
21,-1222.2392780217838,8,1.1708916595942225
22,-14.569432681196151,1,0.10485451603086737
23,-1983.4604124978555,13,1.9232961534920519
24,-1725.7220376344565,10,1.1094977987656318
25,-349.7214732287141,5,0.6627965184809719
26,-6183.673708758955,22,3.022411471329881
27,0.0,0,0.0
28,-1931.207487988304,12,1.536897795970174
29,-2925.903535937989,14,1.883869107469214
30,-3520.5034035365607,18,4.668750400201423
31,0.0,0,0.0
32,-1038.1116764694716,9,1.9533331048982954
33,-1292.8446395707256,11,2.5819758392860335
34,-325.71691383742717,6,1.3014116844218582
35,-393.2741484629339,7,1.6059556449897894
36,-462.6363037001043,6,0.8657109805447862
37,-4110.959198357452,17,2.716404142042395
38,-2549.584117673316,12,1.5059338137729248
39,-602.5023418894925,6,0.6923676629026292
40,0.0,0,0.0
41,0.0,0,0.0
42,-539.724672794101,7,1.4264749953307794
43,-4331.689445434375,20,4.017946041052484
44,-1163.515525907647,9,1.4039786921755182
45,-166.5125645836811,3,0.22314012532534738
46,-2350.1206765536663,15,2.4976174708969787
47,-492.6891416741976,6,0.9681316633342856
48,-5128.423860525837,19,3.4041985612338
49,-1761.2493605938012,11,2.111160069305044
50,-744.4428522046303,7,0.8658609111893768
51,-19.31891920512187,2,0.6414541095011274
52,2.0,1,0.056587916465292494
53,-2483.8539562785745,12,1.2726915511835948
54,-4094.741362730117,18,2.7983768196698184
55,-93.83799544745855,3,0.43336132403095423
56,-5393.565501712893,20,3.3832980014184875
57,-2442.1832463329456,12,1.6781448965949601
58,-625.5921604090335,7,0.8812690843770412
59,-55.99743210441762,3,0.4501678632631323
60,-2193.884987208589,14,2.6647003496359907
61,0.0,0,0.0
62,-329.02644103738896,4,0.3577008864295043
63,-2033.0601018595858,13,2.8637658196424827
64,-10.466742740165447,1,0.10598663342618488
65,-58.97930648486259,2,0.20917788437858348
66,-147.82669235708937,3,0.3582288561285251
67,-89.06107687612047,3,0.553006186392169
68,-490.2992805078941,6,1.1798969760486535
69,-199.75442808197207,4,0.44843820911321813
70,-5237.640455862132,19,3.5250128250856636
71,-1143.5384473648503,10,1.7350054515292428
72,-11943.352172784129,31,4.557602778324724
73,-6389.937592621859,23,3.4219242459107764
74,-4176.068334534985,18,2.9322900056649495
