step,node,omega,phi,spin
22,0,0.37493224069925574,6.255764061497984,1
22,1,-0.37493224069925574,6.255764061497984,-1
22,2,-0.002932240699255528,1.598217572476499,1
22,3,0.002932240699255528,1.598217572476499,-1
23,0,0.36686113200565884,6.254465601509612,1
23,1,-0.36686113200565884,6.254465601509612,-1
23,2,-0.0008611320056586226,1.5995160324648716,1
23,3,0.0008611320056586226,1.5995160324648716,-1
24,0,0.35876945404802835,6.253157476405555,1
24,1,-0.35876945404802835,6.253157476405555,-1
24,2,0.0012305459519718564,1.6008241575689286,1
24,3,-0.0012305459519718564,1.6008241575689286,-1
25,0,0.35065670351183736,6.251839857022033,1
25,1,-0.35065670351183736,6.251839857022033,-1
25,2,-0.002656703511837169,1.60214177695245,1
25,3,0.002656703511837169,1.60214177695245,-1
26,0,0.3425336439362043,6.250518487941245,1
26,1,-0.3425336439362043,6.250518487941245,-1
26,2,-0.0005336439362041098,1.6034631460332376,1
26,3,0.0005336439362041098,1.6034631460332376,-1
27,0,0.33438883746904047,6.2491878823346765,1
27,1,-0.33438883746904047,6.2491878823346765,-1
27,2,0.0016111625309597173,1.6047937516398065,1
27,3,-0.0016111625309597173,1.6047937516398065,-1
28,0,0.3262217971134627,6.247848229242597,1
28,1,-0.3262217971134627,6.247848229242597,-1
28,2,-0.00222179711346251,1.606133404731886,1
28,3,0.00222179711346251,1.606133404731886,-1
29,0,0.31804390336499505,6.246504981441586,1
29,1,-0.31804390336499505,6.246504981441586,-1
29,2,-4.390336499483175e-05,1.607476652532897,1
29,3,4.390336499483175e-05,1.607476652532897,-1
30,0,0.3098431264008921,6.245152972020816,1
30,1,-0.3098431264008921,6.245152972020816,-1
30,2,0.0021568735991080753,1.6088286619536667,1
30,3,-0.0021568735991080753,1.6088286619536667,-1
31,0,0.30161899891858773,6.243792409044942,1
31,1,-0.30161899891858773,6.243792409044942,-1
31,2,-0.0016189989185875146,1.6101892249295406,1
31,3,0.0016189989185875146,1.6101892249295406,-1
32,0,0.2933834841654697,6.242428431621133,1
32,1,-0.2933834841654697,6.242428431621133,-1
32,2,0.0006165158345305096,1.61155320235335,1
32,3,-0.0006165158345305096,1.61155320235335,-1
33,0,0.28512399972907987,6.241056215994925,1
33,1,-0.28512399972907987,6.241056215994925,-1
33,2,-0.0031239997290796405,1.612925417979558,1
33,3,0.0031239997290796405,1.612925417979558,-1
34,0,0.2768528254315476,6.239680706409383,1
34,1,-0.2768528254315476,6.239680706409383,-1
34,2,-0.0008528254315473952,1.6143009275651,1
34,3,0.0008528254315473952,1.6143009275651,-1
35,0,0.2685570831183252,6.238297292082826,1
35,1,-0.2685570831183252,6.238297292082826,-1
35,2,0.001442916881674978,1.6156843418916573,1
35,3,-0.001442916881674978,1.6156843418916573,-1
36,0,0.2602363447042527,6.236906212898422,1
36,1,-0.2602363447042527,6.236906212898422,-1
36,2,-0.0022363447042525355,1.6170754210760612,1
36,3,0.0022363447042525355,1.6170754210760612,-1
37,0,0.2519034094709468,6.23551206478671,1
37,1,-0.2519034094709468,6.23551206478671,-1
37,2,9.659052905340018e-05,1.6184695691877728,1
37,3,-9.659052905340018e-05,1.6184695691877728,-1
38,0,0.24354491907657927,6.234110616693834,1
38,1,-0.24354491907657927,6.234110616693834,-1
38,2,-0.0035449190765790765,1.619871017280649,1
38,3,0.0035449190765790765,1.619871017280649,-1
39,0,0.2351739491953752,6.232706248782763,1
39,1,-0.2351739491953752,6.232706248782763,-1
39,2,-0.0011739491953750274,1.6212753851917205,1
39,3,0.0011739491953750274,1.6212753851917205,-1
40,0,0.22677689168284826,6.2312949649251275,1
40,1,-0.22677689168284826,6.2312949649251275,-1
40,2,0.0012231083171519315,1.622686669049356,1
40,3,-0.0012231083171519315,1.622686669049356,-1
41,0,0.21835336786583187,6.229877038289322,1
41,1,-0.21835336786583187,6.229877038289322,-1
41,2,-0.0023533678658316875,1.6241045956851619,1
41,3,0.0023533678658316875,1.6241045956851619,-1
42,0,0.2099168987921397,6.2284564667238245,1
42,1,-0.2099168987921397,6.2284564667238245,-1
42,2,8.310120786048005e-05,1.625525167250659,1
42,3,-8.310120786048005e-05,1.625525167250659,-1
43,0,0.20145348028336965,6.2270296692654,1
43,1,-0.20145348028336965,6.2270296692654,-1
43,2,-0.0034534802833694595,1.626951964709083,1
43,3,0.0034534802833694595,1.626951964709083,-1
44,0,0.1929768630693386,6.225600407546497,1
44,1,-0.1929768630693386,6.225600407546497,-1
44,2,-0.0009768630693383989,1.6283812264279867,1
44,3,0.0009768630693383989,1.6283812264279867,-1
45,0,0.18447284616320045,6.224165356665819,1
45,1,-0.18447284616320045,6.224165356665819,-1
45,2,0.0015271538367997392,1.6298162773086646,1
45,3,-0.0015271538367997392,1.6298162773086646,-1
46,0,0.175941111260958,6.222724823881978,1
46,1,-0.175941111260958,6.222724823881978,-1
46,2,-0.0019411112609578093,1.6312568100925058,1
46,3,0.0019411112609578093,1.6312568100925058,-1
47,0,0.16739576963324368,6.221282155853914,1
47,1,-0.16739576963324368,6.221282155853914,-1
47,2,0.0006042303667564905,1.6326994781205697,1
47,3,-0.0006042303667564905,1.6326994781205697,-1
48,0,0.15882231988020815,6.219834476207417,1
48,1,-0.15882231988020815,6.219834476207417,-1
48,2,-0.0028223198802079666,1.634147157767067,1
48,3,0.0028223198802079666,1.634147157767067,-1
49,0,0.15023504978431468,6.218384875861616,1
49,1,-0.15023504978431468,6.218384875861616,-1
49,2,-0.00023504978431450373,1.635596758112869,1
49,3,0.00023504978431450373,1.635596758112869,-1
50,0,0.14161932093420873,6.216930754199447,1
50,1,-0.14161932093420873,6.216930754199447,-1
50,2,0.002380679065791432,1.6370508797750374,1
50,3,-0.002380679065791432,1.6370508797750374,-1
51,0,0.13297488678136582,6.215472452463726,1
51,1,-0.13297488678136582,6.215472452463726,-1
51,2,-0.0009748867813656453,1.6385091815107586,1
51,3,0.0009748867813656453,1.6385091815107586,-1
52,0,0.12431630045168172,6.214012616118655,1
52,1,-0.12431630045168172,6.214012616118655,-1
52,2,0.001683699548318453,1.6399690178558297,1
52,3,-0.001683699548318453,1.6399690178558297,-1
53,0,0.11562872944271047,6.212549123259736,1
53,1,-0.11562872944271047,6.212549123259736,-1
53,2,-0.0016287294427102875,1.641432510714749,1
53,3,0.0016287294427102875,1.641432510714749,-1
54,0,0.10692684406270193,6.21108434556805,1
54,1,-0.10692684406270193,6.21108434556805,-1
54,2,0.001073155937298246,1.6428972884064343,1
54,3,-0.001073155937298246,1.6428972884064343,-1
55,0,0.09819574081787132,6.209616454426481,1
55,1,-0.09819574081787132,6.209616454426481,-1
55,2,-0.002195740817871139,1.6443651795480039,1
55,3,0.002195740817871139,1.6443651795480039,-1
56,0,0.08945018351549727,6.208147541500732,1
56,1,-0.08945018351549727,6.208147541500732,-1
56,2,0.0005498164845029034,1.645834092473753,1
56,3,-0.0005498164845029034,1.645834092473753,-1
57,0,0.08067522378220103,6.206676077282135,1
57,1,-0.08067522378220103,6.206676077282135,-1
57,2,-0.0026752237822008484,1.6473055566923493,1
57,3,0.0026752237822008484,1.6473055566923493,-1
58,0,0.07188569450232288,6.205203867519387,1
58,1,-0.07188569450232288,6.205203867519387,-1
58,2,0.00011430549767731156,1.6487777664550978,1
58,3,-0.00011430549767731156,1.6487777664550978,-1
59,0,0.06306662920302468,6.203729687173975,1
59,1,-0.06306662920302468,6.203729687173975,-1
59,2,-0.0030666292030244882,1.6502519468005097,1
59,3,0.0030666292030244882,1.6502519468005097,-1
60,0,0.05423290473467001,6.202255050544425,1
60,1,-0.05423290473467001,6.202255050544425,-1
60,2,-0.0002329047346698184,1.65172658343006,1
60,3,0.0002329047346698184,1.65172658343006,-1
61,0,0.045369563898251475,6.200779041919198,1
61,1,-0.045369563898251475,6.200779041919198,-1
61,2,0.002630436101748713,1.6532025920552869,1
61,3,-0.002630436101748713,1.6532025920552869,-1
62,0,0.036476549386481774,6.19930206857757,1
62,1,-0.036476549386481774,6.19930206857757,-1
62,2,-0.00047654938648158994,1.6546795653969149,1
62,3,0.00047654938648158994,1.6546795653969149,-1
63,0,0.027568771312701506,6.1978251464675544,1
63,1,-0.027568771312701506,6.1978251464675544,-1
63,2,0.0024312286872986786,1.6561564875069303,1
63,3,-0.0024312286872986786,1.6561564875069303,-1
64,0,0.018631332375500898,6.196347886269092,1
64,1,-0.018631332375500898,6.196347886269092,-1
64,2,-0.0006313323755007152,1.6576337477053922,1
64,3,0.0006313323755007152,1.6576337477053922,-1
65,0,0.009679116693456714,6.194870999777306,1
65,1,-0.009679116693456714,6.194870999777306,-1
65,2,0.0023208833065434683,1.6591106341971777,1
65,3,-0.0023208833065434683,1.6591106341971777,-1
66,0,0.0006973116265469401,6.19339441720996,1
66,1,-0.0006973116265469401,6.19339441720996,-1
66,2,-0.0006973116265467584,1.6605872167645235,1
66,3,0.0006973116265467584,1.6605872167645235,-1
67,0,-0.00829925182522229,6.191918542359746,1
67,1,0.00829925182522229,6.191918542359746,-1
67,2,0.002299251825222472,1.6620630916147383,1
67,3,-0.002299251825222472,1.6620630916147383,-1
68,0,0.0006747271586954907,6.190443627605173,1
68,1,-0.0006747271586954907,6.190443627605173,-1
68,2,-0.0006747271586953103,1.663538006369311,1
68,3,0.0006747271586953103,1.663538006369311,-1
69,0,-0.008321971090032068,6.188969359454504,1
69,1,0.008321971090032068,6.188969359454504,-1
69,2,0.0023219710900322485,1.6650122745199802,1
69,3,-0.0023219710900322485,1.6650122745199802,-1
70,0,0.0006520814540025514,6.1874960776100165,1
70,1,-0.0006520814540025514,6.1874960776100165,-1
70,2,-0.0006520814540023697,1.6664855563644676,1
70,3,0.0006520814540023697,1.6664855563644676,-1
71,0,-0.008344750266406483,6.186023465662768,1
71,1,0.008344750266406483,6.186023465662768,-1
71,2,0.002344750266406664,1.6679581683117157,1
71,3,-0.002344750266406664,1.6679581683117157,-1
72,0,0.0006293767121477393,6.184551866086172,1
72,1,-0.0006293767121477393,6.184551866086172,-1
72,2,-0.000629376712147558,1.6694297678883125,1
72,3,0.000629376712147558,1.6694297678883125,-1
73,0,-0.008367587141469793,6.183080959561758,1
73,1,0.008367587141469793,6.183080959561758,-1
73,2,0.002367587141469975,1.6709006744127257,1
73,3,-0.002367587141469975,1.6709006744127257,-1
74,0,0.0006066151455802575,6.181611091322233,1
74,1,-0.0006066151455802575,6.181611091322233,-1
74,2,-0.0006066151455800754,1.6723705426522517,1
74,3,0.0006066151455800754,1.6723705426522517,-1
75,0,-0.008390479490065203,6.180141939147907,1
75,1,0.008390479490065203,6.180141939147907,-1
75,2,0.002390479490065384,1.6738396948265772,1
75,3,-0.002390479490065384,1.6738396948265772,-1
76,0,0.0005837989786679765,6.178673851018368,1
76,1,-0.0005837989786679765,6.178673851018368,-1
76,2,-0.0005837989786677943,1.675307782956117,1
76,3,0.0005837989786677943,1.675307782956117,-1
77,0,-0.008413425075609413,6.177206501821642,1
77,1,0.008413425075609413,6.177206501821642,-1
77,2,0.002413425075609594,1.6767751321528424,1
77,3,-0.002413425075609594,1.6767751321528424,-1
78,0,0.0005609304468425832,6.175740242271223,1
78,1,-0.0005609304468425832,6.175740242271223,-1
78,2,-0.0005609304468424019,1.6782413917032613,1
78,3,0.0005609304468424019,1.6782413917032613,-1
79,0,-0.008436421650950762,6.174274744372412,1
79,1,0.008436421650950762,6.174274744372412,-1
79,2,0.0024364216509509427,1.6797068896020724,1
79,3,-0.0024364216509509427,1.6797068896020724,-1
80,0,0.0005380117957414308,6.172810361559073,1
80,1,-0.0005380117957414308,6.172810361559073,-1
80,2,-0.0005380117957412499,1.6811712724154118,1
80,3,0.0005380117957412499,1.6811712724154118,-1
81,0,-0.008459466959230288,6.17134676296396,1
81,1,0.008459466959230288,6.17134676296396,-1
81,2,0.0024594669592304676,1.6826348710105243,1
81,3,-0.0024594669592304676,1.6826348710105243,-1
82,0,0.0005150452803467549,6.1698843047272165,1
82,1,-0.0005150452803467549,6.1698843047272165,-1
82,2,-0.0005150452803465762,1.6840973292472683,1
82,3,0.0005150452803465762,1.6840973292472683,-1
83,0,-0.008482558734745047,6.168422653119851,1
83,1,0.008482558734745047,6.168422653119851,-1
83,2,0.002482558734745227,1.685558980854634,1
83,3,-0.002482558734745227,1.685558980854634,-1
84,0,0.0004920331641229351,6.1669621669736365,1
84,1,-0.0004920331641229351,6.1669621669736365,-1
84,2,-0.0004920331641227555,1.6870194670008485,1
84,3,0.0004920331641227555,1.6870194670008485,-1
85,0,-0.008505694703813039,6.165502509709255,1
85,1,0.008505694703813039,6.165502509709255,-1
85,2,0.002505694703813218,1.6884791242652297,1
85,3,-0.002505694703813218,1.6884791242652297,-1
86,0,0.00046897771815242704,6.164044042834915,1
86,1,-0.00046897771815242704,6.164044042834915,-1
86,2,-0.00046897771815224793,1.6899375911395698,1
86,3,0.00046897771815224793,1.6899375911395698,-1
87,0,-0.008528872585639058,6.162586426933001,1
87,1,0.008528872585639058,6.162586426933001,-1
87,2,0.002528872585639237,1.6913952070414837,1
87,3,-0.002528872585639237,1.6913952070414837,-1
88,0,0.00044588122027106915,6.161130026172415,1
88,1,-0.00044588122027106915,6.161130026172415,-1
88,2,-0.00044588122027089047,1.69285160780207,1
88,3,0.00044588122027089047,1.69285160780207,-1
89,0,-0.008552090093180847,6.1596744983098874,1
89,1,0.008552090093180847,6.1596744983098874,-1
89,2,0.002552090093181027,1.6943071356645982,1
89,3,-0.002552090093181027,1.6943071356645982,-1
90,0,0.00042274595420337124,6.1582202101587304,1
90,1,-0.00042274595420337124,6.1582202101587304,-1
90,2,-0.00042274595420318997,1.6957614238157548,1
90,3,0.00042274595420318997,1.6957614238157548,-1
91,0,-0.008575344934014878,6.156766816663268,1
91,1,0.008575344934014878,6.156766816663268,-1
91,2,0.0025753449340150582,1.6972148173112171,1
91,3,-0.0025753449340150582,1.6972148173112171,-1
92,0,0.0003995742086984437,6.155314687264409,1
92,1,-0.0003995742086984437,6.155314687264409,-1
92,2,-0.00039957420869826286,1.6986669467100761,1
92,3,0.00039957420869826286,1.6986669467100761,-1
93,0,-0.008598634811201121,6.153863474107919,1
93,1,0.008598634811201121,6.153863474107919,-1
93,2,0.002598634811201301,1.7001181598665662,1
93,3,-0.002598634811201301,1.7001181598665662,-1
94,0,0.0003763682766672431,6.152413549244955,1
94,1,-0.0003763682766672431,6.152413549244955,-1
94,2,-0.0003763682766670636,1.7015680847295298,1
94,3,0.0003763682766670636,1.7015680847295298,-1
95,0,-0.008621957424146167,6.150964562037174,1
95,1,0.008621957424146167,6.150964562037174,-1
95,2,0.0026219574241463477,1.7030170719373112,1
95,3,-0.0026219574241463477,1.7030170719373112,-1
96,0,0.00035313045432171924,6.14951688712811,1
96,1,-0.00035313045432171924,6.14951688712811,-1
96,2,-0.00035313045432153927,1.7044647468463752,1
96,3,0.00035313045432153927,1.7044647468463752,-1
97,0,-0.008645310469464073,6.14807017111035,1
97,1,0.008645310469464073,6.14807017111035,-1
97,2,0.002645310469464253,1.7059114628641356,1
97,3,-0.002645310469464253,1.7059114628641356,-1
98,0,0.0003298630403165189,6.146624791201416,1
98,1,-0.0003298630403165189,6.146624791201416,-1
98,2,-0.0003298630403163398,1.7073568427730699,1
98,3,0.0003298630403163398,1.7073568427730699,-1
99,0,-0.008668691641834285,6.145180391240453,1
99,1,0.008668691641834285,6.145180391240453,-1
99,2,0.0026686916418344644,1.7088012427340327,1
99,3,-0.0026686916418344644,1.7088012427340327,-1
100,0,0.0003065683348938836,6.14373735100007,1
100,1,-0.0003065683348938836,6.14373735100007,-1
100,2,-0.00030656833489370273,1.7102442829744162,1
100,3,0.00030656833489370273,1.7102442829744162,-1
101,0,-0.008692098634856047,6.1422953115821795,1
101,1,0.008692098634856047,6.1422953115821795,-1
101,2,0.002692098634856227,1.7116863223923064,1
101,3,-0.002692098634856227,1.7116863223923064,-1
102,0,0.0002832486390323078,6.140854655295066,1
102,1,-0.0002832486390323078,6.140854655295066,-1
102,2,-0.00028324863903212826,1.7131269786794194,1
102,3,0.00028324863903212826,1.7131269786794194,-1
103,0,-0.008715529141898671,6.139415020520201,1
103,1,0.008715529141898671,6.139415020520201,-1
103,2,0.0027155291418988516,1.714566613454284,1
103,3,-0.0027155291418988516,1.714566613454284,-1
104,0,0.0002599062535996316,6.137976792081635,1
104,1,-0.0002599062535996316,6.137976792081635,-1
104,2,-0.0002599062535994516,1.71600484189285,1
104,3,0.0002599062535994516,1.71600484189285,-1
105,0,-0.008738980856947067,6.136539605657754,1
105,1,0.008738980856947067,6.136539605657754,-1
105,2,0.002738980856947247,1.7174420283167313,1
105,3,-0.002738980856947247,1.7174420283167313,-1
106,0,0.00023654347851107677,6.135103848567972,1
106,1,-0.00023654347851107677,6.135103848567972,-1
106,2,-0.00023654347851089852,1.718877785406513,1
106,3,0.00023654347851089852,1.718877785406513,-1
107,0,-0.008762451475441949,6.1336691538055135,1
107,1,0.008762451475441949,6.1336691538055135,-1
107,2,0.002762451475442126,1.7203124801689718,1
107,3,-0.002762451475442126,1.7203124801689718,-1
108,0,0.0002131626118929003,6.132235911164268,1
108,1,-0.0002131626118929003,6.132235911164268,-1
108,2,-0.00021316261189272294,1.7217457228102166,1
108,3,0.00021316261189272294,1.7217457228102166,-1
109,0,-0.008785938695114131,6.130803750970778,1
109,1,0.008785938695114131,6.130803750970778,-1
109,2,0.002785938695114307,1.7231778830037063,1
109,3,-0.002785938695114307,1.7231778830037063,-1
110,0,0.00018976594925216098,6.129373065472042,1
110,1,-0.00018976594925216098,6.129373065472042,-1
110,2,-0.00018976594925198577,1.724608568502442,1
110,3,0.00018976594925198577,1.724608568502442,-1
111,0,-0.00880944021681236,6.127943482346953,1
111,1,0.00880944021681236,6.127943482346953,-1
111,2,0.002809440216812536,1.7260381516275316,1
111,3,-0.002809440216812536,1.7260381516275316,-1
112,0,0.00016635578265322692,6.126515396273776,1
112,1,-0.00016635578265322692,6.126515396273776,-1
112,2,-0.00016635578265304998,1.7274662377007088,1
112,3,0.00016635578265304998,1.7274662377007088,-1
113,0,-0.008832953745324107,6.12508843230333,1
113,1,0.008832953745324107,6.12508843230333,-1
113,2,0.0028329537453242837,1.7288932016711545,1
113,3,-0.0028329537453242837,1.7288932016711545,-1
114,0,0.00014293439990150855,6.123662987522846,1
114,1,-0.00014293439990150855,6.123662987522846,-1
114,2,-0.00014293439990133248,1.730318646451638,1
114,3,0.00014293439990133248,1.730318646451638,-1
115,0,-0.008856476990188787,6.1222386843751835,1
115,1,0.008856476990188787,6.1222386843751835,-1
115,2,0.0028564769901889635,1.7317429495993002,1
115,3,-0.0028564769901889635,1.7317429495993002,-1
116,0,0.00011950408373503571,6.120815922333776,1
116,1,-0.00011950408373503571,6.120815922333776,-1
116,2,-0.00011950408373486007,1.7331657116407075,1
116,3,0.00011950408373486007,1.7331657116407075,-1
117,0,-0.008880007666502866,6.119394321254167,1
117,1,0.008880007666502866,6.119394321254167,-1
117,2,0.0028800076665030394,1.7345873127203166,1
117,3,-0.0028800076665030394,1.7345873127203166,-1
118,0,9.606711102432344e-05,6.117974282972783,1
118,1,-9.606711102432344e-05,6.117974282972783,-1
118,2,-9.606711102414824e-05,1.7360073510017002,1
118,3,9.606711102414824e-05,1.7360073510017002,-1
119,0,-0.008903543495716338,6.116555424779017,1
119,1,0.008903543495716338,6.116555424779017,-1
119,2,0.0029035434957165127,1.7374262091954666,1
119,3,-0.0029035434957165127,1.7374262091954666,-1
120,0,7.262575198109175e-05,6.115138150848639,1
120,1,-7.262575198109175e-05,6.115138150848639,-1
120,2,-7.262575198091611e-05,1.7388434831258441,1
120,3,7.262575198091611e-05,1.7388434831258441,-1
121,0,-0.0089270822064201,6.11372207592657,1
121,1,0.0089270822064201,6.11372207592657,-1
121,2,0.002927082206420274,1.7402595580479137,1
121,3,-0.002927082206420274,1.7402595580479137,-1
122,0,4.918226937631297e-05,6.112307606503842,1
122,1,-4.918226937631297e-05,6.112307606503842,-1
122,2,-4.918226937613906e-05,1.7416740274706413,1
122,3,4.918226937613906e-05,1.7416740274706413,-1
123,0,-0.008950621535123658,6.110894354803087,1
123,1,0.008950621535123658,6.110894354803087,-1
123,2,0.002950621535123831,1.7430872791713958,1
123,3,-0.002950621535123831,1.7430872791713958,-1
124,0,2.5738917768091535e-05,6.109482729606096,1
124,1,-2.5738917768091535e-05,6.109482729606096,-1
124,2,-2.5738917767917195e-05,1.744498904368387,1
124,3,2.5738917767917195e-05,1.744498904368387,-1
125,0,-0.008974159227022771,6.108072340635894,1
125,1,0.008974159227022771,6.108072340635894,-1
125,2,0.0029741592270229452,1.7459092933385894,1
125,3,-0.0029741592270229452,1.7459092933385894,-1
126,0,2.297942739804687e-06,6.106663598940106,1
126,1,-2.297942739804687e-06,6.106663598940106,-1
126,2,-2.297942739630781e-06,1.747318035034377,1
126,3,2.297942739630781e-06,1.747318035034377,-1
127,0,-0.008997693036756528,6.105256111765322,1
127,1,0.008997693036756528,6.105256111765322,-1
127,2,0.002997693036756702,1.7487255222091602,1
127,3,-0.002997693036756702,1.7487255222091602,-1
128,0,-2.113841985098598e-05,6.103850292399678,1
128,1,2.113841985098598e-05,6.103850292399678,-1
128,2,2.1138419851160755e-05,1.7501313415748039,1
128,3,-2.1138419851160755e-05,1.7501313415748039,-1
129,0,0.002978779270846597,6.102445745636979,1
129,1,-0.0029787792708465973,6.102445745636979,-1
129,2,-0.008978779270846421,1.7515358883375034,1
129,3,0.008978779270846421,1.7515358883375034,-1
130,0,1.9619672573180542e-06,6.1010428841222515,1
130,1,-1.9619672573180542e-06,6.1010428841222515,-1
130,2,-1.9619672571424135e-06,1.7529387498522313,1
130,3,1.9619672571424135e-06,1.7529387498522313,-1
131,0,-0.008998030455010972,6.099641315928361,1
131,1,0.008998030455010972,6.099641315928361,-1
131,2,0.002998030455011148,1.7543403180461217,1
131,3,-0.002998030455011148,1.7543403180461217,-1
132,0,-2.1099196824263602e-05,6.098241452758449,1
132,1,2.1099196824263602e-05,6.098241452758449,-1
132,2,2.1099196824440544e-05,1.7557401812160331,1
132,3,-2.1099196824440544e-05,1.7557401812160331,-1
133,0,0.0029788199735121704,6.096842900842025,1
133,1,-0.0029788199735121704,6.096842900842025,-1
133,2,-0.008978819973511992,1.757138733132458,1
133,3,0.008978819973511992,1.757138733132458,-1
134,0,1.627683036689847e-06,6.0954460709069425,1
134,1,-1.627683036689847e-06,6.0954460709069425,-1
134,2,-1.627683036511604e-06,1.75853556306754,1
134,3,1.627683036511604e-06,1.75853556306754,-1
135,0,-0.008998366132266261,6.094050572510873,1
135,1,0.008998366132266261,6.094050572510873,-1
135,2,0.002998366132266439,1.75993106146361,1
135,3,-0.002998366132266439,1.75993106146361,-1
136,0,-2.1061420974187103e-05,6.092656815416114,1
136,1,2.1061420974187103e-05,6.092656815416114,-1
136,2,2.106142097436361e-05,1.761324818558368,1
136,3,-2.106142097436361e-05,1.761324818558368,-1
137,0,0.002978859207188052,6.091264407328487,1
137,1,-0.002978859207188052,6.091264407328487,-1
137,2,-0.008978859207187877,1.762717226645995,1
137,3,0.008978859207187877,1.762717226645995,-1
138,0,1.2951788593991952e-06,6.089873757012167,1
138,1,-1.2951788593987615e-06,6.089873757012167,-1
138,2,-1.2951788592244218e-06,1.764107876962315,1
138,3,1.2951788592244218e-06,1.764107876962315,-1
139,0,-0.008998699980251044,6.088484475549212,1
139,1,0.008998699980251046,6.088484475549212,-1
139,2,0.0029986999802512192,1.76549715842527,1
139,3,-0.0029986999802512192,1.76549715842527,-1
