i,j,kappa_forman
0,2328,-32820.7
0,832,-32357.9
0,3572,-40678.5
0,1123,-42396.2
0,3561,-36529.4
0,2295,-38320.3
0,3393,-46749.2
0,1956,-72970.4
0,3149,-96454.7
0,2977,-79997.8
0,1164,-73112.2
0,2401,-97177
0,2229,-67740
0,16,-82408
0,135,-79634
0,3235,-92702.7
0,1021,-101649
0,3340,-92839.6
0,158,-111032
0,872,-105870
0,2131,-136292
0,1897,-111159
0,2044,-82944.1
0,3040,-163325
0,1889,-142558
0,3042,-108247
0,1387,-114142
0,377,-159971
0,3782,-109314
0,3627,-101153
0,3218,-182676
0,1855,-126465
0,1666,-169782
0,3971,-136278
0,2045,-183876
0,769,-204820
0,2997,-136036
0,2700,-191427
0,2776,-118862
0,342,-138106
0,3576,-174928
0,3905,-192738
0,1069,-240437
0,2502,-158798
0,945,-233868
0,348,-225256
0,3933,-168080
0,3979,-305816
0,3779,-170915
0,3754,-202529
0,2160,-261566
0,318,-274779
0,169,-226855
0,2834,-357400
0,1465,-340688
0,3632,-343399
0,715,-208346
0,1026,-226337
0,2594,-240554
0,2341,-322818
0,4010,-256530
0,3181,-257164
0,855,-339159
0,3794,-318682
0,2808,-308250
0,495,-356354
0,677,-265632
0,1917,-345025
0,3620,-346139
0,1783,-260406
0,1272,-399763
0,458,-381559
0,1578,-388295
0,489,-448353
0,2778,-380344
0,1504,-458998
0,4085,-598268
0,4060,-505981
0,1381,-609607
0,3109,-402811
0,922,-561508
0,2473,-366864
0,130,-518835
0,3879,-468380
0,974,-491578
0,3084,-607057
0,1773,-591449
0,2592,-553937
0,3793,-536936
0,1300,-683885
0,838,-490621
0,2551,-566122
0,1179,-627647
0,3796,-934535
0,1699,-618987
0,2514,-547778
0,1812,-909485
0,315,-635766
0,2628,-1.06069e+06
0,2564,-700682
0,1687,-449263
0,789,-632590
0,1054,-617512
0,1912,-739251
0,1257,-896917
0,1189,-1.14506e+06
0,2403,-765447
0,2296,-721057
0,3274,-802950
0,367,-965172
0,833,-622304
0,3739,-646275
0,1011,-659706
0,3646,-1.24476e+06
0,193,-960884
0,3157,-1.11701e+06
0,213,-1.18514e+06
0,1910,-964814
0,2017,-1.67483e+06
0,3946,-1.23465e+06
0,3508,-1.3291e+06
0,434,-1.15177e+06
0,2727,-1.04474e+06
0,2839,-774581
0,3772,-1.20149e+06
0,3815,-1.20654e+06
0,53,-1.09779e+06
0,2638,-989608
0,29,-1.35726e+06
0,942,-961930
0,3230,-766269
0,3964,-1.55474e+06
0,1793,-1.08401e+06
0,2569,-1.49069e+06
1,1151,-4279.86
1,661,-6870.02
1,3168,-15482.1
1,2855,-9209.74
1,1230,-6840.71
1,3957,-10096.1
1,2689,-8580.86
1,173,-17238.2
1,230,-16785.3
1,564,-32077
1,1364,-34176.9
1,327,-36183.7
1,3336,-21838.1
1,3920,-39020.6
1,2744,-25501.9
1,117,-14562.9
1,3189,-32621.4
1,3279,-45136.7
1,138,-22139.9
1,1707,-19305.3
1,2079,-42446.2
1,3887,-25281.7
1,2853,-45218.2
1,3162,-51998.3
1,3439,-45258.6
1,3696,-60428.6
1,659,-29609.7
1,306,-43738.4
1,1557,-95882.2
1,929,-28822.7
1,3170,-102129
1,2723,-45036.5
1,2910,-107620
1,2644,-73323.5
1,65,-34246.4
1,1692,-122570
1,111,-111134
1,3175,-139849
1,1847,-111645
1,1428,-47912.2
1,2460,-209870
1,262,-64624.4
1,24,-340578
1,1930,-64003.5
1,2083,-249323
1,3612,-202922
1,421,-236133
1,1902,-65635.4
1,2389,-213815
1,2308,-139156
1,4076,-645512
2,3501,-39165.8
2,1920,-55006.1
2,2443,-52255.3
2,2714,-47118.2
2,1400,-65178.9
2,1256,-66608
2,2571,-66144.3
2,877,-75117
2,2327,-94661.2
2,1217,-75149.5
2,2743,-96181.9
2,2717,-82412.2
2,2688,-108083
2,1234,-106035
2,2790,-91709.4
2,126,-103960
2,696,-108379
2,2322,-117864
2,2802,-123409
2,798,-91783.5
2,3969,-106867
2,3144,-144200
2,3377,-103760
2,3031,-116036
2,1401,-151862
2,2603,-120304
2,145,-134183
2,373,-142061
2,985,-157329
2,1985,-152089
2,2604,-150459
2,2761,-127444
2,3448,-141949
2,1759,-171364
2,1093,-139989
2,1899,-150095
2,2106,-207740
2,2501,-124717
2,3004,-183369
2,24,-172268
2,3529,-185043
2,2141,-263142
2,3612,-140724
2,4076,-192923
2,688,-184513
2,970,-272092
2,1528,-169528
2,352,-181787
2,3265,-321947
2,2335,-177842
2,1353,-269937
2,2676,-275534
2,1558,-234103
2,2706,-338829
2,2003,-269224
2,584,-314408
2,2910,-203258
2,3838,-292474
2,1198,-261884
2,3365,-271101
2,3232,-299608
2,2926,-342977
2,2059,-386373
2,3956,-405030
2,2592,-315640
2,2826,-317739
2,1488,-396524
2,1839,-313334
2,3946,-447682
2,116,-359887
2,139,-335423
2,3591,-407918
2,1659,-310134
2,3161,-468849
2,847,-595042
2,1826,-361140
2,629,-435611
2,3949,-574260
2,3356,-607359
2,9,-569622
2,3891,-396376
2,4085,-631999
2,1096,-375984
2,1174,-608042
2,3508,-691054
2,1355,-690480
2,2716,-829377
2,1651,-599547
2,2216,-564319
2,3523,-717544
2,1557,-501877
2,2913,-820853
2,4069,-621986
2,1320,-660886
2,810,-500786
2,54,-650727
2,943,-503347
2,3920,-477385
2,3128,-585135
2,3170,-523094
2,1741,-639135
2,1232,-843285
2,2151,-504590
2,1079,-697517
2,2834,-921561
2,2341,-730016
2,2273,-922906
2,1465,-894467
2,2460,-628254
2,495,-763838
2,472,-1.05506e+06
2,3175,-599345
2,1937,-647854
2,1069,-978197
2,3544,-1.01881e+06
2,2820,-860343
2,2176,-1.0864e+06
2,1351,-887850
2,3398,-891954
2,1692,-667281
2,3979,-1.16275e+06
2,2690,-619692
2,29,-1.03823e+06
2,1646,-783607
2,3162,-671924
2,2522,-1.18546e+06
2,1189,-1.30116e+06
2,3238,-1.43533e+06
2,2514,-886251
2,216,-762200
2,3698,-1.2282e+06
2,3218,-1.36109e+06
2,2746,-981650
2,1505,-1.38199e+06
2,421,-889221
2,1793,-1.07428e+06
2,2224,-1.04514e+06
2,1055,-789430
2,327,-921900
2,907,-1.6111e+06
2,44,-1.28873e+06
2,2696,-1.06412e+06
2,1245,-884510
2,1003,-2.02604e+06
2,2882,-1.373e+06
2,1214,-1.5937e+06
3,239,-40004.9
3,1961,-62498.8
3,896,-58712.6
3,1131,-78021.8
3,2227,-78124.5
3,527,-82825.2
3,3200,-75025.8
3,2884,-92186.9
3,1612,-86390.2
3,2858,-93056.5
3,3755,-81207.2
3,812,-105941
3,3563,-90613.5
3,2247,-96230.9
3,1599,-118912
3,797,-114124
3,3860,-131208
3,3150,-136518
3,397,-139476
3,3504,-134006
3,3854,-147201
3,3952,-196234
3,1991,-152926
3,3423,-194704
3,333,-143937
3,2008,-215227
3,276,-205066
3,4039,-227340
3,2155,-179019
3,3936,-194405
3,1604,-199565
3,2765,-243547
3,442,-226218
3,3859,-220605
3,1474,-209673
3,372,-180376
3,2847,-188398
3,1485,-293198
3,1898,-233927
3,651,-204075
3,57,-272564
3,3943,-266798
3,777,-220180
3,3525,-317080
3,2124,-297962
3,3473,-332579
3,3187,-265882
3,3354,-286344
3,1554,-330567
3,3009,-295950
3,37,-323946
3,3350,-374163
3,1012,-281199
3,875,-422382
3,2876,-409952
3,3037,-418285
3,2479,-411668
3,1501,-427805
3,1818,-405472
3,596,-516286
3,2783,-337572
3,2014,-338542
3,80,-464593
3,1973,-459027
3,3234,-358020
3,2754,-321195
3,740,-455913
3,1139,-494479
3,3408,-406204
3,2145,-579041
3,1371,-531505
3,213,-555766
3,3804,-622311
3,1498,-547961
3,1213,-513510
3,73,-645747
3,2867,-614683
3,3710,-772683
3,949,-594839
3,933,-638491
3,2062,-811336
3,1064,-808870
3,745,-635001
3,4086,-564876
3,735,-849652
3,1935,-604001
3,1338,-639029
3,312,-751943
3,1942,-824624
3,2866,-753823
3,1576,-938847
3,640,-718868
3,1887,-647507
3,2309,-914210
3,3692,-862621
3,2184,-574177
3,156,-920883
3,1888,-950354
3,3411,-883330
3,3750,-941190
3,1482,-757019
3,682,-679388
3,1807,-991348
3,2166,-1.03741e+06
3,2012,-1.10235e+06
3,3446,-892333
3,3177,-1.17169e+06
3,1111,-837087
3,2238,-859550
3,942,-747543
3,778,-749001
3,1257,-972317
3,4074,-901695
3,1115,-1.15628e+06
3,273,-1.34233e+06
3,922,-1.0206e+06
3,3522,-1.37514e+06
3,3238,-1.35249e+06
3,1231,-1.24501e+06
3,1424,-1.25589e+06
3,954,-1.17561e+06
3,2268,-1.35523e+06
3,3143,-958293
3,3258,-882046
3,472,-1.35833e+06
3,3798,-1.65184e+06
3,1713,-1.25328e+06
3,2974,-1.38637e+06
3,3820,-1.74388e+06
3,3308,-1.4039e+06
3,2916,-1.37585e+06
3,414,-1.8328e+06
3,3841,-1.4289e+06
3,2167,-1.32718e+06
3,728,-1.11759e+06
3,1502,-2.00391e+06
3,285,-965829
3,2350,-1.52856e+06
3,1002,-1.33281e+06
3,2838,-1.589e+06
3,2440,-1.27975e+06
3,2733,-1.60199e+06
3,434,-1.35045e+06
3,3395,-1.44646e+06
3,4042,-1.9118e+06
3,2035,-1.60926e+06
3,1523,-1.70316e+06
3,3764,-1.34419e+06
3,1541,-1.58753e+06
3,2221,-1.62558e+06
3,964,-1.18711e+06
3,2169,-1.78437e+06
3,3743,-1.7906e+06
3,4023,-1.84263e+06
3,1375,-1.90276e+06
3,3890,-1.25393e+06
3,348,-1.55055e+06
3,1483,-1.36722e+06
3,1196,-2.08953e+06
3,3934,-1.99003e+06
3,172,-1.39887e+06
3,1081,-2.13201e+06
3,2967,-1.90334e+06
3,673,-2.28188e+06
3,1667,-2.22581e+06
3,3772,-1.67834e+06
3,29,-1.81122e+06
3,2692,-2.26209e+06
3,2949,-1.48975e+06
3,2176,-2.03815e+06
3,721,-1.89086e+06
4,2266,-47139.9
4,815,-53734.7
4,100,-74041.6
4,2360,-75753.7
4,2793,-89457.8
4,1317,-82334.1
4,1193,-84531.1
4,1797,-96694.5
4,3051,-105026
4,1437,-99786.5
4,2590,-94068.1
4,1431,-91565.4
4,1649,-106212
4,3360,-129733
4,1617,-125249
4,3970,-117307
4,392,-138036
4,905,-102190
4,297,-138220
4,272,-115899
4,771,-153295
4,1854,-143938
4,2337,-154654
4,2031,-135263
4,1228,-143660
4,1314,-123937
4,1988,-138832
4,583,-127653
4,814,-141008
4,3972,-171560
4,72,-216743
4,967,-140557
4,2361,-210587
4,1236,-216839
4,547,-235708
4,1036,-160726
4,601,-247268
4,3305,-270257
4,2011,-235553
4,2657,-264659
4,1549,-246353
4,56,-303159
4,2140,-282644
4,2340,-248026
4,3876,-191870
4,2903,-314376
4,128,-273485
4,1678,-296456
4,1539,-371175
4,1806,-335018
4,2629,-265653
4,2010,-272429
4,3880,-415530
4,6,-409683
4,2917,-485989
4,492,-288857
4,2695,-478813
4,1386,-429049
4,101,-432558
4,3502,-504146
4,1075,-505712
4,2331,-500110
4,3093,-530105
4,188,-494524
4,396,-419012
4,1647,-478386
4,346,-516509
4,74,-501672
4,534,-515926
4,863,-598025
4,3624,-618950
4,3565,-454161
4,3236,-378306
4,45,-371987
4,2615,-526996
4,3211,-608796
4,628,-603381
4,3541,-436624
4,1420,-468079
4,2324,-415654
4,915,-576838
4,1613,-487048
4,1829,-697254
4,1716,-507910
4,3566,-628727
4,2763,-488963
4,2582,-777680
4,2029,-792975
4,647,-818652
4,623,-659599
4,770,-775858
4,2087,-619580
4,3543,-802337
4,891,-784509
4,2088,-754189
4,2006,-536089
4,3441,-832957
4,1078,-839055
4,1740,-623925
4,1968,-900832
4,2924,-686422
4,3415,-867636
4,2871,-707619
4,680,-1.0214e+06
4,3374,-929714
4,2756,-798208
4,233,-752652
4,1665,-606755
4,1472,-967458
4,2090,-681978
4,3792,-883369
4,279,-843576
4,365,-1.17367e+06
4,3244,-805862
4,748,-785232
4,932,-959964
4,3139,-675566
4,3094,-1.23443e+06
4,1453,-1.02111e+06
4,3758,-837176
4,3978,-754423
4,2323,-1.11645e+06
4,3882,-1.34173e+06
4,4066,-1.27526e+06
4,1562,-1.22776e+06
4,1705,-827171
4,310,-1.1996e+06
4,1224,-1.0235e+06
4,554,-1.46594e+06
4,3193,-925524
4,2135,-1.15099e+06
4,2542,-1.57499e+06
4,793,-922222
4,1875,-1.39977e+06
4,1715,-1.06501e+06
4,1977,-1.02177e+06
4,1979,-1.43724e+06
4,1620,-1.50952e+06
4,2775,-1.36654e+06
4,2941,-1.91246e+06
4,1077,-1.57971e+06
4,1805,-1.80174e+06
4,2787,-1.61411e+06
4,966,-2.02743e+06
4,3883,-1.7812e+06
4,3346,-1.45703e+06
4,270,-1.14877e+06
4,2786,-1.59955e+06
4,2206,-1.45593e+06
4,2568,-2.1248e+06
4,3666,-1.83292e+06
4,3521,-1.519e+06
4,1749,-1.95741e+06
4,1776,-1.31078e+06
4,21,-1.51016e+06
4,1132,-2.50349e+06
4,2005,-2.28767e+06
4,3071,-1.59269e+06
4,1781,-1.28246e+06
4,317,-1.81905e+06
4,2241,-2.20643e+06
4,71,-1.46457e+06
4,1632,-2.38827e+06
4,1974,-1.7822e+06
4,4009,-2.37657e+06
4,2170,-1.54637e+06
4,1372,-2.37582e+06
4,331,-2.47962e+06
4,1266,-2.8146e+06
5,2993,-46245
5,3944,-49880.6
5,3934,-74923.3
5,636,-79187.9
5,433,-60676.9
5,3420,-86254.7
5,3024,-99986.2
5,1115,-107218
5,1880,-96431.4
5,3105,-107109
5,2692,-127348
5,2066,-119106
5,2488,-129633
5,2169,-127879
5,1152,-127706
5,3028,-125683
5,660,-130286
5,1605,-139410
5,2334,-146789
5,271,-185011
5,1163,-125103
5,2516,-158200
5,141,-174180
5,3101,-133620
5,3589,-129178
5,1511,-174139
5,155,-226081
5,2186,-201302
5,954,-180869
5,2921,-172478
5,3177,-226901
5,2080,-192916
5,3692,-244756
5,3743,-244812
5,440,-283244
5,2902,-244178
5,3226,-195472
5,2221,-246621
5,753,-253343
5,3958,-213147
5,1354,-230314
5,3804,-282759
5,1888,-295166
5,2698,-257917
5,3081,-279740
5,95,-289540
5,1117,-339225
5,2035,-305993
5,115,-255606
5,3418,-293842
5,30,-308333
5,4023,-368838
5,1411,-314941
5,2374,-384514
5,3133,-337254
5,3473,-416096
5,3863,-366219
5,3807,-349719
5,2699,-366615
5,294,-515597
5,4056,-450058
5,1714,-389568
5,2145,-464644
5,1629,-351606
5,1050,-352331
5,3951,-520644
5,2760,-431972
5,3066,-543245
5,2821,-503736
5,1768,-433567
5,1777,-412780
5,2008,-579913
5,4044,-423396
5,3912,-590731
5,900,-644807
5,1936,-416821
5,415,-678205
5,1779,-563660
5,1395,-475500
5,4004,-560326
5,2075,-562213
5,1973,-582851
5,3760,-616627
5,148,-471822
5,1544,-617709
5,414,-826292
5,919,-599760
5,673,-742020
5,3206,-614178
5,4013,-799232
5,374,-587006
5,2611,-583185
5,2937,-676485
5,2065,-619228
5,2848,-606585
5,1485,-750148
5,4039,-784972
5,1219,-716837
5,3749,-711105
5,2122,-670961
5,2270,-730577
5,1596,-829718
5,2996,-790317
5,341,-705706
5,3308,-795049
5,1097,-711351
5,596,-916399
5,2062,-934060
5,3150,-818697
5,735,-920939
5,3086,-1.01619e+06
5,2963,-680388
5,3068,-981114
5,1576,-976726
5,2252,-611070
5,666,-831404
5,2057,-981485
5,3586,-771629
5,1772,-805149
5,3423,-867497
5,2867,-849760
5,1960,-762300
5,1014,-722873
5,420,-602676
5,455,-733078
5,276,-956837
5,553,-783635
5,2025,-943591
5,2765,-1.07641e+06
5,3846,-959030
5,3037,-1.01533e+06
5,812,-1.03161e+06
5,2458,-729968
5,2748,-1.29011e+06
5,1944,-747641
5,3860,-1.05821e+06
5,1607,-953776
5,3710,-1.31114e+06
5,3525,-1.22395e+06
5,207,-815921
5,2730,-1.37883e+06
5,1601,-825646
5,3183,-913257
5,423,-996981
5,691,-1.05103e+06
5,3821,-910953
5,2306,-936643
5,3842,-1.06978e+06
5,15,-1.26055e+06
5,3820,-1.58753e+06
5,1002,-1.12606e+06
5,48,-1.31897e+06
5,1807,-1.33489e+06
5,83,-1.82323e+06
5,515,-1.86853e+06
5,892,-1.62014e+06
5,60,-1.16567e+06
5,555,-1.72767e+06
5,1862,-1.01153e+06
5,3646,-1.35021e+06
5,2336,-1.2146e+06
5,3750,-1.49131e+06
5,937,-1.63321e+06
5,268,-1.32439e+06
5,740,-1.45178e+06
5,3952,-1.66536e+06
5,2126,-1.6121e+06
5,2426,-1.48565e+06
5,150,-1.28981e+06
5,3328,-1.10201e+06
5,1307,-1.65072e+06
5,1679,-1.70865e+06
5,381,-2.12923e+06
5,1370,-1.85947e+06
5,1043,-1.81149e+06
5,2085,-1.80087e+06
5,2309,-1.97265e+06
5,363,-1.17099e+06
5,1414,-1.17815e+06
5,3520,-1.1335e+06
5,3603,-1.58054e+06
5,86,-1.57416e+06
5,3857,-2.93324e+06
5,2018,-1.66369e+06
5,1192,-2.50749e+06
5,784,-2.55714e+06
5,3486,-1.64935e+06
6,2695,-75592.1
6,547,-74898.4
6,2361,-74080.7
6,279,-62871.2
6,2917,-93874.9
6,601,-91032.7
6,2924,-67995.6
6,128,-78555.2
6,863,-113988
6,1979,-89442.9
6,2657,-108358
6,3051,-110310
6,1549,-99120.5
6,3360,-118663
6,772,-103309
6,534,-120751
6,56,-135073
6,2337,-126573
6,1797,-140347
6,2097,-110669
6,3244,-111801
6,1193,-151469
6,3374,-150383
6,915,-133875
6,2542,-170415
6,1617,-162104
6,3094,-178794
6,1620,-150151
6,2029,-177258
6,3883,-162726
6,3724,-132371
6,1806,-163955
6,369,-152462
6,1786,-215316
6,2793,-222645
6,3758,-148392
6,1266,-248092
6,1649,-193528
6,3010,-152411
6,3903,-220705
6,392,-242179
6,852,-231187
6,3882,-292576
6,1222,-250956
6,1132,-319245
6,815,-281638
6,554,-293050
6,2521,-294562
6,2266,-345828
6,2941,-403994
6,2360,-405788
6,2612,-388043
6,2598,-286811
6,2756,-304323
6,2568,-420978
6,2629,-276660
6,3978,-270570
6,3266,-360986
6,1647,-408487
6,2331,-444212
6,1161,-427794
6,932,-426505
6,770,-490359
6,1317,-503657
6,2031,-438729
6,72,-518245
6,3301,-449367
6,3197,-551526
6,2159,-330547
6,3574,-352692
6,3159,-433372
6,383,-560731
6,346,-524234
6,851,-474851
6,100,-578869
6,771,-574847
6,2340,-508895
6,3583,-623823
6,1075,-624053
6,297,-588339
6,1412,-536184
6,2951,-499678
6,647,-679197
6,1632,-682140
6,2503,-404170
6,1386,-638254
6,988,-677267
6,3543,-657620
6,3880,-741405
6,1854,-690498
6,3970,-675360
6,1314,-536835
6,2005,-776290
6,1590,-825557
6,3999,-724100
6,3565,-585514
6,188,-770075
6,3441,-783016
6,2004,-764277
6,1977,-497106
6,1238,-735538
6,1805,-884604
6,1003,-951646
6,2615,-749197
6,2006,-566407
6,611,-924984
6,2241,-922300
6,2206,-688207
6,3876,-625847
6,1800,-743196
6,2047,-594368
6,2673,-882855
6,2759,-841516
6,2590,-857185
6,1562,-1.02167e+06
6,1929,-680486
6,747,-882850
6,1373,-959008
6,1968,-1.10572e+06
6,1077,-1.00359e+06
6,713,-943578
6,1453,-1.00269e+06
6,2140,-1.12165e+06
6,3210,-642210
6,3217,-1.01029e+06
6,1437,-1.0348e+06
6,1875,-1.0602e+06
6,43,-1.16738e+06
6,3833,-1.13764e+06
6,3678,-1.10869e+06
6,2011,-1.09497e+06
6,2582,-1.21238e+06
6,3534,-1.11496e+06
6,3419,-997355
6,3431,-1.19157e+06
6,1045,-1.10934e+06
6,2323,-1.28754e+06
6,2205,-781421
6,665,-1.24459e+06
6,3683,-856110
6,3305,-1.48035e+06
6,827,-808054
6,3805,-1.28776e+06
6,1653,-989826
6,2092,-902856
6,1988,-1.19697e+06
6,2903,-1.44544e+06
6,101,-1.4022e+06
6,4066,-1.58997e+06
6,3193,-947831
6,4081,-978632
6,680,-1.68049e+06
6,1431,-1.21786e+06
6,1715,-1.02323e+06
6,3366,-1.38425e+06
6,3236,-960411
6,1228,-1.46545e+06
6,396,-1.33697e+06
6,2274,-1.36658e+06
6,3691,-1.12741e+06
6,612,-1.32363e+06
6,3784,-1.66234e+06
6,3666,-1.574e+06
6,1711,-1.38685e+06
6,1061,-1.3331e+06
6,2088,-1.59503e+06
6,3972,-1.40157e+06
6,2639,-1.79076e+06
6,1236,-1.68525e+06
6,1539,-1.8967e+06
6,3239,-1.53758e+06
6,1143,-1.45583e+06
6,3130,-2.03219e+06
6,623,-1.67467e+06
6,859,-1.40419e+06
6,3313,-1.46435e+06
6,2248,-1.87343e+06
6,891,-1.96056e+06
6,2386,-1.77715e+06
6,1372,-2.12412e+06
6,530,-2.34471e+06
6,3723,-1.43507e+06
6,272,-1.7259e+06
7,1564,-5464.14
7,3814,-5946.3
7,1586,-4763.46
7,3824,-4286.05
7,3575,-8809.07
7,1565,-14310.4
7,2942,-8866.05
7,845,-11607.9
7,2032,-24202.9
7,1084,-35392.5
7,1448,-33466.4
7,2384,-35726.1
7,1533,-27192.4
7,775,-35522
7,4049,-35099.4
7,3629,-33216.5
7,2588,-55181.4
7,765,-43937.5
7,1701,-43148.2
7,3671,-35417.7
7,3739,-82340
7,837,-16732.9
7,1710,-52874.2
7,3635,-70246.9
7,1326,-81368.8
7,824,-54959.3
7,699,-93925.2
7,663,-32256.5
7,1055,-74213.2
7,391,-83435.4
7,1638,-39529.9
7,764,-44443.1
7,3375,-65710
7,2391,-75450.7
7,3853,-67017.8
7,2839,-146838
7,3020,-54178.1
7,619,-116372
7,2747,-64162.5
7,2863,-34076.6
7,147,-94301.6
7,763,-69838.3
7,2076,-38366
7,2151,-239591
7,3757,-81132.7
7,1403,-115379
7,3383,-97157.9
7,3034,-42347.5
7,1757,-119621
8,1849,-134.291
9,847,-56363.6
9,1232,-64736.3
9,1207,-72733.7
9,3534,-77235.9
9,1283,-80042.2
9,3356,-93759.7
9,1353,-91919.3
9,3523,-87848.1
9,2005,-129922
9,1045,-109684
9,3144,-133437
9,1985,-109532
9,2141,-131115
9,696,-119843
9,3265,-141817
9,1355,-116711
9,472,-137269
9,156,-136663
9,1234,-130852
9,2716,-147695
9,2639,-145672
9,1401,-156261
9,721,-131129
9,2327,-160142
9,3398,-124068
9,2706,-170300
9,44,-128118
9,985,-175111
9,3956,-177428
9,611,-209380
9,647,-232435
9,2743,-212432
9,2927,-232876
9,2568,-244981
9,2688,-228231
9,3004,-175813
9,3238,-240834
9,1408,-206091
9,2802,-237576
9,1818,-206454
9,2167,-206198
9,970,-246951
9,907,-238378
9,471,-263172
9,3583,-295483
9,1424,-264191
9,188,-283229
9,383,-317740
9,3949,-271513
9,3031,-247073
9,1501,-284832
9,1075,-324482
9,1386,-305108
9,3197,-342779
9,877,-265968
9,554,-342238
9,1087,-314249
9,2331,-333996
9,1453,-311335
9,966,-393313
9,1759,-318131
9,1003,-419316
9,584,-351134
9,1266,-464402
9,3591,-299209
9,2786,-316174
9,3966,-408170
9,3543,-397398
9,3094,-474991
9,2676,-365594
9,2882,-312227
9,373,-370914
9,1920,-390757
9,3501,-389536
9,54,-315276
9,1400,-386458
9,1256,-410466
9,2176,-423296
9,1271,-390643
9,3544,-414179
9,2542,-514571
9,3448,-372602
9,1488,-410617
9,2322,-490247
9,1590,-581242
9,2941,-616388
9,2273,-495222
9,1375,-528332
9,126,-498948
9,933,-492873
9,2612,-601253
9,3784,-556902
9,1786,-647656
9,2059,-541285
9,1373,-526897
9,3859,-535524
9,1249,-408896
9,1632,-670356
9,2479,-568618
9,3529,-465747
9,1231,-638594
9,2379,-538401
9,1132,-859290
9,2106,-681192
9,2166,-703366
9,101,-717938
9,140,-810631
9,3946,-656998
9,2522,-670029
9,3882,-871762
9,2876,-711207
9,1174,-674545
9,2350,-750658
9,2967,-768161
9,2913,-785980
9,1091,-912031
9,1554,-797550
9,3999,-858032
9,56,-1.00918e+06
9,3161,-740501
9,2717,-777865
9,2603,-764983
9,3488,-883927
9,2926,-790570
9,145,-829400
9,1625,-1.03979e+06
9,2443,-779926
9,3630,-796644
9,2029,-1.04151e+06
9,2485,-754631
9,3943,-884969
9,3325,-984121
9,665,-968598
9,770,-1.08089e+06
9,2571,-900078
9,3419,-906129
9,988,-1.18582e+06
9,1078,-1.14194e+06
9,540,-743123
9,1805,-1.19801e+06
9,1823,-976047
9,912,-948269
9,1214,-1.03827e+06
9,1079,-904404
9,2790,-977117
9,3317,-967262
9,3266,-1.00373e+06
9,1217,-995083
9,2140,-1.25913e+06
9,3880,-1.37637e+06
9,1693,-1.31115e+06
9,2604,-1.12832e+06
9,29,-1.11864e+06
9,1505,-1.18105e+06
9,3969,-1.11546e+06
9,273,-1.53037e+06
9,2003,-1.12256e+06
9,2012,-1.48051e+06
9,2126,-1.39394e+06
9,1573,-1.46171e+06
9,2775,-1.16162e+06
9,2216,-1.04445e+06
9,3838,-1.17885e+06
9,612,-1.20154e+06
9,851,-1.41565e+06
9,1320,-1.21683e+06
9,2885,-1.54751e+06
9,3508,-1.5602e+06
9,1741,-1.17882e+06
9,439,-1.68783e+06
9,2212,-1.69161e+06
9,1385,-1.27077e+06
9,310,-1.64313e+06
9,1942,-1.72909e+06
9,3301,-1.55011e+06
9,547,-1.8437e+06
9,2227,-1.57096e+06
9,2115,-1.64406e+06
9,2761,-1.35532e+06
9,1713,-1.68639e+06
9,2642,-1.74067e+06
9,3698,-1.5982e+06
9,1839,-1.30834e+06
9,3854,-1.48932e+06
9,1236,-1.86319e+06
9,2004,-1.90593e+06
9,3688,-1.67335e+06
10,3132,-1831.32
10,2154,-3055.79
10,69,-5498.03
10,3452,-579.887
10,656,-2878.24
10,326,-652.809
10,362,-8708.65
10,1764,-6872.17
10,1751,-1877.19
10,263,-30987.9
10,2472,-13823.3
10,2682,-19191.7
11,355,-468.254
11,2416,-440.245
11,3046,-4335.41
11,843,-696.535
11,2302,-5973.6
11,2287,-10819.1
11,3316,-18814
11,621,-1595.59
11,3176,-24228.4
11,652,-3666.25
11,3607,-13137.6
11,2218,-19037.4
11,1046,-36006.4
11,2234,-10090.6
11,3740,-69379
11,3722,-68150.3
12,3851,-4214.45
12,480,-8155.22
12,3569,-7323.43
12,3725,-7812.97
12,3476,-17294
12,3303,-13286.5
12,1537,-20698.4
12,883,-8480.04
12,3609,-8531.42
12,914,-39507.6
12,2526,-34064.6
12,379,-28683.1
12,302,-21418.8
12,3080,-52772.5
12,1190,-21474
12,879,-69252.6
12,2132,-13156.6
12,801,-74731.8
12,1290,-71188.1
12,3194,-17812.8
12,2573,-49578.9
12,3312,-20686.2
12,2519,-30795.3
12,1205,-100701
12,2720,-53005.1
12,1182,-23341.1
12,461,-59502.1
12,3871,-23437.8
12,1608,-20067.9
12,1814,-16611.6
12,4006,-33453.5
12,681,-83653.7
12,1852,-70605.5
12,614,-46958.4
12,3339,-211547
12,1633,-80570.7
12,75,-149106
12,3788,-36499.6
12,1487,-35631.3
12,105,-120914
12,842,-147844
12,2188,-109740
12,3786,-54501.7
12,3634,-169610
12,3205,-69738.2
12,2780,-165717
12,3361,-126756
12,224,-78079.2
12,820,-27678.7
12,221,-27700.3
12,1484,-169537
12,3118,-55164.4
12,2082,-125868
12,3122,-51107.3
12,3621,-101425
12,1451,-86478.4
12,646,-159460
13,4048,-17708.7
13,716,-22145.5
13,3552,-15131.5
13,3746,-25540.1
13,1582,-29715.8
13,510,-25608.7
13,2544,-27493.7
13,1199,-35865.5
13,2261,-33778.4
13,249,-29816.8
13,2627,-31301.2
13,570,-39986.5
13,3261,-60436.7
