node,mean_kappa_forman
0,-131443.69543356955
16,-142358.6334198128
29,-213506.90362166511
53,-133771.10674162253
93,-115247.14978051539
130,-159175.2804256122
135,-111767.83839967554
158,-158417.01108233878
169,-171424.53083043642
193,-160686.66699071229
213,-205481.93610193912
315,-92856.35317795591
318,-189473.88912415464
325,-96158.23901505145
342,-91656.39107330663
348,-161180.6725713899
367,-170218.22776749267
377,-173177.16376580094
434,-185546.67423237403
458,-117045.66812458893
489,-127456.35703838321
495,-142726.7371705419
505,-81425.69318560956
555,-316967.6718078945
605,-120556.12715623825
619,-49251.27690697605
627,-132268.19363950044
677,-72361.82066114288
699,-51147.19912305042
715,-69784.85236274589
769,-188508.38200656744
789,-128629.03963723179
832,-127736.56458230567
833,-73357.47142107
838,-113338.74755405558
849,-156462.20291619498
855,-157700.3446022025
872,-135441.75949792736
892,-341965.95649247215
900,-271352.40228479035
922,-190488.13760027144
942,-150931.82954776147
945,-191563.45028962626
952,-252507.08080502256
974,-113773.29417695764
1011,-63282.75099072298
1021,-157496.39588131817
1026,-76239.61753148663
1051,-127867.43133540225
1054,-99159.5727920518
1069,-164587.97107905344
1085,-136109.58323874022
1116,-89232.73992078332
1123,-155581.2937137379
1164,-126398.35150413294
1179,-140418.08025950243
1189,-194667.94466662398
1257,-232010.65037322947
1272,-109451.49671497323
1300,-138109.0781222575
1326,-60988.11411773874
1338,-176740.77010259108
1381,-133594.58754579115
1387,-119365.12949178896
1407,-53810.917156640164
1410,-48253.744700547846
1436,-107410.77519204155
1448,-49314.8397852225
1465,-201801.41446463935
1483,-171063.74555401303
1504,-131796.4976968718
1505,-207919.10552486428
1578,-96189.66224727246
1604,-212934.90651241274
1666,-152704.89101598033
1687,-65315.85204157573
1699,-113805.29446183695
1700,-172236.24899688677
1713,-212341.45754579792
1738,-36706.92528046883
1773,-129102.93251337703
1779,-188721.53422285922
1783,-76939.09154526083
1793,-136482.62399718826
1812,-202509.6409005434
1815,-68826.16844411619
1855,-87633.51564897472
1889,-134667.66540913083
1897,-169131.58738002152
1910,-138585.79604305112
1912,-83136.36145312687
1917,-113361.13053644646
1956,-139692.1478914489
1999,-122142.89361654769
2012,-299908.8622297649
2017,-316522.8552729017
2044,-82030.6623563043
2045,-209777.92979627647
1,-58305.18131677513
24,-104090.58857113616
65,-21143.355572791985
111,-79033.11295041814
117,-26644.869748033383
125,-47692.049513442624
138,-17717.25192726367
139,-108957.30994694142
173,-58869.421299472066
230,-52539.85903290013
262,-18901.6510874587
280,-24619.077556628457
306,-18706.670815511723
313,-16250.279684525098
327,-84716.66773942311
421,-100202.06120819233
474,-142599.2209091031
541,-13780.822937910643
564,-90364.37153867111
659,-13306.673309338077
661,-44356.0256024041
686,-54928.28536077422
687,-135629.9468104977
798,-161943.1455904095
836,-14859.646185388934
848,-12286.961289323315
862,-135528.01564760058
929,-26993.56720872599
1093,-123672.52841878882
1151,-46523.03077529511
1159,-62519.013698601964
1198,-127761.59551898348
1230,-21060.855109967913
1364,-60193.48391258227
1403,-28917.818096328156
1428,-10714.664222051393
1528,-125416.39392567943
1557,-104695.69471386693
1558,-184715.58660610832
1692,-72041.67919154464
1707,-24266.167900553977
1824,-11928.38691379327
1847,-91224.85408658766
1902,-14298.741590658887
1930,-13516.152844415681
1981,-22393.231159059473
2003,-197365.45680465613
2,-160379.71494340527
9,-277938.50447998807
44,-252905.19022228735
54,-146353.3021939108
116,-141675.27435184302
126,-228082.35988261225
145,-202040.5079211063
156,-289532.46301159804
160,-103451.61827576191
208,-142365.76166876144
216,-92243.61289967655
352,-99461.48072620957
373,-194652.5122776204
472,-260300.74393149148
584,-195081.58899140626
629,-117922.5063599834
678,-137104.6513390029
688,-134068.2753851096
693,-96336.57147162508
696,-247927.9494784906
721,-287689.42712322116
741,-68509.09405864439
810,-94466.63769562358
847,-314157.75291307585
877,-265971.31767048815
907,-202297.62431174074
912,-207364.17481621966
933,-225731.6652781457
943,-82387.95593629449
970,-179285.33221559174
985,-228941.7192523257
1003,-227605.22399563855
1040,-179528.14501204493
1045,-277494.9442911926
1055,-54358.44718713247
1079,-163344.2630435968
1096,-84989.09131171441
1174,-196660.57907832132
1207,-289442.98821853584
1214,-257994.24967360232
1217,-161447.50202278243
1232,-306709.27670053346
1234,-260356.3605060565
1245,-68782.49699454538
1249,-190936.13434511796
1256,-203218.04850469428
1271,-230505.8655926036
1283,-386665.0125760323
1320,-199176.72363408323
1351,-170770.14262928755
1353,-248881.66269552638
1355,-219287.61537205757
1385,-145687.5583693802
1400,-158380.5656303522
1401,-235598.62391973124
1408,-255321.68869526917
1453,-251896.07886562357
1488,-189723.33267589912
1501,-238232.45705016446
1590,-265044.0407053875
1632,-239519.76555746928
1646,-102167.8176606135
1651,-193560.5191847767
1659,-117313.81336281297
1690,-177087.89674619932
1710,-58814.52379847776
1735,-226516.02666049777
1736,-94314.44555475724
1741,-164224.2246554556
1759,-222136.11961191986
1826,-111658.75390638596
1839,-167247.00990370993
1899,-145508.61870021044
1920,-274673.63560172764
1937,-89116.3271937774
1943,-169627.12638916887
1969,-81601.17052398283
1985,-220864.57476118446
3,-269660.532801366
37,-182654.28169996335
57,-252487.87628956806
73,-216979.86104303028
80,-281291.419072273
83,-315344.128778837
121,-168075.72323062734
155,-255646.7741315823
172,-134720.36530300335
181,-131823.32003369727
205,-116922.59870465184
239,-301993.29222517385
271,-292512.22416879144
273,-237067.14748313188
276,-260135.8187069163
285,-100524.64267260036
287,-227232.8884883761
294,-290193.4968635065
312,-214586.07827538904
333,-157718.77646649405
372,-150870.51102148014
375,-147727.11874528733
397,-280727.3775958837
414,-309532.308744123
415,-289048.03249461035
442,-229120.64448488134
447,-194963.72991334597
471,-363863.8390320858
486,-129429.60836198076
494,-285507.166958265
515,-365467.733735979
527,-234448.6509508338
533,-213749.49604505213
577,-138562.01067015252
596,-216862.81858935388
640,-234577.8005154214
651,-160252.825266886
673,-259323.75887029225
682,-138621.19105300994
728,-133828.8571684017
735,-183318.01327862075
740,-197229.19048769536
