node,mean_kappa_forman
0,-1134428.7581219447
16,-1429001.5627816003
23,-949994.5260303514
29,-2070709.9408663535
53,-1218375.3259201928
93,-1011635.9553196639
130,-1243035.2848645563
135,-1228380.986068568
158,-1603360.3160723934
169,-1178170.1222180708
187,-433880.71103070845
193,-1538916.0091870811
213,-2273820.3068525796
268,-1544787.3931427097
312,-1885448.2627265695
315,-907523.6645026606
318,-1617671.3101169856
325,-1054626.2176420786
342,-890990.127688199
348,-1671355.7528682717
367,-1645672.3137940394
377,-1593607.788581538
381,-2126036.097331948
429,-1118016.6617435794
434,-1603171.2800025628
440,-1846683.0235318197
458,-1639612.0030371994
486,-1148209.192898142
489,-1654745.303174553
495,-1368408.5442295806
503,-542471.7444604582
504,-1224293.5354487193
505,-655355.7970682035
524,-501219.726708427
555,-2850731.207949421
562,-586422.2572281491
599,-1497383.1288285
605,-1119413.5256185727
619,-595583.713878059
627,-1205358.7456353288
629,-1565981.2598871405
645,-390473.61287225987
666,-1576871.678328128
677,-840669.7710099156
688,-1577230.823511328
692,-957484.8075561001
699,-662589.3387065234
715,-769146.1376221894
728,-1327659.0994582959
740,-1806545.635345619
749,-592710.0619792951
765,-654622.3606239702
769,-1905584.3424440552
775,-629106.299256823
784,-2417214.7558078985
789,-995907.8972811805
796,-727043.7617967512
800,-755388.9915678186
832,-1280139.9750341298
833,-766345.3178124964
834,-391273.03014409344
838,-960771.150274362
849,-1507706.736014085
855,-1770262.1692270765
872,-1314165.7292130229
873,-1540252.6238539922
892,-2874901.3175726403
900,-2544792.5295013436
901,-1487665.8374788254
922,-2079342.3608895203
933,-2057556.3065480443
942,-1372220.1815369425
945,-1979412.3904536027
952,-2025828.8835685088
974,-1394505.406386875
1000,-1070912.4976980884
1011,-749922.3417184624
1021,-1441004.4876595598
1026,-701564.47498403
1041,-843259.9047704601
1051,-1379739.4639340625
1054,-809569.4755724753
1055,-810221.6690771352
1069,-1413092.9240136715
1070,-650643.5388412068
1085,-1379152.699678854
1116,-840591.2384776998
1117,-1872404.1008931333
1123,-1437707.4380873642
1137,-889626.3881959247
1164,-1293152.1276997388
1174,-2281352.411825649
1179,-1384641.28076846
1189,-1814668.987948894
1192,-2550346.1758666844
1212,-782768.6079164085
1257,-2475502.8611507374
1272,-1745868.62179284
1280,-393717.37123808864
1300,-1289290.093718497
1326,-793008.101161227
1338,-1561195.820843795
1353,-2006749.7982896517
1381,-1438394.6142574747
1387,-1385194.8358062075
1397,-1916901.8466177043
1400,-1787418.0257384689
1407,-561996.766926757
1410,-663346.3818135089
1421,-1064068.2052763272
1436,-1058653.9420226987
1443,-831926.5913392466
1448,-734595.7043415495
1465,-1878688.873596252
1483,-1405480.3169834288
1485,-2338066.6016053003
1488,-2054686.0870451534
1504,-1458971.4419676212
1505,-1854858.1248622562
1527,-1103221.2284416517
1542,-1263941.2919634033
1565,-602317.4107652487
1578,-806331.0365695516
1602,-886327.9982941813
1604,-2168997.3592026085
1666,-2040945.9727756719
1687,-631564.4073139158
1699,-1415768.065455883
1700,-1917454.7733558842
1713,-1891994.2813235454
1738,-555487.8036913205
1773,-1620856.3471384263
1779,-1951522.8289656844
1783,-755683.5338778382
1793,-1367734.4795676763
1807,-2393265.944408544
1812,-1964569.8430374672
1815,-937005.5766063539
1855,-1071269.3803049074
1889,-1337818.0543061597
1895,-1279443.3051730639
1897,-1421546.1527876665
1905,-637750.3517194423
1910,-1679196.5966168602
1912,-1095471.6290622724
1917,-1355875.696860774
1937,-979205.5991247579
1941,-1272194.9954002923
1956,-1458452.745134245
1971,-429276.07685137517
1991,-1661856.2037800478
1999,-1128017.9050987712
2012,-2278831.8653078023
2017,-2642645.9047207446
2032,-700982.9747030485
2044,-984668.7724888667
2045,-1331661.696005867
1,-583084.9452186489
24,-1298513.6150427654
59,-422118.44842314
65,-163190.89882626748
82,-661267.0383177431
106,-137703.0602227096
111,-870624.5616407392
116,-1257101.0178839571
117,-249106.23462828464
125,-666114.1402320977
138,-406235.83319695573
139,-1043590.7314956011
145,-1773722.426509948
173,-551886.6245459376
216,-909078.4827742502
230,-628057.3650711906
250,-648697.3664470346
262,-246807.4466370761
280,-319067.62675685115
306,-259576.17474625245
313,-273367.85669182317
327,-792287.233784029
352,-1095258.1901306366
421,-925061.0180137499
474,-1150566.7782511357
541,-164191.75414771514
564,-726819.9875964737
659,-108605.65249038087
661,-558181.516173452
686,-632897.4285451091
687,-1032565.1863593146
741,-757045.9531762477
743,-1362595.960573056
768,-609014.5977024502
776,-750944.431264641
798,-1792496.1815508457
809,-529404.6984938312
836,-216509.81363250565
848,-146975.8924952057
862,-1355850.2601675566
929,-290788.711178126
965,-1166699.6745623446
1093,-1654014.7132066565
1151,-452584.23957915825
1159,-688725.6200588798
1198,-1575372.9149870786
1217,-1682966.321396295
1230,-246995.5965345836
1325,-206012.1309141093
1364,-673724.9180231886
1403,-411801.6654966088
1428,-250210.77401541948
1528,-918581.9936448992
1533,-589405.9143376695
1557,-1366303.8073736592
1558,-1409473.4658757935
1579,-850594.5743976553
1651,-1316942.8564009357
1675,-82091.83056020366
1690,-1643489.7084293205
1692,-695611.0378810639
1707,-214099.21529048219
1710,-588895.834311648
1824,-142341.50943296534
1826,-1360688.2044042589
1839,-1435821.5349420996
1847,-660612.8559885384
1876,-227242.65355688505
1899,-1340012.699824634
1902,-218944.10808554746
1930,-180242.8482113545
1934,-113558.04453396848
1938,-214501.79360577243
1969,-1107090.5973482481
1981,-216877.55080981134
2003,-1695393.130055856
2,-1670396.4451872287
9,-2715593.333471198
17,-1126810.8428379123
34,-866329.6539927507
44,-2126825.478575021
54,-1587490.1114256103
101,-2498184.5016525807
126,-1959941.0371455275
156,-2673040.7111786245
160,-1055967.755168199
188,-2363591.523212956
208,-1507681.435397216
291,-1487827.3260144866
317,-2018773.7724120321
373,-1765736.4726266947
383,-2152256.783568607
391,-887748.8324936057
417,-613996.0485571976
471,-2778072.092273356
472,-2512920.525318038
540,-1686640.7761947694
544,-2395019.96725744
554,-2175392.6914733117
584,-1905556.1140718753
611,-2723439.478123432
647,-2717698.764878947
665,-1881507.1470711166
678,-1737641.6638846076
693,-1178230.6946647635
696,-1965339.508017675
721,-2774852.235416868
770,-2160110.219795872
810,-1123989.5781793462
840,-863494.5305663119
847,-3075543.8078381205
877,-2182010.1892426834
891,-2372126.3399557443
907,-1637212.4070508669
912,-1980130.4485845668
940,-1025341.5736929706
943,-1273325.1537044556
966,-3344948.0643467526
970,-2329253.182523397
973,-652449.0525355823
985,-2018020.9416831762
988,-1746114.5403145463
990,-1045023.8546509548
1003,-1884443.6332168109
1013,-1943441.2474292316
1040,-1621567.7018061588
1045,-2558049.5490343394
1061,-1434627.127494105
1079,-1466707.4888893536
1084,-900968.4231432892
1087,-3231946.5470487936
1096,-1008203.3437891718
1105,-1655474.7127629803
1132,-2218170.3244522614
1207,-2759589.4442172986
1214,-2195602.03946014
1232,-3069952.789409417
1234,-2090927.7382590729
1245,-811192.2512704753
1249,-1356308.810910974
1256,-1819535.326233681
1266,-2916868.310678139
1271,-2596600.573156614
1283,-2779911.4869391955
1320,-1440960.1929980533
1351,-1923096.5361341855
1355,-1825520.0448693177
1373,-2134486.3353024283
1384,-2065196.1642291937
1385,-1498549.4371378927
1386,-2283788.6928442754
1401,-1749660.7378327847
1408,-2059763.836377905
1424,-2945944.8410456674
1453,-1875311.2822793566
1472,-2402559.0051520835
1491,-1344191.6464262889
1501,-2341326.48318203
1514,-856036.008633456
1526,-650699.150885657
1570,-781988.6470937213
1590,-1878432.364412986
1623,-1001108.310976541
1632,-2053236.5947500074
1646,-1047826.6758606969
1659,-1238787.500291169
1701,-469264.80775147316
1735,-2149601.2925597792
1736,-952875.002610335
1741,-1284572.0089354995
1749,-1714529.153967491
1759,-1785796.6324104138
1786,-2761800.1200124747
1805,-1758641.2586580548
1818,-2728533.607267204
1823,-1515186.0979977383
1898,-2077905.9268575467
1920,-2127323.800455177
1943,-1831861.3865224835
1985,-1845306.1396812086
2005,-2653309.6835628124
2038,-930505.5084823035
3,-2157973.095325457
5,-1894468.8252810058
26,-2304071.3631708636
37,-1939666.1865526773
57,-2388483.5903951577
63,-1186428.5508981217
73,-2496212.8081486444
80,-2253264.9375506216
83,-2853898.18600919
97,-1001590.1416204439
118,-1264310.9129968681
121,-1470677.4187912925
140,-3118800.583918623
150,-1354273.646646165
155,-2393695.932226282
172,-1242790.3034786282
181,-1133809.1045734438
205,-1280104.594330146
225,-1414955.3594008961
231,-1553992.3391353232
239,-2354438.7787589245
271,-2165385.5187830613
273,-2449685.844131485
275,-2067346.8030671836
276,-2392415.493830836
285,-1237354.0019077773
287,-2355525.181198466
294,-2269100.135834052
333,-1639070.0975841882
372,-1445754.624036173
375,-1290012.7858076033
397,-2290570.4719707267
414,-2718131.3193571763
415,-2561135.1337876543
442,-2005623.5965597238
447,-1878183.622849332
494,-2298668.611564915
515,-3080265.9482090124
527,-2039546.642451011
533,-1602264.7945751967
577,-1169154.9577984673
596,-2482358.8422927707
600,-1024718.527030994
613,-3269208.437940071
636,-1977640.597078563
640,-1773748.3812059453
651,-1434894.915502548
660,-2057026.716442905
673,-2614037.059495453
682,-1462937.2545216251
735,-2257410.826002887
745,-1625708.722353441
766,-1221925.1768481904
777,-1567068.116043919
778,-1149538.732865197
797,-2272453.0426358436
812,-2451944.808819787
830,-1085928.2425976759
857,-912383.637303741
860,-1983961.9177431378
875,-2899821.781442891
887,-1440441.07271886
896,-1911968.5370684257
919,-1651584.965520072
928,-2431353.987679716
949,-1435697.7023316398
954,-2362049.914706519
958,-1293939.139574056
964,-1178238.783139497
996,-1244264.7293572798
998,-1139557.48550295
1002,-1657500.7785352443
1012,-1411557.9634278303
1063,-1018269.44821279
1064,-1880626.401796737
1081,-2043255.113060704
1091,-2906245.50158204
1111,-1564357.24557295
1115,-2082929.3370971691
1131,-2465545.625878118
1139,-2365767.934273116
1152,-2044080.8213971807
1155,-2284320.7035697997
1156,-3027808.1652837573
1196,-2018318.9869383373
1213,-1408412.2844663975
1219,-1696390.105526285
1231,-2913030.3675781745
1250,-2029520.3806057272
1251,-2293616.80307178
1252,-1805898.3576616857
1352,-1296714.926786726
1363,-1025082.5973133347
1370,-2979660.387628365
1371,-2325408.785833103
1375,-3080187.594810037
1419,-1472104.3979335406
1425,-1962807.294633454
1447,-2323494.5916339485
1468,-1916490.1348995978
1474,-2430234.398920608
1482,-1367848.4906839512
1498,-1877891.6193479826
1502,-2831076.0029879375
1511,-1575008.4480100956
1523,-1967603.5317197805
1541,-1722284.7943295965
1544,-1705530.9854569419
1554,-2276870.2224081294
1573,-2454915.14345278
1576,-2551665.40766625
1580,-1905686.2866434616
1587,-1155347.2240201226
1596,-2350239.2880190904
1599,-2640225.2877090997
1605,-2000825.1279301692
1607,-1714332.8214258952
1612,-2010736.9611810036
1625,-2780963.0071838256
1626,-2675250.638488073
1635,-1443244.3608178783
1667,-2008323.5594633333
1679,-3146500.8866515914
1684,-2304679.6642976557
1693,-2323866.8574077967
1754,-1588579.158108758
1763,-1175652.6511715916
1864,-1554689.1899606048
1880,-1986748.969997299
1887,-1484470.1858324998
1888,-2486032.0087021273
1891,-1056906.5337558577
1924,-1227851.8250164317
1935,-1612118.4344497174
1940,-1278095.5374192414
1942,-2185921.5417716824
1949,-1265212.8345178484
1961,-2191430.8059386937
1972,-1709619.3691638997
1973,-2041576.8904642004
1987,-1798642.2290921996
2008,-2378137.8284593103
2014,-1671541.1729489095
2025,-2058408.2935623815
2035,-2404298.9535107366
4,-2318915.211726294
6,-1814620.1854516715
21,-1290615.8350079206
38,-1994480.499469538
45,-1365264.4954951678
56,-2612647.4638434513
68,-1054706.8723637292
71,-1270607.6002324137
72,-2396685.016285999
74,-2091799.4969867244
96,-1135527.3113763735
100,-2239116.0143359946
104,-1646343.191884819
128,-1849328.4061495897
151,-1639582.533070252
198,-713766.7516515458
233,-1548136.0292455459
238,-1305881.6582732876
247,-950745.378789399
270,-1050713.4987474568
272,-1617753.9791716202
279,-1560482.0437306466
297,-2089671.0822506563
310,-2435540.4090026836
331,-2700826.151393009
339,-1504293.008207062
346,-2440065.715922344
365,-2827402.4433775023
369,-1698053.3811742233
376,-1303131.6044396057
