node,mean_kappa_forman
0,-17119967406.410295
16,-14021858664.786913
23,-11020556342.879887
29,-19702045001.260372
53,-16739294546.646759
93,-12077125473.583315
130,-12362685664.258842
135,-12705030327.407017
158,-24392736370.197613
169,-13671250377.543297
187,-4473630839.858948
193,-19902912159.04377
213,-20827350904.969616
268,-16882759026.665545
312,-17707087518.529854
315,-17194797761.616016
318,-12382041092.604105
325,-13035693842.551165
342,-12994976348.864874
348,-21136858461.262135
367,-18833371442.29057
377,-25119277873.627785
381,-31615712266.80727
429,-13189439701.192991
434,-21116125222.357887
458,-16480611747.695015
486,-11183604670.149149
489,-17767775772.83431
495,-18563948602.02748
503,-9305494972.899769
504,-15234691044.713852
505,-9765519397.1259
555,-35526198917.69204
562,-8677608368.014229
599,-16271705203.930765
605,-11914093112.01603
619,-8570652812.730996
627,-15207575792.180023
629,-20089925294.767056
645,-5935361662.333327
666,-24388816399.341095
677,-9789038907.637152
688,-22759652003.244385
692,-10205126228.522268
699,-8398042224.926609
715,-8475839659.104603
728,-16044374878.28802
740,-24172767717.90141
749,-4706432485.036357
765,-7416624687.305644
769,-17748542587.26768
775,-7448808402.108838
784,-28565277289.2793
789,-14026933835.431679
796,-10641792586.254549
800,-8964419181.932823
832,-20113217505.023895
833,-8964140487.961994
834,-4875919550.4286585
838,-12531789423.984468
849,-17893881944.157944
855,-18591661628.155983
872,-20287134893.12712
892,-32322711570.419506
900,-28494869264.792694
901,-17000932844.625553
922,-22482758426.36086
933,-30586749283.724506
942,-20702953306.131218
945,-18050572938.857544
952,-30542320256.98547
974,-16093591467.054026
1000,-10461124732.855436
1011,-10495356713.15691
1021,-16438849583.03651
1026,-10387665871.76278
1041,-11979175875.321453
1051,-15941242033.008867
1054,-9959230882.755487
1055,-12773244272.70925
1069,-19853316856.64264
1070,-11611477786.359762
1085,-18031479762.45904
1116,-12873288044.159433
1117,-26005502855.1638
1123,-18689381575.19044
1137,-9676315718.676327
1164,-16623271498.062975
1174,-28435036553.035694
1179,-18196659477.94569
1189,-22484836237.058037
1192,-30198144636.268826
1212,-9788256118.966057
1257,-26254756010.88702
1272,-17360167058.823368
1280,-3848088030.397844
1300,-20526360992.255013
1326,-12010744424.087732
1338,-17315771019.404224
1381,-19501584507.043804
1387,-13758315548.394995
1397,-21805688149.341328
1400,-20493093265.480762
1407,-5776134525.717336
1410,-7612751732.806165
1421,-12499668097.662476
1436,-11763578297.904835
1443,-16028346246.74984
1448,-7757403020.923182
1465,-19722176297.20318
1483,-16438757723.254894
1485,-35740915072.90801
1488,-24323075259.51842
1504,-18957448002.271015
1505,-20733304249.801735
1527,-12769261423.452353
1542,-16317991692.891901
1565,-5988270137.291774
1578,-14553774388.493935
1602,-9373722473.68386
1604,-19263265278.484787
1666,-20854672828.385117
1687,-7132203661.121281
1699,-14163368470.399643
1700,-20185253513.07484
1713,-18053078173.984642
1738,-7710389351.76778
1773,-17393128476.067924
1779,-26935810659.959705
1783,-9800691352.882448
1793,-15096335004.27497
1807,-31053495786.80005
1812,-26048233895.153713
