i,j,w,kappa,type
0,2328,0.26719301442046134,-43.75061921070032,forman
0,3561,0.12715040107798753,-73.12108621243055,forman
0,3572,0.2558534266013977,-80.68085867367827,forman
0,5242,0.7976834424098034,-40.15455334038806,forman
0,5300,0.17367717080532616,-68.53260009684898,forman
0,6601,0.13868580998787697,-52.855523301194985,forman
0,6952,0.2620854190294606,-53.40977681149643,forman
0,8098,0.13117441913102146,-69.27274487847447,forman
0,8106,0.11820678093903987,-72.78977884928483,forman
1,661,0.22019368072350504,-30.566150239165033,forman
1,1151,0.19797936987026632,-32.557726931878975,forman
1,5220,0.12760464034505087,-42.06631053794423,forman
1,5389,0.1684657896199584,-25.408820520606916,forman
1,5482,0.28025844955044893,-25.390310069962908,forman
1,8069,0.1625268401334957,-31.759190392244264,forman
2,2443,0.17837457988895186,-42.157487863330836,forman
2,3501,0.22259341521745618,-60.925745803300934,forman
2,4106,0.21826591640060006,-69.69717712967388,forman
2,4248,0.44719909977109645,-62.56994062924477,forman
2,4604,0.13163506070686118,-92.4069367498794,forman
2,5183,0.22159320751510192,-78.15784528931272,forman
2,5664,0.21201292749324013,-64.32469893376056,forman
2,6103,0.2945797320139924,-61.354095372111956,forman
2,6584,0.18467713269670036,-70.95347368767085,forman
2,6628,0.21741196290940087,-46.19442034561714,forman
3,239,0.6402997205456976,-20.647300200121325,forman
3,527,0.167916198887207,-49.74801996756354,forman
3,1961,0.2331043628261553,-48.31172995029004,forman
3,6085,0.17115496654961498,-45.798107538080856,forman
3,6926,0.19297272515125957,-49.565640362134296,forman
3,7168,0.1984369622569341,-41.30992286016246,forman
4,100,0.12024724663315682,-54.64542853786267,forman
4,815,0.17562937340425389,-29.063676570157885,forman
4,2266,0.23318887011955108,-23.360329371681438,forman
4,4719,0.16387092942377868,-57.93782096098272,forman
4,7503,0.23353964688071963,-33.68556148255224,forman
5,636,0.114250025476898,-26.726296214962233,forman
5,2993,0.43223085950916273,-37.60731628857637,forman
5,3934,0.21826474776423868,-58.69097762391704,forman
5,3944,0.21666993390169179,-47.98193357792488,forman
5,5477,0.24902602904967502,-34.93416410179185,forman
5,6426,0.36834146003293194,-37.64569097490248,forman
5,7479,0.5178179279172019,-19.921559015843805,forman
6,279,0.12259014701512877,-89.19926015940425,forman
6,601,0.13721484104934778,-87.10880233480029,forman
6,863,0.11756254179293693,-93.36622675897493,forman
6,2361,0.17015464279677797,-74.01213085880563,forman
6,2695,0.17391528100372866,-81.66336912625582,forman
6,4245,0.170970206899566,-74.55631057265302,forman
6,6136,0.16284388209239523,-90.45534191331981,forman
6,6298,0.5111994270905281,-70.28441268368303,forman
6,6518,0.18484154510880701,-101.82516409078232,forman
6,7440,0.13768239527933457,-106.38773440106932,forman
7,4237,0.12220590233140942,-6.791186541133204,forman
7,5701,0.22587483547550116,-3.477905868769761,forman
9,847,0.2826873045956813,-47.031532853065784,forman
9,1232,0.1767170684841983,-72.98392117882533,forman
9,5441,0.1894024735420339,-21.953666412607085,forman
9,5693,0.295743808372328,-38.78761715217614,forman
9,6646,0.6594538758478741,-24.79300617288165,forman
9,7390,0.22250218757954582,-59.33374317102033,forman
9,7721,0.1159119051412486,-45.07159116040882,forman
11,7012,0.49949636962668387,-1.5195349213752167,forman
13,3552,0.19724705113741395,-34.85380901059191,forman
13,4048,0.2269306885055711,-26.02601860640367,forman
13,6863,0.12371780090059892,-62.27856233436035,forman
13,7113,0.14281581371405702,-46.062046760360204,forman
14,1172,0.17196309154376227,-41.60906777816152,forman
14,1572,0.255116511759539,-45.608091296934376,forman
14,4805,0.134157334348869,-39.51294604474285,forman
14,5146,0.14418155138624741,-72.64631775506918,forman
14,6608,0.11858232862401118,-69.82072447060746,forman
15,685,0.13152468845270368,-70.72307408359022,forman
15,937,0.2383920687579849,-62.075827018445665,forman
15,1370,0.13920703657426628,-77.244338013305,forman
15,2270,0.1484503117433788,-69.60417674495571,forman
15,2996,0.14245292950568003,-92.65494577844625,forman
15,4748,0.29707279454532837,-63.47870500574864,forman
15,6032,0.42266402513310763,-47.76207744922306,forman
15,7129,0.16149134863473946,-65.33618625786835,forman
15,7652,0.1710696962542407,-88.38486208138654,forman
15,7883,0.16277068185564955,-67.87363503019526,forman
16,135,0.31128862166372434,-39.46011867465568,forman
16,1387,0.16437235040710466,-70.12576580546076,forman
16,1855,0.18179003561438972,-43.53340859834115,forman
16,2295,0.23556220401502606,-49.1176835445649,forman
16,4233,0.13387243119746295,-51.89230438724866,forman
16,6268,0.19198499021466348,-56.943984427975266,forman
16,6803,0.16762675456638051,-55.306600770402895,forman
16,7543,0.11880938356928475,-49.62045440885004,forman
17,1623,0.43236319853036376,-26.416132510397823,forman
17,2770,0.20664368941585018,-36.615630449942465,forman
17,3255,0.20347712847486768,-32.05022557525728,forman
17,4747,0.17011468656481,-33.90013407172947,forman
17,4796,0.11622568199808019,-44.73136496738928,forman
17,6090,0.27135720217167314,-34.194092140927076,forman
17,7449,0.3103102118864058,-28.179491475079068,forman
18,5544,0.30321970169689394,-0.9280349644313781,forman
18,6754,0.23885962433549465,-3.4859287294848755,forman
19,570,0.12075005777912905,-10.8926672457742,forman
19,1521,0.11335580516096547,-37.400768415447146,forman
19,2660,0.18030507099761173,-20.202736304329378,forman
20,5101,0.1903721198821477,-11.00950956739744,forman
20,7219,0.17138531996011333,-42.77026175191506,forman
20,8040,0.18568375520330935,-10.150941587848036,forman
21,623,0.11560890609688626,-56.95298360933624,forman
21,1974,0.38948355616957253,-29.437096791736913,forman
21,3412,0.13338070726437404,-41.154898568550976,forman
21,6759,0.1732855598270723,-42.07686408693133,forman
21,7359,0.13158742581459532,-57.65236940127329,forman
23,1041,0.2910875514010834,-42.29202630753134,forman
23,2843,0.21923424400470132,-48.83904802821563,forman
23,4864,0.17750832452317494,-29.990834526133924,forman
23,5290,0.11420484067552816,-72.7376578252051,forman
23,5370,0.27138730111190895,-35.066960608628065,forman
23,6314,0.13283073903110484,-61.27137172848872,forman
23,6799,0.19282091659684017,-46.03087257293423,forman
23,7893,0.12819283863032738,-52.20524983379279,forman
24,2910,0.17555888811237505,-6.789570530609183,forman
24,6942,0.2466439591833336,-14.382153828052887,forman
25,6455,0.3608492757848847,2.0,forman
26,109,0.11155492405292737,-95.44157519420072,forman
26,1155,0.2507427220977512,-92.29719758133842,forman
26,1252,0.1415638163579611,-72.1565430892079,forman
26,1425,0.1814537818897353,-114.5937216439086,forman
26,3686,0.23455341917444586,-65.50517790313322,forman
26,4095,0.25655796861771546,-87.84333997338695,forman
26,4567,0.23128197271544593,-68.53163601234908,forman
26,5422,0.11294727975150962,-101.25386683475088,forman
26,5893,0.13383401130641806,-108.99394931297039,forman
26,5910,0.15237128228238278,-109.40790650916985,forman
26,6715,0.13476524358189768,-84.51864687420519,forman
26,6769,0.1250225397267238,-107.21448137097212,forman
26,7384,0.24356938662793845,-112.73416414393355,forman
28,481,0.32101126073137715,-12.138711685014812,forman
28,886,0.3811956175957308,-8.297820706314944,forman
28,7748,0.13719559439870535,-23.94772069384053,forman
