node,deg_wsum,ric_forman
0,0.0,0.0
1,0.0,0.0
2,0.6141061782836914,2.0
3,0.8411372900009155,2.0
4,1.5532135963439941,0.27320098876953125
5,1.2440639734268188,-0.37383174896240234
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.5025569200515747,1.162344217300415
14,0.0,0.0
15,1.4206327199935913,2.1014755964279175
16,0.6677728891372681,2.0
17,0.5767456293106079,2.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.6703087687492371,1.1591176986694336
27,0.0,0.0
28,0.5104514956474304,2.0
29,0.0,0.0
30,1.3818261623382568,-6.4033026695251465
31,0.0,0.0
32,0.5041202306747437,2.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.5265894532203674,2.0
37,0.7478416562080383,2.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,1.3711857795715332,0.32243382930755615
43,2.509373903274536,-46.35130500793457
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,1.13204026222229,1.0558804273605347
49,0.8254761099815369,2.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.5903459191322327,2.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.7034890055656433,2.0
61,0.0,0.0
62,0.0,0.0
63,0.5410083532333374,-1.9323792457580566
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.5763811469078064,2.0
69,0.5804533362388611,2.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,1.2853502035140991,2.094386339187622
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,2.4926581382751465,-59.26148986816406
84,0.0,0.0
85,1.3438587188720703,-0.4962249994277954
86,0.0,0.0
87,0.0,0.0
88,0.5712109208106995,2.0
89,0.6007711887359619,0.8682330846786499
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.5328387022018433,2.0
95,1.3743575811386108,-0.4488651752471924
96,0.0,0.0
97,0.0,0.0
98,0.6211681365966797,2.0
99,0.0,0.0
100,1.7012014389038086,-10.95661211013794
101,0.5694707036018372,0.9184825420379639
102,0.0,0.0
103,1.4305387735366821,2.1985284090042114
104,0.5191910862922668,2.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.5301520824432373,2.0
110,0.0,0.0
111,0.7792794704437256,2.0
112,0.0,0.0
113,0.0,0.0
114,0.59764164686203,2.0
115,0.0,0.0
116,1.870115876197815,-8.172647476196289
117,0.0,0.0
118,0.0,0.0
119,0.0,0.0
120,1.1826868057250977,0.9116107225418091
121,0.0,0.0
122,0.6578856706619263,1.0096158981323242
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,1.2897520065307617,-0.3617382049560547
127,0.5322051048278809,2.0
128,0.5203821063041687,2.0
129,0.0,0.0
130,0.5231636166572571,1.4120662212371826
131,0.0,0.0
132,0.6211681365966797,2.0
133,0.7800107002258301,2.0
134,0.0,0.0
135,0.6677728891372681,2.0
136,0.0,0.0
137,0.5377024412155151,1.4170958995819092
138,0.0,0.0
139,0.8134930729866028,2.0
140,0.5529742240905762,1.5037894248962402
141,0.0,0.0
142,0.7299312353134155,-2.2637901306152344
143,1.3531253337860107,-3.1785874366760254
144,0.5948934555053711,2.0
145,1.2196450233459473,0.027532339096069336
146,0.0,0.0
147,1.3170256614685059,1.5244948863983154
148,0.0,0.0
149,0.0,0.0
150,0.6002580523490906,2.0
151,0.7883650064468384,0.8355485200881958
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,1.1747702360153198,1.0253064632415771
156,0.0,0.0
157,0.0,0.0
158,0.0,0.0
159,1.1407485008239746,2.0040239095687866
160,0.0,0.0
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,1.216235876083374,2.0322513580322266
173,0.6964520215988159,2.0
174,0.0,0.0
175,0.8044801354408264,2.0
176,0.0,0.0
177,0.6050870418548584,2.0
178,0.5644198060035706,2.0
179,0.0,0.0
180,0.5268605351448059,2.0
181,0.0,0.0
182,0.0,0.0
183,0.0,0.0
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,0.0,0.0
188,0.0,0.0
189,0.0,0.0
190,0.5469338893890381,2.0
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,0.8638337254524231,2.0
198,0.0,0.0
199,0.0,0.0
200,0.0,0.0
201,0.0,0.0
202,0.0,0.0
203,0.0,0.0
204,0.5712109208106995,2.0
205,0.6867747902870178,2.0
206,0.0,0.0
207,0.0,0.0
208,0.984154462814331,2.0
209,0.0,0.0
210,0.0,0.0
211,0.5746757388114929,2.0
212,2.775442600250244,-50.72244167327881
213,0.0,0.0
214,0.0,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,0.0
218,0.0,0.0
219,0.0,0.0
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,0.0
224,0.5815966129302979,2.0
225,0.0,0.0
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,0.0,0.0
230,0.0,0.0
231,0.0,0.0
232,0.0,0.0
233,0.5695357918739319,2.0
234,0.0,0.0
235,0.0,0.0
236,0.0,0.0
237,0.0,0.0
238,0.0,0.0
239,0.8411372900009155,2.0
240,0.0,0.0
241,0.0,0.0
242,0.0,0.0
243,0.0,0.0
244,0.0,0.0
245,0.8254761099815369,2.0
246,0.0,0.0
247,0.7125956416130066,2.0
248,0.0,0.0
249,0.5202127695083618,2.0
250,0.0,0.0
251,1.047123670578003,2.0003552436828613
252,0.0,0.0
253,0.7849201560020447,0.6198614835739136
254,0.5914747714996338,2.0
255,0.0,0.0
256,0.0,0.0
257,0.0,0.0
258,0.0,0.0
259,0.0,0.0
260,0.0,0.0
261,0.0,0.0
262,0.0,0.0
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
266,0.5137349963188171,2.0
267,0.0,0.0
268,0.0,0.0
269,0.5640266537666321,2.0
270,0.0,0.0
271,0.6320861577987671,0.8527436256408691
272,1.5633007287979126,-0.2578294277191162
273,2.2579214572906494,-23.41913890838623
274,0.0,0.0
275,0.0,0.0
276,0.5915809869766235,0.9531707763671875
277,0.0,0.0
278,0.0,0.0
279,0.626617968082428,2.0
280,0.0,0.0
281,0.0,0.0
282,0.5035802721977234,2.0
283,0.0,0.0
284,0.0,0.0
285,0.566292405128479,2.0
286,0.0,0.0
287,0.0,0.0
288,0.6865313053131104,2.0
289,0.0,0.0
290,0.0,0.0
291,0.0,0.0
292,0.6604688167572021,0.7530169486999512
293,0.0,0.0
294,0.5762082934379578,0.8973077535629272
295,0.6993784308433533,2.0
296,0.0,0.0
297,0.0,0.0
298,0.5678839087486267,1.0475125312805176
299,0.0,0.0
300,1.251778244972229,0.7612093687057495
301,0.0,0.0
302,0.0,0.0
303,0.0,0.0
304,0.0,0.0
305,0.0,0.0
306,0.0,0.0
307,0.0,0.0
308,0.0,0.0
309,1.0729875564575195,-5.654082536697388
310,0.6182827949523926,2.0
311,0.0,0.0
312,0.6720827221870422,2.0
313,0.0,0.0
314,0.0,0.0
315,3.0288054943084717,-54.87891387939453
316,0.0,0.0
317,1.1865030527114868,0.7681496143341064
318,1.279758095741272,0.8667315244674683
319,0.0,0.0
320,0.978142499923706,2.0
321,0.0,0.0
322,0.5007925629615784,2.0
323,0.520944356918335,2.0
324,0.0,0.0
325,0.9281150698661804,2.0
326,0.0,0.0
327,0.0,0.0
328,0.0,0.0
329,0.0,0.0
330,0.5320031046867371,2.0
331,0.0,0.0
332,0.0,0.0
333,0.0,0.0
334,0.0,0.0
335,0.0,0.0
336,0.0,0.0
337,0.0,0.0
338,0.0,0.0
339,0.0,0.0
340,0.0,0.0
341,0.0,0.0
342,0.0,0.0
343,0.7848476767539978,2.0
344,0.0,0.0
345,0.0,0.0
346,0.6912028193473816,2.0
347,0.0,0.0
