i,j,w,kappa,type
9,1353,0.12214752043526093,-228.23356191323512,forman
9,1355,0.07332970653814223,-250.55427199816998,forman
9,1985,0.08151269709981321,-268.09303020069615,forman
9,2005,0.0899314857229912,-237.03882574552262,forman
9,2141,0.07747488939465999,-294.62705220986294,forman
9,3144,0.08263535232085475,-279.98860473047137,forman
9,3265,0.07594184777517034,-278.1410921230223,forman
9,3356,0.13235219648743954,-185.8082754369971,forman
9,3523,0.11855321817703149,-209.08305288721874,forman
9,3534,0.18740227631939624,-171.99022539453432,forman
10,2154,0.09499257543886933,-18.328976552663015,forman
10,3132,0.15148359703804626,-21.8125330519417,forman
12,3851,0.07401436319528526,-5.741333810262496,forman
13,249,0.10555489135856123,-103.70465261822567,forman
13,510,0.1554275082588069,-74.15065316110159,forman
13,716,0.3381107690401218,-78.72247560807241,forman
13,1199,0.11897328199347278,-70.7622259982981,forman
13,1582,0.18449047356887763,-73.01122502187371,forman
13,2261,0.10610409802130612,-93.79328547905753,forman
13,2544,0.1386191618045962,-69.20389829643042,forman
13,3552,0.32276426551030035,-54.7823147309077,forman
13,3746,0.19589494035614596,-104.0821475836722,forman
13,4048,0.5025569202618264,-59.528225783561425,forman
14,322,0.266700414681504,-102.98243049660866,forman
14,1099,0.07541079119598829,-129.41620317610503,forman
14,1147,0.2522431960678135,-119.49681938892279,forman
14,1172,0.37359138230925976,-95.70991160540615,forman
14,1572,0.40092217114369777,-73.80522748642977,forman
14,2417,0.0780771870939957,-178.38611866057437,forman
14,2543,0.15795372745191877,-108.1134656594627,forman
14,2815,0.12288200199262597,-145.6314192508686,forman
14,2984,0.07330370113620828,-135.1299660526962,forman
14,3494,0.0791153704438474,-153.56887142156404,forman
14,3774,0.1067188170430459,-152.33100389423586,forman
14,3856,0.1297409440260594,-117.1495252358606,forman
14,3858,0.22266233263799756,-94.0078655634841,forman
15,38,0.17570806544385306,-141.85973322401338,forman
15,374,0.11724314155929282,-158.9008400738081,forman
15,439,0.12693185602572166,-205.43371199597178,forman
15,685,0.5551282434616336,-95.60645604261921,forman
15,937,0.8655045154291552,-76.21824620406835,forman
15,1307,0.18658356061777634,-189.80951354670668,forman
15,1370,0.26122510108098856,-136.33082893015276,forman
15,1573,0.08486412389262873,-187.57221013263177,forman
15,1626,0.13312581451957817,-209.13521890914976,forman
15,1679,0.16611123986590443,-140.04859694215824,forman
15,2270,0.3276297162080742,-102.22095553778257,forman
15,2699,0.18450421144590254,-118.4101168480446,forman
15,2718,0.16023947146620232,-178.3837462556562,forman
15,2996,0.16679734238209792,-147.2580722377623,forman
15,3852,0.07937529380852823,-170.33369317934137,forman
15,3995,0.1319773508011357,-144.97817104350082,forman
16,135,0.6677729036219764,-70.86677814123857,forman
16,318,0.0783944936440042,-111.37132393384854,forman
16,489,0.07840008798324387,-98.89121205558071,forman
16,974,0.08563509237352213,-111.93805257962016,forman
16,1021,0.19887122658575204,-149.67683267533252,forman
16,1387,0.24124132071786825,-115.42332393117897,forman
16,1783,0.12948915768069597,-111.0123809506092,forman
16,1855,0.40803655880609035,-70.14850350458052,forman
16,2045,0.09808876480445443,-110.07050962372782,forman
16,2295,0.24230701091610368,-120.08601096162305,forman
16,2473,0.07789724543316609,-133.11123348274705,forman
16,2977,0.269485389831746,-130.25522812725208,forman
16,2997,0.13089815202838873,-127.845437295946,forman
16,3042,0.18348765987007962,-113.02177597928313,forman
16,3561,0.115440695027952,-167.43511445982273,forman
17,956,0.16422930826252927,-93.64810383747997,forman
17,965,0.14074870916416427,-94.24199003564327,forman
17,1288,0.204098948779897,-84.3150270147289,forman
17,1623,0.5767456007146438,-53.27891524842316,forman
17,1646,0.09189211346403879,-129.1465584974397,forman
17,2746,0.11913128845207775,-101.33175073533388,forman
17,2770,0.372764855919891,-67.64497496505778,forman
17,3255,0.25689238111578866,-61.993394802929394,forman
17,3422,0.10834702532173483,-119.14502931137858,forman
17,3715,0.1798737919304159,-70.92888001193442,forman
18,950,0.07915578336149337,-32.98280469955774,forman
18,1518,0.12566035406376308,-62.760806306830624,forman
18,1769,0.08391413713739786,-48.22847239129181,forman
18,2548,0.17672851973159298,-36.22009637267914,forman
18,3844,0.4523600192543326,-24.57620493334693,forman
19,249,0.1947783306288457,-69.33867756008644,forman
19,570,0.2668453903273753,-42.85230071674264,forman
19,576,0.12183501250683794,-46.409630136401226,forman
19,1521,0.3488459158532789,-41.95270172707297,forman
19,2660,0.2839232472967422,-82.13072734177682,forman
19,3960,0.09369306685971883,-61.48242958484087,forman
20,98,0.27420308379837305,-98.8316008253428,forman
20,132,0.30135000733166933,-63.41843244759708,forman
20,186,0.09743970891032504,-116.43007635206364,forman
20,650,0.08307183992696503,-156.96948453997567,forman
20,750,0.10335410745294815,-127.35231335248838,forman
20,795,0.08924743994559639,-152.84616299902586,forman
20,2318,0.13746553657148217,-108.92741564589744,forman
20,2851,0.1896591698340075,-83.52769565051031,forman
20,3995,0.10708394046951522,-135.09223444133985,forman
20,4027,0.31334611208989344,-73.19967960646203,forman
21,406,0.13714510901817126,-147.85491161853867,forman
21,492,0.10020266775781803,-169.5573129519774,forman
21,623,0.28580263447878024,-156.7087243308451,forman
21,628,0.07890538035424294,-238.56620768286484,forman
21,891,0.09223600970039586,-258.0946557109585,forman
21,1072,0.0836666954687304,-170.15933446346781,forman
21,1224,0.2180349423000034,-164.67610594437875,forman
21,1705,0.07772920908701102,-215.2017346078926,forman
21,1749,0.08971651866965474,-212.28604369655127,forman
21,1974,0.34490800397437016,-120.44135183498545,forman
21,2582,0.09896396490421612,-199.58477768588767,forman
21,2931,0.08065863660783228,-150.6062128050661,forman
21,3412,0.25382934508883637,-103.60042326169454,forman
21,3738,0.11536337224524677,-169.26874487786898,forman
21,3792,0.16779776200447244,-196.61287708234983,forman
22,816,0.23639620548223855,-9.254069921906392,forman
22,1284,0.11967948241044148,-30.41942408377748,forman
23,524,0.09849047263908639,-73.92976499169421,forman
23,1041,0.47613318468844806,-38.70909922427751,forman
23,1212,0.10287794682305103,-107.40676056220472,forman
23,1923,0.07520118240262426,-96.67491985813811,forman
23,2494,0.1123194888817589,-123.46085204985806,forman
23,2843,0.3409797168702854,-47.99545427006817,forman
23,3182,0.08866688132956319,-46.23662557245514,forman
24,139,0.09932788910083928,-127.117617388631,forman
24,327,0.07249233453984112,-142.49213339628125,forman
24,564,0.12105580105594617,-140.86803308166807,forman
24,1093,0.4346108045766213,-101.13573982799099,forman
24,1198,0.2007371903805961,-127.48244739621997,forman
24,1557,0.10628695007602966,-146.69365129233114,forman
24,2460,0.1360157874348039,-142.9413523164634,forman
24,2604,0.0956232125447338,-230.55441525418243,forman
24,2910,0.31151459545367555,-98.81442675711807,forman
24,3170,0.2034429447136509,-122.71287401103771,forman
24,3377,0.30168468772158763,-103.47585548158337,forman
24,3612,0.2073142291893615,-79.39765769406945,forman
24,3891,0.08829383842489633,-146.0543166880446,forman
24,4076,0.376538278180976,-99.04519359626502,forman
25,3489,0.31039156661779693,-8.03242016145279,forman
25,3596,0.08832202089245875,-0.5253160813585316,forman
26,73,0.07774761343242775,-279.4731718006033,forman
26,109,0.18116257956200138,-160.3781588695188,forman
26,275,0.1018783833907806,-226.39969583514755,forman
26,287,0.24205630866658812,-153.58540512882854,forman
26,436,0.0846117246246511,-203.5466760394533,forman
26,860,0.43610203521597396,-133.8276203658263,forman
26,887,0.07292182465743742,-279.7994676098998,forman
26,928,0.12068519310242029,-235.7905786832919,forman
26,1141,0.16306953022373138,-160.4346654303825,forman
26,1155,0.24599523832679682,-184.24825750540612,forman
26,1250,0.24799436496994196,-115.22498774330694,forman
26,1252,0.28233109544455515,-152.8687380963524,forman
26,1425,0.6703087846891511,-123.75390423099795,forman
26,1901,0.13089430791974616,-150.1897686007251,forman
26,2733,0.1505548571162008,-204.49562508747636,forman
26,3387,0.2729969121732705,-150.7088554277369,forman
26,3411,0.09653145415990748,-232.76100039844636,forman
26,3673,0.16252943500317915,-195.83672282112178,forman
26,3686,0.23663060827715734,-168.78769157559893,forman
26,3693,0.07529985838348939,-231.4613701865369,forman
26,4095,0.3195191801076013,-164.66808607534824,forman
27,1265,0.12347327695521848,-18.18801061651828,forman
28,288,0.07268927924860445,-171.1085917153477,forman
28,330,0.09292329132863324,-166.3183734460735,forman
28,429,0.25909333841578674,-99.69550696785191,forman
28,481,0.3766496593555191,-83.08655898976775,forman
28,528,0.09940779428841312,-144.9084415270085,forman
28,886,0.5104515068499189,-72.89398963930324,forman
28,1603,0.14531461570760112,-155.85321308708694,forman
28,1648,0.1457721791045214,-150.7392060338737,forman
28,1932,0.23674955013270343,-102.39415042148575,forman
28,2385,0.10445941783801524,-178.6446543634001,forman
28,2390,0.3292397602837208,-96.27996494938338,forman
28,2801,0.07053356161919062,-148.83986539891148,forman
28,3146,0.17901753352974667,-117.88906256885214,forman
28,3407,0.09132304582405938,-162.49964700401785,forman
28,3941,0.1404461480109921,-116.16009142852343,forman
29,213,0.17577223724820784,-164.23080192008914,forman
29,312,0.12986081548082384,-169.72927012990732,forman
29,769,0.11428335296744198,-206.75383087048385,forman
29,922,0.16631409508666695,-170.16877055936433,forman
29,933,0.13062953199330193,-177.2945900968325,forman
29,945,0.12036483955956348,-222.01863671988514,forman
29,1174,0.15891917123928645,-200.63084305755916,forman
29,1465,0.12864924854483542,-198.6775706476685,forman
29,1713,0.18826049411337356,-202.6763795745308,forman
29,2059,0.23923383702059847,-175.50770429997354,forman
29,2866,0.2011075489516838,-175.7402814759217,forman
29,2926,0.3572255644879867,-133.14788689400592,forman
29,3157,0.08677461970768069,-263.30469121284506,forman
29,3936,0.07904258303723045,-241.25145215558595,forman
29,3943,0.11331997365658669,-209.37678359447347,forman
29,3946,0.25988051745547835,-164.0224954240306,forman
29,3979,0.09695433143406872,-213.76286914343504,forman
29,4085,0.08043714155234181,-231.8738993861828,forman
30,268,0.16220662087523124,-156.81863583472938,forman
30,919,0.2844958471719687,-146.59696554431287,forman
30,1411,0.8013117786389634,-60.14115756946604,forman
30,1777,0.14976584144837246,-147.6264623331259,forman
30,1862,0.07119416952532015,-155.69867071478308,forman
30,1880,0.07817341082741623,-220.81112506447,forman
30,2018,0.15464870405494496,-150.97671380201407,forman
30,2065,0.47692917464939627,-82.13093007582393,forman
30,2075,0.20231447317348988,-147.06938390136153,forman
30,2221,0.09191322712325688,-209.4661569139227,forman
30,2902,0.29980737654003414,-120.58942250152742,forman
30,3206,0.0741151594054009,-204.42545158237982,forman
30,3418,0.5805143094025259,-72.85857623649521,forman
30,3586,0.16787502689212963,-160.36349496001048,forman
30,4023,0.11017890152366326,-186.34236468387712,forman
31,219,0.1515814719195779,-6.724407256802174,forman
32,357,0.08823321962945335,-129.42453693650012,forman
32,642,0.5041202460834833,-41.732527765061064,forman
32,1028,0.21446697413407406,-72.19856732100554,forman
32,1556,0.16634917497079527,-82.656337273361,forman
32,2553,0.27804128259455624,-63.10141251605715,forman
32,2958,0.10164715489162895,-105.67635623305213,forman
32,2970,0.14565977840027408,-73.7094798958963,forman
32,3018,0.13334549853391503,-92.11614127586978,forman
32,3370,0.4123711640760094,-50.36392982089586,forman
32,3711,0.18596080682449115,-91.73868318781095,forman
33,84,0.20317530131878672,-101.54917387950886,forman
33,225,0.22062025342954122,-91.19864618992025,forman
33,805,0.07444038871237037,-109.07738329733172,forman
33,1419,0.07349483472111543,-135.0276334141525,forman
33,2343,0.11873720543390667,-165.48913923076842,forman
33,2636,0.4775641448366681,-59.24718496507813,forman
33,2906,0.43182811701667634,-70.44114133099585,forman
33,3315,0.1919329616160296,-99.85884733122545,forman
33,3421,0.210137376789254,-104.06418001349385,forman
33,3886,0.2020154310767207,-76.86554866568258,forman
33,3892,0.16089280802444314,-127.26989580749544,forman
34,160,0.07819622368461124,-82.09534062767736,forman
34,692,0.3173964520191811,-44.0098668678731,forman
34,840,0.4303972521991052,-28.05193957265547,forman
34,1421,0.11111710634709375,-88.32537074900395,forman
34,1514,0.3980324676767994,-35.98131370469375,forman
34,2620,0.3815080222196702,-36.05772385010465,forman
34,3025,0.2355898248595549,-39.67648833628482,forman
35,2531,0.4051646450095526,-23.020106243589396,forman
35,2980,0.23841257742016703,-44.88894162260298,forman
36,1223,0.09616860443815052,-67.84037300443507,forman
36,1445,0.15060876523929886,-40.120287003614564,forman
36,1481,0.3788049664758511,-32.939810201422596,forman
36,1609,0.26691765555942315,-56.80575381996513,forman
36,2023,0.16407035837623066,-40.57295687338254,forman
36,2857,0.526589440234333,-48.61392706309109,forman
37,73,0.19513407251542103,-184.78846439817806,forman
37,397,0.30854178983373926,-120.2750436016615,forman
37,745,0.11199293426489715,-192.48986771951292,forman
37,797,0.13257115477629625,-145.75073825251292,forman
37,875,0.15729151018479715,-186.08003024825157,forman
37,887,0.17946057998814507,-184.93863988739588,forman
37,949,0.1620399294492072,-168.40813725425735,forman
37,1139,0.19777541811421023,-167.29407610232187,forman
37,1482,0.08145391981868189,-125.1802001489729,forman
37,1498,0.7478416472893569,-88.23363157978832,forman
37,1599,0.19527285472069283,-144.74774600660098,forman
37,2155,0.38596376759121986,-122.23112105193908,forman
37,2247,0.08977830718114427,-194.60409093704817,forman
37,3395,0.09477613719617256,-178.7266140794632,forman
37,3411,0.1550295212748643,-174.82263575399782,forman
37,3446,0.19825599662511137,-141.387073826299,forman
38,186,0.07481818437852901,-164.78131893008998,forman
38,374,0.0763293863771612,-199.31429170655122,forman
38,685,0.23571190580190976,-141.3095401761584,forman
38,937,0.206377053144342,-141.95380646646765,forman
38,1509,0.08381473456334997,-188.99470977750332,forman
38,1683,0.08649608985501445,-159.9411106697479,forman
38,1816,0.19678403620443946,-154.49839677871438,forman
38,2270,0.19384234131295214,-132.38433690826216,forman
38,2787,0.12291824880818998,-222.5037114977776,forman
38,2996,0.07029391305539935,-208.60299476440392,forman
38,3014,0.1482360464384932,-158.5729401258512,forman
38,3852,0.26983221387285555,-126.42865277041888,forman
38,3995,0.12378378919423212,-162.43847596559993,forman
39,113,0.09729716575687213,-81.084049521562,forman
39,499,0.1194949235100702,-93.09878673199947,forman
39,620,0.15808589865330192,-36.02327168422755,forman
39,2505,0.35909650417277633,-53.77997720239541,forman
39,2663,0.281166902678008,-58.69510254971868,forman
39,3155,0.14281318670532286,-44.648883361066424,forman
42,300,0.5260873298506449,-29.208334935267537,forman
42,1368,0.8450983882133547,-22.355495331953016,forman
42,1532,0.1830977077478866,-44.84965827864728,forman
42,2114,0.07515223893892586,-81.82028086402816,forman
42,3091,0.1328775171209624,-37.328578857293884,forman
42,3560,0.20149218679269085,-58.578498938299674,forman
43,212,0.5489833770186113,-80.6371681137382,forman
43,637,0.0706177835142338,-155.10264755250324,forman
43,928,0.08510978905019888,-208.9537080831409,forman
43,1222,0.10083243071822662,-146.9287222473274,forman
43,1423,0.5562697523818095,-84.5492792941589,forman
43,2004,0.5094172514870602,-76.51042748207196,forman
43,2034,0.14142720912884232,-164.00470266758387,forman
43,2267,0.15247870361593296,-150.4905425317724,forman
43,2339,0.49862207724740687,-92.45104688081759,forman
43,2386,0.23662767621043743,-101.25751985622122,forman
43,2595,0.13859579305866532,-137.1657301085354,forman
43,3266,0.10297631284129331,-127.1693107697809,forman
43,3366,0.15064276531286105,-157.21389485967745,forman
43,3431,0.20167510710878894,-185.82172115602899,forman
43,3665,0.10964577558267666,-179.19547914527763,forman
43,3833,0.8947035394576234,-67.36971197211356,forman
44,912,0.08652408670352746,-159.70035299940054,forman
44,1214,0.08253964798021977,-130.03468872113115,forman
44,1283,0.11841017635966988,-164.37698770730412,forman
44,2786,0.3492628643437409,-82.49298393544736,forman
44,2927,0.08593263194021508,-206.49798357299207,forman
44,3004,0.07497997699616046,-111.61852762016612,forman
44,3398,0.20320452088361854,-82.3670894427765,forman
44,3591,0.10555381669016255,-161.77809927046405,forman
45,793,0.19572604065484708,-65.12685185600897,forman
45,967,0.13669196231722533,-86.92810531282163,forman
45,1665,0.07396369907339945,-98.91837383552564,forman
45,3139,0.1809739362790611,-64.20548217103352,forman
45,3190,0.0907406478396574,-123.6333595379088,forman
45,3541,0.10345320887365014,-62.87658898762141,forman
46,1199,0.32872412069614465,-59.276514841493025,forman
46,1582,0.23337784297802655,-71.38490026249806,forman
46,1606,0.1267668599990846,-133.7697991591841,forman
46,1867,0.12367209622713245,-103.04386577193046,forman
46,1990,0.09734665403660545,-77.35621184220659,forman
46,2261,0.26849101411561666,-76.80062801693455,forman
46,2508,0.08219069350651845,-146.46846840808956,forman
46,2544,0.1808690468351749,-68.978739277541,forman
46,3746,0.09991588459080258,-132.65038748020913,forman
47,698,0.09777754699314734,-108.56014522810142,forman
47,1067,0.07911833027926866,-108.9884406466723,forman
47,1160,0.1067973103975731,-113.50112062870912,forman
47,1820,0.15439039152917333,-133.39100221810202,forman
47,2307,0.4447943956935446,-73.14187151824353,forman
47,2376,0.14326089984219098,-91.89875405039744,forman
47,2766,0.09299192404599206,-179.63071208370752,forman
47,2767,0.4609041522719558,-64.64995794786809,forman
47,3345,0.31700676092506974,-72.5188597151174,forman
47,3603,0.07313882251589161,-136.63291986430812,forman
47,3660,0.30189066271539067,-91.8437171709167,forman
48,83,0.11775889741396721,-177.45697784866655,forman
48,648,0.2186395076149233,-138.27530016627168,forman
48,673,0.09314116190031048,-258.49127948243677,forman
48,864,0.18623529501952554,-156.10429144077773,forman
48,1184,0.12610232507919025,-221.80118824564838,forman
48,1432,0.6056527989247933,-85.367962273048,forman
48,1704,0.1818531966255663,-148.73857435497453,forman
48,1967,0.5263875317817697,-75.76446954044455,forman
48,2129,0.10763375761264866,-193.44645882414432,forman
48,2821,0.4263228975599892,-157.50224580334944,forman
48,2937,0.2821055289904984,-155.24516327909038,forman
48,2956,0.07924533442240737,-218.3600609884699,forman
48,3171,0.07157695521484124,-193.83903046443572,forman
48,3863,0.1418046209426272,-182.76570982443494,forman
48,4005,0.08151805614303854,-221.62508082365963,forman
48,4079,0.23602141225626672,-138.9978129582469,forman
49,60,0.12993320479598847,-176.3587754204642,forman
49,78,0.2061067948130311,-103.51510175043322,forman
49,245,0.8254761210332088,-84.81686107540285,forman
49,643,0.08631760712197838,-153.208321254673,forman
49,650,0.11988869179677994,-158.00602811380432,forman
49,795,0.07206999977525268,-177.3037450542123,forman
49,910,0.16646861151659564,-125.91439326746872,forman
49,1733,0.18913327477965977,-125.1417949234068,forman
49,1872,0.3314697298416307,-91.11308792278462,forman
49,2137,0.14296491150039542,-132.58087111332915,forman
49,2208,0.0975956740708327,-166.10015569077456,forman
49,3264,0.16901358977876588,-104.45201528319956,forman
49,3311,0.07399939867727427,-194.20734623971578,forman
49,3456,0.3988110267384021,-93.7011008477195,forman
50,79,0.22200923321945565,-51.66199979669889,forman
50,261,0.2840895998918457,-40.21056633711176,forman
50,343,0.14312524035243396,-87.93661040502923,forman
50,3797,0.2546523232304877,-48.363323464531945,forman
50,3877,0.24051497877885653,-32.114560042971604,forman
50,3985,0.11057843494676411,-83.02294228309349,forman
52,1951,0.07316553449176794,-17.388407553804235,forman
52,2535,0.14130950370724085,-12.884356503258378,forman
53,367,0.19539464537664886,-160.40147217146404,forman
53,838,0.1172970010967805,-136.86150733115886,forman
53,849,0.284688031475545,-105.08334284080306,forman
53,1300,0.2568404842888697,-117.84146025940179,forman
53,1381,0.15921523398494303,-132.350206095609,forman
53,1793,0.15562521483777353,-140.3766226227774,forman
53,1912,0.09401783345181981,-132.42999936202,forman
53,2564,0.15451949911985333,-122.00717134433445,forman
53,2715,0.08085502966209684,-154.80133234415834,forman
53,3063,0.08853526775309664,-163.62481392864237,forman
53,3084,0.24955778096697323,-93.5974377178064,forman
53,3644,0.22888097897704027,-85.25537283969531,forman
53,3794,0.15643863194536622,-143.07502243739012,forman
54,373,0.13402075080349596,-168.39282031698735,forman
54,584,0.09770405882162733,-234.19144235438293,forman
54,907,0.12499945366969695,-214.55162609927672,forman
54,970,0.1579336610767829,-201.8286359633767,forman
54,1079,0.07866251913915172,-213.25014329165077,forman
54,1249,0.1939842451575332,-133.03240704220144,forman
54,1741,0.1418921979447758,-159.96309816365027,forman
54,1759,0.11528216286555114,-213.07459840248293,forman
54,2141,0.08809865240440765,-254.41701454831014,forman
54,2216,0.1542380798247811,-142.6927995650113,forman
54,2882,0.5903458955124374,-70.31248867654527,forman
54,3031,0.1190043936703394,-194.66528964911768,forman
54,3523,0.18371270187627417,-156.60699537941872,forman
54,3529,0.0930287582534957,-202.34228564146184,forman
56,72,0.08229090669005955,-297.54676592089015,forman
56,188,0.09887520378151039,-247.7971097974475,forman
56,547,0.3137118179830285,-202.31094803438936,forman
56,554,0.07361881597357224,-338.4135667358154,forman
56,647,0.16330043531705837,-191.56902207681986,forman
56,771,0.08087352744512416,-301.6840084183602,forman
56,863,0.21047773752031054,-174.65930046232126,forman
56,1075,0.15862305054156034,-215.97483497361299,forman
56,1386,0.08918606029049728,-239.80745663978652,forman
