node,mean_kappa_forman
1979,-517485.461723024
2005,-1062917.2911372557
2097,-648909.0761663881
2159,-345093.9774940334
2503,-306038.19201227924
2521,-558652.8421549916
2542,-817066.17817252
2568,-927554.5129585601
2598,-506227.5868609004
2612,-837140.2739069095
2756,-465685.79755221994
2924,-553610.8627076478
2941,-764910.0925968371
3010,-445994.7030452708
3094,-946073.769216193
3159,-482289.37532407895
3197,-805527.4350500066
3244,-521173.34579603374
3266,-671694.351000904
3301,-575323.5121140194
3374,-976646.6247756337
3574,-514806.89654242236
3583,-901125.0721051127
3724,-675144.7139871608
3758,-473951.8764154681
3882,-668664.1628287281
3883,-854973.7383988849
3903,-650089.7928892265
3978,-352402.0566401182
4139,-404758.46587852685
4267,-373847.82014195755
4371,-948786.9154010153
4539,-981071.1322837736
4552,-625879.001672351
4565,-337380.76957706443
4670,-878138.7952343177
4681,-800171.1515965663
4728,-938874.0328532214
4780,-754213.4223731783
4817,-564429.1127243168
4958,-749353.4400334881
5079,-845158.9234958951
5086,-583999.8170705847
5129,-474333.83565299556
5154,-834043.8226088184
5187,-712746.7977514316
5213,-622948.4062183888
5305,-223688.19668819892
5609,-1097417.9105771105
5715,-690553.4609704559
5756,-578580.0091109718
5871,-738835.8182697428
6094,-335774.70956218266
6135,-802388.2690330897
6148,-343739.69608005165
6275,-1106270.5612651675
6287,-729121.1011549265
6417,-381010.37921683845
6504,-586805.3751320046
6516,-634441.208920884
6577,-744106.114043439
6629,-558530.990322268
6660,-528671.6135207207
6664,-451244.3506061994
6755,-620201.6548666203
6884,-1047501.1062426084
6893,-533399.5651187212
6897,-616128.8077950154
6911,-612351.9511399718
6925,-575124.8519721741
6982,-667316.3896252218
7007,-830966.2536722589
7170,-568281.9004495787
7185,-338936.56042754906
7347,-642510.4423259326
7407,-609088.3602207907
7440,-677423.2080533277
7570,-662260.6476541461
7731,-591176.6474190352
7861,-717235.2700867539
7897,-826943.6381833287
7915,-793823.7554397864
8014,-362141.53579685144
8084,-963918.6557191807
8119,-468281.21545300074
8125,-924939.0613311224
7,-59762.99126298225
765,-96553.88857294805
775,-68062.23528218278
837,-20207.41921036217
845,-46953.626411080324
1084,-175408.86201152846
1448,-129393.19858274685
1533,-100604.82687072619
1564,-107881.27943010099
1565,-136384.95950867917
1586,-34870.39768860255
2032,-189212.12450165342
2384,-141982.53037817005
2588,-222400.0952650742
2942,-27318.22182453722
3575,-77626.45973302895
3629,-133510.79980241586
3671,-52708.93515182819
3814,-107054.40192005225
3824,-17838.0543960306
4049,-59299.25323885754
4148,-164127.04543626678
4229,-110460.76707315276
4237,-44374.96404382551
4483,-101963.41268268312
4666,-39493.620935160536
4960,-19359.62371729881
5279,-166201.0441093345
5468,-146569.46690947676
5667,-164628.9003296757
5701,-88388.11114839443
5727,-71041.3293416838
6129,-165743.40320763335
6150,-45073.06152969393
6160,-118545.3298314177
6933,-25792.202592181085
7142,-15313.007487264107
7387,-40087.37366638137
7468,-6381.846036382889
7937,-22680.137500872617
9,-762010.1735258338
44,-795288.1483329926
54,-652418.0424603885
156,-748385.7819499223
471,-934166.6893813408
472,-687196.8865143327
611,-862005.974851726
721,-704561.6829816047
907,-515636.0894562897
933,-832356.7497234322
966,-920107.1731401834
1003,-772840.2017386043
1045,-648286.0339501128
1087,-1033902.7069395375
1207,-728882.3919704051
1232,-875166.4374291654
1271,-806923.7806393483
1283,-1019911.2412665588
1355,-738165.3112137978
1375,-1105051.760280556
1408,-685015.0042326042
1424,-888317.7085773189
1453,-625464.5611548551
1590,-777747.0867304772
1632,-688186.5020996383
2167,-804607.0627994438
2176,-599567.6667819804
2273,-571587.346485562
2639,-915945.4995208121
2716,-695583.3416048447
2786,-734852.4689925372
2882,-574650.3171124103
2927,-973394.8893292015
3238,-662992.6271842077
3356,-647759.6690628274
3398,-892686.8214699763
3523,-608039.4739538012
3534,-739104.5265476998
3543,-987726.9349149751
3544,-848362.3629405296
3784,-546884.2664810199
3949,-722751.2712334811
3966,-1139675.3438979003
4135,-785032.2330365692
4206,-693411.5174541184
4311,-767525.4564979118
4318,-565558.2203846314
4345,-821512.5159898474
4364,-1014208.0946208877
4445,-631753.8729187887
4476,-656313.4993629215
4587,-799222.3673761416
4596,-796985.6552214548
4600,-769086.5236832352
4680,-742513.1603048285
4723,-862146.3539006292
4847,-651306.481700766
4867,-1037225.4774798509
4926,-543553.4184753537
4987,-974781.7474254768
5021,-676068.7769754966
5078,-752780.1190812397
5263,-955242.538957904
5541,-652814.8108972448
5595,-605560.5866860899
5658,-526312.1126423578
5955,-744813.8822298225
6026,-978599.3405123573
6093,-726158.3839750038
6122,-648279.8013474258
6149,-764067.3638906031
6157,-653551.3268099647
6438,-864546.334501157
6533,-1159361.5564016576
6719,-763406.1669694785
6734,-875646.6849198088
6779,-741109.1389091378
6826,-852368.7936011582
7028,-730327.6047160754
7069,-737555.9634062694
7154,-972141.596529743
7754,-529297.1737301315
7890,-730593.8726846107
7898,-603289.4051809418
8016,-689885.9493486935
8035,-947726.3100593009
8052,-638626.1541042379
10,-6293.249983878866
69,-27215.223317855543
326,-3273.2103903186853
362,-31938.12209117118
656,-24133.829089912007
2154,-23771.680991881363
3132,-18508.41156661283
3452,-4072.3554807412843
4175,-22775.830424597876
4569,-7244.131031602828
4705,-7238.065369159025
4820,-17254.353015400324
4971,-32682.589942328468
5243,-14198.287616602072
5716,-652.7224972366774
5891,-18062.201555352785
6983,-2922.0291833943793
11,-9335.518157004619
355,-19178.074514435746
843,-2608.8660845511417
2302,-27189.35308578582
2416,-4677.882103828276
3046,-18223.27917140775
4495,-30581.04840967634
5020,-13080.954093790815
5639,-12749.265242584992
5717,-14861.568271030616
5943,-12159.459918334658
6419,-16347.666878320135
6843,-11233.661092138413
7012,-16487.665188895637
7664,-14750.861800652077
7922,-11549.300582587062
7955,-43543.802434901634
8187,-4781.8094086089095
12,-54500.19589806784
302,-84052.88435899829
379,-75810.55427761386
461,-140995.64075846368
480,-35399.23887301257
801,-197176.00550926384
879,-155640.64824110412
883,-25426.335871219533
914,-100567.80748753888
1182,-34068.15187571321
1190,-77876.073812881
1290,-138877.3306101843
1537,-55098.47272744064
1608,-63484.85285257235
1814,-24234.51897842842
2132,-26745.122928136654
2519,-45346.84909707323
2526,-99532.77395262403
2573,-82480.78883144629
3080,-174059.2771008451
3194,-34358.357089999496
3303,-106607.36471479574
3312,-37552.96289916917
3476,-99561.64446462167
3569,-58564.290444342405
3609,-28534.72352984892
3725,-26110.765180452763
3851,-26780.024144629424
4006,-76893.43684165596
4146,-62852.80943337971
4301,-57265.38071569366
4640,-37787.57935901012
4690,-39246.057965630884
