i,j,kappa_ollivier
2972,3829,0.603366
559,713,-0.116356
454,3440,0.162709
3576,4060,-0.29999
2258,3994,-0.30118
108,2772,-0.142562
2756,3193,0.481525
507,3307,0.0446767
584,2443,0.226173
933,1338,0.035064
636,753,0.275607
2282,2436,0.218244
1615,3302,0.347606
3063,3794,0.110697
2679,2843,0.011228
3852,3973,-0.119334
48,86,-0.219415
1043,3014,0.212729
274,2175,0.191258
771,3666,-0.114349
1871,3763,-0.178338
3157,3200,-0.085813
2000,2925,-0.694244
2057,4036,0.534798
601,2029,0.375044
781,3947,-0.0126904
1646,1651,-0.283939
3081,4037,-0.238851
491,3961,0.0620938
2855,3612,-0.0168434
641,3249,-0.126295
3426,4018,-0.234394
589,3554,0.150866
1303,3566,0.00513147
1894,2976,0.126652
3025,3505,-0.178895
2948,3661,0.111191
208,3521,0.22285
822,949,-0.140105
1473,1791,-0.138311
1509,2787,0.443183
442,3667,0.0218284
359,2275,-0.393203
44,2212,0.0631992
715,3181,0.523588
2327,2743,0.306828
2199,2753,-0.14496
1694,2814,0.129302
516,1153,0.147173
3146,3490,0.0356779
312,3340,-0.122054
627,3407,0.301255
2018,3576,-0.382078
3278,3699,-0.277949
3066,3878,-0.499197
108,3286,0.250785
2387,3055,-0.260634
2191,3764,-0.254116
385,1561,-0.405964
299,3557,0.00271076
2058,2140,-0.281717
436,3142,-0.015077
3116,3177,-0.0763271
2458,3564,0.164652
2,216,-0.254799
1769,2204,-0.275215
2322,3377,-0.114083
1700,1956,-0.0361753
1433,2857,0.079619
121,1991,-0.0474403
2375,3885,0.10435
1749,3094,-0.02091
821,2614,0.152682
2058,3365,0.0316335
1488,2216,0.175288
1350,2137,-0.0611722
2926,3218,0.113594
2785,3276,0.0427789
318,2160,0.0583512
1727,3650,0.0270908
919,3958,0.0711788
2029,2695,0.593273
834,3721,-0.0923136
270,1036,0.0874324
1041,2016,-0.137169
3048,4047,0.00689274
2494,3438,0.270782
1629,3420,0.0413203
932,3983,-0.0491073
665,3529,0.0847718
13,2758,-0.0266072
17,3422,0.424026
2805,3219,-0.0827247
2325,2661,0.162772
388,2805,-0.267186
2306,3105,-0.16194
1456,3880,0.0180065
726,1197,-0.379364
1186,2583,-0.37932
1631,1938,-0.340888
1400,4076,-0.0893197
351,3594,-0.257888
536,2672,0.138337
1730,2402,-0.182909
2883,3848,-0.0804288
915,3698,0.0135916
943,3832,0.153755
2431,3479,0.108488
1714,3324,-0.0349209
2692,4013,0.101884
1416,2222,0.288324
3236,4043,-0.552205
1003,1528,-0.230652
1576,3485,0.135951
720,2770,-0.193638
1657,3917,-0.131415
2573,3828,-0.143594
2627,4048,0.135658
2059,3356,0.0647041
629,800,-0.108913
1432,1500,-0.0595737
2639,3094,0.190174
2600,2643,-0.23042
2066,3328,-0.11346
916,1791,0.252407
1141,1730,0.592156
2801,2981,-0.366097
1314,1617,0.507468
1580,3366,0.526928
472,1501,0.585679
395,1774,-0.0379549
822,2969,-0.0621931
1854,3583,-0.0805432
562,3764,-0.184232
326,3452,0.13544
766,1766,0.251089
2227,3630,-0.240149
1594,1924,-0.168686
1281,2708,0.0284126
2560,3599,-0.00369334
3268,3718,-0.0575619
148,1337,-0.0506486
558,971,-0.173177
1529,1833,-0.0631803
3778,3947,0.541544
13,2332,0.185293
291,2460,-0.165786
2003,2083,0.10636
3071,3566,0.14106
1791,2113,0.0785396
279,297,-0.046493
187,1602,-0.129365
950,2768,-0.140885
790,3242,-0.174151
1436,2491,0.212548
252,2357,-0.301972
3193,3882,0.0258983
104,1875,0.274181
1503,1668,-0.0708602
1595,2149,0.454141
3267,3466,0.229106
2316,2696,0.0198616
1054,1164,0.088338
3039,3963,-0.0118005
163,1344,0.28137
618,2538,0.396863
2136,3266,-0.00810733
1807,3860,-0.341588
26,2915,-0.524206
713,1412,0.426416
2296,3579,0.0198921
1051,1932,-0.0774179
685,3934,-0.166186
94,422,0.057443
3064,3650,-0.0887799
2243,3294,0.0469145
2277,2529,0.027548
831,3666,-0.269439
3285,3899,0.0564289
598,4062,0.173526
100,1740,0.131092
1388,3343,0.341458
862,2910,0.0717938
0,1504,-0.0383086
547,815,0.233431
276,1973,0.0953292
1006,2215,-0.324313
1589,1817,0.223648
1359,3240,-0.0908638
1563,3589,-0.0889247
1615,1885,0.342474
2891,3000,0.217688
707,2411,0.078381
39,2874,-0.0791773
288,1179,0.0629462
2547,2743,0.0851019
1045,2904,-0.314752
2639,2786,0.0921119
2858,2902,-0.21032
1337,2023,-0.16551
1332,1791,-0.481106
1011,2474,0.0899481
808,3410,-0.0867698
3156,3270,0.0671289
685,1047,0.0318089
1899,3644,-0.0605582
1607,3329,-0.0424236
2776,2909,0.0994066
9,2029,-0.200008
942,3749,-0.286985
616,3006,0.0364502
1622,3761,0.139627
2212,2270,0.199597
350,3047,0.169409
2636,3421,0.569271
224,608,0.422608
2190,3028,-0.102521
1084,1272,-0.48271
1288,3365,-0.103689
383,1453,0.123341
2264,2282,0.0186667
932,1355,0.119548
2446,2481,0.00196735
2776,3782,0.180888
901,2045,-0.35799
1827,3494,0.327686
1468,3519,0.26989
2675,3639,0.106322
2066,2122,0.163416
877,3956,0.330997
1287,2231,0.0305357
1929,3784,0.00230186
1941,2221,0.119674
2902,4013,-0.0775774
75,3303,0.383135
2057,3572,-0.161889
381,2066,0.108375
932,1040,0.0469658
204,879,-0.153367
1496,3078,-0.332844
784,3508,0.0733994
823,3985,-0.163282
1185,1860,0.0932437
1653,2924,0.0859951
1359,4084,-0.152448
2281,2966,0.0632949
2426,3667,-0.0524426
24,877,0.163773
952,4036,0.412205
897,3389,0.179072
1059,3039,-0.0869608
297,2919,-0.351976
1585,1668,-0.132764
1301,2577,-0.267401
239,949,0.0292456
2598,3051,-0.195941
629,3597,0.175393
2025,3820,0.290952
1174,3508,-0.0307655
1361,3844,0.0109758
779,3526,0.0709493
2766,3783,-0.0667846
973,2216,0.0446575
646,2811,0.0740727
667,2583,-0.0839563
2167,3859,0.44052
703,3119,-0.0597469
847,1075,-0.155955
873,2454,0.0850344
959,3549,0.189236
733,3432,-0.251396
818,1382,0.0280915
716,3744,0.0818638
900,2470,-0.100649
3347,3955,0.206355
1372,1715,0.0278624
542,805,0.383453
352,3377,0.169011
397,3710,-0.0846428
247,2323,-0.20639
2126,2359,0.430127
3266,3833,0.316971
15,3798,-0.0974989
2476,2841,0.00627079
118,2773,0.132627
2059,2802,0.448672
1437,1617,0.279945
3378,3477,0.0550225
1184,1610,-0.0114592
2124,3860,-0.130852
2772,3947,-0.360478
1002,1115,0.26821
2116,2711,-0.299115
2247,3423,-0.138181
1030,3357,0.399222
1578,3397,0.135995
792,3900,-0.187256
2788,3507,-0.0167137
429,481,0.2879
155,2350,0.120311
2342,2444,0.141711
1713,3952,-0.126
2034,2441,-0.230761
2469,2487,0.344618
89,3481,-0.270034
2186,3934,0.0487608
1331,4040,0.0552822
1558,3698,0.298574
615,1785,0.190472
1919,3017,-0.176008
400,3048,0.405558
2296,3232,-0.0198727
1937,3579,-0.108223
1184,1885,-0.307893
20,1019,0.00056744
29,3150,-0.314439
750,3079,0.222373
1481,3581,0.0584742
2837,3281,-0.308662
328,4029,-0.00411249
1228,2361,0.0592237
1398,2686,0.0401915
3250,3324,0.113498
937,1441,-0.0159051
2540,3818,0.16944
949,3693,0.0546391
855,3340,0.275724
974,2060,-0.107018
2000,2244,0.419247
3256,3527,0.095854
1305,2355,0.0862837
1419,2309,0.120601
648,1305,-0.0904663
2166,3446,0.092978
1715,3876,-0.160099
749,2997,-0.130885
1691,2490,-0.133332
1442,1560,0.363266
1412,3833,-0.0955665
1594,3246,-0.542044
1026,2403,-0.0536033
1881,3867,0.496987
635,2613,-0.0513998
2746,3089,-0.320617
439,1942,-0.325802
2783,3308,-0.00893511
815,4066,0.0145284
324,635,-0.12554
850,2959,-0.392545
2604,3636,-0.136545
1773,3187,-0.0460265
1486,2495,0.174006
690,1126,0.157359
504,2730,-0.0216027
516,2168,0.204975
2008,2212,0.0240735
24,474,0.177562
622,1229,-0.203343
1704,3024,0.0921458
2169,3804,0.266254
452,3602,-0.307676
3605,3772,-0.160816
2286,3765,0.113261
2411,4029,-0.429273
2087,3415,-0.338633
1111,1483,0.340449
906,2540,0.0709978
2668,3120,0.00679961
2715,3149,-0.0831497
135,325,-0.0704529
1580,2274,-0.0550451
322,2769,0.12184
574,3656,-0.0250875
172,560,-0.0374271
769,2638,-0.109624
2025,3171,0.362459
3583,3758,-0.0382118
1875,3051,0.049185
1261,4047,-0.0179646
937,2190,-0.070092
1396,1580,0.0258253
1393,3210,-0.0798904
2651,3165,-0.644423
2625,2813,0.0832314
932,1974,0.127281
1313,1734,0.120537
53,1700,0.0926523
1649,3883,-0.0460407
402,2241,0.0120223
1352,1669,0.401723
3147,3457,0.471615
699,765,0.499291
2789,3016,-0.295556
2783,3586,-0.0296202
2451,2937,0.206148
613,1075,-0.148885
1045,2571,-0.175574
1370,2451,-0.0599363
1224,3981,-0.123606
2243,3015,0.233872
2093,3923,0.12645
1856,3657,0.055599
247,311,-0.00688596
1487,3871,0.449778
3264,3311,0.0948252
1054,2044,-0.0369791
1959,2202,0.491408
3638,4082,0.393314
499,3163,0.34535
588,2758,-0.472419
1274,2111,0.132302
1705,2135,0.282783
3627,3836,0.067957
3242,3903,0.200287
2748,3329,-0.0507241
1612,3423,-0.0322791
216,4076,-0.0223863
250,1969,0.108619
564,2308,0.00642222
1307,3068,0.0909795
814,2206,-0.411596
1172,2860,-0.461989
1191,3466,0.198088
1076,1082,0.0667007
3144,3838,-0.116943
1565,1937,-0.360503
985,2717,0.3601
1839,2115,-0.00296267
1404,3449,-0.00142292
2903,3093,0.537353
2316,3865,0.467052
1879,3383,0.0554382
586,2464,-0.105646
648,2375,-0.191232
62,1525,0.0376537
415,673,0.283312
847,3859,0.18833
908,3405,-0.0536586
252,2519,-0.332143
749,3337,-0.0150341
585,2375,0.0150847
1573,1683,-0.275135
337,2729,-0.694098
310,1214,-0.101669
186,1013,-0.0434182
2538,3639,-0.0147912
154,2257,0.02494
73,436,0.15489
1573,3486,-0.328067
2333,2874,-0.14332
268,2219,0.0786148
341,3820,-0.0654157
948,3610,0.286478
3337,3427,0.384365
537,3351,-0.0587017
271,1184,-0.0239693
1538,1879,-0.352496
1155,2967,-0.0372087
818,2041,-0.273612
892,3393,-0.0533595
1045,3265,0.193822
1829,2793,0.144706
3506,3515,-0.0415731
420,807,-0.317131
440,753,0.256913
2350,3964,0.13518
601,1549,0.27494
79,3083,-0.163293
98,1733,0.140828
1375,3086,-0.0407442
1228,1539,0.55536
2022,2600,0.231009
1973,2782,-0.104194
2467,3976,-0.0653305
990,2028,0.200421
2540,2941,0.289093
1839,2941,0.0371093
455,650,0.365036
2458,2828,0.0816144
623,3999,-0.0207973
2951,3159,0.544355
3040,3544,0.153991
1912,3794,0.450907
3620,3671,-0.438824
3776,4075,-0.181935
2685,3813,-0.378404
1786,2379,-0.061256
2331,3093,0.118201
4055,4081,0.264422
3995,4004,-0.000107017
2410,3083,0.196355
1156,2333,0.169362
1331,2345,0.0983642
2056,4081,-0.172207
2460,3336,0.136316
812,1115,0.244328
287,447,-0.00604852
1822,1828,0.393896
1149,2837,0.502793
1417,3531,-0.396339
1651,3336,-0.0258798
937,1424,-0.0750807
540,3529,-0.211439
1130,3129,0.397279
26,1496,0.0437608
0,1889,0.22569
2329,2455,-0.28783
461,2720,0.255021
1309,2932,0.142775
1055,1937,0.294262
1985,2224,-0.0452952
2423,2655,0.281048
20,3711,-0.0386395
2122,2672,0.119692
2028,2600,-0.159804
1109,1574,0.101584
22,1914,0.284325
1762,2808,-0.181289
1080,3209,0.118605
3033,4047,0.321788
830,857,-0.0793807
17,3314,0.0985814
2537,3945,0.204952
1449,3821,0.0827004
664,3475,0.0562159
1649,2598,-0.0648515
2653,3449,-0.336885
1800,3392,0.383691
1562,2337,-0.261937
901,3912,0.275863
574,2904,0.0115386
1535,2427,-0.480728
1474,3750,0.26302
784,1340,-0.319219
949,3859,-0.305017
250,3773,-0.51531
1708,2924,-0.0187165
3481,3888,0.430062
863,2793,0.256606
2281,3547,-0.22963
3257,3766,-0.309292
987,4032,-0.0592947
1046,2745,-0.00799143
2392,2566,0.0901531
971,1936,0.172882
1654,3642,-0.181959
662,1077,0.0672019
207,3797,0.160959
643,2541,0.00883082
464,1846,0.242982
1069,4010,0.357971
365,2451,-0.209009
3816,3857,0.0572859
3329,3922,0.291998
1889,3068,-0.337362
988,3148,-0.0796811
3419,4009,-0.327706
2122,2730,-0.123161
661,3275,-0.243536
1207,3543,0.299213
50,420,-0.30148
528,1755,0.0781077
141,1777,-0.0292669
2421,3216,-0.0919283
57,1139,-0.326352
655,2867,-0.0159809
333,1485,-0.033855
1037,2569,0.276389
973,1839,-0.196361
1806,2903,0.188686
20,1691,0.354514
835,2599,-0.040613
288,1603,0.0243125
522,2091,-0.141721
38,1477,0.0468868
2131,3781,-0.00901518
772,2167,-0.269507
1301,1934,0.0684291
1699,3196,0.0809378
1163,3520,-0.309277
2163,2467,-0.665535
1437,3852,-0.0916976
1957,2966,-0.11545
1245,1533,0.0192074
253,3059,0.286136
505,796,0.129673
158,1085,-0.0178513
964,2177,0.196113
1550,2852,-0.485375
216,3794,-0.0597775
1990,2508,0.165509
640,2035,-0.0108545
677,796,-0.0219536
901,1812,-0.00723509
1489,2681,-0.40743
32,339,0.0218522
403,1503,-0.140402
898,2867,-0.115886
1505,2522,0.345397
1827,2673,-0.102748
892,2996,0.144015
94,2311,0.127117
700,796,0.447794
1941,4029,-0.358332
304,1147,0.199217
2317,3485,0.230445
741,1217,-0.289213
2008,3473,0.407074
1530,3745,0.27218
1166,1788,0.112681
1217,3448,0.550249
553,1051,0.263962
3566,3970,0.083315
118,3704,0.195234
2547,3583,0.186605
2315,2625,-0.331837
403,2301,-0.125622
2052,2610,-0.0399543
3905,3979,-0.0855551
1104,1352,-0.188069
698,2307,0.372778
1395,1607,0.267869
148,2072,-0.135278
777,2783,0.297444
373,2717,0.377703
851,1061,0.18148
3668,3823,0.034942
1781,3968,-0.243685
1222,3099,-0.153521
38,3177,-0.0343694
586,1076,-0.248814
1008,1086,-0.30119
2875,3947,0.0941742
397,3446,0.288036
875,2339,-0.173471
21,1105,-0.0554463
116,1069,-0.334358
2838,2916,0.0321123
2017,2700,0.208147
3022,3345,-0.0476295
536,3063,-0.310376
287,3665,0.207233
898,2517,0.0474303
547,3949,-0.00320183
2170,3648,0.531177
292,1541,-0.143105
3348,3488,0.247842
1280,2500,-0.300723
3476,3634,-0.143902
172,1662,-0.00830916
171,198,-0.419802
1371,3086,-0.16457
533,2419,-0.200626
2434,3365,-0.00418946
356,1268,0.18643
417,1514,-0.0958591
2095,2163,-0.0492408
835,2831,0.123772
1191,2951,0.415019
2634,4059,0.0366924
1331,3457,-0.095243
1807,2057,0.384147
680,1678,0.266419
56,1988,0.0255593
1471,2202,-0.00928428
1382,3507,0.0466256
454,1354,0.133204
905,1420,-0.0822929
109,4047,-0.00253566
2079,2723,0.174306
1802,3604,0.340607
2638,2997,-0.00381834
1087,1424,0.46632
2485,3446,0.0199093
2112,2413,0.0663654
666,3057,-0.268974
2705,4023,-0.0632495
658,911,-0.0383945
2493,3431,0.0425585
1336,1616,0.536909
1219,3226,0.05887
1981,3279,0.0717459
1003,3636,0.189182
3054,3073,0.182576
2598,3356,-0.0724976
557,3826,0.425151
208,2913,0.127189
2386,3406,0.0874038
536,2958,-0.134958
1872,3995,-0.255312
1091,2522,0.0477916
2477,3823,-0.90067
1423,3325,0.234547
1897,2403,0.0392599
2,2714,0.439721
3875,3932,-0.198639
2210,2579,0.329566
1477,2730,-0.030316
654,1161,-0.219955
49,2137,0.389856
3364,3794,0.0350517
1408,2542,-0.0835181
3371,3487,0.393745
860,3315,0.0130286
1207,1375,0.140906
185,3316,-0.106149
2455,3498,0.16229
1521,3550,-0.16115
666,2096,-0.301413
2158,2935,0.286708
2568,3859,-0.0506346
534,2793,0.289941
3255,3897,-0.302525
1041,1729,0.136029
1214,1646,0.0179091
1638,2933,-0.649842
1212,2427,-0.0483253
366,1395,0.220689
312,3905,-0.13342
2329,3498,0.393966
199,3914,-0.107305
122,4035,0.0989482
434,3936,-0.0416563
629,1013,0.0180205
85,2468,-0.0161996
713,1827,-0.0954324
353,3590,0.334917
2080,2698,0.369627
675,2540,0.106315
321,939,0.224463
86,1509,-0.0995605
2743,3969,0.10294
1527,3354,-0.142812
2111,3506,0.0179305
2343,3411,0.201527
3448,3983,-0.378942
2943,4036,0.249526
925,3877,-0.126017
140,933,-0.0234682
1420,1727,-0.0732636
785,2877,-0.232814
3150,3860,0.319384
214,1037,0.183694
33,2165,-0.127485
743,1453,0.0997802
2119,3736,0.110214
252,1970,0.107957
1979,2031,0.0851564
3940,4015,0.00450475
175,1922,-0.144597
1396,2635,0.0596871
2630,3489,-0.182626
1677,2861,0.159671
165,2623,0.200367
3315,3673,0.115113
960,2508,0.345208
2368,3016,-0.26392
113,3248,0.0331502
213,3187,0.0576499
1131,3859,0.329656
245,374,-0.0730437
770,771,-0.122338
2305,3015,-0.0379063
316,1035,-0.449867
330,2045,-0.0304338
829,1223,-0.315805
2389,2689,-0.316336
1508,3326,-0.00340625
666,3133,0.165833
680,3970,0.0870037
2347,3829,0.50636
898,1964,-0.0228931
2733,3665,0.167742
3481,3781,0.37897
630,1665,0.092947
2634,2818,-0.162471
2632,3424,0.215401
1669,2316,0.484832
346,1412,-0.0406787
3912,3944,0.0443876
2788,3378,0.210603
1382,2375,0.167864
1929,3683,0.436447
1737,3092,0.11861
341,3493,-0.269758
585,2663,0.214534
636,2012,0.0222225
2550,2738,-0.415691
1599,2184,0.0892665
2203,3967,0.0461127
1274,3976,-0.00724537
550,1788,0.446197
2411,2471,0.568039
3068,3572,-0.0986068
1828,2405,-0.376373
1355,2005,0.130008
1183,1260,0.0999069
2551,3109,0.0836458
1223,2237,-0.330944
1439,2780,-0.0580837
1653,1800,0.428863
1763,1823,0.0813683
1218,3216,-0.248071
3183,3944,-0.0853095
866,3468,-0.282936
2675,3554,0.184675
2511,2689,-0.17177
762,1982,-0.456437
1456,1688,-0.194303
2553,3071,-0.0671351
917,2719,-0.273532
1390,2823,-0.162767
1888,2075,0.03375
1859,2778,-0.0634228
1574,3707,0.126561
0,318,0.087439
97,110,0.350474
1045,1920,-0.0685467
3015,3776,-0.0888634
44,2927,0.333961
2293,3968,0.334633
455,3486,0.37729
1117,3420,0.26088
15,2993,-0.137688
1111,3525,-0.178721
792,1172,0.294789
767,3652,0.015616
1181,1570,0.0255613
57,294,0.235062
1006,3550,-0.0533
2592,3149,0.319467
2248,3242,0.172837
2612,3431,-0.234839
2741,3918,-0.158974
2748,3324,0.030463
536,3264,0.525061
305,3819,0.0855362
104,3678,0.374752
1940,2705,0.224073
1371,3043,-0.0758121
542,3395,0.0221617
472,3508,-0.0915147
958,1924,0.484919
1423,2595,0.411584
2848,3264,0.0429205
901,3486,0.189781
1111,2959,-0.181928
294,2190,0.108095
2738,3328,-0.190667
1590,3529,0.0680792
2723,3304,-0.480409
775,3739,0.421259
243,3241,-0.113181
1223,2100,0.103554
2059,3523,-0.0949357
610,3568,-0.562689
2097,2339,0.0090194
2786,3956,-0.115175
310,937,0.204766
3009,3726,-0.127323
1111,1411,-0.174832
102,3206,0.0227732
2786,3327,-0.112312
1489,2938,0.127413
247,3937,-0.450347
158,3364,0.0535637
1259,3357,-0.281332
1337,2576,0.354073
1783,2295,0.415946
1679,2867,0.284891
400,3858,0.0408645
810,1759,-0.16081
3097,3911,-0.132368
3707,3904,0.372408
3653,3906,-0.0483065
1495,3507,-0.0315349
155,3420,0.151173
1132,1236,-0.036185
2335,3921,-0.151206
115,3589,0.289568
2461,3938,-0.0334141
2693,3170,0.0926849
516,3973,0.117629
1232,2786,-0.159631
2186,3958,0.0780958
786,3601,0.0218612
532,2640,0.287834
143,2442,0.0134343
1554,2858,0.0682373
1845,1973,-0.198911
3009,3673,0.171847
2778,3508,-0.0487221
2203,2491,-0.24576
792,2301,-0.117237
1772,2013,-0.000306657
1069,1956,0.00533123
1561,1782,-0.0826714
510,3904,-0.125392
442,1924,0.00453491
1269,2356,-0.0924611
263,1966,-0.366867
2018,2655,-0.216122
2747,3034,-0.184995
140,2657,-0.331847
2536,3408,-0.139203
1587,3766,-0.158937
948,3588,-0.310868
273,2268,0.728593
1581,2191,-0.277576
2183,2848,0.105292
1783,2655,-0.3814
436,2175,-0.114729
454,2632,-0.361021
2050,2930,-0.503325
2639,3936,-0.209327
696,2717,0.20209
2095,3564,0.0227325
1565,2032,0.0186763
2746,3984,0.065592
690,2779,0.0407189
2658,3789,0.135023
3301,3389,0.038629
2334,3226,-0.181226
889,2679,-0.31881
873,2131,-0.275749
217,1259,0.0827253
961,2955,-0.375706
1759,2443,0.290154
1217,2083,-0.213178
2784,3752,0.0288055
287,3446,0.196677
372,3763,0.161132
1659,3265,-0.0133323
1714,3342,-0.0813843
1413,2320,0.174845
1338,3943,0.196481
668,2208,0.0246288
1207,2029,0.0746795
1314,2695,0.0889653
2993,4079,-0.168777
68,197,-0.00692144
1132,2904,-0.151201
597,2896,0.440809
1345,3089,-0.0506201
3305,3852,0.0864898
3424,3596,-0.697778
504,952,-0.049102
1816,2087,0.0654374
127,1745,0.046482
838,3001,-0.22628
703,3684,-0.116351
1449,2112,-0.24147
542,2969,0.52223
274,2209,0.0972732
371,1944,-0.0493042
155,1629,-0.0699706
875,3614,-0.0254188
3386,3993,0.0557051
509,2811,0.0408817
1061,3094,0.106845
36,2857,0.591721
1306,2872,0.0202268
367,2085,0.0425398
1134,1576,0.143554
1876,2055,-0.398726
1999,2418,0.070978
60,3589,0.104239
1250,3858,-0.640302
745,2279,0.313397
2448,2664,0.170091
753,3995,0.12845
721,933,0.385784
2519,3145,-0.419963
2329,3651,-0.111252
934,1361,-0.451516
2541,3706,0.129228
2062,2858,-0.089914
3423,3743,0.232858
486,3605,0.253033
48,2713,0.113226
1465,2551,-0.264397
2860,3693,0.265224
2350,3710,-0.109607
121,2209,-0.00733292
922,3859,-0.156004
600,1352,-0.0812554
172,1116,-0.0971806
1044,1186,0.18809
709,2665,0.150997
3333,3976,-0.0831633
985,1234,0.304043
151,2103,0.212279
1963,3647,-0.208117
20,358,0.131498
198,3190,-0.438185
1527,2418,-0.168002
985,2743,0.155769
1393,2759,0.254845
357,2269,-0.196258
49,358,-0.170614
1079,3265,0.265354
1512,2746,-0.306849
830,3110,0.0817206
1485,2096,-0.0531989
2228,3008,-0.231553
323,2852,-0.216205
2075,2186,0.134817
3033,3287,-0.326178
2389,3232,0.0622871
279,3266,-0.136586
657,2308,-0.565532
698,2828,0.0338281
2175,2612,-0.15436
1923,3240,0.00592343
2654,3889,0.0301012
56,1231,-0.199747
109,3896,-0.15456
892,2221,-0.166273
1133,3608,-0.208125
1257,3544,0.349824
2111,3976,-0.131191
1556,3502,-0.428686
545,1239,0.352759
48,2317,0.0283702
1326,2151,0.34821
1354,4079,0.159526
1371,2884,0.0746873
3478,3748,-0.0184397
1122,4012,-0.85514
851,2175,-0.0427222
2178,2376,-0.0630511
1005,2023,-0.0413039
181,609,0.0541801
3488,3544,0.0303167
932,1386,0.0988245
1520,2422,0.312213
81,2577,0.539387
2602,3553,0.100145
1029,1606,-0.0265596
527,1898,-0.123053
1300,1340,-0.0641243
1554,2379,0.135246
468,3885,-0.0756626
279,1647,0.161631
1494,2242,0.0215796
2311,3974,-0.104279
3244,3883,0.203938
3485,3798,0.355243
812,3522,-0.0510927
1683,1799,-0.0168769
864,1156,-0.00857851
2761,3238,0.0991663
530,3093,0.0870187
1734,1769,-0.0790401
1167,1704,0.0411615
3144,3630,0.0393114
1240,3530,0.290133
1871,3909,0.176428
2481,2607,-0.274536
441,3368,0.221175
733,2226,0.219606
472,892,-0.362232
2838,2885,0.330505
2473,3109,-0.0964831
714,1413,-0.105727
472,2176,0.496638
1153,3582,-0.240889
2333,3342,0.173486
455,3101,-0.0381095
1759,2176,0.271942
499,1361,-0.260254
2692,3418,-0.172983
548,1361,-0.148793
1192,1504,-0.036107
205,442,0.101341
2622,3424,-0.2235
2402,3374,-0.10084
391,973,-0.142434
650,1872,0.269381
1192,3934,-0.131645
503,963,-0.109663
1197,3022,0.119733
1663,3496,0.249793
1648,3548,0.0609153
1129,3135,0.0425733
1828,2552,-0.412062
3814,3824,-0.388964
998,1524,0.304057
528,2672,0.381942
662,3366,0.19323
352,3353,0.0987213
440,3995,0.045138
651,3277,-0.00136366
73,3387,0.364915
3238,4002,-0.092114
3315,3631,0.0731429
965,1368,0.0233303
3147,3250,0.207027
2707,2746,-0.0362366
3242,4064,0.0491724
828,2353,-0.141252
3024,4005,0.094212
833,1738,0.0179265
72,3903,-0.355257
1386,2273,0.00624152
251,4005,0.0700025
2025,4039,0.328745
450,744,-0.572551
2185,3816,-0.250269
3134,3628,0.190685
1984,3760,0.0380565
648,3657,-0.10463
1521,2357,-0.0225374
2119,4042,0.126478
2012,2126,0.367634
471,3419,0.266588
576,4016,-0.18296
680,1617,0.0385986
808,2293,-0.0139501
88,1290,-0.097644
1629,3944,0.0925595
38,3270,-0.265526
976,3472,-0.660864
1655,2940,-0.247591
794,2939,-0.472288
716,3658,-0.166939
723,2543,0.173632
194,3944,-0.302651
623,3784,-0.0275547
1811,2634,0.124035
3317,3970,0.0956679
2111,3250,-0.171344
1224,1749,0.179984
1921,3196,0.180746
891,2266,-0.00512521
1740,3678,-0.0698524
1612,3277,-0.0561994
116,2311,-0.0558277
3177,3804,0.153845
1484,1553,-0.126151
1171,3083,0.22375
1560,2242,0.0924942
3231,4084,0.265051
2752,3012,0.0643776
2432,2741,-0.274741
2340,2615,0.552852
106,1720,0.205371
2311,2836,-0.157186
363,3863,0.167994
1885,2640,-0.103941
1917,3905,0.463856
118,519,-0.00522107
887,2365,-0.124437
2301,2468,-0.00191163
2446,2673,0.083772
1569,4009,0.383625
108,2919,-0.12458
2628,4085,0.107739
1521,3873,0.0206012
2279,3399,-0.115862
3605,4091,0.014346
140,3150,-0.267577
666,3944,-0.089251
1075,1679,-0.0820741
1812,3632,0.0972849
1579,3818,0.0311878
1132,3523,0.147502
1051,1117,0.00734548
1943,2770,0.194095
584,1096,-0.0158809
1710,3920,-0.176056
1085,3334,0.110728
3257,3271,0.207523
155,1816,-0.142839
2285,4065,-0.198654
489,2846,0.0263675
1957,2272,-0.00846416
1886,3559,0.29972
289,2027,-0.0280205
2176,3238,0.598078
373,2038,-0.0548846
635,2734,-0.192822
2884,3710,0.00886541
2519,2526,-0.0178096
455,3958,-0.108605
1554,2184,-0.39122
1219,3206,0.688637
1881,2334,-0.135866
70,341,-0.192844
630,2324,0.0729841
1895,3418,0.324913
2943,3289,0.178008
713,2103,0.133686
1899,3984,0.0509245
288,2541,-0.0138513
901,1779,0.00147804
1221,3996,-0.357453
577,3483,0.273413
408,2495,-0.0727987
292,585,0.398541
375,2828,0.0524782
1872,1881,-0.181841
3714,4020,-0.652286
1403,3612,-0.194328
273,1501,0.0716669
2333,3922,0.234976
1502,3059,0.00105049
2249,3748,-0.0568161
3239,3244,0.0559937
555,2996,0.15437
1474,3854,-0.254517
2554,3787,-0.524462
1485,2884,0.0180909
122,1734,-0.0504808
601,3130,-0.0274864
1266,2005,0.284301
2697,3382,0.0457606
518,1831,-0.395915
565,1006,0.329224
496,1585,-0.353986
630,3876,-0.0208488
145,1505,-0.50831
1693,3265,-0.13033
1149,3311,-0.221524
1155,2884,-0.0979772
1852,2392,-0.085283
1065,1346,-0.0102364
3505,3656,-0.273281
637,1427,0.247198
386,708,-0.148962
440,3289,0.00680102
716,1030,-0.18982
