i,j,kappa_oll,approx
3157,3764,0.31626276219551297,0
7382,8152,0.25368072443530065,0
654,4924,0.04582888941585195,0
2334,5597,-0.02465805352202688,0
3579,7893,0.28365295992419315,0
5557,5883,0.4440245801817916,0
2668,4588,-0.012501255964260771,0
5898,7154,0.09252815281684468,0
3789,5509,0.2927926755049979,0
4937,6534,-0.14839587783248698,0
2440,5658,-0.2599631740918671,0
245,5412,-0.054719030850928885,0
1352,7367,-0.1338112439697976,0
1084,6786,-0.1710896076492392,0
73,4095,0.14051103418245992,0
2267,5645,-0.30692764213431944,0
3679,7749,-0.3678960955458277,0
3831,6252,0.36956492918247086,0
1942,6826,-0.061888618391950034,0
273,5074,0.2732244058608265,0
990,6737,-0.3495538420505435,0
886,6931,-0.19962579216832066,0
2755,4190,0.07297524424077806,0
1156,7883,-0.20861137475125768,0
1231,1375,0.6318430591814266,0
2206,4958,-0.13785419383439135,0
2972,5557,-0.18438090479547786,0
4630,6085,-0.028165656368930092,0
6268,6920,0.2463566676583061,0
7282,7961,-0.12337099580486166,0
4465,7120,0.27881127164915986,0
2599,5726,-0.05093387806872163,0
5732,7577,0.025182130601598574,0
5091,6510,-0.0056807361326272066,0
7873,8111,-0.11952059980712626,0
2648,8112,0.1015021517048722,0
3960,5229,-0.01787763274198162,0
5638,8117,0.24964717406690573,0
3902,7491,0.2804691512115698,0
2295,7970,0.32932547149267655,0
2791,6846,-0.9868204402495249,0
629,3771,0.07634668925703769,0
2339,6912,-0.3828351175491378,0
218,4404,0.09947850763420174,0
6766,7309,0.10462526103624548,0
6911,6925,0.16666828297766734,0
2300,3797,-0.14944399407092113,0
4424,4596,0.24136460264742454,0
2166,4694,-0.022086545016399395,0
6938,7705,-0.05676259807105333,0
1599,4136,-0.0412450671387079,0
2517,3440,-0.04877674949900923,0
1038,4047,-0.23018256394866454,0
4746,6153,0.021315097067432953,0
1,5442,0.25717884762955,0
336,5313,0.18560716509180086,0
2104,5569,-0.3020507091657578,0
4149,7714,0.11128006853920835,0
1372,4112,-0.13375687282740034,0
3422,6373,0.4991317708066805,0
2696,5391,-0.32636480133758017,0
1859,5267,-0.05396685851704164,0
3079,3370,-0.08082629197830471,0
4188,5639,-0.6100081404559894,0
504,3889,-0.11217133733296336,0
5759,7596,0.2595575865445756,0
21,1649,-0.18137935908704517,0
6481,7600,-0.10209504155756566,0
4436,4704,-0.17180940409473489,0
5304,6352,0.23705048754515157,0
62,4629,0.24382292238977754,0
1735,4374,0.055376610282121264,0
2186,4638,-0.031165051499116636,0
1777,1944,0.26683848660647314,0
4005,5490,0.4040282456562936,0
331,5752,0.38251167515131546,0
4443,8083,0.36145080130256935,0
6816,7295,-0.29243610112947405,0
3274,4965,0.3476767494769424,0
1650,5642,0.5829261094531454,0
1759,3529,0.17735433498415143,0
497,791,-0.5555329185682087,0
3529,4517,0.4490678561493886,0
6461,7727,-0.008762157773755552,0
838,4060,-0.010632117356364823,0
342,7121,0.3868948607119118,0
526,4246,-0.03931453218201342,0
2622,4545,-0.0698217431356658,0
4851,5533,0.09997988750689601,0
1364,7430,0.03465082717721868,0
2963,4748,-0.22080748917605653,0
4374,4615,-0.22073483363197677,0
4360,7197,0.47309091662010005,0
763,3671,0.15184113284307343,0
1285,7655,0.0,0
1192,7618,-0.05695965034275052,0
515,7778,-0.38258533521174654,0
1288,3562,0.06382461970838871,0
98,536,0.1388041186089658,0
4618,8004,0.3169665554405262,0
1596,3593,-0.2774249732066363,0
5294,6096,-0.04982932208667279,0
1516,7322,-0.8857852160205941,0
2145,5515,-0.044456168844133837,0
86,5095,0.3018769319420366,0
1817,5077,-0.1204549357625555,0
856,4854,-0.4014004942903975,0
748,6158,-0.05922111544223774,0
3423,6481,-0.2117336341054934,0
4325,4922,-0.18524080389712694,0
86,925,-0.09422611670833003,0
553,5807,0.11475849799032878,0
1496,7288,0.3914873471373068,0
2374,4124,0.2562622035524277,0
2307,6408,-0.17826219255527587,0
6079,7672,0.00040640636377231587,0
784,7692,0.2409037475270378,0
2931,7909,-0.05674550301510295,0
1679,3493,0.2714821839705932,0
2151,5494,0.5156740449486255,0
1606,7695,0.08264536526433075,0
6045,7413,-0.09656384352521696,0
3995,4923,-0.12294032409940359,0
1592,4266,-0.44025430795605613,0
262,7430,0.19456413402979156,0
314,4395,-0.04878114888150509,0
3240,7635,0.3202956237345327,0
1817,7617,0.14043961153872409,0
226,3562,0.2998419977931529,0
770,6518,0.2582423273758705,0
3946,4085,0.34237656551924023,0
1535,1729,0.009958232387664356,0
2222,5552,-0.2208879400711976,0
1281,3704,-0.4929916987834242,0
401,427,-0.3602448400221785,0
3710,7231,0.09308755365133481,0
7220,7564,0.5487807472569857,0
3903,6516,0.5884658013024029,0
4821,7925,-0.5658274647359309,0
6029,6868,0.09572359959093302,0
3282,8068,-0.07114315308774777,0
5104,5807,0.1783754206358249,0
169,4233,-0.14342566470418783,0
1518,7509,-0.0616780218220081,0
448,1284,-0.24777312801389817,0
2259,8127,0.11223228989099787,0
1685,3089,0.08484125234432793,0
2823,6381,0.03855947549668137,0
5290,7699,-0.11981279614278928,0
6217,6621,0.03662367730091953,0
68,4627,0.1017200151774762,0
5275,5910,-0.05613598615384574,0
2389,4497,0.10988708217190346,0
2160,7061,0.21891995845128775,0
746,6179,-0.42672931556490834,0
2806,2891,-0.3585029595129401,0
370,6662,-0.041740130012559495,0
2014,3563,-0.021968286049613095,0
3405,4294,-0.6414754602077921,0
3771,4673,-0.02631891592225677,0
2359,7883,-0.17965084652523,0
3068,7618,-0.1074804609670752,0
1669,3505,-0.28455647713725396,0
4180,6704,0.2961272389885119,0
2699,7757,-0.21366138227759746,0
5450,7914,-0.3653902809091576,0
4131,4966,-0.4750641862434408,0
2322,3838,-0.05652924728987063,0
2730,4674,0.06429419690601734,0
1541,7436,0.29006786155822506,0
927,5257,-0.047962409250524196,0
366,1030,-0.10617478943507885,0
1017,5640,0.1944954255659186,0
3080,6209,-0.09019315004519046,0
5373,7104,0.18372865496993418,0
5008,6459,-0.12855131056852387,0
4447,6977,-0.1784839216000098,0
2497,6096,0.17550569708969876,0
5307,5994,-0.22585011039511338,0
1838,2347,0.5055461175988312,0
5935,6665,0.4160929775707711,0
855,1898,-0.3174749382482043,0
5077,6594,0.1436234751030523,0
16,7543,0.5116839132109439,0
2941,8020,0.12102354341334265,0
3021,5568,0.1262542658944943,0
3037,3934,-0.04727692869025568,0
1443,6322,0.5857177971813483,0
1423,7555,0.29216471341509276,0
3821,8094,-0.26530475702161627,0
400,3159,0.10321423122597129,0
1152,2937,0.23209364088403805,0
6085,7737,-0.23996028275636982,0
6046,6263,-0.003485862332012424,0
4671,6472,0.05811034749121691,0
5192,7802,0.03274577591760219,0
2621,4977,0.07740495393706892,0
166,2888,0.5662964945596862,0
1003,4670,0.412408292677957,0
6595,8171,-0.025317297191620902,0
235,251,-0.055418674134382284,0
505,2914,-0.16705711270373902,0
771,3493,0.019117246352511885,0
1804,1870,-0.3189727604378869,0
806,4498,0.09648698281788726,0
1762,3253,-0.34821029139396154,0
1691,2269,-0.40415172307578007,0
