node,kappa_forman_node,deg,deg_w
0,-195.97296198574878,7,2.4265622822795057
1,-13.173295036384031,2,0.8378763663027903
2,-283.6603895044948,7,1.989865417733737
3,-477.167578936203,10,2.679022354680863
4,-631.1643757472784,12,4.055058956872662
5,-183.0179627605369,6,2.1347279523163767
6,-934.9540404803776,13,2.809020575690804
7,0.0,0,0.0
8,0.0,0,0.0
9,-189.60578598485276,5,1.2591266822767417
10,-14.103333284318431,1,0.15148359703804626
11,0.0,0,0.0
12,0.0,0,0.0
13,-149.33447640253436,6,1.699244876996079
14,-150.07598161845186,6,1.6740732242921912
15,-475.516019479828,10,3.0494314674015883
16,-214.91318761585921,7,2.211202070349616
17,-110.69268890112969,6,1.7546048867231656
18,-6.6364705825019366,2,0.6290885389859255
19,-55.91888405197004,4,1.094392884106242
20,-85.78562151850954,4,1.0785583730539434
21,-162.47724456155436,5,1.2703726878464625
22,2.0,1,0.23639620548223855
23,-12.943457766032083,2,0.8171129015587335
24,-206.41918266849586,7,2.035842730216469
25,-2.2773375500554556,1,0.31039156661779693
26,-782.8216859321083,13,3.611250929776149
27,0.0,0,0.0
28,-253.593167338401,8,2.1822881433795183
29,-402.4920602340607,8,1.7467134656032821
30,-455.87334582327554,10,3.2798691528470565
31,2.0,1,0.1515814719195779
32,-228.44362030634872,7,1.9069694270836834
33,-291.6879121531783,8,2.09816639410812
34,-61.4360104275395,5,1.762924018974311
35,-15.457314488933864,2,0.6435772224297196
36,-94.97433501379457,5,1.4869911858851368
37,-660.8352762228875,11,2.8826070875867655
38,-296.77410311008333,7,1.426491662218845
39,-36.03102672897627,3,0.7983493055040862
40,0.0,0,0.0
41,0.0,0,0.0
42,-33.57699527075739,4,1.755775612604577
43,-304.36677813095633,9,3.749420249840531
44,-24.861054610303096,2,0.5524673852273594
45,-16.003919144063556,2,0.3766999769339082
46,-69.89099737490497,4,1.0114620246249628
47,-149.4336677643799,6,1.8222472629773252
48,-313.25697248332403,8,2.6632181687733327
49,-213.6465341240825,7,2.286479148501294
50,-48.405447914123336,4,1.0012661351206456
51,0.0,0,0.0
52,0.0,0,0.0
53,-437.21476316427174,9,1.8411605009730132
54,-131.46651796770945,5,1.2802145834478087
55,0.0,0,0.0
56,-1079.4559894759218,14,3.0049873630379182
57,-225.69988117158107,6,1.5133297689102543
58,-23.32575374078888,3,1.0139163032550045
59,2.0,1,0.24609491961637817
60,-464.2358077709008,10,2.800609758911921
61,0.0,0,0.0
62,0.1029435545820303,1,0.34006170906453553
63,-404.90702668757115,10,3.1017289593272577
64,-11.934167583598983,2,0.3975434088190881
65,-2.7899051159014108,1,0.24008707880109642
66,-24.339454569127724,2,0.3816673440352404
67,2.0,1,0.17936657188150212
68,-31.477648374974642,3,0.9805383029341401
69,-25.72243905158962,3,1.1155031960342066
70,-292.95201635540207,7,1.573788808998654
71,-90.64587293759554,5,1.1689291685462233
72,-1086.4051297338942,14,3.2186571442455265
73,-964.730800386146,14,3.8152639564314432
74,-478.0959274784492,9,2.5480773050869505
75,-157.6823736261363,5,1.1498125533434231
76,-0.7535213937793848,1,0.4347762858388567
77,-1.4520591944495531,1,0.40649522859851817
