i,j,kappa_oll,approx
1201,1393,0.9932692307692308,1
1191,3900,0.9987394957983193,1
248,2067,1.0,1
2713,3009,0.9991681521093285,1
1353,3004,0.9995532390171259,1
2772,3147,0.9951545311681509,1
1030,2495,0.9998834498834499,1
2026,2898,0.75,1
2406,2439,0.9583333333333334,1
1793,2594,0.9976851851851852,1
947,2311,0.9984243697478992,1
2248,2402,0.9982850609756098,1
540,611,0.998550061050061,1
423,3660,0.9981043710972346,1
28,1862,0.997960372960373,1
3070,3333,0.9993055555555556,1
1384,3521,0.9988541666666667,1
1429,3134,0.9965526751241037,1
3157,3979,0.9991862567811934,1
98,2579,0.996374865735768,1
383,3523,0.9991655969191271,1
343,1704,0.9946360153256705,1
1066,1242,0.9972587719298246,1
455,2186,0.9986368062317429,1
492,2337,0.9961983209250752,1
2181,3480,0.9971988795518207,1
2599,3711,0.9971949509116409,1
1696,2799,0.985897435897436,1
1474,2713,0.9995559995559996,1
772,1132,0.9992559523809523,1
1640,3955,1.0,1
1003,1401,0.9999375780274656,1
2152,3108,0.9964387464387464,1
1829,3211,0.9997635933806146,1
140,310,0.9999402771141902,1
1023,2781,0.9989881102959778,1
1474,2451,0.9997473790577239,1
1977,3565,0.9963768115942029,1
1453,3956,0.9996808510638298,1
900,3308,0.9985623921794134,1
1079,3865,0.9972339304531085,1
238,3036,0.9987335359675785,1
2517,3884,0.996723044397463,1
81,774,0.9777777777777777,1
1309,2633,0.9753787878787878,1
1373,2004,0.9996495654611719,1
901,2057,0.9993686868686869,1
1625,3488,0.9996945259042034,1
856,1507,0.9929824561403509,1
489,1897,0.9994047619047619,1
640,735,0.9991847826086957,1
971,2845,0.9972388403129314,1
403,2461,0.9988202488202488,1
2419,2956,0.9985675766767779,1
0,2341,0.9990783410138249,1
2632,3581,0.9985347985347985,1
830,2067,0.9955773955773956,1
1542,3240,0.9987637362637363,1
547,2029,0.9999019607843137,1
1297,4020,0.9996246246246246,1
1041,3879,0.996969696969697,1
731,2918,0.9801801801801802,1
1177,2161,0.9927884615384616,1
1556,3599,0.9978174603174603,1
3008,3514,0.9987627590473245,1
2006,3051,0.9956308610400681,1
6,2266,0.9995314591700134,1
2420,3033,0.9990909090909091,1
1629,2186,0.9994797988555575,1
2279,3631,0.9984215638659544,1
2954,3361,0.9990808823529411,1
2590,2871,0.9992673396287854,1
863,3094,0.9996223921457567,1
697,1881,0.9957180500658761,1
1491,1741,0.9973290598290598,1
118,603,0.9961597542242704,1
1632,3784,0.9984879725085911,1
2145,3743,0.9991351241351242,1
2499,3156,0.9985970819304153,1
659,661,0.9871951219512195,1
2356,3885,0.9988076311605724,1
177,1396,0.9970595442293555,1
1338,3620,0.9997479838709677,1
542,3886,0.9985341151385928,1
2585,3253,0.9946524064171123,1
121,1385,0.9968493150684932,1
186,3852,0.999549062049062,1
1013,3156,0.9991809991809992,1
2165,3720,0.9999021909233177,1
544,3781,0.9994720965309201,1
2500,3097,0.9839015151515151,1
1613,3970,0.9973262032085561,1
1610,2445,0.9975490196078431,1
292,931,0.9988038277511961,1
516,2718,0.9980060506050605,1
2355,3271,0.9993790362642822,1
185,325,0.9939491730536507,1
516,3493,0.9988695090439277,1
37,2847,0.9976229847044233,1
1694,1903,0.9976923076923077,1
637,3266,0.9987096774193548,1
3525,3934,0.9998914812805209,1
611,2917,0.9994074552898082,1
2688,2743,0.9998548199767712,1
33,1541,0.9984737484737485,1
2305,3781,0.9992156862745099,1
331,1317,0.9999474016410688,1
287,1580,0.9999331729484096,1
1300,2776,0.9981967213114754,1
1603,2072,0.9970856102003643,1
33,822,0.996031746031746,1
2458,3206,0.9983134920634921,1
602,2543,0.9971932638331997,1
2480,2673,0.9987096774193548,1
906,3148,0.9917743830787309,1
2066,2186,0.999418012512731,1
305,1080,0.9996794871794872,1
2769,3856,0.9981854838709677,1
666,2018,0.9995103799451626,1
2304,3271,0.9990909090909091,1
643,3872,0.9878183831672204,1
2060,4017,0.9980063795853269,1
1488,2224,0.9970199292233191,1
637,1252,0.999430894308943,1
95,2169,0.998681529425866,1
110,1820,0.9978281853281853,1
1233,2147,0.9998475609756098,1
717,3295,0.9946832077979619,1
83,2013,1.0,1
294,2718,1.0,1
2958,4027,0.9974637681159421,1
615,978,0.9951515151515151,1
2365,3092,0.9949820788530466,1
515,3171,0.9999402771141902,1
143,2474,0.9996031746031746,1
1397,1807,0.9994559895549995,1
901,2470,0.9999361593462717,1
1456,3250,0.9995842572062085,1
1759,3356,0.9989583333333333,1
2058,2865,0.9995126705653021,1
1247,3292,0.9923273657289002,1
1838,2380,0.9986359761295822,1
68,1661,0.9997231450719822,1
612,907,0.9995421245421245,1
159,504,0.9992673992673993,1
2553,3079,0.9997687326549491,1
668,2795,0.9957386363636364,1
1091,1283,0.9998647734956051,1
2206,2441,0.9987179487179487,1
2104,3259,0.9909733124018838,1
25,1865,0.9857954545454546,1
1889,2401,0.99978369024443,1
3308,3934,0.9985064011379801,1
855,1991,0.9991570073761854,1
285,3697,0.9925925925925926,1
1083,3884,0.9993204469948656,1
2238,2636,0.9987301587301587,1
794,1343,0.9940476190476191,1
1290,3476,0.9982718894009217,1
1412,3903,0.9995938921377517,1
928,2967,0.9992445054945055,1
1174,3854,0.9996232670283303,1
665,1061,0.9999099099099099,1
2745,3722,0.9880952380952381,1
1045,2568,0.9997782950892362,1
1937,2341,0.9976478494623656,1
1539,3591,0.9993827160493827,1
912,2106,0.9995366938472943,1
1060,1348,0.9966666666666667,1
618,1468,0.9991531165311653,1
365,1569,0.9997873471557682,1
130,135,0.9985678481919084,1
