i,j,kappa_forman
2,1045,-1403661.2902953157
2,1055,-497274.3468615987
2,1061,-2291235.970908444
2,1069,-538543.6632487515
2,1079,-378655.49773601536
2,1084,-1023479.2591632571
2,1087,-7149859.430333793
2,1093,-134426.4929159409
2,1096,-343813.5490798175
2,1105,-1771312.3171450207
2,1132,-3365197.186736752
2,1159,-733784.1682659131
2,1164,-2538018.164996248
2,1174,-630099.4940967397
2,1189,-802405.7856122225
2,1198,-222657.3961932012
2,1207,-2037108.7784963208
2,1214,-1175419.956222559
2,1217,-117485.9470297959
2,1232,-803226.0501599766
2,1234,-139464.23701896294
2,1245,-528285.4822172744
2,1249,-699077.7127735862
2,1256,-108839.5724431517
2,1257,-4457515.86228649
2,1266,-7282415.4638271015
2,1271,-1462253.94952134
2,1272,-1527339.523759226
2,1283,-1802713.296617864
2,1320,-466273.37264867686
2,1326,-1096413.6139521021
2,1351,-506248.5531637626
2,1353,-210922.4738477637
2,1355,-450201.30696879455
2,1364,-1707945.6493246376
2,1373,-5543936.467819967
2,1384,-4244295.998673592
2,1385,-886502.1682832314
2,1386,-3830438.087283323
2,1397,-1920467.612627412
2,1400,-96529.2795494056
2,1401,-161410.01024708676
2,1408,-1058278.405786088
2,1421,-2475576.521390436
2,1424,-2951124.4158550864
2,1453,-1901978.8850750616
2,1465,-729070.505176001
2,1472,-6198639.674238638
2,1488,-364619.67744781775
2,1491,-2162057.4977235952
2,1501,-1386056.5789468158
2,1505,-624992.4612802628
2,1514,-2080357.9900073148
2,1526,-2969541.329610321
2,1528,-143851.33618842793
2,1533,-2368113.3745646975
2,1557,-337216.8800904353
2,1558,-217409.91433416115
2,1570,-2109031.596405463
2,1590,-1363680.8436159596
2,1623,-1916450.9578805068
2,1632,-2124934.519075611
2,1646,-478134.99937075545
2,1651,-430207.643831682
2,1659,-340495.9387408338
2,1666,-2669315.952058385
2,1690,-1099444.6143258035
2,1692,-498929.64333261433
2,1701,-1564512.4617903593
2,1710,-702996.884822368
2,1713,-1245702.6888207323
2,1735,-1519189.7139791488
2,1736,-856919.806049793
2,1741,-417208.10045020346
2,1749,-4399091.403921274
2,1759,-172640.94523642416
2,1786,-6789789.275799236
2,1793,-767799.0017153661
2,1805,-2759251.5118274214
2,1812,-1942562.7259488204
2,1818,-2937721.91516557
2,1823,-3247026.269491497
2,1826,-303611.79943889385
2,1839,-265795.7458391555
2,1898,-5213591.422784526
2,1899,-159889.95052969613
2,1912,-2221391.442218969
2,1920,-108021.3817044507
2,1937,-336902.24630113377
2,1943,-1061433.3354631094
2,1969,-605968.0749978805
2,1985,-171109.52290387094
2,2003,-214478.84092354146
2,2005,-3707158.017160182
2,2012,-3931209.861776773
2,2032,-1952245.705228903
2,2038,-2017067.0014704582
3,5,-3628325.4698928786
3,9,-6042489.138852184
3,26,-3835966.371503238
3,29,-1280816.6962207586
3,37,-292272.3770840523
3,57,-273427.1037142288
3,63,-4113060.5719237886
3,73,-755291.5931645766
3,80,-459546.48189966555
3,83,-2244632.62857112
3,97,-2929192.8944610874
3,118,-3692012.8020204096
3,121,-988452.3955063742
3,140,-5601593.765825814
3,150,-5046591.860997743
3,155,-1939897.811455423
3,156,-794277.2530810564
3,158,-3695686.211499301
3,169,-5222398.466253641
3,172,-870839.3941428938
3,181,-1723686.7841653512
3,205,-1848794.1685323857
3,213,-657408.6881399533
3,225,-2149037.4756789086
3,231,-5421493.863967144
3,239,-99284.01839823746
3,268,-4059903.1108005517
3,271,-1295254.7226306892
3,273,-881801.9295917834
3,275,-2862017.2730381084
3,276,-266190.9676081435
3,285,-673363.9351789929
3,287,-1652260.2192107434
3,294,-2366939.2629113663
3,312,-632568.7419605503
3,333,-197935.50250563715
3,348,-1025520.302308275
3,372,-211125.747137451
3,375,-1095648.6450264533
3,397,-210504.39581982698
3,414,-1008732.0772630316
3,415,-1582438.386488427
3,434,-1033300.746166816
3,440,-5186905.349928674
3,442,-267791.1789026362
3,447,-1848653.8378864126
3,471,-2059219.1786465787
3,472,-1186781.0827509959
3,486,-1634361.0742709013
3,494,-1498037.1591287826
3,515,-2127946.1036854438
3,527,-105894.58385482116
3,533,-1002479.310507466
3,555,-2495230.632489421
3,577,-1572907.5573217424
3,596,-487003.49671019556
3,600,-1792759.7382732204
3,605,-5061564.955366712
3,611,-3349042.5294061685
3,613,-5110957.831432787
3,636,-3329088.789310059
3,640,-639994.6537612362
3,651,-252387.3864159803
3,660,-5764143.718906986
3,673,-1201813.7371094339
3,682,-452539.1258499995
3,721,-1261824.0003265087
3,728,-720865.0491766832
3,735,-511510.0916950399
3,740,-328349.4006014333
3,745,-480287.4241099556
3,766,-4604662.397482707
3,769,-2654641.2544173696
3,777,-246435.96600519726
3,778,-540495.5170421565
3,784,-7815995.018127377
3,789,-3233953.1002350044
3,797,-147126.1193356507
3,812,-195098.17827768487
3,830,-3928841.6173754334
3,847,-3041059.9882143675
3,855,-1944373.7423404332
3,857,-2981436.676157738
3,860,-1472789.4493355385
3,875,-391330.384352889
3,887,-1238507.2478223862
3,892,-1800208.2310158876
3,896,-120511.47011803943
3,900,-1866092.0199101053
3,907,-2940783.9024105268
3,919,-4274694.107488086
3,922,-692574.860154332
3,928,-3261908.118397852
3,933,-562404.4783132893
3,942,-656955.6478551958
3,945,-5191817.442661928
3,949,-480516.9460741897
3,954,-1162896.9526058014
3,958,-5554646.687181302
3,964,-971029.716631004
3,966,-9551125.777347896
3,985,-4447144.832453844
3,996,-1796832.4470959592
3,998,-1129262.804036039
3,1000,-1916925.2251992775
3,1002,-917435.1726071883
3,1012,-248478.1903940279
3,1045,-6474351.314960987
3,1063,-2769867.850916847
3,1064,-618723.617804087
3,1081,-1337324.58351403
3,1087,-1793541.70133489
3,1091,-6892103.328647059
3,1111,-555467.4597279388
3,1115,-665315.1569678666
3,1117,-2027535.4517898234
3,1131,-164807.16113981084
3,1139,-496219.1688619718
3,1152,-1718196.94829674
3,1155,-1987282.0883043963
3,1156,-7369784.745384542
3,1174,-1756506.6072606067
3,1192,-5804127.339420607
3,1196,-1324231.2869417134
3,1207,-3363913.488142703
3,1213,-567829.5100186195
3,1219,-3123298.3132949937
3,1231,-1112914.033896903
3,1232,-2982943.177695431
3,1250,-3132642.118463732
3,1251,-2785174.0481121903
3,1252,-2288754.109324954
3,1257,-715813.6081452067
3,1271,-5094874.0157963205
3,1272,-4455608.370675523
3,1283,-5358613.197575137
3,1338,-517774.846728713
3,1352,-4205956.491040511
3,1353,-3317193.680692514
3,1363,-1669361.9870682533
3,1370,-4775517.311953817
3,1371,-490805.58686416707
3,1375,-1499486.4736446268
3,1385,-1861597.758010505
3,1408,-1133942.6903665746
3,1419,-1419746.3677315027
3,1421,-3738878.4099668153
3,1424,-927858.5655865892
3,1425,-1771128.003477826
3,1447,-5016270.177200128
3,1465,-6237261.948926868
3,1468,-3555027.2953272145
3,1474,-277058.1064263399
3,1482,-578718.4430858096
3,1483,-923641.5610308463
3,1485,-319673.3513084693
3,1488,-2788996.1369258827
3,1498,-523911.3950630782
3,1501,-416197.8966924962
3,1502,-1044067.1544250048
3,1511,-2677060.7012289325
3,1523,-859572.2813501687
3,1527,-2280742.2592025255
3,1541,-1049736.2375524354
3,1544,-4769876.7354754
3,1554,-352431.9760803619
3,1573,-6208411.948308117
3,1576,-763847.6557082786
3,1580,-5025025.642100383
3,1587,-1799131.0062861806
3,1596,-4213521.972174516
3,1599,-159858.94734766937
3,1604,-233497.8942382925
3,1605,-5593193.435118282
3,1607,-2777530.59031311
3,1612,-109434.4371756246
3,1625,-4604514.86705816
3,1626,-6171539.96651593
3,1635,-1510186.2193133566
3,1666,-3713738.3346120687
3,1667,-1376392.9969911904
3,1679,-7115558.564655895
3,1684,-1551519.3055071011
3,1693,-1249979.3533066313
3,1713,-1062578.4101743624
3,1754,-1956508.3697733413
3,1763,-1824425.6212854772
3,1773,-2337078.58532688
3,1779,-1349324.763167357
3,1807,-804909.121629377
3,1818,-466921.96134260733
3,1823,-3269439.9741004147
3,1864,-3096932.9986957186
3,1880,-1593758.2705929878
3,1887,-574102.900171674
3,1888,-765356.0950741445
3,1889,-2054785.5352793033
3,1891,-2422259.2450300953
3,1898,-295907.3541843889
3,1910,-1590120.7590391634
3,1917,-2210799.2103300705
3,1924,-2901163.197049717
3,1935,-547893.3836868283
3,1940,-1191831.9967522668
3,1942,-747117.2972594086
3,1949,-1124976.6085546662
3,1956,-4961937.628089711
3,1961,-113861.25494878588
3,1972,-2194157.360455057
3,1973,-442913.79371968965
3,1987,-4036480.2734780884
3,1991,-251920.44847760606
3,1999,-3563927.6674180026
3,2008,-205220.29245528643
3,2012,-788382.7205204685
3,2014,-446501.50987063645
3,2017,-2254276.824967013
3,2025,-1634491.132183647
3,2035,-1226393.6247110208
4,6,-404120.94852836954
4,9,-6334267.53161652
4,21,-922402.3569003746
4,38,-6992683.234751839
4,44,-2172470.2851077677
4,45,-413732.5288705242
4,56,-364377.07212940214
4,68,-1678274.5316197232
4,71,-1044005.291291199
4,72,-350145.67895996233
4,74,-455729.3021691667
4,96,-2978397.4244241435
4,100,-153884.6018634816
4,101,-429747.7477105357
4,104,-5981956.521116808
4,128,-296930.2267729931
4,140,-4262562.479727247
4,151,-6204589.499315982
4,188,-660513.6205937589
4,198,-4813795.523321231
4,208,-5553264.669789479
4,233,-783503.2160710837
4,238,-1576083.9674613497
4,247,-1368222.7943042333
4,270,-911216.4196735431
4,272,-183841.66490724334
4,279,-819101.7317872987
4,291,-2854039.3321111985
4,297,-195601.27272000542
4,310,-988557.9299006886
4,317,-1284029.4992992836
4,331,-1435445.2872151765
4,339,-5921476.614859067
4,346,-620177.1988528526
4,365,-809713.8530003543
4,369,-2796873.0170707568
4,376,-1475858.4841587807
4,383,-3037279.994851172
4,392,-256552.97526692756
4,396,-323233.9697540538
4,403,-2089998.8791005742
4,406,-3968721.727893483
4,439,-3738169.5227385326
4,471,-3320647.110492121
4,477,-1838081.816402782
4,492,-382822.7044682912
4,494,-5596576.098751565
4,507,-6123522.212555393
4,522,-1224922.6478547263
4,530,-2090679.699114849
4,534,-433192.8528582709
4,544,-6199335.680247416
4,547,-312108.89074213663
4,554,-1083611.0579516797
4,582,-2721593.4051569076
4,583,-205347.21887762827
4,601,-309165.40329803445
4,611,-3216757.725916567
4,613,-5396466.905186799
4,623,-553751.8910958713
4,628,-657428.4834529096
4,630,-4095880.0271188617
4,647,-773464.7714841497
4,655,-1924469.5168665722
4,665,-7573785.588418842
4,680,-741725.8269545077
4,690,-4701511.649304289
4,712,-1178053.3886646575
4,713,-5036216.795443419
4,720,-4407590.663529567
4,747,-2383944.6855589496
4,748,-762834.6227043223
4,770,-769176.8918413627
4,771,-222156.15342985967
4,772,-1708897.9095969454
4,780,-3553694.8338873642
4,793,-621577.0947315213
4,814,-209848.44012228315
4,815,-104495.4431743695
4,827,-2524855.3977008653
4,851,-6788219.088787193
4,852,-1530950.782419557
4,859,-2014970.622027132
4,863,-450614.0639529745
4,884,-2804341.134015362
4,891,-958065.4329276119
4,897,-1648133.5097885178
4,905,-153687.39022806933
4,912,-3852075.404142744
4,915,-518021.069377085
4,932,-822160.9111776191
4,938,-4807297.789964076
4,966,-1904547.5525432571
4,967,-251933.66413388672
4,988,-3856774.337134385
4,1003,-2967295.0753231356
4,1018,-2743784.613135061
4,1036,-226072.26842197622
4,1040,-3447582.8611906692
4,1045,-4890058.817520569
4,1047,-3059821.874045291
4,1060,-4497811.774379317
4,1061,-5834077.506352538
4,1072,-2003442.2097220335
4,1075,-538291.4757592983
4,1076,-5656830.744540631
4,1077,-1331859.2509781427
4,1078,-662579.206466239
4,1087,-4802367.862337062
4,1091,-6553591.22714396
4,1105,-3559240.588638417
4,1132,-1466937.9151085415
4,1161,-5470920.539715491
4,1193,-135854.38905783824
4,1207,-6048093.626851374
4,1214,-7456927.205535734
4,1222,-3130856.8684204044
4,1224,-929724.5147920127
4,1228,-230237.46059783662
4,1236,-281744.96993520984
4,1238,-2239952.258719609
4,1266,-1861394.522537351
4,1283,-2405253.147539093
4,1297,-3787674.638204672
4,1303,-3218048.69545138
4,1314,-184226.86745249544
4,1316,-3108772.274020071
4,1317,-127492.13752632604
4,1320,-4280631.689431816
4,1355,-2393622.781791077
4,1372,-1336077.2955421414
4,1375,-7212522.10692432
4,1384,-7765835.082607424
4,1386,-417174.5963996663
4,1393,-3478315.969303543
4,1412,-3327057.1854215884
4,1420,-547284.5696252952
4,1431,-161699.94920852492
4,1437,-168364.4498113346
4,1441,-4704403.097627859
4,1453,-919939.5388792955
4,1456,-2076601.0438783208
4,1472,-1029897.1845966098
4,1477,-7166536.984138556
4,1509,-2152048.6024331036
4,1520,-3047336.3777859095
4,1525,-5220197.597092731
4,1539,-552032.2237639028
4,1549,-320182.81807537645
4,1556,-5326166.854725529
4,1562,-1266238.2209964045
4,1569,-2716998.463015571
4,1573,-7906004.151831658
4,1590,-2539518.324561426
4,1613,-429167.68697599124
4,1617,-215703.25668016457
4,1620,-1057957.498858364
4,1625,-5459583.24814074
4,1626,-4048281.6637016945
4,1632,-1838668.661303177
4,1647,-499116.6604662628
4,1649,-169253.48780178168
4,1653,-1813553.7246464284
4,1661,-5763643.461138074
4,1665,-477439.2730597582
4,1678,-404076.11865033425
4,1679,-8320469.1272243885
4,1690,-3931101.3032737207
4,1705,-922685.0192628503
4,1708,-3657577.6156997737
4,1715,-956788.9315250758
4,1716,-479343.00027137506
4,1723,-6044596.758665585
4,1727,-3784932.5625067595
4,1740,-486044.1584478732
4,1749,-1112717.9798472489
4,1776,-822636.1544171622
4,1781,-902964.9459265756
4,1782,-1569897.224174616
4,1786,-2349343.6461641886
4,1797,-185055.61125764434
4,1800,-3305909.705975173
4,1805,-1022906.8013770422
4,1806,-482074.756560614
4,1816,-6453139.285945437
4,1829,-765363.6088356155
4,1838,-1852752.7782909824
4,1854,-291036.1906987453
4,1875,-1077094.3514461536
4,1933,-2640074.869062857
4,1955,-1076739.500329656
4,1968,-835842.7634324798
4,1974,-1229565.8709231277
4,1977,-932126.4678051611
4,1979,-994491.6177396163
4,1988,-199841.56653673018
4,2004,-6307025.205459152
4,2005,-1619954.3251808628
4,2006,-462204.0316343693
4,2010,-273493.38525534945
4,2011,-365579.96275619144
4,2029,-565269.3258184426
4,2031,-165661.59524328844
5,15,-816309.1344361791
5,20,-4060665.9405944725
5,30,-263654.9528684039
5,38,-1860509.8580986445
5,48,-1004247.2154241182
5,49,-2598049.2052863683
5,57,-1612951.6362496447
5,60,-692209.5272364531
5,70,-5407183.202227421
5,80,-2042468.7378947153
5,83,-1296757.4213589008
5,86,-914719.9149337382
5,95,-244334.26701750583
5,98,-1740084.3426618052
5,115,-286618.41606011
5,132,-1301933.8669837879
5,140,-4151210.604718371
5,141,-157825.65075881776
5,148,-339869.30141518876
5,150,-714398.8119713212
5,155,-229156.03894664298
5,159,-4154469.5279976865
5,164,-1798670.2424481164
5,169,-3375430.0485955887
5,186,-3228392.044665175
5,193,-5018827.745859418
5,194,-1002484.320698549
5,207,-625966.2214778176
5,239,-3244434.131102426
5,245,-2487497.97985461
5,251,-5248378.074130852
5,253,-5523325.618203917
5,266,-2605590.6210825522
5,268,-793138.4590168934
5,271,-242099.0078562574
5,276,-672629.9022660964
5,288,-1126295.4754274595
5,294,-412872.5732177462
5,309,-3067027.992150958
5,330,-2403567.4794435366
5,341,-505284.30022227083
5,363,-749865.1554319286
5,366,-2710573.072812659
5,374,-414996.54849917645
5,375,-2168807.9069341547
5,381,-1011421.5383540535
5,404,-1525831.666827482
5,408,-2953020.464554062
5,414,-750526.2448524415
5,415,-572732.5023050705
5,420,-378841.32913385273
5,423,-599957.4728735324
5,433,-76388.20823751007
5,434,-756201.0677754376
5,439,-3124573.6447964585
5,440,-266658.2324715823
5,442,-1401779.4310475993
5,454,-1918587.8167873144
5,455,-423795.16872202745
5,460,-2007295.588221407
5,473,-1921965.2935222383
5,494,-5187111.6701029865
5,504,-4250613.8911709925
5,507,-4132749.6787093948
5,508,-2948464.891169106
5,515,-1388238.0704775199
5,516,-2210131.2691225507
5,527,-3061165.631544005
5,528,-1914509.2602454275
5,536,-4443608.424726132
5,553,-527566.8632987178
5,555,-1116245.8766885432
5,596,-619435.1982080225
5,599,-1043327.6933021684
5,613,-3197783.0487436666
5,627,-1948219.3589458503
5,636,-101387.87096544885
5,643,-3388999.276009694
5,648,-2130313.107102444
5,650,-1132846.8511842624
5,655,-7336146.933573227
5,658,-2314956.0528242947
5,660,-135344.0341550084
5,666,-412996.44863053545
5,673,-699131.3172788785
5,685,-1459079.6454221702
5,691,-647582.23114035
5,707,-2278470.9141953345
5,711,-2068722.3215053168
5,726,-1473792.0508174535
5,735,-698214.2610867948
5,740,-954347.3226737622
5,753,-253674.77371875153
5,754,-3916328.922478043
5,782,-3772131.5622984786
5,784,-1032270.5284991608
5,803,-1654240.934747673
5,812,-611463.5022493559
5,818,-5807706.31510842
5,864,-2976094.851811452
5,873,-4395235.740201544
5,880,-3133182.1387524237
5,889,-947931.4736915915
5,892,-1294820.735898498
5,896,-2741227.781914638
5,898,-2579537.1159641356
5,900,-609713.4729928591
5,901,-1591978.443259497
5,910,-1595777.5022454772
5,919,-393957.9221189734
5,933,-4562116.343335986
5,937,-979198.7859999927
5,952,-1666744.2512495208
5,954,-186422.69631165298
5,1002,-660691.7873230702
5,1014,-492505.68533380044
5,1043,-1400580.7053370483
5,1047,-6591408.670560277
5,1050,-228025.4517591952
5,1051,-2312782.072632836
5,1064,-2790075.3960908316
5,1081,-2660057.758609424
5,1083,-3797757.317424678
5,1091,-3375371.1643411084
5,1097,-581313.3672003176
5,1111,-2622619.1040043435
5,1115,-154725.15768048845
5,1117,-252816.04575560486
5,1131,-5729773.03668863
5,1134,-4718870.011874588
5,1140,-2452371.1935039647
5,1149,-2721326.1958505986
5,1152,-155963.600914462
5,1156,-1868353.1757375044
5,1163,-161367.428372197
5,1184,-1382269.1644021592
5,1192,-1522745.386057325
5,1196,-4382276.529993797
5,1210,-1142742.6836878054
5,1219,-368290.72110375896
5,1231,-2398710.174106239
5,1251,-4184127.178932078
5,1257,-2626466.1105478355
5,1307,-889690.8839715008
5,1337,-1407576.2054678083
5,1350,-1652080.885913956
5,1354,-185736.5751659947
5,1370,-1149919.722545699
5,1375,-3507341.7175716553
5,1395,-380379.26041782147
5,1404,-3375252.544086612
5,1411,-341978.59043515014
5,1414,-837585.0817888011
5,1424,-5511840.0677411975
5,1432,-2043343.9407998044
5,1433,-2409853.503630788
5,1449,-2150640.695615504
5,1468,-4125371.741351517
5,1474,-2284138.1426844285
5,1483,-2989909.6025032457
5,1485,-522399.03743187763
5,1500,-1300752.22675081
5,1502,-1847124.5970242228
5,1504,-4944113.483763232
5,1511,-197551.45658743556
5,1523,-3749388.185877554
5,1544,-372165.54193177534
5,1563,-2430083.752966573
5,1573,-2497251.458286629
5,1576,-663658.474596869
5,1596,-539724.8433499535
5,1601,-579058.150751139
5,1604,-2072382.797998821
5,1605,-158004.41554826926
5,1607,-631685.8719036176
5,1610,-1828301.2342609954
5,1625,-3416281.483237806
5,1626,-2480087.1027459563
5,1629,-279025.474233366
5,1648,-1345844.4004157197
5,1667,-4605690.074597973
