u,v,w_uv,kappa_forman
1028,2970,0.7280754446983337,2.0
1034,1439,0.8127235174179077,2.0
1045,3534,0.569482147693634,2.0
1046,3722,0.5727537274360657,1.038783311843872
1053,1237,0.5212302207946777,2.0
1056,2953,0.5711597204208374,2.0
1064,3522,0.5702711939811707,1.0750620365142822
1069,3218,0.8679981231689453,2.0
1075,2331,0.8283029198646545,2.0
1076,2242,0.715032160282135,2.0
1077,3666,0.5390206575393677,-1.8014194965362549
1078,3211,0.5175500512123108,1.1451020240783691
1078,3624,0.595175564289093,-0.04622519016265869
1079,2216,0.5082229375839233,0.9929296970367432
1081,1196,0.6191944479942322,-5.9282636642456055
1081,1667,0.5574246048927307,-5.653609275817871
1081,3376,0.5626856684684753,-1.961207628250122
1083,1563,0.5691372156143188,-2.0663745403289795
1091,1625,0.8583991527557373,0.5956506729125977
1093,1198,0.5317913889884949,1.0830879211425781
1093,3377,0.5768567323684692,-0.2053523063659668
1095,2788,0.5548684000968933,2.0
1097,1772,0.6316211819648743,2.0
1100,2101,0.6041555404663086,2.0
1104,2904,0.6362809538841248,2.0
1109,1836,0.5926157236099243,0.956608772277832
1112,3089,0.6909516453742981,0.17113852500915527
1112,3381,0.5851532220840454,0.717597246170044
1113,1794,0.6396471261978149,2.0
1117,2374,0.7659162878990173,0.6872937679290771
1132,2941,0.6873120069503784,-23.823802947998047
1132,3882,0.6703405976295471,-3.081638813018799
1137,1815,0.5420359373092651,2.0
1141,1901,0.580696702003479,1.1967856884002686
1144,3292,0.5560805201530457,2.0
1153,2148,0.701579213142395,-0.3921281099319458
1153,2822,0.5593000650405884,0.2847139835357666
1155,2733,0.7428757548332214,2.0
1161,3903,0.5575911998748779,1.4231314659118652
1172,1572,0.7670051455497742,-0.13577353954315186
1172,3858,0.823731541633606,-0.3430333137512207
1178,2500,0.6293163895606995,2.0
1181,2707,0.569494903087616,2.0
1187,1335,0.5875174403190613,2.0
1189,1812,0.5230382084846497,1.4276139736175537
1189,3508,0.7657561898231506,0.646594762802124
1192,3461,0.5704827904701233,-3.095505475997925
1193,3051,0.6719549894332886,-2.1577627658843994
1195,2465,0.7777881622314453,0.8055721521377563
1196,1667,0.9666697382926941,-6.877148628234863
1199,1582,0.8835770487785339,-6.625439643859863
1199,2261,0.7185875177383423,-3.182506561279297
1199,2544,0.5750524997711182,-2.559288740158081
1200,1282,0.9612787961959839,2.0
1205,1290,0.8706740736961365,2.0
1213,2238,0.559964656829834,2.0
1214,1735,0.511460542678833,1.2450573444366455
1214,3688,0.6435535550117493,0.7815353870391846
1219,3206,0.7755393981933594,2.0
1222,3903,0.8134688138961792,0.6496819257736206
1223,2040,0.6488968133926392,2.0
1228,1236,0.6495527625083923,2.0
1233,2769,0.5849183201789856,0.07615435123443604
1233,2972,0.6427369117736816,-14.791540145874023
1243,1928,0.7151241302490234,2.0
1246,3777,0.5534558296203613,0.912178635597229
1248,1382,0.5469434857368469,2.0
1252,3686,0.856224775314331,2.0
1255,1442,0.50209641456604,2.0
1258,2523,0.5722533464431763,2.0
1266,1786,0.5096046328544617,-1.8489272594451904
1266,2542,0.6482605934143066,-2.8799355030059814
1266,3094,0.5476886630058289,-2.4436559677124023
1274,2972,0.5858926773071289,-15.025684356689453
1274,3147,0.5489479899406433,0.23751091957092285
1280,1939,0.547277569770813,2.0
1296,2988,0.5437526702880859,2.0
1298,1873,0.5846951007843018,2.0
1300,1381,0.7948952913284302,-0.3809630870819092
1300,3084,0.7753557562828064,-0.30936765670776367
1301,3702,0.5342257022857666,2.0
1305,2354,0.6687114834785461,0.7317303419113159
1306,1725,0.5229503512382507,2.0
1308,2507,0.6516314744949341,2.0
1317,2360,0.5681986212730408,-2.95339298248291
1322,3481,0.5942214727401733,2.0
1329,2465,0.6346185207366943,1.2152445316314697
1339,2792,0.5109748840332031,2.0
1340,3449,0.569124698638916,-0.1749422550201416
1346,2607,0.6787896156311035,2.0
1350,3270,0.7440128922462463,2.0
1351,1943,0.6630557179450989,-0.14909040927886963
1351,3213,0.5131679773330688,0.6608443260192871
1355,3956,0.5142366886138916,2.0
1361,2675,0.6642269492149353,0.9904301166534424
1366,2486,0.5005576014518738,2.0
1371,1942,0.5226136445999146,1.0411198139190674
1371,2124,0.5443198680877686,0.9597082138061523
1375,3966,0.8678650259971619,2.0
1381,3084,0.5411922931671143,0.8319985866546631
1395,2698,0.6282467246055603,1.0751662254333496
1397,2240,0.5929640531539917,-8.203200340270996
1397,3364,0.5741006135940552,-2.9238414764404297
1401,2743,0.5719214677810669,2.0
1403,3780,0.5996559262275696,2.0
1411,2065,0.5078160166740417,-2.611968517303467
1411,3418,0.5182356238365173,-5.718584060668945
1412,2521,0.6226988434791565,1.2537615299224854
1416,2929,0.558996856212616,0.957588791847229
1417,2932,0.5816023349761963,2.0
1422,3960,0.7221159338951111,2.0
1423,2339,0.6486663222312927,-6.085849761962891
1435,3126,0.734716534614563,2.0
1445,1866,0.5027522444725037,2.0
1449,2831,0.5546810626983643,2.0
1467,3112,0.6565011143684387,2.0
1472,3415,0.8261571526527405,-0.6249829530715942
1473,3459,0.5889425277709961,2.0
1478,2735,0.5436760187149048,2.0
1482,2440,0.7013753056526184,0.7371381521224976
1485,3423,0.6559177041053772,0.9655476808547974
1485,3473,0.6335178017616272,1.0350561141967773
1486,3396,0.5464785695075989,1.3967478275299072
1496,1870,0.5786956548690796,-2.036168098449707
1502,3798,0.7802059650421143,0.5916156768798828
1503,2896,0.6529281735420227,2.0
1505,2240,0.5475297570228577,-7.152849197387695
1509,3014,0.7480810880661011,2.0
1511,3081,0.578019917011261,1.1638994216918945
1523,2520,0.8646735548973083,-0.9418715238571167
1523,2713,0.5279011130332947,-2.4574475288391113
1528,2335,0.7479650974273682,2.0
1537,2519,0.7495369911193848,2.0
1539,2140,0.5240333676338196,1.0849781036376953
1542,2654,0.555388867855072,2.0
1544,3846,0.6443662047386169,2.0
1549,2337,0.5783287882804871,-2.0591835975646973
1554,2876,0.67992103099823,0.7431312799453735
1554,3859,0.5178863406181335,1.2943220138549805
1555,1857,0.5161710977554321,2.0
1563,2837,0.5585389137268066,-2.7264342308044434
1567,4080,0.5941606163978577,2.0
1570,3001,0.6528319716453552,2.0
1572,3858,0.6163014769554138,0.5480484962463379
1573,3488,0.5124049186706543,2.0
1578,2403,0.6980738639831543,-11.413654327392578
1578,2551,0.5097612142562866,-10.600356101989746
1582,2261,0.6533526182174683,-2.813349723815918
1582,2544,0.6314806938171387,-2.9365313053131104
1590,1632,0.508941113948822,-16.21915054321289
1590,2941,0.52618807554245,-33.60955810546875
1610,3062,0.5376916527748108,0.010726690292358398
1610,3659,0.5384225845336914,0.998641848564148
1613,2087,0.8133776187896729,2.0
1616,4062,0.5395482778549194,2.0
1617,1797,0.5664119720458984,-2.9906787872314453
1617,3051,0.5412716269493103,-2.782043218612671
1619,2655,0.6409434080123901,2.0
1626,1679,0.5127731561660767,1.015026569366455
1632,2941,0.6471151113510132,-32.2009391784668
1632,3882,0.5265160202980042,-10.68017864227295
1635,3399,0.5684599280357361,2.0
1651,3698,0.5274090766906738,1.4419286251068115
1653,1708,0.5778920650482178,0.8982117176055908
1653,2206,0.5206420421600342,1.107239007949829
1654,3457,0.8794729709625244,2.0
1662,3527,0.5037164092063904,2.0
1684,3857,0.7634626030921936,-11.404356002807617
1684,4005,0.8608962893486023,-11.521425247192383
1688,3286,0.6129007935523987,2.0
1690,3698,0.780855119228363,0.6368043422698975
1693,2268,0.5866269469261169,-10.57766056060791
1693,2974,0.6096234917640686,-10.640152931213379
1693,3325,0.7690104246139526,-7.009119987487793
1700,2943,0.8066703677177429,2.0
1711,3239,0.6060238480567932,1.0148143768310547
1712,2091,0.5588875412940979,2.0
1729,2409,0.5408135056495667,2.0
1737,2278,0.566117525100708,2.0
1738,3836,0.5075939893722534,1.0460505485534668
1741,2216,0.5046359300613403,1.0070958137512207
1749,1968,0.5860947966575623,-2.633624315261841
1749,2115,0.5049784183502197,-1.9054450988769531
1749,2582,0.5279731750488281,-5.740578651428223
1756,3608,0.7475371956825256,2.0
1757,3931,0.5357760190963745,2.0
1775,2785,0.5946845412254333,2.0
1779,2374,0.5479372143745422,1.3697104454040527
1788,1983,0.6012977361679077,-2.7433922290802
1796,3899,0.8167174458503723,2.0
1797,2793,0.5862736105918884,-2.8700695037841797
1797,3051,0.6097805500030518,-6.087822437286377
1816,3852,0.6114598512649536,2.0
1823,3896,0.5897426009178162,2.0
1838,2173,0.7246648073196411,2.0
1852,2720,0.612225353717804,0.9473147392272949
1854,2011,0.5421516299247742,2.0
1859,3771,0.5401294231414795,2.0
1864,2671,0.6720688939094543,2.0
1868,2895,0.6472182869911194,2.0
1870,3631,0.5776433348655701,-2.0335865020751953
1875,3666,0.78131103515625,-3.502305030822754
1875,3678,0.6452417373657227,0.09782052040100098
1878,2455,0.6412437558174133,2.0
1885,2185,0.6221140623092651,0.865592360496521
1885,2495,0.5414943695068359,1.1440660953521729
1887,1935,0.6132745742797852,-0.10310924053192139
1887,3408,0.504130482673645,0.5087838172912598
1895,1941,0.763371467590332,2.0
1897,3576,0.5127099752426147,2.0
1899,3232,0.5184924006462097,0.10438168048858643
1903,2517,0.5235309600830078,2.0
1912,2564,0.7304186820983887,2.0
1935,3408,0.666125476360321,-0.34368133544921875
1937,3128,0.6699726581573486,0.7319769859313965
1943,3213,0.7263672351837158,-0.4130125045776367
1946,3923,0.5916528701782227,2.0
1962,2280,0.5959578156471252,-2.014129161834717
1963,2281,0.5097977519035339,2.0
1964,3545,0.5739749670028687,2.0
1968,2582,0.9007360339164734,-3.8663580417633057
1974,3738,0.5091743469238281,2.0
1981,2662,0.5481127500534058,2.0
1983,2367,0.661413311958313,-3.286137104034424
1984,2861,0.5128753781318665,2.0
1988,2590,0.560304582118988,0.041130900382995605
1988,3972,0.540348470211029,0.1518106460571289
1989,2463,0.7071069478988647,2.0
1998,2687,0.60365229845047,2.0
2003,2604,0.55595463514328,2.0
2008,3150,0.5642095804214478,1.0479519367218018
2016,2265,0.6286896467208862,1.1748030185699463
2016,2454,0.7429736852645874,0.8392019271850586
2017,3796,0.5402928590774536,1.2044939994812012
2031,2340,0.6170572638511658,0.8045625686645508
2034,2595,0.6599694490432739,-0.05461156368255615
2043,2468,0.5706249475479126,2.0
2048,3828,0.5243186354637146,2.0
2059,2926,0.5094802379608154,1.3691489696502686
2059,3946,0.7118352055549622,0.6876975297927856
2062,3710,0.6515377759933472,-0.25337672233581543
2065,3418,0.6229739785194397,-3.3247480392456055
2066,2186,0.6060558557510376,0.058196425437927246
2066,3420,0.7210354804992676,0.8329863548278809
2079,3189,0.5834313035011292,0.8646078109741211
2085,2730,0.5771075487136841,2.0
2094,3864,0.8228863477706909,0.6249083280563354
2103,2260,0.630563497543335,2.0
2104,3363,0.7943747043609619,2.0
2125,2964,0.7824068069458008,2.0
2135,3521,0.6747029423713684,2.0
2136,2402,0.5387422442436218,2.0
2137,2208,0.5233824849128723,1.1898937225341797
2137,3264,0.6270450949668884,-0.31089770793914795
2148,2822,0.5837069749832153,0.15120387077331543
2169,2692,0.5501108169555664,0.9864532947540283
2178,3532,0.842900812625885,0.5408484935760498
2181,2563,0.6302140355110168,2.0
2186,3807,0.5333938598632812,1.1321465969085693
2188,3361,0.8854625225067139,2.0
2190,2317,0.8035432696342468,-11.278227806091309
2190,3116,0.6777163147926331,-23.295066833496094
2190,3221,0.6808309555053711,-11.281776428222656
2209,2642,0.5506580471992493,2.0
2210,2797,0.5588233470916748,2.0
2212,2359,0.5143001079559326,2.0
2217,2354,0.5029124021530151,1.3093464374542236
2240,3364,0.7973822355270386,-11.386841773986816
2240,3964,0.5181249976158142,-7.122920989990234
2249,2635,0.8572929501533508,-0.26111936569213867
2249,2976,0.733970582485199,0.2034752368927002
2253,3324,0.519945502281189,1.4670631885528564
2264,4019,0.8852898478507996,2.0
2268,2974,0.9814226627349854,-6.7284932136535645
2269,3036,0.5029761791229248,2.0
2270,2996,0.6170100569725037,2.0
2271,2978,0.5306898951530457,2.0
2272,2972,0.5123147964477539,-14.287382125854492
2273,2913,0.563289999961853,2.0
2274,3239,0.6150346398353577,0.9852948188781738
2280,3378,0.5219929814338684,-1.7666950225830078
2293,3208,0.5037729144096375,2.0
2309,3522,0.6138502359390259,0.927651047706604
2317,3116,0.7854557633399963,-17.866931915283203
2317,3221,0.5915459990501404,-5.593809604644775
2322,2688,0.5651251077651978,0.6665792465209961
2322,2802,0.5967292785644531,0.4822671413421631
2326,2894,0.7373883724212646,2.0
2337,3360,0.5074058771133423,-2.775599956512451
2339,3833,0.5286399722099304,-5.521124839782715
2356,2369,0.5546141266822815,2.0
2360,2793,0.6647363305091858,-3.2313361167907715
2367,3219,0.522817075252533,1.251255750656128
2368,2453,0.6015584468841553,-6.125818252563477
2368,3108,0.5201990604400635,-2.1531057357788086
2383,3152,0.5455513596534729,2.0
2397,2981,0.5670346021652222,2.0
2403,2551,0.5245773792266846,-16.074722290039062
2403,2727,0.7480955719947815,-11.44556999206543
2417,2984,0.7609094977378845,-0.26218557357788086
2417,3856,0.565552830696106,-2.633852958679199
2422,4043,0.8387002348899841,2.0
2426,3760,0.5369116067886353,1.1630890369415283
2434,2470,0.5560439229011536,2.0
2440,3446,0.5306717157363892,0.34290623664855957
2441,4064,0.6644808053970337,1.1791267395019531
2453,3108,0.9498943090438843,-4.06051778793335
2459,3033,0.9721799492835999,-0.5873633623123169
