i,j,kappa_oll,approx
239,2847,0.999254182243873,1
160,907,0.9990721037264314,1
297,2673,0.9999810960509651,1
1511,3692,0.9998519291516246,1
1498,3813,0.9992446682464455,1
307,924,0.9912657502863689,1
1139,2595,0.9999628390932739,1
1723,2003,0.9991830065359477,1
2654,3469,0.9996445729973527,1
1282,2891,0.9981753014011079,1
2783,3563,0.9998825840058068,1
1821,2956,0.9990899252262888,1
2349,3407,0.9999361532322426,1
1189,2943,0.9998558131338214,1
107,2481,0.9996520146520147,1
660,3068,0.9998508098891731,1
3578,3847,0.9764808362369338,1
33,2343,0.9998486682808717,1
1099,2648,0.9995860087867523,1
1777,2307,0.9989257690870594,1
1846,2950,0.9910437859354269,1
935,1556,0.9995748299319728,1
3134,3598,0.9994446729740848,1
487,1614,0.9991963029937714,1
420,2821,0.9989152222615257,1
1340,1691,0.999278340811396,1
574,3096,0.9988122030507627,1
609,2949,0.997218851132686,1
1075,3999,0.999481658692185,1
1432,1523,0.999931045050567,1
2221,3958,0.9994404612875081,1
1912,3984,0.9997811952988247,1
945,3218,0.9999253094323517,1
2145,2821,0.9999692407068486,1
1251,2769,0.9997810177728801,1
2723,3162,0.9974005611487045,1
2428,2789,0.998991998991999,1
168,3808,0.9996138399752857,1
1272,3561,0.9998206438884405,1
3116,3441,0.9999719436066493,1
2984,3506,0.9988603988603989,1
1887,3704,0.998928231184503,1
3505,3742,0.9990750403187554,1
1361,2548,0.9979173897952099,1
291,2629,0.9997583435083435,1
1143,1929,0.9996941600669629,1
99,2914,0.9981216457960644,1
1666,2585,0.998624031007752,1
1758,3244,0.9974964551577454,1
1115,3057,0.9992795518812702,1
2125,3119,0.9996277269004542,1
1054,1315,0.9983173076923076,1
602,3900,0.9997581411419193,1
780,3665,0.9996084632181311,1
1222,2941,0.9999534934193188,1
507,4042,0.9997743371152761,1
2273,3336,0.9976284584980237,1
0,2776,0.9994011424359683,1
145,3356,0.9998053889567079,1
1021,2295,0.9993696013734642,1
2001,2114,0.9990926504687972,1
667,3667,0.9996522769420977,1
1648,3167,0.9999074514781321,1
1300,3382,0.9996022937476877,1
899,3562,0.9998617562486176,1
1477,3365,0.9999637818945691,1
2014,2765,0.9995537228440351,1
230,2689,0.9989495798319328,1
2735,3709,0.99,1
9,1385,0.9993034055727554,1
2093,2696,0.9988420181968569,1
2129,3525,0.9998676636008734,1
2528,2846,0.9986166691369004,1
29,1421,0.998977729098211,1
849,2059,0.9998927289748791,1
1067,3514,0.9988095238095238,1
862,3193,0.9999232516731136,1
1940,2378,0.9987439042411704,1
144,2458,0.9975717559751173,1
2135,2786,0.9995122334985446,1
2894,3026,0.9981359649122807,1
1577,2368,0.9956528489365005,1
807,829,0.992797464707577,1
856,1124,0.9887820512820513,1
226,4025,0.9960336538461538,1
1699,2528,0.9998722575288219,1
664,723,0.9999097993938519,1
397,3657,0.999872340425532,1
148,3167,0.9996863464183173,1
241,1906,0.998499399759904,1
3310,3660,0.9997756401267633,1
2317,2410,0.999262360446571,1
665,2913,0.9999691472294212,1
1427,3614,0.999942483780426,1
2103,3392,0.9999568717653824,1
2096,2219,0.9991726420297848,1
364,1082,0.9995054945054945,1
636,3014,0.9997217462618807,1
590,979,0.9967793880837359,1
238,3778,0.9990935750466542,1
636,3842,0.9997046706339244,1
45,396,0.9991953157101767,1
2216,3144,0.9993298176225005,1
780,937,0.9999161506707946,1
2523,3500,0.997836278398846,1
746,2795,0.9951750587653099,1
1045,1234,0.9998895156887722,1
42,977,0.9975373134328358,1
884,1431,0.997449494949495,1
404,803,0.9993954416298894,1
357,642,0.9996078636411168,1
1649,2092,0.9990679824561404,1
2080,3105,0.9995362105778991,1
39,3528,0.9983152903004399,1
253,3062,0.999198272544576,1
3833,3843,0.9991753774680604,1
1160,3604,0.999130774914164,1
1123,1999,0.9996800787498462,1
2861,3308,0.9996383638820685,1
373,2706,0.9998310810810811,1
1421,2485,0.999182086350228,1
816,3404,0.999169110459433,1
1047,1772,0.9999446552814675,1
784,3632,0.9995720113644642,1
2848,3108,0.9985447303921569,1
1935,3602,0.9977817453876535,1
778,1961,0.998868827973994,1
115,186,0.9994619289340102,1
137,3819,0.9977822580645161,1
1562,2010,0.9992139416644367,1
3107,3621,0.9994588744588745,1
100,3758,0.99963893123646,1
366,2095,0.999491482329011,1
1903,3250,0.9990585659551177,1
751,2612,0.9987760709379293,1
1081,3559,0.9984777517564403,1
635,2206,0.9992061992061992,1
177,2116,0.9992995660056034,1
1788,3203,0.994078683259735,1
1115,1984,0.9991466120498379,1
3014,3973,0.9986093373066554,1
2304,3873,0.9992311958056059,1
2839,3230,0.9991607658012064,1
1580,3720,0.999522525558926,1
2437,3701,0.9947552447552448,1
80,3395,0.9991199712643678,1
747,1894,0.9998300668403761,1
204,1451,0.9974860932819855,1
1096,2690,0.999480021893815,1
822,3395,0.9986359126984127,1
1373,2542,0.9997641247641248,1
2522,3804,0.9999933156867463,1
2931,4032,0.9974005611487045,1
30,528,0.9990041145792384,1
2516,4079,0.9998676636008734,1
1167,1962,0.9997069597069597,1
1051,2096,0.9996911320582045,1
355,3607,0.99640522875817,1
1368,3412,0.9987841945288753,1
3250,3972,0.999351606248158,1
970,1256,0.999844554551637,1
1635,2259,0.9988576238576239,1
1815,3055,0.9987259755387303,1
1155,1887,0.999523831645452,1
1474,2227,0.9999757178413161,1
814,2031,0.9996894113149847,1
2012,3951,0.9998060001385713,1
1303,2713,0.9998204022988506,1
2600,3974,0.9992903082723442,1
1989,3913,0.9979082623636635,1
1131,2451,0.9998170723740086,1
1321,2708,0.9922932330827068,1
753,2122,0.9995805730018068,1
443,3104,0.9995366616471678,1
157,2297,0.9968140929535232,1
498,556,0.9967793880837359,1
1480,1503,0.9979024390243902,1
2564,3393,0.999311075781664,1
2384,3773,0.9990981240981242,1
2136,4042,0.9995602892319718,1
1214,1812,0.9998665284843917,1
2529,3458,0.9996499066417711,1
892,2866,0.9996936640765093,1
2802,3238,0.9999664046227239,1
403,2919,0.9989009238611023,1
2422,3120,0.9932432432432432,1
6,1617,0.9997227263561201,1
1423,3841,0.9995749313924353,1
1452,3460,0.9987244897959183,1
1457,3889,0.9959841628959276,1
709,1416,0.9959124472573839,1
694,960,0.9999590946277611,1
1841,3404,0.9913875598086125,1
3040,3979,0.9999628390932739,1
566,4070,0.9984353741496599,1
