i,j,w,kappa,type
56,4973,0.4119326306055913,-60.44012293328207,forman
56,5143,0.22150140365022505,-58.14575489826749,forman
56,5434,0.25102303671210713,-45.76718001963772,forman
56,6470,0.2583775664046595,-58.20227459580777,forman
57,80,0.15362530481064507,-35.59059967306861,forman
57,276,0.2907952977446236,-19.218238133181323,forman
57,3710,0.15942933407535453,-37.524248430442704,forman
57,4562,0.17860248151769392,-39.617902859564886,forman
57,6109,0.1855766881570751,-32.256450776880754,forman
58,1655,0.2938966733549189,-15.563710379749175,forman
58,3727,0.184888941359472,-22.74231398261758,forman
58,4001,0.16111768584083386,-27.01299492233045,forman
58,7207,0.17381558494481397,-27.826851713237012,forman
59,7399,0.28304255148897095,0.6243666519992286,forman
60,2122,0.603888964827358,-30.21813148601408,forman
60,2963,0.34338564019464574,-26.229464956040903,forman
60,3183,0.3087558318048784,-25.50052038909449,forman
60,3821,0.19850634744962337,-36.60591606398087,forman
60,4004,0.23478029603267545,-31.582436619791338,forman
60,4236,0.2926650293698545,-26.020434047998187,forman
60,4434,0.3430428834711323,-33.86924054917287,forman
60,7827,0.30886592233035676,-34.243289113641175,forman
62,157,0.21292339661994805,-1.611938696732925,forman
63,1496,0.29556651337166123,-16.0572236285686,forman
63,1870,0.4143784686637282,-19.338453952650944,forman
63,3131,0.2655257172525678,-29.312966531713727,forman
63,3399,0.2168530584724963,-50.596345626646276,forman
63,3813,0.38525585638877735,-26.070679052651876,forman
63,7288,0.1560499444683138,-22.93101374472317,forman
63,8140,0.6127036096525524,-26.72715057489098,forman
64,2911,0.14619602945599197,2.0,forman
66,412,0.23652239047916299,-15.46644449151333,forman
66,6478,0.17255871649602722,-11.567518969587331,forman
66,7884,0.2237262105568951,-15.141039845056687,forman
67,2936,0.15950154549864826,-0.7119529455692781,forman
67,5681,0.29846734981678963,-2.0488014753500408,forman
68,3708,0.2927591969033752,-10.932073412688878,forman
68,5147,0.6052709103713169,-9.20072666184723,forman
68,6370,0.414579199996137,-7.409508630933811,forman
69,362,0.29572992404427934,-2.1655180103796834,forman
69,2154,0.15397987063326304,-2.6735740082261383,forman
70,648,0.16053405681478433,-39.437588348116506,forman
70,864,0.15198689594482265,-37.117642916224895,forman
70,5577,0.32815763708629486,-48.9401752256278,forman
70,5846,0.33225103953381996,-40.71851605086697,forman
70,6398,0.7260869291188302,-28.265228440779566,forman
70,7116,0.171903116799083,-66.39148584532909,forman
70,7238,0.27663255293163097,-58.15952196123513,forman
70,7809,0.23981070106744318,-43.53140785175719,forman
70,7983,0.7866881449046045,-23.09286025114666,forman
71,3541,0.18480403115516017,-36.730272357472266,forman
71,4432,0.6351868726031107,-22.36730012835168,forman
71,5071,0.4332871374756386,-19.252884574999676,forman
71,6537,0.18743356360847885,-21.046063722661223,forman
71,7257,0.2590253544599166,-23.21305622877285,forman
71,8087,0.23041433026865651,-29.965252742109662,forman
72,680,0.1883606579805078,-65.88639683137266,forman
72,771,0.2021149384339042,-72.78202736514223,forman
72,2903,0.1702872393039359,-67.03169463037166,forman
72,3305,0.2550765680220539,-96.60861377635932,forman
72,3880,0.24735004409713932,-69.74734219214146,forman
72,4154,0.24629286721631216,-69.31577415564786,forman
72,4212,0.47449468767921815,-65.37306392075324,forman
72,4833,0.14890768874331753,-88.34189607522052,forman
72,5108,0.15120193956960667,-94.3255254892882,forman
72,6238,0.20621053868786446,-58.72976454525184,forman
72,6380,0.22884479220241755,-65.78451582142519,forman
72,7357,0.19997406521728797,-86.97835197713314,forman
72,7944,0.24597264842491082,-69.0438842772012,forman
73,860,0.1993784899420481,-82.6988946492333,forman
73,875,0.16120771935603367,-60.24940202014883,forman
73,1139,0.24355954043355796,-57.053292292912474,forman
73,1425,0.1585012292207945,-86.6702654461472,forman
73,3411,0.45042535542227913,-59.18757452348227,forman
73,5593,0.3049762629628953,-60.14237775590251,forman
73,5837,0.23710312202320807,-67.45253479202457,forman
73,5910,0.1504064531531686,-81.81194477187694,forman
73,6578,0.21782425852320586,-71.42080998792737,forman
73,7220,0.15535537499285967,-65.17250178895223,forman
74,1829,0.15504362741966018,-56.85298257140829,forman
74,2787,0.17397018544462003,-70.09729924421214,forman
74,3093,0.4204395498941553,-45.77849597150821,forman
74,3502,0.43389096054831233,-49.25400191948593,forman
74,3566,0.19427101391718873,-47.28873818194166,forman
74,5007,0.18946680571030516,-66.56123708939543,forman
74,5105,0.15067075157584028,-74.35793406165097,forman
74,5898,0.31614210422533223,-67.19772334464368,forman
74,6672,0.5070079636743517,-38.952686527945325,forman
74,7232,0.4833350167538023,-45.2975812108841,forman
74,8129,0.3521373524075911,-47.730435314778106,forman
75,482,0.26646109673884394,-13.680055334222052,forman
75,2780,0.2071501002821262,-22.040892898138452,forman
75,3634,0.21095591233086353,-12.716945019634037,forman
75,5674,0.24887580542592574,-13.424703650217896,forman
76,635,0.3663245785140153,-19.448537249699537,forman
76,4589,0.17124632125651476,-26.806252648306998,forman
76,4598,0.2663095903448884,-15.586961650675779,forman
76,5745,0.24026987939406816,-22.766871890547435,forman
77,3292,0.27501738272088005,-3.793591540805168,forman
78,1872,0.14994285798042906,-16.939170415430013,forman
78,6670,0.406080918782703,-6.985003705156295,forman
79,3877,0.3914160001838214,-7.057666735436771,forman
79,4357,0.22585735395726142,-7.473157688958926,forman
79,6736,0.20321284880873913,-17.91447229183727,forman
80,3710,0.22065639475192547,-37.9562218176052,forman
80,3798,0.21048053918381698,-61.08597558529772,forman
80,5372,0.25064690919093724,-54.52993448441152,forman
80,6121,0.21177809709906784,-29.433660498267617,forman
80,7309,0.22065405358198417,-28.153073213673377,forman
82,776,0.29225390783915256,-11.57013220919735,forman
82,6254,0.36436295539361413,-3.540527305938186,forman
83,515,0.4391873014175779,-69.97721574660527,forman
83,673,0.22567575100601325,-71.10930094656527,forman
83,1502,0.18619348723788892,-104.56053475550713,forman
83,1576,0.15986802151216425,-71.81277098428302,forman
83,1684,0.250266218029006,-59.0207908264991,forman
83,2748,0.21290031543210633,-79.10597227354751,forman
83,3086,0.4205244585435799,-74.24397009251615,forman
83,3171,0.5251977688052692,-60.922044589474,forman
83,3820,0.325244233957855,-78.47242426990664,forman
83,3857,0.44293734074326946,-59.15475282792573,forman
83,4005,0.3426779846771284,-52.19654765561003,forman
83,4489,0.29572413948775295,-81.26102814312917,forman
83,4608,0.23398454299104834,-75.22178185301549,forman
83,4799,0.2908515547499433,-71.12139981921761,forman
83,5490,0.3682789528563619,-70.3701204149441,forman
83,6384,0.32156034213901624,-80.58844944612628,forman
83,7495,0.16969441984835945,-72.08394851850524,forman
83,7804,0.17194361529046204,-78.5200961780078,forman
84,1454,0.27899506566440824,-27.35203903624767,forman
84,1616,0.16137989166193775,-27.858511007169362,forman
84,2906,0.1802194591501798,-36.99784063705152,forman
84,3886,0.2686811966996657,-38.49445232317066,forman
84,4062,0.33160772385460013,-35.10372185265787,forman
84,4575,0.22629636365105782,-38.1912807383231,forman
84,5303,0.22136254652322968,-27.993247815786475,forman
85,2260,0.30335060726317453,-28.47650219300851,forman
85,2446,0.39585691561154884,-33.17252173694847,forman
85,3048,0.40906120543260555,-27.922534641399714,forman
85,3287,0.5275452887302196,-29.721159400635393,forman
85,3478,0.3897277326969807,-36.718951983247024,forman
85,5413,0.20240439651476222,-39.76184785418587,forman
85,5905,0.16209839000798032,-39.781868173653656,forman
85,6690,0.3014210192970777,-30.254968734146956,forman
86,341,0.16120026411576852,-37.22588235021668,forman
86,1097,0.1963790662851381,-37.56728138793224,forman
86,1149,0.16782951275707,-30.7386954851927,forman
86,3867,0.14971978657492133,-29.70642681940693,forman
86,3881,0.1703339422543264,-31.653483767260806,forman
86,4228,0.5590753289649284,-18.514467795054504,forman
86,8095,0.14635297531783442,-60.4895038635052,forman
87,5454,0.15016716371731456,2.0,forman
88,105,0.18120933010610285,-22.091947958355924,forman
88,204,0.447950856267135,-17.33490332962523,forman
88,3622,0.38197363770961124,-20.93593823632441,forman
88,5518,0.24279276593909424,-23.87514101649787,forman
88,5551,0.16846601462478897,-37.62790620780834,forman
88,5738,0.3178513690978599,-21.471051104307314,forman
88,6379,0.24178815581888846,-22.717321006525676,forman
89,180,0.30440283315748967,-23.586668650561307,forman
89,2659,0.14610275082925775,-28.753955762533295,forman
89,2836,0.3277097147587733,-24.112020674354582,forman
89,3584,0.48156451353955465,-9.26133917317765,forman
89,4635,0.23178869782419181,-12.734230522910948,forman
92,191,0.1550393388265293,-3.1918901829097304,forman
93,3517,0.22753652412224698,-22.73516176169427,forman
93,5180,0.15090451835930663,-27.34412413095318,forman
93,6970,0.31602417285770734,-32.12531007105365,forman
93,7421,0.16310078839176725,-21.692830269887125,forman
93,7691,0.2971919566829355,-15.98518075484867,forman
94,2658,0.16632508636609875,-39.54243162226769,forman
94,2865,0.40543438725383013,-26.00378481514569,forman
94,3156,0.29369493604088254,-31.533063926441248,forman
94,3469,0.15089416805193492,-41.74741334034602,forman
94,4235,0.15340092209857187,-25.800909869687136,forman
94,6328,0.2545740706344373,-37.32321338929277,forman
94,7369,0.6055480530170206,-25.287369636060653,forman
95,753,0.7569918936725953,-10.439114507387114,forman
95,2334,0.4251881180240078,-9.90309245018366,forman
95,4004,0.2603149071336695,-18.906261111157846,forman
95,5475,0.5728687783427305,-18.782678594401098,forman
95,6959,0.3766364036130465,-30.493034542554767,forman
96,6789,0.5312206263424676,-6.317520682025897,forman
96,8003,0.23805025123397586,-9.345137857760976,forman
97,830,0.21569276731555806,-35.51069538704581,forman
97,2070,0.18583022231858648,-14.774525788675295,forman
97,4409,0.1639348588266002,-15.158902140467479,forman
97,8108,0.33146819460066596,-28.118945160203882,forman
98,132,0.3259243762746952,-46.30341490297533,forman
98,3995,0.22604292931204656,-51.99330727977835,forman
98,4938,0.22483837571429754,-43.32285866244093,forman
98,5022,0.1713735652353849,-65.23272966494429,forman
98,5757,0.361015281458445,-43.73801623816344,forman
98,7219,0.33071852280016545,-32.99407273660194,forman
98,7793,0.3427059484963992,-43.24241799250069,forman
98,7933,0.30481142623958857,-43.71227467746549,forman
98,7982,0.4086066183165726,-40.25149520579046,forman
99,846,0.20710900969601026,-10.39908900801591,forman
99,1276,0.1561447068561168,-5.595212287546346,forman
99,7469,0.5379503418459065,-7.7089603381918845,forman
100,771,0.3408650396282718,-61.16683190750417,forman
100,1317,0.7367363654970813,-42.06005533801178,forman
100,1437,0.2757721817336923,-60.83410187668191,forman
100,2266,0.17330348107001875,-61.15756674247817,forman
100,2360,0.3303106030747713,-56.336025407730915,forman
100,2793,0.23823556541975557,-61.845573428509404,forman
100,3305,0.16575374105816382,-97.70497333649507,forman
100,4298,0.166220282781856,-67.15423900630691,forman
100,4615,0.23963680039799257,-64.44706344548412,forman
100,4833,0.4954722099120919,-65.03657234075567,forman
100,5108,0.3641058663238651,-75.33419776388718,forman
100,5443,0.6297819936754437,-52.824672239880016,forman
100,7357,0.14587461162740203,-79.02801891711016,forman
100,7553,0.2647588414272543,-60.56750751334182,forman
101,1236,0.2427696460352597,-42.70953244848708,forman
101,1539,0.2052630000743749,-52.71024892535668,forman
101,2011,0.21399722808195193,-69.79763064871852,forman
101,2140,0.5394440357988624,-43.244080621201164,forman
101,4128,0.1558855850407075,-46.75979014844205,forman
101,4549,0.3584015826417609,-40.903017727977144,forman
101,4975,0.16815793819258004,-45.82371915737185,forman
101,6495,0.2624787757207948,-38.40898707479654,forman
101,6957,0.40072366883479205,-48.7822748815006,forman
101,7513,0.2984373979087585,-56.681362546907074,forman
102,1197,0.367013484314943,-15.10566484841599,forman
102,5040,0.4234257553162454,-12.942805108930417,forman
102,5426,0.18735894025554561,-30.026709760531375,forman
103,609,0.8983566388807309,-7.255993689495927,forman
103,3060,0.2405192778833618,-13.465504002380012,forman
103,5446,0.3348023102004284,-12.323251357682253,forman
103,7230,0.4062970510156868,-14.559287910911209,forman
104,107,0.22919207577497214,-24.114629183442577,forman
104,403,0.1759445262048161,-31.32690358114769,forman
104,582,0.2520165558507752,-32.68794499961274,forman
104,1018,0.4210441541968824,-18.322244124293025,forman
104,3767,0.1867387781132108,-32.20207952787271,forman
104,7360,0.4078245023959545,-26.06164554826583,forman
105,204,0.14955158602629634,-3.8059560527235092,forman
105,5738,0.35042317691787633,-12.976191206853409,forman
106,836,0.1727833187909172,-1.6314635538674676,forman
106,2991,0.2332396105105826,-2.2405626371165654,forman
107,3767,0.47257765138811614,-25.95258637031822,forman
107,4356,0.16114111797744057,-51.23069178503854,forman
107,4554,0.17382327135887166,-35.544091418925355,forman
107,7360,0.32760786552594123,-25.250564265908757,forman
108,1606,0.178862735377762,-30.468803261368,forman
108,2158,0.22939178424186205,-12.554523509319171,forman
108,4191,0.2613356371123977,-25.747841982542745,forman
108,5529,0.20045089715251943,-32.21709864969256,forman
109,1141,0.14917731179951943,-37.14015463259179,forman
109,1268,0.3253505936599532,-29.503761224869777,forman
109,1730,0.315641494036891,-34.306287768077404,forman
109,1901,0.4793806053922177,-48.25955283950747,forman
109,4095,0.40250604289982145,-38.36562623453572,forman
109,4567,0.8234415218558869,-28.409882236243053,forman
109,7111,0.15293441572075758,-28.181918607355513,forman
109,7758,0.17606527198420543,-38.75296079941245,forman
109,7961,0.5956335983775378,-27.16165895737022,forman
110,958,0.1688977541968475,-36.34693503887662,forman
110,2178,0.15433774202084669,-40.80749872534996,forman
110,3008,0.19461133906470643,-42.956329792820895,forman
110,3458,0.1739114290078309,-54.13342783741204,forman
110,7070,0.31138367897354935,-30.162944390513346,forman
