i,j,w,kappa,type
15,2270,0.244143118904567,-157.8906639885107,forman
15,2996,0.1437198426496433,-217.86982398734307,forman
15,4380,0.155638327870248,-172.45707692367682,forman
15,4748,0.419066310921091,-119.05417656612605,forman
15,6032,0.27306407484802014,-144.87907626306273,forman
15,6173,0.07758499745496825,-225.12145970218302,forman
15,6351,0.20308761468506775,-154.9849867340905,forman
15,7129,0.10657606137201972,-218.74072162072105,forman
15,7224,0.07211852713176227,-243.09026852151803,forman
15,7652,0.12875977557770876,-190.33715697240854,forman
15,7778,0.07122672037259999,-267.35017971391255,forman
15,7883,0.484212174105972,-105.81463693491646,forman
16,135,0.3615551967221784,-68.96395229063367,forman
16,1021,0.09865217262708524,-139.53492792401113,forman
16,1387,0.2439740643969152,-93.4311182032667,forman
16,1855,0.2765140531683344,-72.22687842137964,forman
16,2295,0.15840072637826202,-120.26016556833308,forman
16,2977,0.09840538249110763,-125.17994848217478,forman
16,3042,0.16478301832402745,-69.20951373849938,forman
16,4233,0.28673104117242265,-66.60728199329074,forman
16,6268,0.1246471289917211,-79.28034569980089,forman
16,6803,0.4740572519837551,-65.98911315046985,forman
16,7543,0.264020455369815,-74.88535392329602,forman
17,956,0.074973076309005,-150.5886054506774,forman
17,1288,0.19196182736054837,-101.8443235016683,forman
17,1623,0.293024721157248,-92.18818496183154,forman
17,2746,0.0886970328549464,-171.27930991836615,forman
17,2770,0.15670332790838143,-163.46966525516058,forman
17,3255,0.1722508034429975,-112.98169548196888,forman
17,3715,0.08542315330548692,-206.0239801422987,forman
17,4747,0.20245819285274536,-120.64816902655014,forman
17,4757,0.106742862256465,-133.33210726701512,forman
17,4796,0.1434288746461191,-141.34945055902375,forman
17,6090,0.2717059566487788,-103.00263994018869,forman
17,7449,0.20509973963695732,-129.3776411804038,forman
17,7466,0.09251094072878852,-188.02839344866314,forman
17,8142,0.07805615701939511,-145.8084810836961,forman
18,2548,0.08328923414958751,-36.394087425614565,forman
18,3844,0.32058411727103764,-23.598382315987042,forman
18,5544,0.24758546828678168,-24.039458093391538,forman
18,6754,0.18197464385430737,-20.461472229795387,forman
19,249,0.1795160045283037,-48.05338770358684,forman
19,570,0.1503900759957943,-39.928102298061305,forman
19,1521,0.14248700591066255,-75.48715810827827,forman
19,2660,0.19882499864535919,-83.1117846196388,forman
19,4788,0.08337423427428395,-134.64149434156207,forman
19,5511,0.10499642741654984,-60.7210573610336,forman
20,98,0.15637209571299204,-134.02246962357674,forman
20,132,0.11551080258624931,-137.50429358511911,forman
20,4027,0.1893503669850923,-94.5677314350433,forman
20,5101,0.1273755458074438,-78.07667725545163,forman
20,5483,0.19590582296572406,-87.23477669467354,forman
20,6489,0.10188448780356847,-79.4730050103643,forman
20,7219,0.12336488150894491,-107.96870945266386,forman
20,8040,0.20641638530727022,-54.436019048594886,forman
20,8130,0.11210752581389473,-98.11672257676787,forman
21,623,0.16594480728195637,-134.00888684815698,forman
21,1224,0.07262260043593294,-162.8585904286814,forman
21,1974,0.40736573555220185,-99.44401815349893,forman
21,3412,0.13998269018331796,-103.31049278829612,forman
21,3738,0.08470178499210558,-135.40971907675367,forman
21,3792,0.09352104591319221,-177.62165789322373,forman
21,6699,0.3194835485434992,-62.365466728311716,forman
21,6759,0.3850660696870513,-83.80040028867738,forman
21,7359,0.11629355037568384,-135.90148156841033,forman
22,816,0.08155078151073333,-24.270192352385305,forman
22,4177,0.08340928214385981,-35.626352123718426,forman
23,1041,0.6468293096781307,-65.21306817900772,forman
23,1212,0.0718710625603385,-180.7955554947482,forman
23,2843,0.2585346260337012,-95.015230233556,forman
23,4864,0.14296274037633477,-125.03391665291612,forman
23,5290,0.11623795449206634,-163.61966186256655,forman
23,5370,0.2522093021362321,-117.1955969722236,forman
23,6314,0.139477527340304,-132.6386012113444,forman
23,6388,0.11549652232123285,-146.25915807884525,forman
23,6655,0.10541508476727549,-127.35658301326265,forman
23,6799,0.12564422064478387,-134.15414598164006,forman
23,7635,0.10081331573589487,-109.78953462115265,forman
23,7893,0.08719608147170751,-162.49007729627607,forman
23,7987,0.2443255571625077,-110.75185397593644,forman
24,1093,0.19529042795139848,-95.07286269858524,forman
24,2910,0.12113885140409825,-58.697123780652426,forman
24,3377,0.17932696849944507,-91.41871940272136,forman
24,4076,0.24642386454037885,-106.58904900155034,forman
24,5504,0.1717053172393125,-95.08567567284787,forman
24,6942,0.28320855603296313,-61.81385909676127,forman
24,7345,0.19605914387686432,-73.74383282166536,forman
25,3489,0.1867952541435065,-25.219296609845113,forman
25,6271,0.09828946853718934,-20.86280656449282,forman
25,6455,0.36098627499486563,-13.671483511309184,forman
26,109,0.16179685566027496,-195.96270040231587,forman
26,275,0.07087177036267797,-260.7514337886537,forman
26,287,0.1307663916388963,-253.85267008266658,forman
26,860,0.3041907211975406,-189.38623517280286,forman
26,928,0.09036083288936624,-310.80471978040885,forman
26,1155,0.25089809618650544,-210.68215774392945,forman
26,1250,0.08734912484594023,-280.7192188381607,forman
26,1252,0.1972280391990088,-209.06304058304272,forman
26,1425,0.5634650029350174,-156.95494631602278,forman
26,2733,0.08005293166048298,-287.570840111694,forman
26,3387,0.29131416641600044,-175.52053473122345,forman
26,3673,0.07386272247701924,-276.8910466452006,forman
26,3686,0.23731494154234056,-191.30443409086553,forman
26,4095,0.36506016893000987,-177.69978415388212,forman
26,4558,0.14730500854217105,-242.84289467329612,forman
26,4567,0.2359877613024497,-191.26426423263723,forman
26,5422,0.08086041520976932,-257.1581760683872,forman
26,5500,0.09549093353492187,-241.86526375918902,forman
26,5837,0.10182888271916415,-265.8748902064077,forman
26,5893,0.24910049740582435,-176.4996667200764,forman
26,5910,0.4303633905981139,-178.02304596074015,forman
26,6578,0.07130004452827092,-309.21066955888455,forman
26,6715,0.09863444251601923,-237.9057545729754,forman
26,6769,0.41965740927342093,-183.78868269224435,forman
26,7384,0.3235371367247462,-184.8231849565366,forman
26,7496,0.12980530983062621,-286.00907835979194,forman
26,7952,0.08358260045164113,-282.70738772123855,forman
26,7961,0.10227612559888934,-217.9411357411534,forman
28,429,0.09300932464132382,-94.32760623662563,forman
28,481,0.4621840707725005,-63.50661252219978,forman
28,886,0.24595524358940474,-64.83503296607074,forman
28,1648,0.11846857646120561,-110.04310721960532,forman
28,1932,0.2374860238303642,-56.14182837020384,forman
28,2390,0.20327374552999256,-66.91430527704185,forman
28,3146,0.0848406048757746,-75.72581997882342,forman
28,3941,0.07245862357761731,-133.19751225721095,forman
28,5358,0.15408147952710158,-118.97066897359241,forman
28,7748,0.1539817019644351,-85.47051695853897,forman
29,213,0.09995994461053133,-118.3128224612745,forman
29,922,0.07634167827683686,-157.85746120076928,forman
29,1713,0.11029959651899378,-112.12391223586788,forman
29,2059,0.15552765011415587,-116.05155275471742,forman
29,2926,0.22850229897678273,-105.86576613178414,forman
29,3946,0.17513132978295085,-136.80942107968133,forman
29,4217,0.530492225445704,-63.36588332507523,forman
29,6682,0.11932526752069816,-139.44737710440555,forman
29,7274,0.22402204369261816,-110.06897434673976,forman
29,7363,0.12674996736352287,-125.3938349559619,forman
30,268,0.13808136712370384,-170.53425399626568,forman
30,919,0.10635985943267418,-203.56934929614079,forman
30,1411,0.4695841690674469,-88.01450271261925,forman
30,2065,0.6483806073277558,-84.43202523982823,forman
30,2075,0.12229646911503626,-186.92521604249936,forman
30,2902,0.21496820681469958,-127.68907463471362,forman
30,3418,0.8594891916799945,-63.75537201418034,forman
30,4214,0.23446454060926755,-166.34589599051895,forman
30,4592,0.258742654659479,-159.49439068154072,forman
30,5321,0.16128422454004143,-174.72645640621752,forman
30,5591,0.27607528343066406,-130.68956910687797,forman
30,5679,0.23776701434721534,-151.4387667648254,forman
30,6140,0.2254070356742286,-106.51416083147907,forman
30,6566,0.5236897299922627,-76.08341329401641,forman
30,6731,0.17637490244284235,-139.71060313456024,forman
30,6844,0.43373436788801395,-105.63128584287541,forman
30,7704,0.11702441306451479,-156.2895568853944,forman
32,642,0.24159222372351438,-78.19420668855736,forman
32,1028,0.07092441349945201,-101.98324630329554,forman
32,2553,0.10291648251507345,-139.22630749153234,forman
32,2958,0.07064120857465209,-120.78868539334283,forman
32,3370,0.5263158453513801,-62.60525414768257,forman
32,3711,0.08959894610581645,-124.77636769823773,forman
32,4755,0.1409447153983195,-92.10770055813472,forman
32,4836,0.4164746105875727,-69.39908175262057,forman
32,5542,0.13025481900779395,-100.38524952717428,forman
32,7186,0.14805115231967997,-113.94537027820657,forman
33,84,0.10172834207115625,-136.75426732033827,forman
33,225,0.13847175098910713,-76.4515278296271,forman
33,2343,0.0882765699584155,-130.715113521254,forman
33,2636,0.3465059082074571,-68.08395997726726,forman
33,2906,0.36276760250549595,-73.02896197674013,forman
33,3886,0.18915784693327153,-99.21657762813288,forman
33,3892,0.0727984328877349,-201.22226380376537,forman
33,4575,0.19029737616239817,-95.19177024330898,forman
33,5027,0.4903873883303683,-60.73217845523888,forman
33,5973,0.6507482698277486,-55.117668887882104,forman
33,6389,0.7658953631019463,-46.125341188587235,forman
34,692,0.23328205232457452,-31.619168421303023,forman
34,840,0.2985005153834203,-27.724930839137656,forman
34,1514,0.3227553657906967,-37.00739657725376,forman
34,2620,0.25110138448656705,-39.594438929010686,forman
34,3025,0.0811521472056726,-46.27803180009119,forman
34,7659,0.24502614519919586,-40.933314240742284,forman
35,2531,0.17659827861884986,-33.73784999868573,forman
35,2980,0.08255015774320479,-71.63713404531902,forman
35,4399,0.7275014279883218,-27.957241405123114,forman
35,4675,0.36529867425877616,-31.804410487942306,forman
35,4863,0.14056000710997055,-48.13529363095493,forman
35,8047,0.15958328472511815,-49.83950635591185,forman
36,1481,0.1603573985010963,-51.081538413787214,forman
36,1609,0.28205631560476113,-39.44060159681736,forman
36,2023,0.07486903820131088,-41.47920011880098,forman
36,2857,0.39863275366663425,-32.78603044828337,forman
36,6003,0.19421730216738423,-72.92399330565073,forman
37,73,0.1799863732133965,-216.49714526450174,forman
37,397,0.11948445979179767,-214.0374753652129,forman
37,949,0.08895349673652256,-273.15136085345017,forman
37,1139,0.11838092346858416,-227.01857420959732,forman
37,1498,0.42530760243904353,-157.2805570040556,forman
37,1599,0.09610243882154218,-257.6982322820245,forman
37,2155,0.3088141628450141,-154.34477114499276,forman
37,3411,0.08348683997938873,-288.4863000277891,forman
37,3446,0.09821480249054368,-153.9270043556878,forman
37,4136,0.09741751068884491,-278.3368577260852,forman
37,4533,0.2672528737013445,-159.85731294656588,forman
37,4766,0.07292546393823415,-328.5691255565483,forman
37,5059,0.09197959999844546,-195.1040205440173,forman
37,5337,0.2508466340003188,-169.39467048097544,forman
37,5573,0.3723426297671232,-137.67158973966386,forman
37,5593,0.10014960881168578,-217.42257699647965,forman
37,5869,0.11181925013213519,-232.95092144727585,forman
37,5958,0.17171289282421862,-216.99838735711273,forman
37,6706,0.2140496576869875,-177.20429533409316,forman
37,6991,0.07374233566591244,-166.7263957856821,forman
37,7600,0.14643686314143162,-205.44658176713511,forman
38,685,0.15225468811814657,-123.42016288464607,forman
38,937,0.1258335029188009,-136.33847912157893,forman
38,1816,0.11753087041775649,-89.90954933120071,forman
38,3852,0.18482805372816896,-98.05511499601096,forman
38,4748,0.31806418615378823,-98.49913254599618,forman
38,6017,0.07304846506246312,-134.23725430261936,forman
38,6351,0.3061582935187852,-98.35114022147704,forman
38,7652,0.33030633485220745,-102.14455266900282,forman
38,7883,0.29663351575381874,-93.01045391565692,forman
38,8133,0.09613453677780409,-114.34941010989671,forman
39,620,0.08585726840763236,-64.93269610473693,forman
39,2505,0.1485293434938539,-55.25077938427596,forman
39,2663,0.10457965277438734,-86.247051049439,forman
39,6701,0.08150503678069207,-45.598113208462976,forman
39,7769,0.2573166697772378,-59.077667838922046,forman
42,300,0.2568308230324168,-39.981205659688705,forman
42,1368,0.5068139822178176,-31.93002219386161,forman
42,1532,0.1642810396747104,-58.00478682345614,forman
42,3091,0.10373386857378822,-63.28717410640853,forman
42,4149,0.07750730255231905,-73.43785207689643,forman
42,5965,0.5569985656863511,-42.05791173955618,forman
42,6102,0.1097772528239039,-51.29996942107744,forman
42,7909,0.07891629184923975,-120.97218760646123,forman
43,212,0.42316620932340643,-88.96825873878159,forman
43,1423,0.2782217632379392,-103.75800008523386,forman
43,2004,0.24524090009828298,-111.08313898726126,forman
43,2339,0.36862494467894463,-91.2493902941474,forman
43,2386,0.08166531823988035,-176.35721930570847,forman
43,3833,0.5500131519390505,-96.78082918867155,forman
43,4818,0.09582994909838873,-205.76384133622466,forman
43,5024,0.12053853372128594,-237.67166139077156,forman
43,5068,0.2228044281204946,-147.36943566222675,forman
43,5086,0.1567554876333201,-147.5884703962451,forman
43,5275,0.3124694847210013,-88.65524783355471,forman
43,5329,0.1288524654893983,-185.53295829171478,forman
43,5871,0.35072303717127123,-116.28123695459416,forman
43,5872,0.4760090170677457,-93.55819178082996,forman
43,6982,0.10214209386493762,-169.0349917018334,forman
43,7393,0.08572349083376654,-191.8966800546217,forman
43,8167,0.24717777549624542,-140.71100283864845,forman
44,2786,0.26758835946552934,-66.98538252894018,forman
44,3398,0.10174932311831748,-144.8098868922608,forman
44,4135,0.33170356419023916,-88.76301783829499,forman
44,4206,0.08918888222869431,-154.077513718734,forman
44,4345,0.15092572113399297,-85.68862658604232,forman
44,4476,0.08027311624421316,-124.49800597745953,forman
44,4587,0.18630314885811175,-115.32144212982689,forman
44,4600,0.28799769267265757,-80.78414457961699,forman
44,6719,0.30056978977525667,-78.75015588343001,forman
44,7028,0.4132724644605559,-82.67909857416382,forman
44,7451,0.09773797238233775,-121.51571271553551,forman
45,967,0.1080307386248448,-65.45648734323439,forman
45,5802,0.10943663942305383,-52.21215209936442,forman
45,6159,0.0727381756782257,-71.23035697954263,forman
45,8181,0.10594356867091193,-24.630569553179186,forman
46,1199,0.2453134868357238,-92.10958558330265,forman
46,1582,0.23265076785959338,-101.0668172673096,forman
46,1867,0.09358510732726102,-141.19923169518353,forman
46,2261,0.18351201953033316,-122.70542660454831,forman
46,2544,0.10414260686997445,-113.81491165516657,forman
46,4191,0.08674613667793257,-183.6610505445274,forman
46,4400,0.0703065457199912,-130.9227470026878,forman
46,5133,0.2202867371564368,-126.64712432677436,forman
46,5690,0.17896420533641086,-133.42987451971186,forman
46,6914,0.08806287709822298,-158.62113144175214,forman
46,6995,0.11849672931646243,-117.29133303502475,forman
46,7187,0.3829443688640897,-62.14593341348334,forman
46,7428,0.27658411493890933,-84.47474380607926,forman
47,1820,0.1286402311585631,-66.90666436366163,forman
47,2307,0.312923089787298,-52.01074903249795,forman
47,2767,0.21245360211816855,-48.157467017300796,forman
47,3345,0.3609507015175957,-33.32067099150481,forman
47,3660,0.17950257475604975,-62.94834629694,forman
47,4994,0.0715897491624791,-38.514067633856726,forman
48,648,0.21187319948318561,-166.1184143713341,forman
48,864,0.10860200165593226,-240.8421224184082,forman
48,1432,0.3143134706001312,-158.87089615931924,forman
48,1704,0.1626821070231134,-211.50738634142624,forman
48,1967,0.7469338503025563,-110.36206091048416,forman
48,2129,0.07668304153199601,-225.08071666584533,forman
48,2821,0.18997196169390118,-187.7523240101373,forman
48,2937,0.3053532660021699,-157.94059419376504,forman
48,4079,0.15254146978771382,-213.48202176151472,forman
48,4204,0.11678170192950565,-208.62063240998805,forman
48,4440,0.17732869400246282,-217.05770726684636,forman
48,4608,0.11640046232825799,-281.6257205831895,forman
48,4671,0.10737999054508113,-314.7755449888593,forman
48,6182,0.1114494712362054,-219.34200381867174,forman
48,6594,0.11913943323716461,-241.42553167115446,forman
48,6688,0.07673814539974855,-254.19477599843293,forman
48,6794,0.3488355559875885,-149.24775075367108,forman
48,7116,0.15601222492081154,-239.46613491895877,forman
48,7166,0.07671672301366973,-248.97010166991473,forman
48,7518,0.192859801850178,-220.20651134847236,forman
48,7854,0.11980694483778698,-253.73632871500223,forman
49,245,0.4900237953901155,-97.53721247031149,forman
49,1733,0.11103364547741136,-137.28052791605336,forman
49,1872,0.20525105149952005,-89.01364046186393,forman
49,2137,0.11521054333813927,-144.5662761014578,forman
49,3264,0.09449434328836208,-167.57595180907873,forman
49,3456,0.3236610975629385,-81.08520299657583,forman
49,4236,0.0733562327623312,-229.19022637870006,forman
49,4477,0.08968979553290689,-177.7992951112093,forman
49,6046,0.08517962517897357,-210.20338223962915,forman
49,7327,0.07641808628294361,-266.1159134208155,forman
49,7519,0.08363634682679018,-153.88369510356765,forman
49,7996,0.12745883748385775,-123.2529029971545,forman
49,8105,0.2549053950840995,-98.32798220074062,forman
50,79,0.13972366023851354,-81.93058482580804,forman
50,261,0.1645202942686813,-99.35988191010124,forman
50,3797,0.09073161996406917,-86.38926142569554,forman
50,3877,0.08359608671186716,-90.6787704484082,forman
50,4357,0.10530837844371589,-85.38783191662267,forman
50,4545,0.09112850194789691,-123.20594633883024,forman
50,5493,0.11903666664445985,-98.92383590363315,forman
50,5953,0.1768403675192261,-84.99406014648939,forman
51,6108,0.5644922902441114,-11.24145353944309,forman
51,8049,0.07707818679872425,-2.8965688313024778,forman
52,4837,0.19327505169255563,2.0,forman
53,838,0.08674511530282855,-218.28253764255336,forman
53,849,0.10646291043128779,-138.15145098211056,forman
53,1300,0.14237020661805375,-151.66480728400103,forman
53,1381,0.07171238226404907,-240.6030463328598,forman
53,2564,0.12879452760657611,-175.64057764796758,forman
53,3084,0.08813990034790554,-218.68347306769994,forman
53,3644,0.14596712683861976,-159.52657270635652,forman
53,3794,0.13109466788309265,-176.03674612670522,forman
53,4241,0.07344970155157289,-227.55325495107027,forman
53,5255,0.12555434090142928,-190.91307959654415,forman
53,5304,0.12757634733326914,-194.22597220705825,forman
53,5857,0.1005098480667264,-215.05752167093664,forman
53,6297,0.10790259777418315,-226.96116238441738,forman
53,7053,0.16991892283363283,-127.89744694671808,forman
53,7178,0.4842815020096224,-120.81840675724374,forman
53,7294,0.08103282759174647,-187.91344581022258,forman
53,7699,0.2239859419793265,-145.3838775160762,forman
54,373,0.10501614533096607,-192.68971565888273,forman
54,970,0.13289502104157488,-214.95068469194155,forman
54,1249,0.0951942848832152,-171.89164903771936,forman
54,1741,0.07353088297144163,-225.80327339949886,forman
54,1759,0.08461629146082995,-215.69925866413772,forman
54,2882,0.3029843772983969,-106.6511617997215,forman
54,3523,0.08804968977363295,-184.02507911034047,forman
54,4318,0.18012005288072533,-143.5749631232536,forman
54,4445,0.35507527224078916,-102.13885314824786,forman
54,4505,0.18520306319155183,-170.56162235095158,forman
54,4614,0.11241633870002087,-149.09386306379912,forman
54,5052,0.2065964180440016,-165.13562591244312,forman
54,5399,0.32139299963805285,-112.09570349601177,forman
54,5833,0.09253792679455433,-187.08631049370118,forman
54,6157,0.5794373305590083,-108.95727209154516,forman
54,7316,0.29908960847809607,-95.64776666103688,forman
54,7898,0.1311397954307786,-223.0352797379366,forman
55,4225,0.12762446810630074,-40.514031717171136,forman
55,4535,0.11860516939823892,-37.631368792676234,forman
55,5001,0.15703008019682546,-28.287622571859913,forman
55,7034,0.11705695204235904,-46.66296409237553,forman
55,7075,0.1402727590131645,-52.61075115396838,forman
56,547,0.1896673621038836,-211.87043549133438,forman
56,863,0.1294344929717985,-174.7827660983814,forman
56,1075,0.086275936432457,-218.54666076191117,forman
56,2029,0.2754878083537177,-164.25262543502308,forman
56,2331,0.2517616635851281,-149.01390349318896,forman
56,2542,0.12414735847534795,-223.07183800391863,forman
56,2657,0.09940339385946365,-233.2896061937743,forman
56,2695,0.19231354096225728,-201.82883716602748,forman
56,2917,0.07539810251303454,-227.88091861727247,forman
56,3094,0.20821541024145665,-159.64179117241758,forman
56,3360,0.15041884329598748,-210.53274133272282,forman
56,4973,0.4119326306055913,-142.37337777804385,forman
56,5143,0.22150140365022505,-234.6337302732733,forman
56,5154,0.07157110476755275,-287.44682787328816,forman
56,5434,0.25102303671210713,-191.22556272387394,forman
56,6136,0.07997103046594015,-253.3037285659069,forman
56,6275,0.07268594296190234,-267.9917526967339,forman
