u,v,w_uv,kappa_forman
141,2186,0.41487574577331543,-10.944072723388672
141,3420,0.46206772327423096,-5.910428047180176
142,1962,0.44414082169532776,-2.255171298980713
142,2280,0.7299312353134155,-3.717343330383301
143,1788,0.7100027799606323,-0.25665736198425293
143,1983,0.6431225538253784,-2.9219300746917725
144,2424,0.5948934555053711,2.0
145,2106,0.5293126702308655,-6.033339500427246
145,3377,0.47584378719329834,-5.648365020751953
147,824,0.5320138335227966,-2.6356685161590576
147,2391,0.785011887550354,-0.9044307470321655
148,1862,0.4461384415626526,2.0
150,3752,0.6002580523490906,0.6861895322799683
151,2441,0.45627620816230774,-7.523316383361816
151,4064,0.7883650064468384,-0.6609203815460205
155,271,0.6320861577987671,-3.4710636138916016
155,2692,0.5426840782165527,-7.90093994140625
156,1501,0.41334232687950134,-2.876662492752075
156,1818,0.46091243624687195,0.8938241004943848
159,873,0.5448213815689087,1.0917925834655762
159,1404,0.5959271788597107,0.9122313261032104
164,1802,0.43419286608695984,2.0
166,1799,0.44963252544403076,2.0
171,2607,0.4630759656429291,-2.999464273452759
171,3916,0.41802841424942017,1.1051428318023682
172,2705,0.5316597819328308,0.15016329288482666
172,2782,0.684576153755188,-0.5898352861404419
173,230,0.42920106649398804,0.549946665763855
173,3168,0.6964520215988159,-0.8971575498580933
175,1965,0.8044801354408264,2.0
177,1427,0.6050870418548584,2.0
178,3214,0.5644198060035706,2.0
179,3280,0.412640780210495,1.6248855590820312
180,2659,0.5268605351448059,0.8257459402084351
182,1970,0.4724595248699188,2.0
184,2392,0.47501155734062195,2.0
186,782,0.4206078350543976,1.1138026714324951
188,647,0.4865460991859436,-8.037290573120117
188,1386,0.47512561082839966,-0.008027791976928711
190,2256,0.5469338893890381,2.0
197,3180,0.8638337254524231,0.44531142711639404
205,2565,0.6867747902870178,-0.7787755727767944
205,2949,0.43488287925720215,1.526794195175171
207,1014,0.4189741611480713,-1.8980181217193604
208,3327,0.984154462814331,2.0
211,2637,0.5746757388114929,2.0
212,1423,0.886092483997345,-16.282363891601562
212,2339,0.8197281956672668,-22.662202835083008
212,3833,0.5206385254859924,-16.557674407958984
224,3205,0.5815966129302979,2.0
225,2343,0.46554306149482727,2.0
230,3168,0.4232749342918396,0.5970251560211182
233,2088,0.5695357918739319,0.8253546953201294
235,3633,0.4864988327026367,-1.9225165843963623
241,1798,0.4841047525405884,0.8291723728179932
243,1319,0.43058815598487854,0.26565980911254883
243,2197,0.49318650364875793,0.868465781211853
247,2170,0.7125956416130066,2.0
248,1998,0.48592865467071533,1.2304885387420654
249,576,0.5202127695083618,2.0
250,809,0.4609496593475342,0.9981098175048828
251,2117,0.5305382013320923,-3.280941963195801
251,2253,0.4211953282356262,-5.611415863037109
251,2333,0.5165854096412659,-2.110178232192993
253,3324,0.7849201560020447,0.6198614835739136
254,3744,0.5914747714996338,0.6869419813156128
260,3638,0.40415671467781067,2.0
266,371,0.4903373420238495,0.010203838348388672
266,2428,0.5137349963188171,-0.12834692001342773
268,1895,0.4102225601673126,1.7636699676513672
269,3247,0.5640266537666321,2.0
271,2692,0.4424748718738556,-10.910493850708008
271,3177,0.45575642585754395,-1.9012165069580078
272,583,0.8446598052978516,-3.624784469604492
272,1431,0.718640923500061,0.10929548740386963
273,1693,0.6368309259414673,-10.805657386779785
273,2268,0.8094561100006104,-6.321591854095459
273,2974,0.8116344213485718,-6.291889667510986
274,3843,0.4104716181755066,1.0669176578521729
275,2209,0.4166182279586792,1.3022491931915283
276,2008,0.5915809869766235,-0.3607848882675171
279,2924,0.626617968082428,2.0
281,2484,0.4468960762023926,0.9593355655670166
282,2189,0.5035802721977234,2.0
285,2184,0.566292405128479,2.0
287,1250,0.47356125712394714,1.0096428394317627
287,3693,0.4781387150287628,0.990403413772583
288,1648,0.6865313053131104,2.0
292,622,0.40963107347488403,1.5550308227539062
292,3732,0.6604688167572021,-0.6840898990631104
293,3568,0.4696160852909088,2.0
294,414,0.4949372410774231,-11.147634506225586
294,415,0.5762082934379578,-6.460378646850586
294,1596,0.4256119132041931,-2.558058738708496
295,3280,0.6993784308433533,0.5200119018554688
297,1988,0.46875321865081787,-1.8326408863067627
298,2492,0.5678839087486267,-2.200953722000122
300,1368,0.7256909012794495,-0.1422356367111206
304,3012,0.4937862455844879,2.0
305,478,0.4450228810310364,0.917827844619751
305,3542,0.4092364013195038,1.0856897830963135
306,2644,0.41278040409088135,1.1195487976074219
307,3125,0.40352630615234375,2.0
309,2368,0.5614612698554993,-16.06808853149414
309,2453,0.5115262866020203,-10.714309692382812
309,2789,0.41716670989990234,-7.029325485229492
309,3108,0.45845237374305725,-10.734878540039062
310,2775,0.6182827949523926,2.0
312,2866,0.6720827221870422,0.5908505916595459
315,1578,0.7995674014091492,-16.260711669921875
315,2403,0.9131349921226501,-16.157386779785156
315,2551,0.6304808259010315,-16.06574249267578
315,2727,0.6856223344802856,-23.020448684692383
317,1472,0.6499287486076355,0.07314181327819824
317,3415,0.5365743041038513,-15.376930236816406
318,489,0.46323615312576294,-16.454681396484375
318,1021,0.4216950535774231,-7.78939151763916
318,2045,0.7565944790840149,-8.271096229553223
320,2807,0.4022546708583832,1.4279861450195312
320,3466,0.978142499923706,0.2105860710144043
322,1099,0.5007925629615784,2.0
323,2069,0.520944356918335,2.0
325,1436,0.4011699855327606,2.1350438594818115
325,2207,0.9281150698661804,-1.4614911079406738
327,564,0.4977284073829651,2.0
330,3407,0.5320031046867371,2.0
331,680,0.44777926802635193,-2.2459630966186523
331,1569,0.4450065791606903,-2.9155328273773193
331,4066,0.4164316952228546,-11.436988830566406
341,1714,0.4974013864994049,0.9383183717727661
341,1772,0.46720850467681885,0.3927769660949707
343,2246,0.7848476767539978,2.0
346,2323,0.4670315682888031,-7.582961082458496
346,3441,0.6912028193473816,-8.41710376739502
353,4093,0.42391884326934814,2.0
356,3158,0.5244395732879639,0.9670331478118896
360,3550,0.43394601345062256,-1.96925950050354
361,1315,0.8173196315765381,2.0
364,1658,0.40349340438842773,2.0
365,1078,0.4367370307445526,-2.303077459335327
365,3624,0.6493244767189026,-8.4531888961792
366,454,0.6910600066184998,-0.6597617864608765
366,3342,0.4473207890987396,-7.520016670227051
367,849,0.6661399006843567,2.0
369,2598,0.5560654997825623,0.9427467584609985
371,2428,0.47238004207611084,0.12345147132873535
372,3504,0.6737479567527771,0.5513794422149658
373,970,0.5048499703407288,-5.9258832931518555
373,1759,0.7625196576118469,-11.685930252075195
373,2603,0.5158717036247253,-3.062911033630371
374,1960,0.6779483556747437,1.0034754276275635
374,2699,0.6803065538406372,0.9965305328369141
375,3611,0.40127095580101013,1.110257625579834
377,3040,0.5612969994544983,-3.078906774520874
377,3149,0.5949780941009521,-3.196587085723877
379,2526,0.40532344579696655,0.9188876152038574
379,2573,0.6191831231117249,-0.42581796646118164
380,994,0.403462290763855,2.0
381,952,0.7091982960700989,-8.252704620361328
381,2730,0.45161154866218567,-23.36461639404297
381,3461,0.5028114318847656,-16.26993179321289
381,4013,0.48657920956611633,-11.271955490112305
383,1266,0.44565364718437195,-33.01825714111328
383,2612,0.6526729464530945,-31.158735275268555
383,3197,0.7280879020690918,-22.74578094482422
383,3583,0.7546798586845398,-11.711196899414062
386,4003,0.5457276701927185,2.0
389,3119,0.4293207824230194,1.0432910919189453
389,3490,0.7976850271224976,-4.081727981567383
392,1649,0.4908779561519623,1.210846185684204
392,2337,0.5992664694786072,-8.213275909423828
396,2340,0.5029200911521912,-2.047201156616211
397,797,0.47073444724082947,-2.5054280757904053
397,1599,0.7040154933929443,0.6280022859573364
400,662,0.469639390707016,-2.399498462677002
400,2301,0.6954257488250732,0.6366769075393677
402,1580,0.41418153047561646,0.26285791397094727
402,3366,0.5282775163650513,0.7692035436630249
403,582,0.4244140684604645,0.2982032299041748
403,3666,0.46124815940856934,-8.197571754455566
404,3351,0.4709261953830719,1.5269644260406494
407,3337,0.40550291538238525,2.0
413,861,0.4211924970149994,1.5607311725616455
413,1770,0.6819341778755188,0.559319257736206
414,415,0.4127376973628998,-10.712882995605469
414,2062,0.5867951512336731,-16.262344360351562
414,3710,0.5569866895675659,-11.27208423614502
415,1596,0.5186330080032349,-3.298550844192505
418,502,0.7517221570014954,2.0
421,3175,0.5609724521636963,0.7451812028884888
422,580,0.6979485154151917,0.7081470489501953
423,2611,0.5547704100608826,-0.3649696111679077
423,3603,0.4378608763217926,-2.6588613986968994
429,2390,0.921561062335968,-1.3365063667297363
429,3146,0.4281609356403351,1.0410525798797607
436,1141,0.7000452876091003,-3.632558822631836
436,1901,0.4114384651184082,-5.476856231689453
436,3899,0.45911893248558044,-2.267810106277466
439,1626,0.5205070972442627,0.9850854873657227
440,2488,0.5556901097297668,-3.4072954654693604
440,4013,0.47389742732048035,-2.895338296890259
447,2119,0.41105300188064575,1.2443006038665771
447,2713,0.5168718695640564,-3.221363067626953
452,805,0.4103156328201294,1.11446213722229
452,2365,0.4585486054420471,0.8917250633239746
454,3342,0.5247857570648193,-7.732561111450195
455,4004,0.5662780404090881,0.6811643838882446
458,489,0.5805612802505493,-8.270454406738281
458,974,0.5651670098304749,-2.9660139083862305
460,1433,0.7279477715492249,2.0
464,1346,0.46042588353157043,1.4364793300628662
466,895,0.8600952625274658,2.0
470,3320,0.49971136450767517,2.0
471,1087,0.6121784448623657,-3.3814620971679688
471,2639,0.608306348323822,1.0063552856445312
472,1501,0.42104557156562805,-2.016361713409424
473,1140,0.811371922492981,2.0
474,687,0.41988304257392883,1.1865053176879883
474,2083,0.5015082359313965,0.8293459415435791
476,2812,0.5287659168243408,2.0
477,3151,0.41223543882369995,2.0
481,3941,0.5614571571350098,2.0
485,1499,0.44765928387641907,2.0
486,964,0.4689856171607971,-1.8851072788238525
486,1000,0.5225166082382202,-2.05586314201355
486,3258,0.5259888172149658,-2.0648999214172363
489,974,0.7641606330871582,-11.418213844299316
489,1699,0.47609490156173706,-8.153349876403809
494,2838,0.4539366662502289,-0.10120570659637451
494,3485,0.4127078354358673,1.0976314544677734
495,2341,0.7685887813568115,0.4592231512069702
499,3732,0.508628249168396,1.281444787979126
503,3123,0.5185630321502686,2.0
507,1047,0.48643046617507935,1.1141347885131836
507,1441,0.5434431433677673,0.8920183181762695
508,2190,0.4064997434616089,-18.996458053588867
508,2317,0.4598526656627655,-19.2548828125
508,3116,0.7114130854606628,-18.473976135253906
509,708,0.5362427234649658,2.0
511,1513,0.7499661445617676,2.0
512,3078,0.5341939330101013,2.0
513,3284,0.4772004783153534,2.0
515,1502,0.5002653002738953,-23.50364875793457
515,2748,0.5187514424324036,-18.02726936340332
515,3086,0.4234147369861603,-17.86712646484375
515,3857,0.5206590890884399,-52.81840515136719
516,1683,0.548008143901825,2.0
526,2804,0.7342708110809326,0.5693823099136353
527,797,0.422580361366272,-2.0496327877044678
527,2884,0.7395286560058594,-0.5199756622314453
528,3006,0.6473522782325745,2.0
532,1399,0.43799710273742676,1.7423713207244873
532,3002,0.8038333654403687,0.4520084857940674
533,1196,0.6321092247962952,-28.013505935668945
533,1667,0.6284025311470032,-18.954891204833984
533,3376,0.4025116264820099,-5.307295799255371
534,863,0.41272208094596863,-7.648348808288574
534,2917,0.57233065366745,-8.648240089416504
536,795,0.513129711151123,-0.11144769191741943
536,2137,0.48016345500946045,-2.760887861251831
544,1384,0.5575500726699829,0.8341892957687378
547,2337,0.4918658137321472,-7.920431137084961
547,3360,0.5434358716011047,-0.16485893726348877
548,718,0.40049198269844055,2.0
550,2367,0.4011079967021942,-1.5874199867248535
552,2120,0.5903717875480652,2.0
554,1132,0.4853149652481079,-18.5633487701416
554,2941,0.5852118730545044,-27.967914581298828
554,3882,0.4922366738319397,-11.08061408996582
555,892,0.5109357237815857,-5.799014568328857
555,2017,0.6558585166931152,-17.626686096191406
555,2057,0.7262769937515259,-3.756138324737549
566,2162,0.5492838621139526,2.0
571,3668,0.48142990469932556,1.0624041557312012
575,1552,0.4236582815647125,-1.9012079238891602
575,2891,0.42426231503486633,-2.7330539226531982
575,3480,0.5370297431945801,-3.2972307205200195
580,1340,0.5112022161483765,0.4514453411102295
583,1036,0.45119616389274597,-1.3935227394104004
583,1431,0.6765143275260925,-3.202355146408081
584,1759,0.40704500675201416,-7.304096221923828
585,618,0.47966280579566956,1.1439404487609863
596,735,0.6413071155548096,-15.139751434326172
596,2145,0.6442123651504517,-18.085058212280273
596,2309,0.41311290860176086,-18.575172424316406
596,2765,0.4931221902370453,-30.688400268554688
596,3525,0.44960471987724304,-23.705062866210938
598,1034,0.40086501836776733,1.9012398719787598
599,627,0.4074164032936096,1.2058634757995605
599,2336,0.49516695737838745,-0.3566817045211792
601,2361,0.4721180498600006,-0.0453411340713501
601,2917,0.4062335789203644,-7.85416316986084
602,2272,0.4653099775314331,-2.866074562072754
602,2972,0.5563228726387024,-15.267171859741211
603,1294,0.43266668915748596,-2.1247332096099854
603,2329,0.8177123665809631,0.4269636869430542
605,1999,0.488372802734375,2.0
609,3060,0.44786277413368225,-1.9706594944000244
610,3396,0.780724287033081,-8.400404930114746
611,2568,0.48164209723472595,0.8417232036590576
612,1373,0.5196579098701477,0.8382459878921509
618,3257,0.5510127544403076,0.8657015562057495
623,1968,0.44192108511924744,-16.116683959960938
623,2582,0.5672887563705444,-3.157538890838623
628,1539,0.4225907027721405,-15.081147193908691
628,3415,0.4862612187862396,-15.957489967346191
633,2355,0.47955411672592163,0.9961456060409546
633,3477,0.47770756483078003,0.32471418380737305
636,1605,0.5584729313850403,0.7357193231582642
636,2692,0.4218811094760895,-7.739594459533691
637,2034,0.7808581590652466,-6.780766487121582
637,2595,0.4550744295120239,-10.849737167358398
637,2860,0.5276024341583252,-3.2646026611328125
640,1541,0.4498688578605652,-2.0633363723754883
642,1028,0.4560222923755646,-2.440237522125244
642,2970,0.43567076325416565,-2.3012077808380127
643,3351,0.7437888979911804,0.5806921720504761
645,3836,0.5312318801879883,0.9549857378005981
647,1075,0.43339717388153076,-10.78227710723877
647,2331,0.4079226553440094,-7.106045722961426
647,3543,0.4664534330368042,-7.023920059204102
648,864,0.892452597618103,-7.086792945861816
648,1967,0.5508811473846436,-17.64557647705078
648,2129,0.5166218280792236,-2.860844612121582
650,3486,0.4197629392147064,0.4540212154388428
652,2234,0.8375422954559326,2.0
655,1569,0.4983314573764801,0.8897902965545654
656,2154,0.42962321639060974,2.0
658,2634,0.4895533621311188,-16.4912052154541
658,2828,0.5799180269241333,-16.49666976928711
658,3604,0.4299170672893524,-11.081623077392578
658,4021,0.8620657920837402,-16.225915908813477
662,3805,0.476135790348053,-5.993171691894531
662,3900,0.7155969738960266,-3.902423858642578
664,802,0.4414663016796112,2.0
665,988,0.5938735604286194,-22.885944366455078
665,3301,0.41332563757896423,-16.161428451538086
665,3784,0.5219249129295349,-8.090611457824707
665,3999,0.40376198291778564,-23.701013565063477
666,2336,0.4148899018764496,1.1856632232666016
667,1885,0.4045656621456146,-7.864469528198242
667,2185,0.4812948703765869,-3.1472229957580566
671,1529,0.4463094472885132,2.0
673,1576,0.4774072468280792,0.9216122627258301
677,833,0.5817428827285767,-0.12302041053771973
677,1011,0.4315456748008728,0.842975378036499
678,1351,0.40043628215789795,-1.6005635261535645
680,4066,0.8501666784286499,-8.6863374710083
685,937,0.48304519057273865,0.8505194187164307
686,1159,0.7800370454788208,2.0
690,3968,0.5585149526596069,2.0
696,1401,0.4787338674068451,1.1867408752441406
699,1448,0.5465913414955139,0.015606045722961426
699,3635,0.6732772588729858,-0.5895084142684937
705,2731,0.4581333100795746,0.9117552042007446
707,3167,0.9386372566223145,-0.38121533393859863
707,3310,0.7301576137542725,0.37545061111450195
711,1563,0.5104731917381287,-5.702831745147705
711,2041,0.545619547367096,-1.9365506172180176
711,2837,0.7456056475639343,-3.600525379180908
713,2673,0.7385892868041992,2.0
714,2448,0.43296852707862854,2.0
716,3746,0.4284419119358063,1.3456342220306396
716,4048,0.5871890783309937,-0.44542884826660156
717,3704,0.4414304196834564,0.907549262046814
721,1424,0.5747325420379639,2.0
726,3752,0.42888879776000977,1.3712480068206787
728,1338,0.4840812385082245,1.1742627620697021
728,3143,0.5717966556549072,0.8396598100662231
729,2332,0.5663858652114868,2.0
733,2303,0.6037144064903259,2.0
735,2035,0.41454681754112244,1.4992241859436035
740,1485,0.449796199798584,-5.633623123168945
740,3308,0.40922975540161133,-2.9066162109375
740,3354,0.4618302583694458,-2.5337002277374268
743,3818,0.49232789874076843,1.1071693897247314
744,3601,0.43796733021736145,-1.823981523513794
745,3446,0.5524905323982239,-2.1471645832061768
747,1238,0.9329639077186584,-1.260535717010498
747,1800,0.4547768831253052,-2.101102113723755
750,2851,0.6002594828605652,-3.611097812652588
750,3156,0.43584439158439636,-5.841078758239746
750,3469,0.48919224739074707,-3.1917238235473633
752,2815,0.42680105566978455,2.0
753,2334,0.5050746202468872,0.6591618061065674
754,2190,0.5080577731132507,-30.797286987304688
754,2317,0.4287513494491577,-31.59408950805664
754,3116,0.5011060237884521,-30.59685707092285
754,3221,0.43686187267303467,-23.184646606445312
754,3580,0.4308011531829834,-14.72907829284668
757,1023,0.4083683490753174,-2.765571117401123
757,2279,0.42445048689842224,-0.05052781105041504
761,1166,0.6681543588638306,2.0
765,775,0.7671452164649963,2.0
766,3766,0.5545368790626526,2.0
769,2834,0.4289894998073578,-2.1869399547576904
769,3979,0.6398398280143738,-0.13527464866638184
770,1805,0.609576940536499,0.7176707983016968
770,1968,0.4512791931629181,-16.01627540588379
771,3305,0.44231221079826355,-7.057254791259766
772,1222,0.4161882996559143,-1.7911264896392822
778,3890,0.6105750799179077,2.0
780,1303,0.5930382013320923,0.679161548614502
781,3770,0.4866310656070709,2.0
782,3348,0.4697588384151459,-0.06706929206848145
784,1192,0.5595064759254456,-6.361071586608887
784,2057,0.41271787881851196,-2.100646734237671
784,2730,0.47089818120002747,-18.14432144165039
788,1294,0.45711827278137207,-2.6466269493103027
788,1766,0.6312652230262756,-3.6090431213378906
789,1917,0.5081920623779297,1.0538434982299805
789,3793,0.5359134078025818,0.947567343711853
791,3702,0.464243084192276,1.1458148956298828
795,2318,0.48975348472595215,1.047187089920044
796,2491,0.49753421545028687,2.0
797,2884,0.7302514910697937,-3.4558494091033936
798,1217,0.587421715259552,0.8008975982666016
801,879,0.9569637179374695,-2.768632173538208
801,1205,0.4176735281944275,-1.8047409057617188
801,1290,0.4417414665222168,-2.055687427520752
806,2874,0.4020366370677948,2.0
809,3207,0.46007874608039856,1.00189208984375
810,1096,0.5471829771995544,2.0
812,3150,0.4640832543373108,1.2062015533447266
813,3848,0.5846339464187622,0.7322070598602295
814,905,0.4890853762626648,2.0
815,1193,0.43211910128593445,-16.051319122314453
815,1797,0.4340292513370514,-24.542999267578125
815,2266,0.8691356182098389,-14.418034553527832
815,2360,0.4072558283805847,-32.62376022338867
817,1993,0.5210639834403992,2.0
818,1129,0.48582789301872253,0.9655132293701172
823,2300,0.42089831829071045,2.0
824,2391,0.4296517074108124,-1.857530117034912
824,4049,0.7908754944801331,-2.4923088550567627
826,850,0.6425439119338989,0.8351050615310669
826,1594,0.5413155555725098,1.179652452468872
830,3959,0.6277153491973877,2.0
832,2328,0.7337551116943359,-0.9996795654296875
832,3561,0.4296921491622925,1.6356170177459717
833,1011,0.6766961812973022,-0.5591168403625488
834,3196,0.4810669422149658,0.9240436553955078
835,2464,0.961087703704834,2.0
851,2612,0.44539034366607666,-24.32726287841797
852,1412,0.4955231249332428,0.7823596000671387
852,2521,0.7894946336746216,-0.6522043943405151
855,3772,0.4130757451057434,1.0196912288665771
857,2529,0.5228322148323059,2.0
860,1425,0.7808747887611389,-3.6220178604125977
860,3673,0.5255725979804993,-2.0443081855773926
862,3818,0.5464285016059875,0.898274302482605
863,2029,0.5759875178337097,-7.263401031494141
863,2695,0.6406590938568115,-8.098270416259766
863,2917,0.7280631065368652,-16.408367156982422
864,1967,0.4750713109970093,-17.983739852905273
864,2129,0.4691390097141266,-2.7150731086730957
867,3651,0.6109301447868347,2.0
869,2554,0.4458885192871094,2.0
870,3889,0.4341903328895569,-5.562140464782715
870,4008,0.4595279395580292,-2.7827532291412354
872,2401,0.6019890308380127,2.0
874,984,0.5755077004432678,2.0
875,2124,0.4667024314403534,1.1603903770446777
877,1234,0.4817063808441162,0.9336761236190796
878,2613,0.5548696517944336,2.0
880,1733,0.6079469323158264,2.0
881,1332,0.45116329193115234,-0.08537065982818604
881,1597,0.4498625695705414,-0.07681870460510254
886,1932,0.4316287040710449,1.1755797863006592
888,3812,0.4219001531600952,2.0
889,2672,0.4174671471118927,2.0
891,3792,0.4842527210712433,-2.018975019454956
892,900,0.42575404047966003,-5.647706031799316
892,2017,0.4789620637893677,-18.43282699584961
896,3755,0.6917226910591125,2.0
898,3059,0.42739424109458923,1.0929505825042725
899,2653,0.7126618027687073,2.0
900,1117,0.47156256437301636,-18.696514129638672
900,3068,0.5762479305267334,-6.570234298706055
904,3017,0.6150380373001099,0.71443772315979
906,4055,0.7742740511894226,2.0
910,2738,0.40506911277770996,2.0
914,2720,0.580406129360199,1.0541102886199951
915,1549,0.46611353754997253,0.24297046661376953
915,2756,0.4726000428199768,0.9862271547317505
916,1380,0.4265734851360321,2.0
918,1989,0.4374050796031952,1.5586400032043457
926,3386,0.43586623668670654,2.0
927,1836,0.5671862959861755,-2.8287851810455322
927,3302,0.7786461114883423,0.7032723426818848
928,1155,0.4708915948867798,-8.494500160217285
928,2916,0.40047070384025574,0.2088329792022705
933,2479,0.5378418564796448,2.0
945,1465,0.695141077041626,2.0
947,3791,0.5263821482658386,2.0
949,1213,0.43310031294822693,1.2763986587524414
952,3461,0.5601228475570679,-7.815948963165283
954,1152,0.4114123284816742,2.0
956,1288,0.46866926550865173,2.0
957,3645,0.5537906885147095,2.0
958,1837,0.5326274633407593,0.787744402885437
963,4015,0.6936743855476379,2.0
965,2483,0.5187212824821472,2.0
966,2927,0.6030625104904175,2.0
968,4029,0.4220117926597595,2.0
970,1759,0.7202448844909668,-11.831357955932617
970,2141,0.4010111689567566,-5.550978183746338
974,1699,0.4972630739212036,-2.7784786224365234
981,2020,0.6035239696502686,2.0
985,2688,0.48870882391929626,-19.183744430541992
985,2706,0.6082124710083008,-3.540163040161133
985,2802,0.48630815744400024,-11.400686264038086
987,3492,0.49063625931739807,0.2584635019302368
987,3601,0.4523036479949951,-2.807661771774292
988,1132,0.4267502725124359,-31.474794387817383
988,1590,0.5487455129623413,-30.513891220092773
988,3301,0.5117785930633545,-23.273269653320312
988,3999,0.5752721428871155,-29.622177124023438
990,1736,0.4089670777320862,2.0
992,2948,0.518232524394989,2.0
