node,mean_kappa_oll
654,0.04812300724532113
1222,0.06674972052531027
1161,0.04625334028044881
1929,-0.027810824874771073
118,0.11849215381805589
1454,0.055072223452171304
494,0.055617770973358106
1818,0.05900163753507944
733,-0.12421149326516176
1010,0.010235131521697693
1069,-0.009906189780446798
1084,0.031874113219286716
558,0.018213832766909053
698,0.1331033236595075
1108,-0.09740983766178188
1310,-0.25883788311437234
771,0.17132718425126495
1806,0.044614589360561285
966,0.08082052568998252
1805,0.14811767251670332
515,0.01991427527823263
1192,0.05322194278093469
44,0.10023555802161849
1679,0.08964643652979265
1858,0.10737544621102668
1907,0.0963098137259322
213,0.06808968992974858
1375,0.05912430797415143
14,0.02350777083725842
1471,0.04149712997194866
476,-0.09708459239852427
761,0.02401577636104988
752,0.0680850918094453
1233,0.01821790169613391
780,0.08667776475483618
1045,0.11932201401234659
397,0.08622503962846198
1363,0.14595942745876858
48,0.0780479717533036
1964,0.04607559265672239
188,0.11728454750574144
1735,0.06477400355014068
162,-0.01604062395320001
1258,-0.09697342080262464
583,0.06379557054381095
720,-0.024726288779548678
1560,-0.05362856454569681
1974,0.1398458639644751
249,0.03928422142429865
716,0.029166700099191447
461,0.07622287303758625
684,0.0434589174760481
622,0.006172418204330947
1518,-0.04215221173945155
924,0.08015223537209189
1473,0.02819530840466644
804,-0.009098998711171353
1582,0.02855440867868062
1268,0.05906549657192485
1464,0.04668544321196301
1213,0.10026526477943529
1796,0.039597530727428734
1355,0.09176982976126137
1899,0.014664425178683715
1088,0.05439357614315723
1113,0.12415750214807487
993,0.07546680853858853
1619,0.05625354339405457
1373,0.09385647099829648
1498,0.12697642192936387
555,0.07285258435643288
691,0.09909597191085368
1405,-0.04182341084165664
1078,0.08994481310536981
1816,0.1244589518459712
793,0.06097224372263336
1950,0.01653739567053917
1256,0.04888980514358043
1920,0.0292633152854622
594,-0.0010279888534493362
657,0.07891574812478862
113,0.0341303930571227
1856,0.04556877142837089
1443,0.06829150813026252
1889,0.1430366483488896
42,-0.09587823308655105
1181,-0.08690404414654022
1164,0.04100943285836941
1387,0.05845890340307687
747,0.03090624335595315
1346,0.02442788207271495
1245,-0.06460231976291368
1985,0.09290040720640705
890,-0.010994226765168874
1463,0.05439038014258638
449,0.0003731975171421542
1890,-0.009356552758765272
1686,-0.04629624167325541
1782,0.00966000664860612
327,0.018269887116491735
1847,0.0021715677921834205
532,0.07015270413042556
1066,0.07235189238997711
202,0.06908898373428189
940,0.010423722965529555
1217,0.035059273217602945
0,0.10254934268928892
749,-0.008156670107325736
60,0.03876844898844655
711,0.12455472772527718
435,0.02665451407532471
1728,-0.0073283891593575986
2007,0.039618258566564965
2027,-0.0010350404684425708
276,0.023922548473088338
1400,0.059982124746908595
702,0.03379594586158552
976,-0.18348406940126882
566,0.0500480320457496
