node,mean_kappa_forman
0,-71251739.96058452
16,-67634997.32063483
23,-40710163.49874084
29,-92100994.99897563
53,-68892401.76493593
93,-63083122.81791916
130,-56744644.76132339
135,-66213143.025625676
158,-70939760.23497567
169,-57298225.7569664
187,-18076617.26806481
193,-75617124.89195608
213,-96724144.08135454
268,-80258834.49883254
312,-82040886.79537636
315,-64120003.37832069
318,-65747629.47965031
325,-60414984.08906937
342,-45347882.720502265
348,-77445348.10739617
367,-81944874.20879512
377,-87952993.9320849
381,-101882714.435674
429,-66005834.56617755
434,-83119555.88860716
458,-68707012.57770832
486,-52485334.97879227
489,-82091765.55173573
495,-62904977.550335184
503,-28266943.8277423
504,-63166625.85638855
505,-34241094.46228586
555,-148056832.56233245
562,-31809823.860027265
599,-64393140.19379615
605,-51107317.316579856
619,-32064625.613021094
627,-61974338.050795734
629,-72871055.11081928
645,-23253898.103032656
666,-84170793.00442989
677,-35607981.8997867
688,-68039337.51441914
692,-37373916.61622021
699,-34732750.07524657
715,-35827467.257250324
728,-72536163.44833085
740,-99113596.80777259
749,-21544285.697158482
765,-37089051.96653352
769,-88031317.59340625
775,-35718466.99491328
784,-114081079.12163024
789,-65662025.22089155
796,-35924140.37659199
800,-36257018.01827301
832,-84551720.11635588
833,-35861140.86584958
834,-22138751.432802856
838,-47742633.305576615
849,-71296607.45283957
855,-81265778.46053542
872,-80223486.36802766
873,-65326004.38218586
892,-131367719.42853463
900,-136232603.52643684
901,-64038780.058586024
922,-87529563.21330269
933,-102219739.73693584
942,-62177224.19486899
945,-80031701.22141272
952,-103316884.72824827
974,-70801828.91415118
1000,-44579267.40658742
1011,-35532542.57577945
1021,-69297601.07262525
1026,-34472614.32961615
1041,-43438232.393164955
1051,-54352126.23959099
1054,-41795209.37542756
1055,-41902615.021839485
1069,-91530041.00452504
1070,-42499900.98046095
1085,-68479684.80688423
1116,-56886035.457587294
1117,-116159701.87868828
1123,-70637947.86011
1137,-43563606.38983841
1164,-74519369.20543955
1174,-107996401.92687237
1179,-66777567.665424794
1189,-85661764.27694564
1192,-120702797.74898109
1212,-41948758.02694237
1257,-87621108.04555258
1272,-63965095.43600561
1280,-16337786.418355318
1300,-69138424.49336474
1326,-44046981.764759906
1338,-86671002.35541812
1353,-101761616.08583055
1381,-73269751.22775614
1387,-57713121.89817014
1397,-100325552.6972043
1400,-96155502.71654505
1407,-24248369.353905138
1410,-33377177.114005774
1421,-47524305.39379128
1436,-52670855.57747945
1443,-51475864.10212526
1448,-36920348.11986855
1465,-92124877.086887
1483,-58005129.054202154
1485,-127108598.00891583
1488,-113388028.60859737
1504,-65368115.4730134
1505,-90449352.06316817
1527,-47396569.91684273
1542,-67247371.42769986
1565,-25537153.88653809
1578,-54908896.10999911
1602,-39630199.91385543
1604,-83022251.36969022
1666,-75990583.76963623
1687,-33062811.141237374
1699,-67622680.808278
1700,-83525367.22261024
1713,-84750004.45707653
1738,-33148404.08569074
1773,-74178676.54422538
1779,-122124845.7071642
1783,-36986309.07202516
1792,-31964101.652665306
1793,-62096891.43012276
1807,-114793969.88901375
1812,-95813502.57786807
1815,-39814251.99042103
1855,-61509254.02756918
1889,-70772657.8995966
1895,-65891430.87663566
1897,-62020281.01729325
1905,-31840383.20314095
1910,-76916491.02068417
1912,-62820545.52632593
1917,-68903689.06753567
1937,-58372979.021077074
1941,-62774800.05280728
1956,-65529810.17346291
1971,-19436221.412387244
1991,-83688053.69853865
1999,-46743902.410213076
2012,-97647641.16190442
2016,-85717384.44903782
2017,-119153294.84509395
2032,-40004566.96456293
2044,-48133801.36560205
2045,-63397486.66782498
2057,-142335790.33225262
2059,-109401824.95000651
2060,-21595158.357273415
2075,-75941381.21989052
2085,-91180506.65310897
2096,-58329837.928651184
2125,-40739298.59342287
2131,-91471778.08966643
2151,-42402207.85261753
2160,-80917872.48538578
2177,-42698226.69951583
2197,-31476809.026076823
2207,-60075801.20228157
2229,-41867391.54171776
2240,-101796542.58736934
2265,-82509930.84944923
2295,-74851965.80290684
2296,-53539208.95893031
2322,-103721225.62316182
2328,-72314272.59447171
2336,-75383813.34156744
2341,-74986843.0216652
2350,-111073433.59414102
2374,-115529274.87833332
2387,-43565390.85113889
2390,-65880826.502879485
2401,-74903842.35191196
2403,-68740067.14380613
2423,-59014963.68590383
2473,-43231502.260532446
2479,-97193403.26099631
2484,-32301267.722743295
2491,-37434555.23272276
2499,-89647036.96900629
2501,-39994266.091980875
2502,-43804491.37574432
2514,-68086614.34198557
2522,-89702868.06870155
2551,-48522834.82222999
2564,-72467294.64318225
2569,-79541507.21798813
2585,-41803992.21808524
2588,-49662136.90441063
2592,-67882841.04359518
2594,-53927469.65470946
2609,-24786348.713473022
2620,-38791339.456224486
2628,-106673542.56358247
2638,-57645818.44063016
2688,-128086360.7645046
2700,-88374031.76095799
2715,-76665617.20231731
2726,-21548765.43279389
2727,-65485830.05445417
2730,-109198395.4406829
2776,-33485164.50266752
2778,-62623685.487223476
2802,-131593851.80821684
2808,-64090911.890151374
2820,-72677890.55884509
2834,-110315075.14390515
2839,-46038320.93103517
2843,-38885239.95878566
2858,-99428739.51996456
2861,-65313810.02060609
2866,-88885096.21838722
2893,-32845205.750564307
2909,-28339187.548181687
2926,-94286066.62760267
2943,-91411636.38168567
2964,-43855734.52222152
2977,-77573622.85984525
2997,-52337135.23896682
3037,-102539593.62877488
3040,-92453994.51425615
3042,-55291456.963582605
3063,-51398210.750092916
3068,-111369850.06552103
3084,-62630273.772398636
3088,-54277026.07607284
3097,-21392129.909533735
3109,-54224193.657469675
3123,-30438468.46612017
3128,-64128559.823892914
3143,-65625593.50794945
3146,-45258772.004856795
3149,-78493517.81299032
3157,-79850739.63955027
3181,-39667540.69686501
3182,-26578100.468021896
3187,-83832772.82043196
3196,-37456987.734989494
3202,-67234716.67295426
3218,-99437023.85827069
3230,-29654802.87384743
3235,-74641455.01812525
3240,-36460550.28695321
3241,-35996912.407123186
3258,-56484408.93117963
3262,-35196047.71169228
3270,-76563605.32150953
3274,-67184351.66530544
3308,-96556062.72194095
3326,-40786444.39653166
3340,-71155892.1228935
3354,-86102215.44843291
3364,-110502968.99649785
3382,-111190284.33909412
3393,-74446908.3844221
3407,-61534432.07088193
3461,-133606143.3325097
3508,-85195650.17656344
3517,-79072302.17863639
3544,-92393556.13243157
3548,-54954994.31512565
3561,-63878909.39415163
3572,-75414467.82204849
3576,-60196976.85090875
3579,-37189383.09269614
3620,-73493448.28500359
3627,-30235860.602318007
3632,-77344276.35844797
3635,-33783753.31341713
3644,-56836650.50967032
3646,-94448362.89769043
3671,-25051566.468495127
3692,-126736356.86196701
3739,-34263817.208414264
3749,-100737726.83539589
3754,-57981332.05086678
3755,-91430940.11075158
3764,-74382890.37028237
3772,-75863583.54449959
3779,-33435640.61383816
3781,-107307940.79944348
3782,-38681005.35181203
3793,-60288383.021471076
3794,-73770266.17530933
3796,-107557197.651229
3801,-42117460.22625932
3804,-107750169.67997661
3806,-18624368.34370325
3809,-66498832.23094137
3815,-78135535.84679247
3836,-28602911.865114864
3838,-65042065.308787934
3842,-85178514.95283805
3879,-60588631.71436087
3905,-68014245.70717525
3933,-44183954.87798335
3936,-90435761.8116918
3943,-99151147.18023589
3946,-88968641.62282151
3951,-101909157.03855678
3952,-112645931.18427266
3964,-93364860.60442632
3969,-70690489.84395605
3971,-59303038.453641556
3979,-99139108.55978055
4008,-51113675.191719614
4010,-52001727.45580054
4013,-118373431.33787261
4017,-21598705.101711214
4026,-37842646.57801939
4028,-44102660.670390554
4030,-65613900.995153956
4036,-113722762.32582034
4060,-77095486.41404867
4061,-28440920.180349812
4085,-93289611.13260269
1,-26357439.528950978
24,-58624325.243955635
59,-20541032.294427693
65,-6154321.91843716
82,-23876289.283253618
106,-4861498.721087242
111,-38793991.80589751
117,-11303298.135155953
125,-31631019.15081765
126,-86145372.23707971
138,-15319728.798322234
139,-54839811.92512794
145,-85632291.91481356
173,-41162590.22030206
216,-46806499.235698976
230,-30125344.95708554
262,-12676106.022396132
280,-17351476.85282624
306,-10660550.246476093
313,-13319146.82231166
327,-37342767.10325106
352,-50262060.75483541
421,-42948082.14481401
474,-47948361.24395031
541,-8855065.233180871
564,-35485645.36785383
659,-6207245.74569235
661,-24624663.36202966
686,-33204468.038941484
687,-39409849.3880278
741,-36876345.691144735
743,-44543761.808349065
764,-15435899.989819959
768,-22392031.562190503
776,-26855913.44834526
798,-84167301.47696099
809,-34449313.12965642
836,-8684716.178676598
848,-4961426.725668622
862,-59045631.610623054
929,-13147985.761175865
965,-43650051.704857565
1093,-73240304.95858943
1151,-15703138.498428939
1159,-38015190.11987615
1198,-64129922.69268915
1217,-94506247.93428667
1230,-14572501.861688934
1325,-11540262.297681974
1364,-34655504.69270684
1403,-26203425.823798113
1428,-10956500.882213606
1528,-50641814.79069165
1533,-25725457.88798317
1557,-57363457.63322018
1558,-61700651.96383144
1579,-35933718.70168136
1651,-51429891.51523477
1675,-3024886.7626647977
1685,-29741840.598541353
1692,-40661406.01496773
1707,-11732481.874226768
1710,-35184307.38119805
1824,-7423159.3269947395
1826,-56257786.11947252
1839,-59326823.46346293
1847,-37021294.435167305
1899,-64641025.732776985
1902,-8549931.844090842
1930,-7946551.760886821
1938,-9363835.368079375
1969,-45423271.74466301
1981,-13957674.6712809
2003,-62276453.92899961
2079,-27385992.942174204
2083,-41405183.2500495
2106,-80234151.0072124
2128,-12160315.283706568
2146,-6043156.513885353
2193,-8925506.366752604
2214,-14394977.394675609
2275,-10444042.750452716
2286,-39348561.177164376
2308,-19209753.920597605
2335,-45372854.51612784
2389,-36682228.55210094
2421,-6976574.143695058
2430,-25355560.731152374
2443,-71790784.84148438
2460,-54167674.07664382
2477,-36478063.000501625
2483,-40945089.63309517
2511,-24710408.120097294
2546,-7769630.596635988
2547,-50183131.71872491
2559,-5178468.070191764
2561,-12104258.852339245
2570,-36763339.778122485
2571,-82647449.69900583
2604,-80316058.21600668
2644,-21650730.024775427
2662,-14558361.574050525
2676,-76886668.461258
2677,-7917117.032469902
2689,-21050767.089484032
2690,-34881339.82979994
2693,-28564467.521849953
2723,-17198765.73599394
2744,-24713653.385698494
2749,-10224817.818007784
2853,-22186420.198201697
2855,-17164796.00680667
2910,-50809964.54424681
2913,-77548442.87840168
2940,-24183301.04659922
2994,-12977491.484552527
3136,-21421123.508616135
3162,-44758464.89272897
3164,-3437152.521365086
3168,-37507094.9133596
3170,-44386267.35009395
3175,-43333724.42264499
3189,-30792671.704434503
3207,-28665352.503773045
3275,-24784291.191156395
3279,-27754269.81006139
3336,-33164281.404361345
3344,-32236213.277656227
3377,-81574485.3585851
3439,-20489634.155823953
3516,-7461794.550080963
3529,-71431533.4828091
3612,-41486181.69402177
3675,-4740113.964224572
3696,-40556598.031767264
3727,-12337955.158697268
3780,-25727877.594179843
3818,-47441028.62994604
3823,-7911252.353575349
3853,-26431890.241577853
3887,-22136291.382575918
3891,-50629982.2411519
3920,-37287236.030237146
3957,-25337273.63497835
4001,-11046965.81702218
4032,-34264894.433654904
4069,-61018922.36831648
4076,-76153385.32556757
2,-93956419.1811131
9,-96394283.27942304
17,-50124918.85459866
34,-47210409.4004108
44,-75807156.60902809
54,-71115182.93413019
101,-94183740.064469
116,-72210252.68397039
156,-119079461.06897385
160,-42784778.83394604
188,-98682788.18189467
208,-74122489.26019125
291,-67139270.60169825
317,-100074791.35789944
373,-79551473.8747428
383,-123502998.6508552
391,-44607222.28406854
417,-40763697.518417075
471,-120058708.48861739
472,-126590813.01351629
540,-68460380.17051938
544,-112499613.05723982
554,-97637294.03746983
584,-91112793.26721147
611,-125440662.55139592
647,-118802512.172453
665,-81142840.6191502
678,-92485575.21545883
693,-50565208.04535507
696,-86512078.35704441
721,-105848950.91006202
770,-88125096.63531438
810,-48110751.15389371
840,-44138834.98339731
847,-125993625.66679716
877,-91724235.44672954
891,-81667811.63619055
907,-75670194.69012918
912,-89942005.1917437
940,-45305744.75882017
943,-47220204.90656636
966,-133649628.308489
970,-94041951.78505352
973,-38097241.15079618
985,-123216039.34548812
988,-87634235.67649832
990,-56174965.090818696
1003,-88115363.3673542
1013,-101374962.56848086
1040,-71974888.9940032
1045,-95771148.78984946
1061,-75741877.79066081
1075,-112101951.21088018
1079,-70058988.71972637
1084,-52251454.58074619
1087,-126861323.21214147
1091,-142935524.21950346
1096,-47504990.43248889
1105,-70308512.60488
1132,-121008192.62489854
1207,-122571906.12477198
1214,-95726702.42584454
1232,-114841550.145949
1234,-84538874.81427012
1245,-44084669.04047044
1249,-59909588.150275245
1256,-92891332.93239743
1266,-112685402.36741365
1271,-112603455.32086787
1283,-102161929.0695147
1320,-68051658.89057225
1351,-90861692.99277492
1355,-86384104.38663153
1373,-95663026.14870489
1384,-108724509.02651666
1385,-70695631.30250216
1386,-91895860.27246092
1401,-91651974.81393632
1408,-83739294.94405533
1424,-119313712.07942252
1453,-77473655.83568175
1472,-103185701.23477839
1491,-66730463.26986663
1501,-122738823.97560719
1514,-49089856.13459663
1539,-93848613.04744408
1554,-118298141.60945314
1570,-53142902.90859914
1590,-90930033.3052392
1623,-47674855.22431362
1632,-93188514.83399218
1646,-52595615.19765218
1659,-49498369.491789706
1690,-75803836.63645923
1701,-31597918.363067918
1735,-110383485.54253048
1736,-56824570.6922863
1741,-58937646.45359978
1749,-74357294.26661955
1759,-83947879.46201985
1786,-116473458.12444346
1805,-78261769.10609208
1818,-115696688.9304523
1823,-70484122.3841795
1859,-45895756.86127604
1898,-96046525.33610728
1920,-104537875.03848375
1943,-97515233.27959926
1985,-81682499.99514955
2005,-126274324.60161145
2038,-46629508.81029305
2115,-66046086.40874777
2135,-88512504.7729536
2140,-105460982.72523986
2141,-116422830.72234644
2167,-99247736.75491025
2176,-101620965.55897252
2212,-121776412.38412914
2216,-65893689.68330131
2224,-66334434.62465708
2273,-77202420.65571791
2305,-81696687.19682293
2311,-69104332.13058583
2327,-104020255.03551437
2379,-63430170.734893136
2384,-47041579.13709771
2434,-105143836.41017093
2449,-54209324.792880856
2485,-71675687.6619291
2540,-58015142.58229213
2568,-117661430.89734845
2603,-71893103.04865414
2612,-113155434.89313912
2639,-137303892.5031491
2696,-49176244.63467855
2697,-85040670.2091083
2701,-31903287.98051614
2706,-115568906.77778049
2707,-38442671.4105797
2712,-35014081.747659855
2714,-57940125.127322614
2716,-116919915.05219367
2717,-78651263.21078482
2742,-101286765.2839354
2743,-108279933.28431807
2746,-51808432.39139183
2761,-53692254.49709192
2770,-54002162.3260554
2786,-85958962.10136417
2790,-67751947.35786457
2826,-68972697.71738985
2882,-59607714.65631259
2927,-116566590.75118792
2941,-92373304.11000907
3001,-60428139.94265892
3004,-66171838.3371732
3031,-81139303.47247337
3144,-130206830.88524851
3161,-74715403.98467973
3197,-117508835.66011621
3213,-102449813.37978338
3232,-61854659.44122497
3238,-108647450.1355773
3265,-114828656.04205179
3301,-91029582.7926855
3317,-79444182.17331734
3327,-71188352.7917598
3353,-73917385.44683193
3356,-109506862.21156031
3365,-67100837.42342072
3375,-26512715.22689892
3389,-63377655.97775896
3398,-79996416.95746295
3415,-117940541.75601849
3422,-41924814.476473495
3448,-79031371.62585323
3501,-102794797.72396068
3505,-58497498.83536377
3523,-90090341.16637114
3534,-97200587.91566801
3583,-99801150.33485852
3591,-69259124.51618598
3597,-59771238.374851175
3629,-29047448.93347037
3630,-81506052.36325416
3636,-51698597.64945756
3688,-97498395.29977931
3698,-75148366.55579859
3742,-43409225.43679043
3771,-58275184.800392
3784,-84066990.32531103
3789,-67316356.58624242
3859,-112723737.2314875
3865,-45884174.26440058
3882,-100088505.65230313
3888,-115282966.16800973
3921,-46252093.27234044
3949,-89609899.65733227
3956,-86001969.19892234
3984,-64080912.67159091
3999,-87491464.58561306
4002,-57509265.97955549
4074,-64384171.544234745
3,-105538800.46671493
5,-97198165.47313073
26,-107903167.20679526
37,-85452114.83424897
57,-100482659.49919532
63,-61197080.29184107
73,-100918961.13667873
80,-119106247.69780684
83,-162823924.93919528
97,-54893043.856757045
118,-53343825.4284894
121,-50650148.22979852
140,-128325144.46603212
150,-55265178.15987277
155,-94450475.96588175
172,-56285234.07257099
181,-45354805.49942246
205,-71834954.33595523
225,-77215199.06060463
231,-65498217.51341531
239,-102863988.23759347
271,-96666213.78815915
273,-135702767.56539595
275,-94805004.67576848
276,-104667952.88993162
285,-68302373.55542614
287,-97704183.8365385
294,-123518602.6680113
333,-81924237.96296346
372,-75107602.60653862
375,-62473958.68673969
397,-83725934.24907248
414,-144042438.84349433
415,-131008680.4703057
439,-133714344.58587429
440,-105131678.0092328
442,-88112976.68839574
447,-89645130.61335349
494,-107155329.37844633
515,-166149204.2188657
527,-97156862.36687095
533,-91801078.70505488
542,-54002836.58017019
577,-43853568.159026965
596,-124822621.64536577
600,-45403097.59174313
613,-133182931.34229462
636,-99855463.78426035
640,-87580729.83482921
651,-65982116.85670665
660,-80678414.10468227
673,-139939283.92663553
682,-63669271.00975234
735,-116151455.20411062
745,-83453123.20810291
777,-67234263.51753534
778,-57249226.384363696
797,-89987242.12824151
812,-107763679.97815208
830,-67854809.77103052
857,-42154739.49383067
860,-87135815.61821546
875,-105008618.4489642
887,-85565753.81390598
896,-99904647.11613555
919,-73657396.31919594
928,-120904820.98087236
949,-72166901.71115676
954,-106001510.53200215
958,-56961022.09136522
964,-56530257.88050192
996,-52193833.65552756
998,-54962531.55566922
1002,-85489654.64810587
1012,-58914638.366637565
1063,-40573990.7150817
1064,-96072630.10264051
1081,-90048904.52681988
1111,-66007882.4759882
1115,-98927692.3303745
1131,-104559623.66447201
1139,-104339024.51869075
1152,-90627444.04278226
1155,-119046152.77810515
1156,-124281244.73044017
1196,-105997997.89912665
1213,-80251541.7099484
1219,-86265226.60132387
1231,-112531089.77126983
1250,-90562208.34769204
1251,-120643791.67847535
1252,-110003898.39490806
1307,-109000413.50698118
1363,-50208973.84911286
1370,-129620694.39562537
1371,-94408735.77332364
1375,-135574952.7462191
1419,-69268956.47235467
1425,-103902144.90296277
1447,-89210803.74901515
1468,-82357291.05543368
1474,-97432900.64633544
1482,-79065815.05024453
1498,-86182312.6712414
1502,-160923705.67819822
1511,-74204178.1426796
1523,-101572223.04955654
1541,-87655158.53115287
1544,-87429641.45991251
1573,-112998405.63565134
1576,-144442609.5874938
1580,-105469811.86223647
1587,-45421617.035469614
1596,-110287297.65188503
1599,-98715418.31759757
1605,-91488977.92388973
1607,-86174183.99350336
1612,-91900182.86262582
1625,-139600645.27513084
1626,-134397490.60661894
1635,-87026561.06620423
1667,-106992314.1243611
1679,-118278458.80109408
1684,-143149345.4373148
1693,-131401262.48585436
1754,-70820171.57653457
1763,-52594960.54452017
1864,-74717636.28905521
1880,-86449151.66891979
1887,-69263738.96691956
1888,-111915064.26020592
1891,-40320990.05389985
1924,-61668116.05078805
1935,-72065030.54718252
1940,-60058246.607457735
1942,-98894005.8697855
1949,-50308211.72248575
1961,-97530931.29246601
1972,-78616486.66682252
1973,-91724683.55260006
1987,-78315533.54625694
2008,-118738463.70765166
2014,-74423824.96183883
2025,-96763209.78891808
2035,-102257047.28284004
2062,-137749299.11394113
2119,-87068119.49805057
2124,-95730527.14423786
2126,-110117526.27727394
2129,-83925691.5983905
2145,-126164786.82052761
2155,-83536437.28995901
2166,-107752485.2258536
2169,-96537449.7125679
2175,-75005267.1724542
2184,-74034377.92938103
2209,-103438151.96651189
2221,-100556388.86564465
2227,-99605540.21254696
2228,-41434427.189244874
2238,-72638706.03850847
2247,-93318940.61097601
2268,-126573868.1664166
2279,-63553094.06019844
2309,-131871729.83905338
2321,-50743774.647143856
2343,-83525930.90813866
2359,-131387244.90959847
2426,-81502463.91309537
2440,-75177505.06566763
2451,-127190669.98674448
2488,-114000832.8471582
2516,-79524271.44409332
2520,-91186685.66115187
2529,-43044636.034879126
2536,-45770859.19119422
2565,-66575451.45176899
2642,-88708512.2869535
2671,-76920361.09980126
2692,-113803619.01925191
