u,v,curv
387,4093,29.0
388,846,16.0
388,1535,20.0
388,1869,13.0
388,2955,7.0
388,3203,12.0
388,3729,6.0
389,676,35.0
389,968,30.0
389,1070,46.0
389,1461,44.0
389,1603,44.0
389,1848,39.0
389,1926,34.0
389,2072,44.0
389,2094,36.0
389,2257,44.0
389,2846,42.0
389,3119,40.0
389,3249,33.0
389,3490,38.0
389,3623,28.0
389,3864,34.0
389,3918,32.0
389,4026,42.0
389,4029,36.0
390,679,3.0
390,2796,3.0
391,741,26.0
391,810,31.0
391,824,25.0
391,840,27.0
391,1084,26.0
391,1096,34.0
391,1245,30.0
391,1564,28.0
391,1710,25.0
391,2032,26.0
391,2055,23.0
391,2384,30.0
391,2588,28.0
391,3383,27.0
391,4049,25.0
392,547,109.0
392,554,101.0
392,583,75.0
392,623,94.0
392,628,92.0
392,770,105.0
392,815,98.0
392,891,99.0
392,915,93.0
392,932,92.0
392,1132,103.0
392,1193,102.0
392,1228,94.0
392,1236,90.0
392,1317,104.0
392,1386,94.0
392,1431,85.0
392,1453,106.0
392,1539,95.0
392,1549,104.0
392,1617,100.0
392,1632,101.0
392,1647,99.0
392,1649,103.0
392,1749,96.0
392,1797,103.0
392,1805,102.0
392,1854,98.0
392,1968,96.0
392,2011,96.0
392,2140,94.0
392,2266,99.0
392,2337,113.0
392,2360,102.0
392,2361,96.0
392,2582,95.0
392,2756,91.0
392,2793,101.0
392,2941,108.0
392,3051,101.0
392,3360,112.0
392,3415,91.0
392,3792,93.0
392,3876,78.0
392,3882,106.0
392,3970,100.0
394,2911,2.0
395,1801,7.0
395,2800,6.0
395,3845,5.0
395,4053,5.0
396,403,60.0
396,1018,59.0
396,1077,66.0
396,1314,62.0
396,1420,59.0
396,1617,75.0
396,1715,60.0
396,1740,55.0
396,1797,78.0
396,1806,81.0
396,1875,65.0
396,1988,69.0
396,2031,65.0
396,2088,64.0
396,2090,50.0
396,2206,59.0
396,2323,61.0
396,2340,67.0
396,2590,64.0
396,2615,62.0
396,2871,59.0
396,3139,46.0
396,3565,63.0
396,3666,66.0
396,3678,68.0
396,3972,64.0
397,442,81.0
397,527,78.0
397,640,73.0
397,745,78.0
397,797,77.0
397,860,76.0
397,875,83.0
397,887,78.0
397,949,79.0
397,1131,76.0
397,1139,83.0
397,1213,74.0
397,1371,74.0
397,1474,92.0
397,1498,81.0
397,1554,77.0
397,1599,78.0
397,1612,75.0
397,1887,69.0
397,1961,74.0
397,2124,81.0
397,2155,80.0
397,2247,76.0
397,2733,84.0
397,2847,69.0
397,2876,76.0
397,2884,74.0
397,3009,77.0
397,3200,71.0
397,3395,76.0
397,3411,80.0
397,3446,78.0
397,3563,74.0
398,746,6.0
398,894,4.0
398,1389,4.0
398,2741,11.0
399,986,20.0
399,1530,20.0
399,2398,13.0
399,3085,18.0
399,3169,18.0
399,3220,18.0
399,3518,9.0
399,3588,14.0
399,4078,17.0
400,402,72.0
400,637,78.0
400,654,64.0
400,662,72.0
400,713,80.0
400,931,56.0
400,1161,72.0
400,1191,81.0
400,1456,72.0
400,1580,73.0
400,2034,81.0
400,2136,66.0
400,2241,70.0
400,2248,72.0
400,2260,63.0
400,2301,70.0
400,2402,63.0
400,2441,78.0
400,2673,85.0
400,2860,77.0
400,3048,66.0
400,3159,83.0
400,3217,76.0
400,3282,70.0
400,3287,69.0
400,3431,77.0
400,3442,75.0
400,3478,70.0
400,3720,71.0
400,3805,71.0
400,3900,66.0
400,4063,62.0
400,4064,74.0
401,725,12.0
401,1592,11.0
401,2291,9.0
401,2429,9.0
402,637,82.0
402,654,68.0
402,662,76.0
402,928,89.0
402,1161,76.0
402,1222,79.0
402,1423,81.0
402,1447,69.0
402,1580,77.0
402,1942,77.0
402,2004,79.0
402,2034,85.0
402,2136,70.0
402,2248,76.0
402,2301,74.0
402,2339,75.0
402,2402,67.0
402,2595,78.0
402,2673,89.0
402,2860,81.0
402,2916,85.0
402,2967,73.0
402,3217,80.0
402,3266,84.0
402,3366,78.0
402,3374,79.0
402,3419,73.0
402,3431,81.0
402,3665,82.0
402,3693,73.0
402,3805,75.0
402,3833,76.0
402,3883,76.0
402,3900,70.0
402,3903,81.0
403,582,66.0
403,1018,63.0
403,1077,70.0
403,1372,71.0
403,1420,63.0
403,1456,70.0
403,1715,64.0
403,1875,69.0
403,1957,62.0
403,1963,54.0
403,2088,68.0
403,2206,63.0
403,2281,51.0
403,2323,65.0
403,2340,71.0
403,2441,76.0
403,2461,66.0
403,2480,72.0
403,2615,66.0
403,2871,63.0
403,2919,45.0
403,3159,81.0
403,3565,67.0
403,3666,70.0
403,3678,72.0
403,3767,63.0
403,4064,72.0
404,643,41.0
404,910,51.0
404,1035,33.0
404,1050,49.0
404,1414,42.0
404,1629,52.0
404,1733,53.0
404,1881,38.0
404,2122,59.0
404,2143,41.0
404,2396,40.0
404,2737,45.0
404,2963,56.0
404,3183,54.0
404,3311,50.0
404,3351,41.0
404,3821,55.0
404,3867,46.0
405,755,8.0
405,2037,12.0
405,2319,9.0
405,3570,14.0
405,3963,14.0
405,4089,8.0
406,623,70.0
406,687,54.0
406,743,55.0
406,862,61.0
406,891,75.0
406,938,52.0
406,981,45.0
406,1040,63.0
406,1072,59.0
406,1224,64.0
406,1320,69.0
406,1690,71.0
406,1749,72.0
406,1968,72.0
406,1974,59.0
406,2115,80.0
406,2286,48.0
406,2582,71.0
406,2931,51.0
406,3327,61.0
406,3389,64.0
406,3412,48.0
406,3698,71.0
406,3738,53.0
406,3792,69.0
406,3818,56.0
407,475,34.0
407,1524,35.0
407,1662,31.0
407,1703,33.0
407,2067,39.0
407,2177,47.0
407,2228,43.0
407,2484,46.0
407,2666,34.0
407,2687,39.0
407,3053,41.0
407,3337,41.0
407,3397,40.0
407,3427,27.0
407,3800,38.0
407,3861,38.0
408,454,74.0
408,648,79.0
408,711,77.0
408,818,76.0
408,864,81.0
408,1030,65.0
408,1083,74.0
408,1184,92.0
408,1432,79.0
408,1563,75.0
408,1610,68.0
408,1654,82.0
408,1704,73.0
408,1772,74.0
408,1967,81.0
408,2041,86.0
408,2117,69.0
408,2147,70.0
408,2253,79.0
408,2333,82.0
408,2837,79.0
408,3062,65.0
408,3281,61.0
408,3324,82.0
408,3342,70.0
408,3440,66.0
408,3633,75.0
408,3659,74.0
408,3827,71.0
408,3839,77.0
408,3863,69.0
408,3884,79.0
408,3985,63.0
408,4079,70.0
409,3401,0.0
410,2061,7.0
410,2469,11.0
410,2682,10.0
411,2849,1.0
412,1406,14.0
412,2254,17.0
412,2708,16.0
412,3019,16.0
412,3509,16.0
412,3540,19.0
413,427,22.0
413,861,31.0
413,1130,38.0
413,1261,33.0
413,1484,32.0
413,1592,23.0
413,1770,28.0
413,1874,29.0
413,2138,30.0
413,2420,43.0
413,2425,34.0
413,2489,29.0
413,2506,24.0
413,3129,35.0
413,3267,46.0
413,3613,32.0
414,415,94.0
414,494,87.0
414,508,103.0
414,515,99.0
414,613,104.0
414,660,84.0
414,673,103.0
414,954,92.0
414,1043,94.0
414,1152,95.0
414,1156,96.0
414,1231,89.0
414,1251,89.0
414,1370,94.0
414,1474,102.0
414,1502,95.0
414,1576,99.0
414,1596,99.0
414,1679,98.0
414,1684,97.0
414,2008,88.0
414,2062,95.0
414,2145,100.0
414,2451,96.0
414,2692,92.0
414,2748,99.0
414,2765,93.0
414,2838,88.0
414,2867,86.0
414,3028,93.0
414,3086,97.0
414,3171,100.0
414,3177,90.0
414,3485,90.0
414,3710,89.0
414,3798,94.0
414,3820,98.0
414,3841,85.0
414,3857,98.0
414,4005,96.0
414,4039,99.0
414,4042,98.0
415,494,85.0
415,515,97.0
415,613,102.0
415,660,82.0
415,673,101.0
415,937,85.0
415,954,90.0
415,1043,92.0
415,1152,93.0
415,1156,94.0
415,1370,92.0
415,1375,86.0
415,1502,93.0
415,1576,97.0
415,1596,97.0
415,1679,96.0
415,1714,82.0
415,2062,93.0
415,2169,87.0
415,2451,94.0
415,2692,90.0
415,2718,93.0
415,2748,97.0
415,2838,86.0
415,2867,84.0
415,2937,90.0
415,3028,91.0
415,3086,95.0
415,3171,98.0
415,3177,88.0
415,3710,87.0
415,3798,92.0
415,3820,96.0
415,3841,83.0
415,3857,96.0
415,3934,83.0
415,4005,94.0
415,4042,96.0
416,920,5.0
416,1747,9.0
416,2593,6.0
417,693,42.0
417,741,31.0
417,943,43.0
417,973,31.0
417,1245,35.0
417,1466,36.0
417,1540,28.0
417,1659,48.0
417,1969,28.0
417,2038,40.0
417,2224,45.0
417,2236,26.0
417,2690,32.0
417,2691,31.0
417,3742,37.0
417,3773,31.0
417,3832,35.0
417,3921,38.0
417,4002,46.0
417,4073,28.0
418,502,16.0
418,1356,16.0
418,1719,18.0
418,2107,13.0
418,2649,15.0
418,2806,15.0
418,3056,19.0
418,3963,17.0
418,3998,16.0
419,2299,1.0
420,1014,51.0
420,1050,50.0
420,1163,59.0
420,1354,52.0
420,1414,43.0
420,1500,51.0
420,1629,53.0
420,1768,51.0
420,1881,39.0
420,2080,49.0
420,2122,60.0
420,3101,48.0
420,3183,55.0
420,3424,41.0
420,3520,42.0
420,3564,38.0
420,3589,48.0
420,3867,47.0
420,3881,46.0
421,798,53.0
421,862,48.0
421,1217,52.0
421,1528,40.0
421,1557,42.0
421,1558,56.0
421,1651,52.0
421,1839,50.0
421,2003,57.0
421,2477,24.0
421,2540,49.0
421,2547,51.0
421,2604,60.0
421,3162,37.0
421,3175,32.0
421,3344,21.0
421,3818,43.0
422,580,55.0
422,678,61.0
422,849,62.0
422,1340,55.0
422,1359,42.0
422,1570,46.0
422,2028,44.0
422,2243,58.0
422,2305,65.0
422,2311,59.0
422,2499,60.0
422,2670,54.0
422,3001,53.0
422,3063,60.0
422,3294,40.0
422,3353,55.0
422,3449,51.0
422,3584,46.0
422,3597,55.0
422,3644,54.0
422,3789,55.0
422,3984,52.0
423,658,63.0
423,919,78.0
423,1219,76.0
423,1337,64.0
423,1411,75.0
423,1544,75.0
423,1777,74.0
423,1820,67.0
423,1936,66.0
423,2100,60.0
423,2306,65.0
423,2307,57.0
423,2376,60.0
423,2458,57.0
423,2516,75.0
423,2576,69.0
423,2611,69.0
423,2634,61.0
423,2766,68.0
423,2828,68.0
423,2921,71.0
423,3057,75.0
423,3066,81.0
423,3192,74.0
423,3206,76.0
423,3603,68.0
423,3604,63.0
423,3660,63.0
423,3760,79.0
423,3846,77.0
423,3992,74.0
423,4021,62.0
423,4044,68.0
424,1277,4.0
424,3462,1.0
425,1333,13.0
425,1402,12.0
425,1507,17.0
425,2285,16.0
425,3017,18.0
425,3409,14.0
425,3747,17.0
426,587,24.0
426,609,28.0
426,888,26.0
426,1279,26.0
426,1890,31.0
426,2284,22.0
426,2438,31.0
426,2920,23.0
426,3060,26.0
426,3092,24.0
426,3141,25.0
426,3602,27.0
426,3654,26.0
426,3812,31.0
427,861,23.0
427,1484,24.0
427,1592,15.0
427,1770,20.0
427,2138,22.0
427,2425,26.0
427,2506,16.0
428,1175,3.0
428,1739,2.0
428,4012,3.0
429,481,51.0
429,504,56.0
429,553,67.0
429,599,66.0
429,627,54.0
429,870,50.0
429,886,51.0
429,1051,58.0
429,1179,57.0
429,1443,56.0
429,1504,59.0
429,1603,53.0
429,1648,59.0
429,1932,51.0
429,2072,53.0
429,2336,65.0
429,2390,55.0
429,2868,67.0
429,3146,56.0
429,3241,44.0
429,3407,53.0
429,3517,61.0
429,3889,42.0
429,4008,51.0
430,617,14.0
430,1321,14.0
430,1358,23.0
430,2254,19.0
430,2325,18.0
430,2661,15.0
430,2832,20.0
430,2877,20.0
430,3540,21.0
430,3728,17.0
431,941,8.0
431,1893,12.0
431,2042,12.0
431,2873,8.0
431,3391,9.0
431,3917,14.0
432,569,2.0
432,3512,5.0
433,1115,83.0
433,1152,81.0
433,1354,63.0
433,1411,74.0
433,1511,74.0
433,1601,63.0
433,1777,73.0
433,1880,79.0
433,1936,65.0
433,2066,73.0
433,2080,60.0
433,2252,56.0
433,2306,64.0
433,2458,56.0
433,2516,74.0
433,2611,68.0
433,2698,66.0
433,2921,70.0
433,2993,72.0
433,3024,72.0
433,3028,79.0
433,3081,64.0
433,3101,59.0
433,3105,75.0
433,3226,63.0
433,3418,68.0
433,3420,77.0
433,3589,59.0
433,3743,74.0
433,3934,71.0
433,3944,68.0
433,3958,59.0
433,4044,67.0
434,666,72.0
434,740,67.0
434,1117,84.0
434,1483,64.0
434,1485,72.0
434,1604,67.0
434,1779,71.0
434,1889,65.0
434,1897,68.0
434,1956,66.0
434,2075,70.0
434,2221,76.0
434,2374,79.0
434,2861,65.0
434,2902,74.0
434,3037,74.0
434,3187,61.0
434,3274,64.0
434,3308,73.0
434,3354,63.0
434,3423,78.0
434,3473,78.0
434,3576,67.0
434,3586,77.0
434,3646,77.0
434,3692,83.0
434,3749,81.0
434,3804,81.0
434,3842,67.0
434,3905,63.0
434,3951,79.0
434,3952,70.0
434,4023,77.0
435,1074,8.0
435,3811,8.0
435,4088,5.0
436,860,70.0
436,887,72.0
436,1038,50.0
436,1141,62.0
436,1206,53.0
436,1250,67.0
436,1252,78.0
436,1268,66.0
436,1425,72.0
436,1496,55.0
436,1550,53.0
436,1635,72.0
436,1730,56.0
436,1796,57.0
436,1870,59.0
436,1901,53.0
436,2343,62.0
436,2636,68.0
436,3131,65.0
436,3387,73.0
436,3399,71.0
436,3421,62.0
436,3631,64.0
436,3673,77.0
436,3686,76.0
436,3813,63.0
436,3892,72.0
436,3899,60.0
436,4095,70.0
437,573,15.0
437,821,14.0
437,969,12.0
437,1916,15.0
437,2054,15.0
437,2614,13.0
437,2703,18.0
437,3280,14.0
439,613,98.0
439,655,93.0
439,685,78.0
439,937,81.0
439,966,88.0
439,1078,88.0
439,1087,81.0
439,1091,82.0
439,1231,83.0
439,1307,87.0
439,1370,88.0
439,1375,82.0
439,1573,86.0
439,1625,81.0
439,1626,83.0
439,1679,92.0
439,1829,91.0
439,2126,91.0
439,2212,93.0
439,2270,82.0
439,2718,89.0
439,2775,80.0
439,2787,80.0
439,2867,80.0
439,2885,84.0
439,2927,84.0
439,3093,83.0
439,3211,85.0
439,3488,83.0
439,3493,88.0
439,3502,84.0
439,3543,88.0
439,3624,85.0
439,3852,81.0
439,3880,92.0
439,3966,78.0
439,3995,70.0
439,4009,93.0
440,553,87.0
440,555,95.0
440,599,86.0
440,636,84.0
440,666,86.0
440,691,90.0
440,753,88.0
440,784,95.0
440,892,92.0
440,900,94.0
440,901,88.0
440,952,95.0
440,1117,98.0
440,1192,96.0
440,1605,84.0
440,1779,85.0
440,1880,93.0
440,2017,99.0
440,2057,94.0
440,2066,87.0
440,2085,90.0
440,2169,89.0
440,2186,85.0
440,2334,85.0
440,2336,85.0
440,2374,93.0
440,2488,95.0
440,2628,95.0
440,2692,92.0
440,2730,94.0
440,2996,92.0
440,3068,92.0
440,3133,81.0
440,3270,94.0
440,3420,91.0
440,3461,99.0
440,3646,91.0
440,3692,97.0
440,3749,95.0
440,3804,95.0
440,3807,80.0
440,3912,101.0
440,3951,93.0
440,4013,97.0
440,4056,95.0
441,1024,5.0
441,3368,5.0
441,3850,5.0
442,527,83.0
442,533,76.0
442,596,87.0
442,640,78.0
442,651,68.0
442,735,85.0
442,797,82.0
442,812,78.0
442,1064,84.0
442,1081,84.0
442,1196,83.0
442,1474,97.0
442,1523,85.0
442,1541,73.0
442,1576,94.0
442,1667,83.0
442,1888,89.0
442,1961,79.0
442,1972,86.0
442,1973,90.0
442,2014,74.0
442,2025,96.0
442,2035,86.0
442,2145,95.0
442,2309,87.0
442,2520,82.0
442,2765,88.0
442,2783,78.0
442,2884,79.0
442,3009,82.0
442,3066,89.0
442,3350,85.0
442,3376,80.0
442,3423,87.0
442,3522,82.0
442,3525,84.0
442,3563,79.0
442,3750,87.0
442,3860,87.0
442,4039,94.0
442,4086,78.0
443,609,27.0
443,1279,25.0
443,1737,23.0
443,1890,30.0
443,1928,19.0
443,2278,24.0
443,2739,38.0
443,3060,25.0
443,3082,33.0
443,3141,24.0
443,3367,33.0
443,3498,31.0
443,4034,20.0
444,556,4.0
444,567,2.0
444,3165,3.0
446,732,3.0
446,1980,10.0
447,515,87.0
447,654,66.0
447,673,91.0
447,1134,74.0
447,1251,77.0
447,1447,67.0
447,1474,90.0
447,1502,83.0
447,1523,78.0
447,1541,66.0
447,1576,87.0
447,1684,85.0
447,1856,60.0
447,1868,68.0
447,1884,63.0
447,2013,83.0
447,2119,78.0
447,2451,84.0
447,2520,75.0
447,2713,69.0
447,2721,80.0
447,2874,67.0
447,2895,63.0
447,3171,88.0
447,3257,71.0
447,3528,72.0
447,3642,79.0
447,3657,63.0
447,3693,71.0
447,3736,61.0
447,3798,82.0
447,3820,86.0
447,3841,73.0
447,3857,86.0
447,3886,67.0
447,4005,84.0
448,709,16.0
448,1246,32.0
448,1284,27.0
448,1658,24.0
448,2490,19.0
448,2665,30.0
448,2722,32.0
448,2929,17.0
448,3594,17.0
448,3777,32.0
448,4075,20.0
449,519,46.0
449,542,49.0
449,603,49.0
449,717,50.0
449,766,52.0
449,788,49.0
449,1294,50.0
449,1302,57.0
449,1360,51.0
449,1460,52.0
449,1745,50.0
449,1754,60.0
449,1766,50.0
449,1886,52.0
449,2196,51.0
449,2329,51.0
449,2565,57.0
449,2684,50.0
449,2739,54.0
449,2773,49.0
449,3082,49.0
449,3295,58.0
449,3367,49.0
449,3498,47.0
449,3559,54.0
449,3704,51.0
449,3766,59.0
450,827,26.0
450,1201,19.0
450,1298,17.0
450,1758,23.0
450,1873,17.0
450,2056,20.0
450,2205,24.0
450,2734,22.0
450,3753,22.0
451,543,14.0
451,1469,13.0
451,1624,15.0
451,1695,16.0
451,1948,13.0
451,2768,16.0
451,3019,18.0
451,3417,13.0
451,3709,13.0
452,542,41.0
452,805,45.0
452,1342,37.0
452,1363,52.0
452,1496,44.0
452,1587,48.0
452,1635,61.0
452,1804,34.0
452,2277,41.0
452,2321,54.0
452,2343,51.0
452,2365,37.0
452,2636,57.0
452,2969,40.0
452,3078,34.0
452,3395,59.0
452,3399,60.0
452,3421,51.0
452,3483,43.0
452,3813,52.0
453,500,3.0
453,2039,3.0
453,3425,3.0
454,473,61.0
454,648,77.0
454,818,74.0
454,864,79.0
454,1014,64.0
454,1032,61.0
454,1129,74.0
454,1140,60.0
454,1242,58.0
454,1395,66.0
454,1432,77.0
454,1610,66.0
454,1704,71.0
454,1780,71.0
454,1906,57.0
454,1967,79.0
454,2163,57.0
454,2246,59.0
454,2289,70.0
454,2698,68.0
454,2728,54.0
454,2956,77.0
454,3062,63.0
454,3281,59.0
454,3342,68.0
454,3659,72.0
454,3827,69.0
454,3863,67.0
454,3985,61.0
454,4000,58.0
454,4079,68.0
455,650,68.0
455,753,72.0
455,889,67.0
455,910,61.0
455,1050,59.0
455,2066,71.0
455,2122,69.0
455,2137,62.0
455,2143,51.0
455,2186,69.0
455,2208,68.0
455,2334,69.0
455,2396,50.0
455,2541,70.0
455,2672,61.0
455,2738,62.0
455,2760,65.0
455,2848,61.0
455,2963,66.0
455,3133,65.0
455,3183,64.0
455,3264,56.0
455,3456,60.0
455,3486,72.0
455,3807,64.0
455,3821,65.0
455,4004,67.0
456,1538,5.0
456,3290,5.0
457,3251,2.0
457,3616,1.0
458,489,47.0
458,505,40.0
458,796,42.0
458,974,50.0
458,1021,53.0
458,1051,52.0
458,1070,49.0
458,1387,54.0
458,1436,53.0
458,1443,50.0
458,1699,51.0
458,2044,45.0
458,2045,48.0
458,2473,47.0
458,2491,40.0
458,2964,46.0
458,3042,45.0
458,3262,42.0
458,4026,45.0
460,971,44.0
460,1210,39.0
460,1433,38.0
460,1601,49.0
460,1936,51.0
460,2040,39.0
460,2050,41.0
460,2095,35.0
460,2100,45.0
460,2252,42.0
460,2306,50.0
460,2428,41.0
460,2632,38.0
460,2764,39.0
460,2818,40.0
460,3424,38.0
460,3564,35.0
460,3581,31.0
461,579,38.0
461,681,33.0
461,752,43.0
461,842,37.0
461,879,32.0
461,914,30.0
461,1241,39.0
461,2526,32.0
461,2573,30.0
461,2720,29.0
461,2780,33.0
461,3080,35.0
461,3339,36.0
461,3634,36.0
461,3955,42.0
462,2753,2.0
463,483,7.0
463,1645,6.0
463,2973,7.0
464,1180,20.0
464,1346,21.0
464,1846,22.0
464,2078,29.0
464,2481,34.0
464,2497,38.0
464,2607,20.0
464,3536,22.0
464,3748,33.0
464,3916,25.0
464,3961,25.0
465,526,26.0
465,646,33.0
465,1746,27.0
465,2082,29.0
465,2149,26.0
465,2188,30.0
465,2504,26.0
465,2804,27.0
465,3118,20.0
465,3245,26.0
465,3361,28.0
465,3569,23.0
465,3680,27.0
465,3716,25.0
466,773,16.0
466,895,16.0
466,1584,16.0
466,1588,19.0
466,1643,16.0
466,2351,16.0
466,2725,15.0
466,3435,14.0
466,3661,20.0
468,1052,32.0
468,1092,20.0
468,1220,19.0
468,1264,23.0
468,1681,24.0
468,2619,15.0
468,3819,22.0
468,3904,24.0
470,679,3.0
470,3320,4.0
471,494,78.0
471,611,81.0
471,647,80.0
471,721,79.0
471,966,85.0
471,1045,85.0
471,1075,85.0
471,1087,78.0
471,1207,83.0
471,1231,80.0
471,1232,79.0
471,1283,76.0
471,1375,79.0
471,1424,77.0
471,1562,82.0
471,1625,78.0
471,1818,75.0
471,1942,78.0
471,2005,80.0
471,2166,75.0
471,2167,84.0
471,2331,85.0
471,2568,83.0
471,2639,76.0
471,2838,79.0
471,2876,77.0
471,2885,81.0
471,2927,81.0
471,2967,74.0
471,3266,85.0
471,3419,74.0
471,3534,83.0
471,3543,85.0
471,3880,89.0
471,3966,75.0
472,584,93.0
472,721,85.0
472,847,86.0
472,907,81.0
472,933,82.0
472,985,96.0
472,1174,85.0
472,1207,89.0
472,1232,85.0
472,1353,85.0
472,1408,89.0
472,1424,83.0
472,1488,89.0
472,1501,91.0
472,1554,84.0
472,1713,89.0
472,1818,81.0
472,2059,93.0
472,2141,99.0
472,2167,90.0
472,2176,89.0
472,2227,80.0
472,2322,90.0
472,2327,90.0
472,2479,79.0
472,2522,90.0
472,2688,94.0
472,2706,92.0
472,2716,93.0
472,2802,92.0
472,2866,81.0
472,2926,92.0
472,3144,96.0
472,3238,96.0
472,3265,90.0
472,3356,87.0
472,3398,78.0
472,3544,89.0
472,3854,84.0
472,3859,83.0
472,3936,81.0
472,3943,83.0
472,3946,87.0
473,1014,53.0
473,1032,50.0
473,1140,49.0
473,1242,47.0
473,1500,53.0
473,1610,55.0
473,1768,53.0
473,2080,51.0
473,2163,46.0
473,2246,48.0
473,2728,43.0
473,3062,52.0
473,3342,57.0
473,3424,43.0
473,3440,53.0
473,3659,61.0
473,3797,46.0
473,3827,58.0
473,3985,50.0
474,687,52.0
474,862,59.0
474,965,46.0
474,1040,61.0
474,1320,67.0
474,1557,53.0
474,1558,67.0
474,1651,63.0
474,1690,69.0
474,1826,59.0
474,1847,36.0
474,2083,48.0
474,2106,68.0
474,2286,46.0
474,2460,58.0
474,2483,48.0
474,2570,48.0
474,2744,45.0
474,3161,66.0
474,3162,48.0
474,3327,59.0
474,3698,69.0
474,3818,54.0
474,4069,56.0
474,4076,63.0
475,1025,20.0
475,1703,27.0
475,1871,21.0
475,2077,25.0
475,2156,23.0
475,2476,23.0
475,2666,28.0
475,3253,24.0
475,3605,30.0
475,3700,22.0
475,3800,32.0
475,4091,21.0
476,536,40.0
476,816,17.0
476,1157,26.0
476,1284,27.0
476,1691,32.0
476,1765,26.0
476,2210,31.0
476,2407,28.0
476,2557,20.0
476,2797,30.0
476,2812,23.0
477,522,28.0
477,793,31.0
477,1297,30.0
477,1559,27.0
477,1665,35.0
477,1727,29.0
477,1781,32.0
477,1782,29.0
477,2310,32.0
477,2444,28.0
477,2668,33.0
477,3151,32.0
477,3190,31.0
477,3650,29.0
477,3652,29.0
477,4043,29.0
478,610,41.0
478,684,33.0
478,1080,36.0
478,1229,47.0
478,1361,37.0
478,1438,31.0
478,1471,42.0
478,1959,44.0
478,1970,37.0
478,2053,35.0
478,2202,44.0
478,2908,45.0
478,3396,45.0
478,3542,31.0
478,3625,34.0
478,3670,34.0
479,1475,5.0
479,3067,3.0
480,614,26.0
480,883,20.0
480,1182,26.0
480,1537,26.0
480,2009,23.0
480,2519,28.0
480,2526,29.0
480,3312,26.0
480,3609,21.0
480,3621,26.0
480,3725,22.0
480,3788,23.0
480,3851,23.0
481,528,48.0
481,886,46.0
481,1114,37.0
481,1318,37.0
481,1603,48.0
481,1648,54.0
481,1755,35.0
481,1932,46.0
481,2072,48.0
481,2183,41.0
481,2385,41.0
481,2390,50.0
481,2795,40.0
481,2801,42.0
481,2810,42.0
481,3006,48.0
481,3146,51.0
481,3407,48.0
481,3941,41.0
482,983,40.0
482,1241,42.0
482,1261,39.0
482,1484,38.0
482,2043,44.0
482,2069,45.0
482,2138,36.0
482,2250,31.0
482,2420,49.0
482,2425,40.0
482,2489,35.0
482,2613,47.0
482,2780,36.0
482,2807,54.0
482,3090,55.0
482,3137,49.0
482,3267,52.0
482,3303,31.0
482,3613,38.0
482,3634,39.0
483,520,12.0
483,734,9.0
483,1645,9.0
483,2625,9.0
483,2973,10.0
485,706,9.0
485,719,6.0
485,1499,5.0
485,2827,11.0
486,789,54.0
486,942,52.0
486,964,46.0
486,998,45.0
486,1000,48.0
486,1012,51.0
486,1116,52.0
486,1524,40.0
486,1527,54.0
486,1792,45.0
486,1910,59.0
486,1917,59.0
486,2177,52.0
486,2228,48.0
486,2484,51.0
486,2536,46.0
486,2585,51.0
486,2727,55.0
486,2782,47.0
486,3041,42.0
486,3258,53.0
486,3605,41.0
486,3763,42.0
486,3772,61.0
486,3800,43.0
486,3861,43.0
487,635,47.0
487,705,61.0
487,878,51.0
487,1130,51.0
487,1143,62.0
487,1412,62.0
487,1429,68.0
487,1813,50.0
487,1846,39.0
487,1874,42.0
487,2249,67.0
487,2274,69.0
487,2420,56.0
487,2481,51.0
487,2493,52.0
487,2497,55.0
487,2613,54.0
487,2635,63.0
487,2731,59.0
487,2976,67.0
487,3090,62.0
487,3099,51.0
487,3129,48.0
487,3134,52.0
487,3239,62.0
487,3242,68.0
487,3267,59.0
487,3610,51.0
488,689,9.0
488,953,17.0
488,1494,12.0
488,2276,15.0
488,2297,12.0
488,2535,13.0
488,3539,15.0
489,505,43.0
489,796,45.0
489,974,53.0
489,1021,56.0
489,1051,55.0
489,1070,52.0
489,1387,57.0
489,1436,56.0
489,1443,53.0
489,1504,56.0
489,1699,54.0
489,1855,52.0
489,2045,51.0
489,2423,58.0
489,2473,50.0
489,2491,43.0
489,2964,49.0
489,3042,48.0
489,3262,45.0
489,3576,58.0
489,4026,48.0
490,1388,12.0
490,1767,13.0
490,2052,8.0
490,3484,15.0
490,3679,18.0
490,4083,15.0
490,4088,10.0
491,1215,25.0
491,1746,28.0
491,2078,32.0
491,2223,23.0
491,2702,35.0
491,2954,29.0
491,2989,30.0
491,3198,26.0
491,3556,33.0
491,3647,28.0
491,3682,36.0
491,3748,36.0
492,583,48.0
492,623,67.0
492,628,65.0
492,814,48.0
492,905,54.0
492,1036,44.0
492,1224,61.0
492,1228,67.0
492,1431,58.0
492,1539,68.0
492,1649,76.0
492,1665,45.0
492,1705,54.0
492,1776,40.0
492,1854,71.0
492,1974,56.0
492,2011,69.0
492,2324,47.0
492,2582,68.0
492,3400,43.0
492,3412,45.0
492,3415,64.0
492,3792,66.0
492,3876,51.0
493,2371,5.0
493,2567,5.0
494,515,90.0
494,530,77.0
494,613,95.0
494,655,90.0
494,780,78.0
494,1087,78.0
494,1231,80.0
494,1303,80.0
494,1371,75.0
494,1375,79.0
494,1447,70.0
494,1502,86.0
494,1562,82.0
494,1569,87.0
