node,kappa_forman_node,deg,deg_w
0,-447.63293669657946,10,2.8474530855488376
1,-43.03104569544391,4,1.5487608185833954
2,-530.1592678491015,10,2.626510251924802
3,-158.2232142270648,5,1.3323371438898306
4,-410.48848996948203,9,2.753808579056769
5,-295.6204714667399,8,2.762085459239337
6,-652.5930660302054,12,3.371241804268455
7,2.0,1,0.4072664318271514
8,0.0,0,0.0
9,-274.7478165966373,8,2.4817688144109065
10,0.0,0,0.0
11,2.0,1,0.5846580860809436
12,0.0,0,0.0
13,-125.79040402740837,4,0.8438144803046813
14,-231.0547696149365,6,1.3038839395095432
15,-356.5819330633655,9,2.735927075430507
16,-238.14345579544369,8,2.2300358075157103
17,-240.6845954381438,7,1.4932045690076567
18,-28.617969329933995,3,0.7501442294121267
19,-37.08269453430174,3,0.5287310791694572
20,-104.64176154668347,4,0.7480446709710786
21,-83.7608151907711,4,1.277860161064709
22,0.0,0,0.0
23,-68.12654014881772,4,1.4018987950105717
24,-193.92530879290467,6,1.2720142781403625
25,-15.228876319595615,2,0.5477815291383721
26,-827.3879800953791,14,4.177219195913424
27,0.0,0,0.0
28,-148.69443631712863,6,1.4569622652137988
29,-122.04395356259114,5,1.3136755480122115
30,-645.6220405450009,13,4.719961928473911
31,0.0,0,0.0
32,-64.37139693397869,4,1.3324338319821472
33,-162.21924989789915,7,2.9957597550686863
34,-74.49890954351282,5,1.3506654631844546
35,-37.869874818981074,4,1.428981665591066
36,-60.74192368881438,4,1.035263769939876
37,-472.2780640488796,9,2.336749689618878
38,-282.9516373358661,7,1.7431018740924267
39,-23.82714115833753,2,0.4058460132710917
40,0.0,0,0.0
41,0.0,0,0.0
42,-44.879367550958655,4,1.484924410611296
43,-464.5091630100127,11,3.6312061994877016
44,-201.92661162135008,7,1.9383607405563432
45,0.0,0,0.0
46,-216.16251351133872,7,1.7202557005214971
47,-55.424246249007865,4,1.065829968179112
48,-582.716718292889,11,2.9587056016538122
49,-73.12760710483141,4,1.2738413395366734
50,-40.02724424271762,2,0.3413606617879074
51,2.0,1,0.5644922902441114
52,2.0,1,0.19327505169255563
53,-92.8177177426837,4,1.0241534936612013
54,-267.99996184439806,8,2.429899122330622
55,-2.989351608150167,1,0.15703008019682546
56,-563.1826376249306,10,2.4106992659150137
57,-164.2074398731383,5,0.9680291063053921
58,-93.14587099793422,4,0.8137188855000388
59,0.6243666519992286,1,0.28304255148897095
60,-244.2694332257339,8,2.633890915480525
61,0.0,0,0.0
62,-1.611938696732925,1,0.21292339661994805
63,-191.03383311184558,7,2.346333168270097
64,2.0,1,0.14619602945599197
65,0.0,0,0.0
66,-42.17500330615735,3,0.6328073175320853
67,-2.760754420919319,2,0.4579688953154379
68,-27.542308705469917,3,1.3126093072708291
69,-4.839092018605822,2,0.44970979467754235
70,-385.6544268910838,9,3.174051074201314
71,-152.57482975436736,6,1.9301512895709616
72,-969.9488510573085,13,2.9650886755784764
73,-754.7190636058724,11,2.4587241792434473
74,-609.3691154378538,11,3.3763753315711593
75,-61.862596902212445,4,0.9334429147777594
76,-84.60862343922975,4,1.0441503695094865
77,-3.793591540805168,1,0.27501738272088005
78,-23.924174120586308,2,0.5560237767631321
79,-32.44529671623297,3,0.820486202949822
80,-246.74946527232402,6,1.2678412986183767
81,0.0,0,0.0
82,-15.110659515135536,2,0.6566168632327667
83,-1309.7431493413856,18,5.3827104487248025
84,-231.99109341040665,7,1.668542247205079
85,-265.8103547172256,8,2.6914655555543496
86,-245.89574146856907,7,1.5508908762699871
87,2.0,1,0.15016716371731456
88,-166.05420885944477,7,1.9820321295634806
89,-98.44821478353778,5,1.4915685101092673
90,0.0,0,0.0
91,0.0,0,0.0
92,-3.1918901829097304,1,0.1550393388265293
93,-119.88260698843689,5,1.1547579604139637
94,-227.23818659924117,7,2.029871623462776
95,-88.52418120568449,5,2.3920001007860496
96,-15.662658539786873,2,0.7692708775764434
97,-93.56306847639246,4,0.8969260430614108
98,-447.509449281946,10,2.852409139560587
99,-23.70326163375414,3,0.9012040583980336
100,-960.0294612185725,15,4.829475698667581
101,-485.8206441807587,10,2.845558858329843
102,-58.07517971787778,3,0.9777981798867339
103,-47.6040369604694,4,1.8799752779802077
104,-164.71544696463457,6,1.6727605925366111
105,-38.87409521793284,3,0.6811840930502755
106,-3.872026190984033,2,0.4060229293014998
107,-162.09256302363346,5,1.3643419820253415
108,-100.98826740292247,4,0.8700410538845411
109,-363.8772231675264,10,3.581927711387065
110,-284.8036760135369,7,1.4002860192146551
111,-40.37927631908037,3,0.8385829237619717
112,0.0,0,0.0
113,-339.1379857988763,8,1.7113850389778116
114,-64.86178522135525,4,1.275722573415078
115,-73.761428970577,4,1.1194865731115298
116,-126.82589255692037,6,2.422239096374871
117,-0.4595260321578425,1,0.3264356841437626
118,-82.48831539662017,5,1.5784325644479162
119,-10.942899810036977,2,1.0919138257149692
120,-199.0576002255476,8,2.970391542030786
121,-13.616676861617869,2,0.6551865313741188
122,-55.36334810747461,4,1.2071566480792424
123,0.0,0,0.0
124,0.0,0,0.0
125,-47.9192980632407,3,0.5777944536966798
126,-458.72485483286425,10,2.987477897037723
127,2.0,1,0.7588004866131519
128,-359.6966972601522,8,2.4680981457318234
129,-52.629440049603566,3,0.9320030153349621
130,-192.16196331563054,6,1.3522436242813618
131,-98.45300703360007,6,1.8696090043555567
132,-446.5601191590031,10,2.695109636358324
133,-29.709051450341047,4,1.423175050672305
134,2.0,1,0.200534267231699
135,-156.60352627617698,6,2.000839250761851
136,0.0,0,0.0
137,-76.85906891702804,5,1.9496794344883006
138,-31.584903412627654,3,0.709803750516657
139,-74.82985558214152,4,1.3320630543376026
140,-599.6894065532676,12,3.2654586471462834
141,-313.52074816691436,8,2.3189674997168863
