i,j,kappa_oll,approx
1780,6215,0.23287860457497245,0
688,5471,0.0023561355004012574,0
2781,5658,0.20979781227200522,0
6508,7335,-0.34454397462836117,0
1232,7731,-0.02720061789179984,0
2737,8094,-0.1279990618708846,0
586,6089,0.46837632873828317,0
312,1956,-0.09793095095686266,0
6894,7056,0.021839135263689635,0
241,7083,-0.11475705526172053,0
1817,6951,0.030747262324508418,0
4426,5720,-0.0791970493986176,0
840,4049,-0.2947669067111789,0
648,3841,0.015388386800922693,0
1386,7574,0.010468819479446667,0
1604,7649,0.032875232874367,0
2125,4951,0.040470499480871225,0
2844,7904,0.0018446476446617455,0
4945,5146,0.0831599323057155,0
158,8098,0.44176364348429675,0
1985,7924,-0.08406691928818355,0
3175,4169,0.18257650329290676,0
2797,3995,-0.06487155247497678,0
2334,3564,-0.09934238851310506,0
4596,5372,-0.15109912631027989,0
2259,8127,0.21431032573740627,0
3888,8045,0.02368265236081013,0
1619,7998,0.08982090727978931,0
7027,7732,0.10743679035622855,0
5275,8147,0.013697888220888244,0
2527,4186,-0.08012785233748598,0
1908,6185,0.050984473645325656,0
2417,5207,-0.06936233050123453,0
641,6082,0.01660488160784912,0
1382,2669,0.16766722267583312,0
2154,3768,-0.29150850234485604,0
1636,2134,0.04511011707819157,0
582,5045,-0.004579957803758639,0
6919,7101,0.018088391016211514,0
3783,4756,-0.10971989482327027,0
3349,5761,0.13640485802469737,0
139,2511,-0.06304345768655928,0
242,2271,0.09389258584609006,0
3081,3660,-0.014608806088574955,0
29,7595,0.03697613888447315,0
3844,5533,0.016499635899129617,0
3882,7553,0.01642682483893032,0
3346,8104,0.1528679366623028,0
1102,7953,-0.051247047165124515,0
1612,4562,0.034018716547960404,0
2059,5242,-0.12133166907369741,0
688,3377,0.0708790878704939,0
3354,6546,0.021169983155435834,0
3270,6967,0.010918577661107487,0
1967,8095,0.0002525839036889854,0
3811,5768,-0.3457102901088076,0
2648,3658,0.05033398253783661,0
4568,5146,0.004487358272680653,0
596,6649,-0.19028345321262896,0
6018,6278,0.03887358358375903,0
2242,4192,0.01596210071364179,0
1340,4084,-0.011089924981096067,0
3307,5108,-0.12978248640821088,0
705,5905,0.1707532063126238,0
1477,2699,0.008662350835358823,0
2343,6916,0.07106496977313392,0
6763,7308,0.03244719801418672,0
378,5181,0.07437136609523409,0
1097,6780,-0.1720500551664106,0
1061,2004,-0.04825702274196897,0
6224,7120,0.043317075235061786,0
2869,7739,0.4048070426901863,0
584,940,0.009823928388638326,0
2008,6041,0.11805463728478616,0
1447,1572,0.04464733212946659,0
714,2905,-0.2661098429199158,0
2603,5391,-0.19295038124459274,0
2802,5052,0.07916965547728372,0
1070,6829,-0.023519254072005946,0
23,4880,-0.01521425348938421,0
2673,5547,0.04913687186776183,0
680,4843,-0.2779565209541708,0
4169,7609,0.04330356876310881,0
1139,2321,0.03909622092330656,0
15,3382,0.04769034361165003,0
14,447,-0.1925648063111398,0
1505,5304,0.02616932983278497,0
285,7501,0.01793472631391846,0
2057,3755,-0.21758564865333097,0
1991,2765,-0.09381016635712225,0
4432,6112,0.00038532055405526844,0
261,5396,0.07487977725657013,0
784,5599,0.012422590653501375,0
43,3266,0.3172770774430581,0
1573,5051,-0.16529178301288394,0
3617,7100,0.22027595035385772,0
1549,6495,0.08143967922150841,0
2732,4786,-0.06919788404553939,0
952,1604,0.020591561613514053,0
9,3838,0.005737354078891421,0
150,1302,0.03008960170369912,0
2761,4161,0.014733034227923159,0
2327,4196,-0.1845606239260722,0
2333,5570,0.11910143842605914,0
2790,2926,0.0877024259049487,0
778,2916,-0.03381802692077862,0
3960,6980,0.074688115432478,0
508,636,-0.03091182442200857,0
872,5456,0.052649764636934826,0
3096,6692,-0.0038389536923326695,0
3556,7808,-0.09542474534861345,0
3657,4498,0.08694084396976698,0
654,2595,0.05591707061643303,0
1431,6901,0.0903264134412326,0
182,7904,-0.17043987545765416,0
478,4120,-0.07585483726352749,0
408,7117,0.0012080824700508863,0
1942,2765,0.011367807472711045,0
