i,j,w,kappa,type
0,832,0.38912027624578777,-28.725058285155374,forman
0,1123,0.34144145506778933,-29.88775493984374,forman
0,2295,0.30887407007552786,-36.19670112139327,forman
0,2328,0.4164054482888444,-24.636212600677787,forman
0,3393,0.26547593611849024,-27.44716486728358,forman
0,3561,0.3173680679907843,-31.960554054014757,forman
0,3572,0.387877028492282,-17.11951611738028,forman
1,661,0.34974444521677883,-6.061984357936835,forman
1,1151,0.48813192108601144,-7.111310678447197,forman
2,1256,0.20676732683435328,-48.28148523348095,forman
2,1400,0.21367955666151006,-31.54330461605293,forman
2,1920,0.31836178745444743,-48.198521185566115,forman
2,2443,0.2533034310953542,-35.89554975420557,forman
2,2571,0.16222800868943074,-46.083551508815205,forman
2,2714,0.2214191138263062,-40.34202245210207,forman
2,3501,0.6141061931723352,-33.315954754271985,forman
3,239,0.8411372655829359,-35.55910586180173,forman
3,527,0.18599293921897841,-41.16039138744791,forman
3,896,0.30197294913841866,-41.52162843106635,forman
3,1131,0.2091027477148736,-54.50004781116168,forman
3,1612,0.14739272443358878,-58.81162052708966,forman
3,1961,0.33523240225058665,-47.25553698228985,forman
3,2227,0.19056849193307338,-52.819215892066566,forman
3,2858,0.1440676114810908,-50.50570395400676,forman
3,2884,0.15903024530305915,-48.60651428793929,forman
3,3200,0.16452497762425786,-46.427813801333144,forman
4,100,0.3936578758418006,-49.92428346338416,forman
4,815,0.6949239510144468,-39.732607445176264,forman
4,1193,0.26520930163445344,-53.35638440630538,forman
4,1317,0.28031312399819447,-49.33132874050098,forman
4,1431,0.14801578623610137,-43.25129676396839,forman
4,1437,0.16003134832461666,-73.17730319130095,forman
4,1797,0.23234444081970343,-70.30435548491502,forman
4,2266,0.8582895939236989,-34.045064083558785,forman
4,2360,0.3928212579263376,-46.01674729712505,forman
4,2590,0.15066217674117843,-47.81796625690941,forman
4,2793,0.2896700685308615,-62.891579179675226,forman
4,3051,0.18912003188126847,-61.31545943445869,forman
5,433,0.2158171277461773,-23.574942835586622,forman
5,636,0.2320453484468955,-38.0020571550632,forman
5,2993,0.6536663312314488,-25.33956590810446,forman
5,3420,0.1870159831987349,-27.4685991839195,forman
5,3934,0.255785476715878,-45.732939311241836,forman
5,3944,0.5903976849772424,-22.899858366621288,forman
6,128,0.19252010688744806,-81.691489085918,forman
6,279,0.26436895969332547,-61.143351969914036,forman
6,547,0.30559103597385473,-58.10832854545374,forman
6,601,0.20883690063318547,-77.195266210961,forman
6,863,0.15898880361495085,-71.15168352959014,forman
6,1549,0.14384911443157924,-81.6326840692557,forman
6,1979,0.1531647837650925,-70.32433045272636,forman
6,2361,0.26605589709767474,-70.89144231684418,forman
6,2657,0.15243880907862087,-93.41638368737611,forman
6,2695,0.35380506607397605,-64.70893318574258,forman
6,2917,0.25606218509696205,-60.80498789527888,forman
6,2924,0.20128339133594253,-59.87891252218681,forman
6,3051,0.15205552200819167,-84.00624700913015,forman
9,847,0.4144989137381948,-41.777497375587075,forman
9,1207,0.23689274936721,-44.95318027733222,forman
9,1232,0.24521278130453245,-37.06047473374548,forman
9,1283,0.1751199615474082,-32.86065592236647,forman
9,3534,0.18740227631939624,-32.953977675821505,forman
10,3132,0.15148359703804626,-14.103333284318431,forman
13,510,0.1554275082588069,-26.916122978143537,forman
13,716,0.3381107690401218,-28.82937513467767,forman
13,1582,0.18449047356887763,-18.813629210960436,forman
13,3552,0.32276426551030035,-25.590137356651717,forman
13,3746,0.19589494035614596,-31.51025605765954,forman
13,4048,0.5025569202618264,-17.67495566444145,forman
14,322,0.266700414681504,-24.401355833165947,forman
14,1147,0.2522431960678135,-23.29332187382423,forman
14,1172,0.37359138230925976,-22.025222761182604,forman
14,1572,0.40092217114369777,-16.166209381090496,forman
14,2543,0.15795372745191877,-41.14889135866363,forman
14,3858,0.22266233263799756,-23.04098041052494,forman
15,38,0.17570806544385306,-49.60949085173053,forman
15,685,0.5551282434616336,-30.565094557573293,forman
15,937,0.8655045154291552,-35.04912915621159,forman
15,1307,0.18658356061777634,-66.5928935699684,forman
15,1370,0.26122510108098856,-52.46453390817752,forman
15,1679,0.16611123986590443,-46.58077842135869,forman
15,2270,0.3276297162080742,-49.824005932689374,forman
15,2699,0.18450421144590254,-45.01440881054752,forman
15,2718,0.16023947146620232,-54.544567865455036,forman
15,2996,0.16679734238209792,-45.27111640611605,forman
16,135,0.6677729036219764,-25.80045312356407,forman
16,1021,0.19887122658575204,-28.55935583233222,forman
16,1387,0.24124132071786825,-26.734052367422407,forman
16,1855,0.40803655880609035,-22.486887903607588,forman
16,2295,0.24230701091610368,-41.27675448626786,forman
16,2977,0.269485389831746,-42.372453437911844,forman
16,3042,0.18348765987007962,-27.683230464753215,forman
17,956,0.16422930826252927,-16.138101348655127,forman
17,1288,0.204098948779897,-20.071110307114452,forman
17,1623,0.5767456007146438,-15.052517532269636,forman
17,2770,0.372764855919891,-19.379921553476194,forman
17,3255,0.25689238111578866,-19.567363528055388,forman
17,3715,0.1798737919304159,-20.4836746315589,forman
18,2548,0.17672851973159298,-1.089572774774103,forman
18,3844,0.4523600192543326,-5.5468978077278335,forman
19,249,0.1947783306288457,-8.236455287351582,forman
19,570,0.2668453903273753,-9.24225177664741,forman
