i,j,kappa_forman
737,3459,-5133.780658080061
737,4070,-740.8887500745398
738,844,-109.95461556390201
738,1227,-172.67315098828777
738,3455,-120.4508704231931
738,3745,-1278.5086202548068
738,3870,-431.15007782604806
738,4094,-93.96998861143436
739,874,-4864.445656076221
739,917,-935.3649670811395
739,984,-5827.6177879587385
739,1044,-2055.35203305552
739,1186,-2148.2633219051013
739,1584,-1036.291557040047
739,1724,-1836.386386667824
739,1753,-1789.6477686679477
739,1858,-1080.1336532560993
739,2616,-1099.0281580165283
739,3246,-4753.433806659691
739,3318,-2412.7262048698144
739,3435,-3471.860295968845
739,3826,-2711.539329464278
739,3893,-718.379390661188
739,4090,-1709.6935463043085
740,777,-25336.804603269564
740,812,-22983.986143663667
740,896,-25768.061727072658
740,900,-86273.7734326802
740,919,-62243.125148139436
740,922,-72466.09255958862
740,942,-20109.232608615777
740,1002,-23849.977628843295
740,1012,-58723.078291837825
740,1111,-15295.279257825738
740,1115,-58552.32378380784
740,1117,-51003.32629551578
740,1257,-49320.598678440765
740,1483,-11494.300511092595
740,1485,-9437.540215926358
740,1604,-22445.21657603874
740,1779,-22119.617930221113
740,1880,-58049.92768184628
740,1888,-40024.30086149011
740,1889,-49802.14508963289
740,1961,-34478.58052558218
740,1973,-15838.009383038892
740,1984,-62233.136383661586
740,1999,-52830.28099448715
740,2008,-50564.48558243652
740,2075,-88930.9974672265
740,2096,-44084.04180282414
740,2221,-28648.99899546163
740,2374,-45381.84863928592
740,2426,-82679.98145108065
740,2705,-40846.09032121609
740,2782,-54354.72738157678
740,2783,-45831.57491610429
740,2858,-33470.38293235556
740,2861,-26381.063248835584
740,2902,-49949.908528538755
740,3037,-11919.464004750027
740,3066,-107547.42891379706
740,3068,-98973.73298996882
740,3110,-53314.81062075388
740,3150,-48384.922391580476
740,3187,-8614.468802284355
740,3274,-48707.47891950591
740,3308,-8265.713086463087
740,3354,-7116.158273883571
740,3423,-11782.50152526694
740,3473,-15109.960891086926
740,3576,-58783.67985076033
740,3586,-18556.60967551534
740,3692,-21646.74457514711
740,3743,-60293.26118805517
740,3749,-44236.77775629093
740,3755,-18187.1541457993
740,3760,-67424.2082365661
740,3793,-62662.23670841598
740,3804,-24039.38959851191
740,3842,-33222.84410180633
740,3860,-72970.21288275674
740,3905,-29853.835235034767
740,3936,-58757.02488464536
740,3952,-17603.931217225894
740,4023,-14626.313255711375
740,4086,-58992.867662852725
741,810,-8569.81231739361
741,824,-8140.337369041129
741,943,-8997.834074160348
741,973,-5423.901627036535
741,1084,-14628.44930748736
741,1096,-5920.630214117407
741,1159,-2138.853816977749
741,1245,-2240.7836613364398
741,1528,-22481.551602395743
741,1533,-11528.344723834804
741,1659,-8826.972584346004
741,1710,-6479.317677159207
741,1876,-8531.368025333812
741,1969,-12125.242947022682
741,2055,-7173.0486158777285
741,2079,-9149.848137716072
741,2236,-6502.966547188868
741,2335,-20233.143496168563
741,2384,-11718.73608740361
741,2588,-17122.55873549658
741,2690,-2595.5576467067917
741,3189,-9167.557406088155
741,3383,-3014.670454880319
741,3696,-7618.444835369334
741,3742,-14978.442312681838
741,3773,-4210.778246124384
741,3780,-12015.656666619308
741,3853,-6545.172443776996
741,3921,-19331.847055407612
741,4049,-9055.31859894802
741,4073,-5596.725488772343
743,770,-83680.75417590211
743,776,-23411.795834371598
743,859,-18977.378780388088
743,862,-6660.046616736455
743,891,-59162.69369331068
743,932,-58540.1019387812
743,938,-9761.050298684724
743,981,-10030.475105365427
743,1040,-30779.839529966364
743,1061,-66044.24078195765
743,1072,-11831.666560549402
743,1320,-38599.31497623042
743,1557,-30981.756223168286
743,1558,-41969.625251346624
743,1579,-10187.075761772934
743,1632,-88227.00152428982
743,1647,-98161.54585310332
743,1651,-15410.680841617695
743,1690,-12199.907531528253
743,1723,-9248.87480173602
743,1749,-22442.498685161998
743,1805,-39972.1284515405
743,1839,-39625.05939850514
743,1847,-25156.052374453648
743,1968,-53157.839611384516
743,2003,-29524.02269736474
743,2020,-10425.196299181862
743,2083,-38612.27896270313
743,2092,-34088.576853409635
743,2115,-23434.31283129463
743,2273,-26030.387607082404
743,2286,-10434.882629893049
743,2477,-9090.615764073254
743,2540,-30973.464991160185
743,2547,-15041.129369775821
743,2582,-59389.26762798578
743,2676,-53862.12719164372
743,2759,-21196.623882911725
743,2913,-19642.195975437346
743,3161,-70274.9732382461
743,3162,-37982.923551067914
743,3313,-12274.052285716034
743,3336,-20820.20135057361
743,3344,-14554.115517788887
743,3389,-15629.706997340749
743,3636,-24228.343093893916
743,3663,-24046.582208167503
743,3698,-17262.755315597973
743,3765,-21825.33280630079
743,3818,-3931.4173994648554
743,3949,-81824.14651269003
743,3983,-20799.760537632075
743,4032,-17043.874396930958
743,4069,-56915.66698681074
744,987,-1385.2294628190093
744,1128,-720.9336619696364
744,1187,-1462.0467466113416
744,1201,-5472.574300493822
744,1267,-3306.0740506184475
744,1335,-1904.1920211985716
744,1642,-2356.718336078842
744,2049,-858.0777150385065
744,2431,-3089.02961233904
744,3023,-3153.8836784026817
744,3465,-3407.1093687477155
744,3492,-1525.1952017926574
744,3526,-2243.724402627996
744,3601,-762.0025844526017
744,3617,-2349.9656748750244
744,3981,-6904.449271176988
744,3994,-1510.0698544286486
744,4011,-1415.9772444100895
745,757,-32916.36386954273
745,778,-34785.76384689694
745,797,-86346.19719743541
745,860,-65253.294815245084
745,875,-24622.102010146984
745,887,-32313.007574043757
745,928,-47250.19275691994
745,949,-40241.99521013967
745,1023,-32604.402281172846
745,1131,-37334.33990061319
745,1139,-10965.857717176883
745,1155,-27732.309396541834
745,1252,-23074.964517772492
745,1352,-30630.554067247558
745,1363,-60381.97528258935
745,1371,-55284.836469767535
745,1425,-52982.19379554253
745,1482,-8937.394064351563
745,1498,-16637.837074225223
745,1554,-37199.29268508908
745,1599,-32729.059158593904
745,1612,-32971.980523955885
745,1635,-82812.70589541925
745,1693,-43341.380484477144
745,1763,-27961.96375989179
745,1823,-73050.77572838866
745,1891,-29287.31150091396
745,1898,-86094.74051433407
745,2124,-32216.434501821408
745,2155,-15146.96249500935
745,2166,-77573.36228659199
745,2167,-67734.30173320885
745,2175,-33320.76218645982
745,2184,-39534.96134203421
745,2209,-28724.126464841836
745,2247,-16372.10529281558
745,2268,-24202.4688785843
745,2279,-16215.458390077374
745,2379,-73384.71107207368
745,2440,-8472.603273365703
745,2485,-52283.1600829238
745,2642,-28110.64738835643
745,2685,-48883.42794371358
745,2733,-18840.793615826482
745,2781,-67023.23584342338
745,2847,-39610.30594392918
745,2876,-53378.0284905587
745,2916,-30819.741820615985
745,2974,-24446.759266847974
745,3043,-12672.439702648247
745,3131,-48885.44253059515
745,3200,-66931.60480404642
745,3234,-11156.05691759708
745,3325,-61783.67888085642
745,3395,-88580.02495406577
745,3399,-76602.59057402442
745,3411,-25515.44611584206
745,3446,-7290.73121275703
745,3563,-50437.27429777034
745,3614,-66091.01151559061
745,3630,-29268.644303184392
745,3656,-14064.724120685767
745,3686,-21832.262094687314
745,3813,-73138.11071822519
745,3854,-33071.23044644868
745,3859,-43747.09974057365
745,3896,-38713.26980254838
745,4074,-51120.32468323751
746,894,-1198.3078702528019
746,957,-6838.171901513323
746,1056,-5365.940717644683
746,1114,-2232.521081121621
746,1185,-2177.684784156833
746,1389,-1117.8755913507418
746,1755,-5652.719575655446
746,2385,-6778.647002307948
746,2432,-1782.3448845436278
746,2741,-606.3862772464244
746,2953,-3673.9340664151127
746,3016,-1547.0414206229066
746,3600,-1277.9476504334204
747,852,-11933.846275263606
747,1018,-28070.520651585764
747,1077,-43280.73820598546
747,1143,-46443.903268810056
747,1161,-63885.91986144824
747,1191,-37691.92322899111
747,1238,-4897.745157326866
747,1412,-10678.066283761915
747,1620,-42913.55859534871
747,1653,-8257.706412202551
747,1708,-7883.711848414719
747,1711,-82690.03915254462
747,1715,-19458.025947092523
747,1800,-6081.173789162493
747,1806,-79715.51281431621
747,1875,-59628.89465225693
747,1904,-12300.974276083904
747,1979,-26461.61150382077
747,2051,-19671.48205737445
747,2206,-10032.382109518074
747,2249,-68294.29603582683
747,2274,-25866.194161365343
747,2340,-64092.408883264994
747,2441,-27285.0493754323
747,2480,-17246.71328063289
747,2481,-50424.21228502117
747,2493,-55278.607199658334
747,2497,-21555.960310791015
747,2521,-15174.619443373662
747,2615,-43476.64505150553
747,2635,-86767.0326360048
747,2673,-47558.172099425
747,2702,-22521.21060699476
747,2731,-31206.036562223417
747,2924,-59190.4453687468
747,2951,-13019.675659695327
747,2976,-58715.28397427266
747,3010,-28233.619511319117
747,3159,-21403.6689290999
747,3239,-51017.63103133299
747,3242,-37652.50782178115
747,3244,-15024.388698058445
747,3287,-91985.38672080557
747,3392,-10159.921319525452
747,3478,-56078.66419213665
747,3565,-27331.17104428945
747,3666,-49682.49434502082
747,3678,-33270.00617244422
747,3691,-8262.25342838095
747,3748,-13306.310980317614
747,3903,-75783.2235927731
747,3916,-29305.175226565738
747,3978,-16278.522341852775
747,4064,-46282.56529295179
748,793,-18630.62335786817
748,835,-42835.91378217745
748,967,-15345.10249667837
748,1317,-101609.84109594519
748,1420,-13937.87553959832
748,1437,-37474.530697606366
748,1441,-52338.3041331637
748,1509,-42653.08073188956
748,1613,-42554.28376573795
748,1678,-10024.431370644554
748,1740,-5483.141854142148
748,1829,-58948.3563088335
748,1838,-21003.003430561745
748,1988,-19037.2571609325
748,2010,-8738.308740901579
748,2087,-34201.497539886026
748,2088,-50982.958431117106
748,2168,-21979.810125468055
748,2170,-11475.305980018904
748,2173,-25429.340760079467
748,2233,-10636.066219121858
748,2293,-7071.965613446279
748,2347,-62161.26717738644
748,2360,-85538.79574588213
748,2380,-44306.81043193811
748,2464,-37245.045383744364
748,2590,-32850.85806307697
748,2599,-32800.47431592004
748,2772,-27288.307267070777
748,2779,-24467.509281144918
748,2871,-13500.787508200261
748,2875,-36093.28304268897
748,2903,-45918.81863411531
748,3014,-50509.354557164756
748,3093,-54127.955251523425
748,3180,-21520.627745639875
748,3199,-8262.859338492057
748,3208,-5928.014582240002
748,3250,-60271.34097751719
748,3305,-97519.34319774748
748,3307,-10145.918513153169
748,3346,-27699.202161035453
748,3410,-4410.639069068658
748,3502,-57081.504494255605
748,3530,-15450.932702563527
748,3541,-12759.113967609575
748,3566,-10342.30189725529
748,3648,-28513.66169740254
748,3778,-29503.67464509072
748,3947,-8413.253338457167
748,3968,-29649.12439757429
748,3972,-25290.251831373265
748,4020,-25124.589620479543
749,789,-23166.853556053404
749,853,-1299.6127198645129
749,1116,-20506.100858791368
749,1602,-4090.545993321504
749,1762,-2344.3725109543984
749,1783,-13852.703434501236
749,1905,-4485.165446584698
749,1971,-2359.279312492151
749,1998,-4843.572815774072
749,2054,-4952.19551954403
749,2060,-1775.795268344798
749,2177,-24015.968394183565
749,2294,-4048.619285813591
749,2484,-17219.735638727405
749,2585,-8510.78995740674
749,2687,-10003.126337262493
749,2808,-15525.506673984264
749,2859,-2416.316948753912
749,2959,-15148.899723303974
749,2997,-26959.06284582012
749,3109,-8089.651748166848
749,3397,-7634.77362235754
749,3444,-3450.4714648576482
749,4017,-1831.163251172192
750,782,-28084.143908507016
750,795,-20853.452629718293
750,873,-67991.70917602083
750,1013,-71106.35248338906
750,1322,-19104.961862354772
750,1340,-32533.050767925706
750,1350,-35491.96323949424
750,1384,-43650.2090638543
750,1404,-38591.77715550582
750,1477,-20082.131745412247
750,1691,-10821.68879000961
750,1726,-21940.34648191453
750,1986,-26840.51732317598
750,2137,-59161.970586123185
750,2194,-62755.26290125239
750,2243,-52255.26909936114
750,2269,-46133.66022421142
750,2305,-46376.587139775984
750,2318,-8931.927995214583
750,2434,-39168.90541264155
750,2470,-22707.67915764516
750,2499,-44924.55512102861
750,2541,-37936.99457031621
750,2579,-21062.814174985815
750,2600,-13091.914274027427
750,2658,-12753.296347469992
750,2670,-22124.768109325676
750,2722,-17468.790092406703
750,2742,-73983.02469984553
750,2797,-41958.88452514647
750,2842,-23293.303709224536
750,2851,-5027.1549013350095
750,2865,-11727.730327066482
750,2947,-9196.826309494694
750,3036,-32805.13713449129
750,3071,-53618.00074829542
750,3079,-15746.411569797692
750,3156,-6360.699632981557
750,3270,-54819.384558783044
750,3348,-15475.75824338042
750,3382,-86834.24786583678
750,3388,-13782.679575863225
750,3449,-32004.00177080843
750,3469,-6298.280858025029
750,3481,-23730.15155263798
750,3486,-79290.85181768153
750,3655,-17633.021237618017
750,3781,-86299.43161092617
750,3888,-58918.12415675314
750,3939,-41740.033327280704
750,3995,-35368.87803215044
750,4027,-9285.32646655361
751,790,-3600.438488366394
751,852,-49248.38061805684
751,959,-38313.01424974093
751,1143,-5434.58477035808
751,1377,-11528.922372065048
751,1412,-31444.222529591374
751,1427,-23254.216998542015
751,1429,-52629.082277578724
751,1614,-18522.324941019397
751,1696,-16409.02454217127
751,1711,-21730.485721428042
751,1813,-5440.700808114251
751,1894,-49253.53616935588
751,1904,-25402.79068560388
751,1929,-18689.629238564165
751,1979,-53745.138409036736
751,2047,-23734.87935713246
751,2097,-37167.11759520934
751,2180,-11602.217516446619
751,2274,-27668.51893039122
751,2386,-31992.80020683988
751,2404,-20832.86913318751
751,2459,-26750.342436937855
751,2493,-5602.668725574865
751,2521,-41515.83143540973
751,2596,-23107.171134238622
751,2762,-8302.996767070617
751,2872,-14185.20824579159
751,3005,-3661.6143583464877
751,3010,-15878.138736055605
751,3033,-26544.71124529584
751,3085,-14509.948155222295
751,3099,-3020.5749084131658
751,3134,-7167.842597113939
751,3210,-6396.649055520121
751,3239,-19425.62125122162
751,3242,-24257.343813775416
751,3384,-7663.7944402245685
751,3406,-23391.87232752977
751,3482,-11869.07883839285
751,3610,-10891.35188113444
751,3683,-6103.322594675521
751,3724,-46627.2663758075
751,3965,-8537.458313712727
751,4077,-19986.32772959755
751,4081,-13342.159990649654
752,792,-9372.025333328746
752,801,-28597.295623045044
752,802,-32885.162913728
752,842,-4711.637735197843
752,879,-27115.010224728427
752,1034,-27598.65968849051
752,1147,-6407.529255367062
752,1172,-15438.39157017191
752,1205,-30837.37618745188
752,1241,-24125.250205642456
752,1390,-25178.983351400802
752,1422,-41848.40941818929
752,1439,-24613.10071559585
752,1521,-23037.633777557465
752,1572,-19840.5023978998
752,1640,-4036.5241300523344
752,1650,-7385.611831668226
752,2048,-14372.80531404327
752,2069,-31840.428259914308
752,2103,-19399.241458573946
752,2260,-19070.027132371426
752,2417,-17955.106896107707
752,2446,-25762.90861374493
752,2543,-36191.29595000155
752,2660,-6722.030192195411
752,2752,-26050.164089538448
752,2780,-17564.62288326791
752,2815,-3428.961078789061
752,2984,-25967.88842211571
752,3012,-14076.73595336106
752,3080,-10058.758869576413
752,3163,-24354.98445317934
752,3287,-71487.49428219997
752,3339,-10541.255013662154
752,3347,-26041.7420156413
752,3474,-37341.41610061965
752,3494,-5585.003280179487
752,3622,-21432.02625699061
752,3856,-26210.301991611654
752,3858,-14566.056534627942
752,3955,-5030.80920263845
752,3960,-27624.341581696335
753,880,-54396.74359141953
753,889,-45180.610658425496
753,901,-80792.42510606347
753,910,-61518.843293326616
753,937,-72754.52068971378
753,1050,-21415.012473273015
753,1097,-72754.73105394626
753,1163,-15514.509086156222
753,1307,-74910.67191397249
753,1350,-84010.21119507513
753,1404,-78028.48818623184
753,1414,-51369.87319401212
753,1605,-17118.554225239663
753,1629,-19636.57000639932
753,1683,-55409.09864361325
753,1714,-90230.11028527902
753,1733,-34328.37751017231
753,1960,-38325.00801386334
753,2066,-20720.70531716717
753,2085,-56173.35393504945
753,2122,-13719.198629996052
753,2137,-61045.584145660534
753,2169,-72955.00729095322
753,2186,-23759.277085809263
753,2208,-28956.723875754113
753,2270,-22707.902392447842
753,2334,-8447.005280191845
753,2488,-19474.530926780204
753,2541,-32810.911954367
753,2672,-61240.72681774314
753,2692,-74384.05672412534
753,2699,-17347.79218529674
753,2730,-71766.35888369575
753,2738,-44222.2673916837
753,2760,-26334.584493945615
753,2848,-27848.28967976249
753,2963,-10948.4982005691
753,2993,-91201.72768086717
753,2996,-23564.61457913735
753,3133,-33021.2516952166
753,3183,-17443.253507978025
753,3311,-58303.43974022691
753,3420,-27123.007575340318
753,3486,-19069.360036458547
753,3589,-42485.45256748039
753,3807,-24553.965366853467
753,3821,-16042.634414913262
753,3912,-44788.316881691644
753,3934,-103974.99557748677
753,3944,-39959.18798182718
753,3995,-52210.6962116542
753,4004,-10686.895167339173
753,4013,-66039.89186514184
753,4056,-28376.51671195521
754,780,-27844.204260596696
754,898,-35223.45303917727
754,1043,-32966.33046315099
754,1047,-33904.6564410775
754,1156,-16447.579189672888
754,1184,-27950.23867890383
754,1233,-22815.032251566703
754,1251,-33095.732472049836
754,1274,-32126.630208424536
754,1303,-37913.651120220056
754,1372,-89086.23491445478
754,1432,-116099.14254327942
754,1441,-42450.570452945176
754,1447,-35562.48759271615
754,1456,-71211.1818642067
754,1502,-83081.50170842513
754,1562,-105044.48840437217
754,1569,-21580.92860326569
754,1596,-38935.30268828218
754,1654,-105468.48457217001
754,1679,-129288.40468699171
754,1684,-107857.5915060999
754,1714,-102566.58216591571
754,1772,-105633.73436125748
754,1829,-117417.58455082698
754,1838,-72571.06798508558
754,1967,-149392.27358522854
754,2013,-24039.05340310796
754,2041,-46136.93321701937
754,2117,-86305.0337225261
754,2147,-81640.95520215276
754,2173,-71005.47864978766
754,2190,-13566.950595907883
754,2253,-43540.3020497601
754,2272,-51534.0078909517
754,2304,-69332.93653691866
754,2317,-15318.594288257686
754,2333,-39264.287735668906
754,2347,-49556.63136796332
754,2451,-31064.89112006736
754,2461,-84104.25255676037
754,2648,-22136.584421822612
754,2718,-46927.33932502428
754,2721,-15663.949131916783
754,2748,-42475.17110851861
754,2769,-31510.29542376293
754,2838,-81148.89021080718
754,2885,-82089.20446559011
754,2972,-29124.1203939422
754,3059,-32508.915326962568
754,3070,-29620.14902905171
754,3086,-67667.3872637135
754,3116,-14275.390529539518
754,3130,-55053.22963463564
754,3147,-39258.47355932339
754,3171,-91727.28874197521
754,3221,-13017.278915968851
754,3250,-23321.57052541861
754,3324,-34271.259703293894
754,3457,-96733.87634489308
754,3485,-36115.92608731533
754,3493,-105549.05280923458
754,3547,-42783.732056418354
754,3580,-12779.722741709735
754,3642,-89189.4777735774
754,3798,-88575.57384241272
754,3820,-87689.54588601158
754,3829,-31242.390871687734
754,3839,-73723.68406234593
754,3841,-63066.63110146526
754,3857,-84154.35570287675
754,3884,-61397.340056323505
754,4005,-87618.21257320684
754,4009,-107863.6555549555
754,4042,-45866.81476628426
754,4066,-75536.57451475445
755,1682,-321.3173278494596
755,1757,-2283.798835086151
755,2037,-899.9963043405816
755,2319,-323.5382940430237
755,2512,-531.7107787275512
755,3025,-2476.6680187968204
755,3034,-900.7703783702771
755,3909,-2411.345071113811
755,3948,-700.7322817944312
755,4089,-482.74122752171644
756,911,-7205.536199657317
756,957,-6004.350845506017
756,968,-1582.1756612120246
756,1089,-4240.526041851475
756,1840,-11653.090548353744
756,2094,-6801.867203044895
756,2152,-18843.414048395804
756,2257,-30466.58975952205
756,2349,-26379.210322931645
756,2394,-28210.403029406014
756,2741,-8839.677056373283
756,2960,-4694.844009246439
756,3016,-2804.3355873679006
756,3167,-34564.518460308456
756,3260,-3534.1913679654926
756,3269,-1602.2952849146825
756,3283,-5326.6277345574235
756,3490,-17509.159698027663
756,3533,-11863.515892707554
756,3645,-10511.698154146025
756,3810,-5770.874101275449
756,3864,-6897.1971061327895
756,3918,-4048.1957756836246
756,4029,-1895.0264427747625
757,887,-59173.97715521911
757,928,-62244.58126584335
757,1023,-5116.6956697736305
757,1139,-69692.34807372557
757,1155,-52383.75453730235
757,1252,-29557.239605882798
757,1268,-18512.464213652634
757,1278,-30975.399458021882
757,1352,-8658.215985566658
757,1423,-73164.05995576187
757,1425,-64564.61580476648
757,1470,-27257.91567422094
757,1482,-31964.994980520387
757,1498,-73522.73814356285
757,1628,-10118.75432618146
757,1669,-33718.96182101169
757,1693,-77430.88599586899
757,1730,-18061.351954434565
757,1823,-49120.844807051995
757,1891,-17881.085959831453
757,1901,-48770.504272077575
757,1922,-14282.26573309126
757,1946,-31382.39405313782
757,2116,-12883.003846013347
757,2175,-8087.47640313021
757,2181,-8463.608020938384
757,2209,-30544.58317183168
757,2267,-45013.42926396548
757,2268,-64828.08790467307
757,2279,-5511.315462775758
757,2283,-35768.738304337356
757,2339,-81843.56710568095
757,2440,-19364.45992247799
757,2563,-16105.08196653107
757,2642,-35096.59685504603
757,2685,-5837.4629268911385
757,2733,-50707.335530371776
757,2781,-18902.740360172866
757,2891,-33051.30941445286
757,2974,-64434.43728815715
757,3000,-34128.214271318015
757,3043,-16358.687403774024
757,3184,-19286.218816962195
757,3446,-23138.654570808583
757,3598,-33897.98138301747
757,3614,-12599.293917435307
757,3631,-35925.80552811208
757,3656,-14720.438706565852
757,3686,-31106.576284724008
757,3731,-26249.874143342033
757,3843,-29657.64838495983
757,3896,-25051.069934924297
757,3923,-22701.56695284508
757,3997,-8214.140179886797
757,4095,-52936.56948208609
759,1074,-1970.6586022968402
759,1239,-5274.215510670544
759,1315,-5541.252370077704
759,1359,-13780.295757221285
759,1508,-3366.4302738315228
759,1591,-2921.219764878253
759,1598,-5926.558668876632
759,1767,-5423.656773067343
759,1923,-6503.798426599481
759,2015,-5572.534250197762
759,2442,-3476.2040866316656
759,2494,-16276.579344901154
759,2724,-6519.6532970874405
759,2816,-5506.844015836496
759,2982,-10433.74754103172
759,3343,-6563.654526126399
759,3404,-5153.420414825217
759,3430,-4699.0939349049695
759,3438,-8536.417673872864
759,3484,-2979.060499454579
759,3640,-6750.6566217536465
759,3679,-1179.229666200901
759,3801,-19727.28298678877
759,4072,-2427.855691198841
759,4083,-5919.258684197581
760,3950,2.346437200998694
761,870,-26609.593942195002
761,1037,-7717.482761508261
761,1157,-17624.885632474226
761,1166,-1564.5213085286487
761,1176,-5969.986405720968
761,1239,-4614.73716253434
761,1457,-5370.794540389777
761,1591,-9221.260108378488
761,1767,-12667.68949381067
761,1788,-16133.026436844479
761,1923,-10744.930017376277
761,1983,-24244.927628692698
761,2015,-19768.091073597006
761,2016,-45151.87567746025
761,2104,-4437.588541663735
761,2265,-39425.350540885804
761,2326,-3342.6221481897605
761,2454,-38750.90266253974
761,2494,-6804.254104323459
761,2584,-6562.240973884675
761,2679,-17731.182316390976
761,2816,-13193.202736674823
761,2843,-21866.0521316978
761,2894,-3064.74159873798
761,3026,-12709.90115924529
761,3240,-8439.61802631295
761,3259,-13910.171651399516
761,3363,-4110.59760962227
761,3404,-16703.729501954065
761,3430,-8100.9397962645635
761,3438,-10607.369077535473
761,3889,-12269.629568986069
761,4008,-14230.441420753714
761,4045,-6001.8654991413605
762,1071,-1033.0173221443006
762,1178,-2018.127120625829
762,1258,-439.62930686112475
762,1982,-1122.9194275915947
762,2123,-2531.065619355117
762,2500,-1063.9324043609909
762,2523,-631.5521605556578
762,3500,-265.5118152364243
762,3512,-1075.231671839303
762,4014,-909.0824927701842
763,765,-2049.75411148323
763,775,-1288.367355549986
763,876,-1122.9039065327393
763,1026,-18991.74395664667
763,1407,-3825.7718065159675
763,1448,-5389.0208614085805
763,1586,-2550.8900402623003
763,1738,-5898.257882126777
763,1994,-4169.3698907006665
763,2609,-2270.481959261907
763,2726,-10387.627716552366
763,2747,-3157.926841318985
763,2893,-2977.120777349887
763,3181,-14622.6666634103
763,3319,-6090.181219790216
763,3635,-6507.2194001319685
763,3671,-1856.0719973007012
763,3739,-9113.224306612292
763,3757,-6234.050207390307
763,3824,-3735.132574380601
763,3836,-10337.414646346244
763,3977,-2888.0934024915186
763,4061,-2447.9512065549466
764,837,-2258.9974861023175
764,845,-3611.482723815384
764,1403,-1604.2353535547795
764,1489,-3565.7479097330684
764,1533,-2191.369255193187
764,1564,-3895.366781550814
764,1638,-798.9625841745775
764,1710,-4839.435648838103
764,2128,-886.8108278343508
764,2723,-4037.5011195859697
764,2749,-1268.9552597808306
764,3216,-633.1259286870319
764,3304,-1770.4650059795538
764,3375,-2912.4833898570114
764,3575,-813.0813073532116
764,3629,-1851.9003497245515
764,3780,-2640.091163937624
764,3814,-1934.1401182393415
764,3853,-4083.710676042899
765,775,-1259.7937512696496
765,876,-5868.148109263687
765,1026,-17452.088224303647
765,1280,-15035.45395070682
765,1407,-14052.039530176868
765,1448,-2668.6373602272492
765,1565,-4865.682059553782
765,1586,-5749.30628339197
765,1738,-10873.59436063089
765,2502,-28728.34952011896
765,2609,-4356.828563677514
765,2726,-5393.824000266792
765,2893,-4802.662901398904
765,2942,-10583.671791348232
765,3020,-11639.250340837489
765,3181,-12300.562222795877
765,3230,-15442.899925552412
765,3319,-4000.605724772822
765,3635,-2976.1739376674564
765,3671,-3864.479801918302
765,3689,-5896.166796809507
765,3739,-5438.881474486181
765,3757,-7007.830412838222
765,3824,-8253.467583926267
765,3836,-18271.55714705631
765,3933,-12189.370624353734
765,4061,-6669.845593968946
766,788,-12438.904847001251
766,805,-18651.25207722976
766,857,-30537.8884649218
766,934,-18853.877537525605
766,1064,-59505.29982876862
766,1081,-42675.567485045365
766,1196,-29652.689272946725
766,1213,-56584.70403853545
766,1248,-38631.72539801484
766,1294,-16611.63664512176
766,1302,-43366.87700447222
766,1360,-25315.317432460033
766,1382,-30945.837366503627
766,1419,-23824.904567285772
766,1460,-7584.616994422868
766,1468,-56895.363435988846
766,1495,-46470.97188313519
766,1541,-39859.01104889317
766,1587,-40313.158486100605
766,1667,-28205.815375504146
766,1754,-7319.399450900934
766,1766,-11315.993721730303
766,1886,-25623.128670861184
766,1887,-53012.47937834264
766,1972,-63050.44204658669
766,2196,-9986.453041330635
766,2204,-25255.15605097345
766,2238,-23707.95730208288
766,2277,-5890.298036113717
766,2321,-44989.73496115799
766,2329,-28381.22349562073
766,2365,-12057.319580863614
766,2529,-29086.562562654006
766,2565,-16311.081604129986
766,2739,-11144.079801549939
766,2773,-28946.786116437437
766,2969,-8792.178817951692
766,3082,-39312.843459330375
766,3295,-6392.9501590335
766,3350,-62421.230843680474
766,3367,-16491.41979148148
766,3376,-28235.950727888234
766,3522,-81282.07911735597
766,3559,-33633.86444358112
766,3657,-63257.40794415283
766,3704,-9550.859241468354
766,3766,-4116.662868399286
766,3816,-46271.75064635916
767,865,-648.8112388582949
767,978,-2607.772678442363
767,1060,-4952.302476424228
767,1154,-705.5150200465939
767,1452,-2744.2976281898013
767,1525,-7075.6391376072
767,1547,-2289.0353164901653
767,1559,-4326.457173449772
767,1634,-2742.4624245969
767,1781,-8352.460896515277
767,2393,-1459.0367666526793
767,2444,-3108.0619655664295
767,2535,-2968.0197357905554
767,3460,-623.5676324595776
767,3539,-2747.800507865272
767,3650,-5371.451902402693
767,3652,-6702.800735159627
768,776,-1660.7796256224944
768,786,-757.5402887351556
768,981,-7750.68390011056
768,1267,-1945.900896897794
768,1428,-3275.3005808626467
768,1579,-1208.732308569778
768,1847,-9348.2564280929
768,2020,-5777.043624992444
768,2286,-9196.585959014254
768,2431,-3101.649737952994
768,3023,-3974.8086530189025
768,3479,-2186.787797285424
768,3733,-1317.5430561724227
768,3765,-3470.215698146458
768,4032,-770.6115388213863
769,832,-42544.388157841786
769,855,-40476.186160674726
769,872,-23597.300675174967
769,892,-134387.42278503987
769,922,-20603.823664867414
769,933,-61064.53094231425
769,945,-11795.319633826688
769,985,-126918.42556756602
769,1069,-16690.174255258058
769,1123,-41794.1732598684
769,1164,-42731.819233462236
769,1174,-80400.7700984109
769,1189,-33365.86044531048
769,1257,-29139.5354941097
769,1272,-19746.936950028565
769,1338,-71289.94136205794
769,1353,-76310.48417718992
769,1400,-82963.86138924667
769,1465,-11475.731431667215
