i,j,kappa_forman
5,2080,-33054.779207946616
5,2145,-107768.405694699
5,2169,-25142.071253464415
5,2186,-34941.439150150196
5,2221,-50373.744444474236
5,2334,-25679.001038824743
5,2374,-73733.74007825839
5,2488,-25542.75598009554
5,2516,-29300.49409635148
5,2692,-26071.754721689565
5,2698,-46971.31744621274
5,2699,-62824.225598262616
5,2760,-71627.64212924027
5,2821,-103353.31300274357
5,2902,-46628.87603912096
5,2921,-30146.722108595583
5,2993,-9419.051057105213
5,3024,-17642.32895088652
5,3028,-22045.20646710479
5,3066,-98337.21160609603
5,3081,-49488.78001469404
5,3101,-25132.33333895443
5,3105,-20681.288803381613
5,3133,-58864.98007876887
5,3177,-41745.09403181506
5,3226,-35357.0051617492
5,3418,-62345.10746178028
5,3420,-16934.08236212257
5,3473,-77220.4813858059
5,3589,-24755.247053600735
5,3692,-49105.15949454973
5,3743,-47182.02634348426
5,3760,-121455.83791817451
5,3804,-58506.05022421686
5,3807,-68426.92131468841
5,3863,-61622.83103354607
5,3912,-115251.6458392963
5,3934,-13860.196754422435
5,3944,-8780.566328056082
5,3951,-95693.20852130243
5,3958,-37976.74909793577
5,4004,-98021.52881141605
5,4023,-65130.53092477164
5,4044,-81135.29293867688
5,4056,-86187.64152459177
6,56,-25109.650565045715
6,72,-108355.51925698764
6,100,-112589.68630046272
6,128,-18661.271250175392
6,279,-11718.659560483218
6,297,-113727.66302922052
6,346,-97146.70626214752
6,369,-28802.50434745848
6,383,-99892.97945860602
6,392,-50343.27231062478
6,534,-24433.13176314629
6,547,-15122.61410662762
6,554,-59152.39193370969
6,601,-16714.989802228327
6,647,-130817.38279984714
6,770,-101380.46190840726
6,771,-108632.203615157
6,772,-18008.28421905755
6,815,-59948.83553348427
6,851,-79913.97832794787
6,852,-40794.12353357064
6,863,-24490.987768244857
6,915,-27519.3659175031
6,932,-88036.21642266358
6,988,-132930.5664099693
6,1075,-127198.31844278544
6,1132,-61012.2957724016
6,1161,-82197.84287607977
6,1193,-29282.29858199656
6,1222,-40659.87022153813
6,1266,-42759.152226671074
6,1317,-99807.43403972323
6,1386,-128333.59528793626
6,1412,-97562.12452217836
6,1549,-22568.380719703506
6,1617,-30380.298799002372
6,1620,-31220.988506104026
6,1632,-137075.4883975682
6,1647,-91653.35491361223
6,1649,-38521.50880695318
6,1786,-39703.22325568966
6,1797,-31975.03469855265
6,1806,-33467.53944829513
6,1979,-16142.869956078768
6,2029,-33687.61855460691
6,2031,-84737.68301752543
6,2097,-21979.612791412073
6,2159,-61231.5479340694
6,2266,-67177.64314112726
6,2331,-90114.64898167866
6,2337,-28079.27920030244
6,2340,-98434.91834134638
6,2360,-80066.90220575307
6,2361,-15166.098989033158
6,2503,-70230.04074091355
6,2521,-53792.01429521411
6,2542,-30922.14660698189
6,2568,-72328.05360518051
6,2598,-52550.761352958296
6,2612,-71331.51419351631
6,2629,-50705.92597207459
6,2657,-23413.68014425618
6,2695,-14514.601688424507
6,2756,-55830.55487177878
6,2793,-47665.87357702367
6,2917,-18835.522737235253
6,2924,-13910.772535451233
6,2941,-81656.47291191973
6,2951,-105706.56880592674
6,3010,-28617.324173629855
6,3051,-22434.830880006608
6,3094,-33365.406210908746
6,3159,-88449.278350399
6,3197,-96655.53101366937
6,3244,-22674.95059692036
6,3266,-67215.37753268234
6,3301,-84807.2524738311
6,3360,-23885.277843079453
6,3374,-30060.672143050917
6,3543,-127081.71837836952
6,3574,-69164.74857892402
6,3583,-126241.9548908407
6,3724,-26573.10202405706
6,3758,-26890.104493018305
6,3880,-137631.0334779408
6,3882,-55074.14337054721
6,3883,-32682.893222957628
6,3903,-38595.345670057875
6,3978,-49104.02200040003
7,765,-11045.30633290766
7,775,-6108.995769276507
7,837,-3308.352633595577
7,845,-2161.1404418834786
7,1084,-5859.797502340746
7,1448,-9625.986914227022
7,1533,-4660.295774391459
7,1564,-1233.2610763184766
7,1565,-2643.210313395695
7,1586,-928.4107039665861
7,1701,-6421.777112135447
7,1710,-7616.171564790521
7,2032,-4510.136318128072
7,2384,-4714.599869275225
7,2588,-10057.1174975751
7,2942,-1737.9165413081118
7,3575,-1281.3558350453804
7,3629,-5661.410827303351
7,3671,-5190.639068367885
7,3739,-12525.064747054712
7,3814,-913.9524761631628
7,3824,-736.3440746337309
7,4049,-5383.155353737734
9,44,-25642.46230429461
9,54,-69796.82394821596
9,126,-104085.11473422669
9,156,-27748.844732871406
9,188,-61984.110842758506
9,373,-75126.72265322863
9,383,-60311.47718414081
9,471,-52831.08781008981
9,472,-28177.10557876657
9,554,-72911.03391661443
9,584,-66293.58670400354
9,611,-38676.06075015688
9,647,-48326.28819342032
9,696,-23531.998707028946
9,721,-25973.62875376409
9,847,-11490.680054069624
9,877,-55784.13293196953
9,907,-44512.87427928647
9,933,-104064.74986326504
9,966,-63909.454228636474
9,970,-44742.84270803007
9,985,-41453.93217048017
9,1003,-82869.97993942605
9,1045,-23535.237028179163
9,1075,-71251.37954630678
9,1087,-62058.15954356537
9,1207,-13053.000649988993
9,1232,-15466.867185964804
9,1234,-25764.811096222937
9,1249,-85191.72310677468
9,1256,-90147.6335433065
9,1266,-82514.35294282275
9,1271,-77670.47470454223
9,1283,-14827.76081053477
9,1353,-17288.202636988713
9,1355,-26043.20557365915
9,1373,-98242.42804895592
9,1375,-106289.46890323175
9,1386,-66442.37322960788
9,1400,-73353.69082357471
9,1401,-31337.269409063603
9,1408,-40141.2296517912
9,1424,-49309.072108048575
9,1453,-64322.26921582397
9,1488,-98554.34659741816
9,1501,-57958.921531140346
9,1590,-113827.71867131499
9,1632,-142631.54078666933
9,1759,-63731.046792614274
9,1786,-122547.11855259973
9,1818,-43464.11539499805
9,1920,-76239.63576416712
9,1985,-23936.99242849387
9,2005,-23491.826572231927
9,2059,-108866.55409743376
9,2141,-24538.83237911723
9,2167,-43479.37012268802
9,2176,-82830.5948381015
9,2273,-91919.89503095199
9,2322,-98322.79403892666
9,2327,-31413.430908540093
9,2331,-72387.32395534115
9,2542,-96197.47142627003
9,2568,-44439.62492742773
9,2612,-114892.51079260715
9,2639,-27945.71080951298
9,2676,-79610.27785941745
9,2688,-46790.393709132266
9,2706,-39896.04991578108
9,2716,-29679.18885624751
9,2743,-41109.69947886545
9,2786,-58497.74453626586
9,2802,-46145.51855609198
9,2882,-63443.329212703175
9,2927,-40410.3573969238
9,2941,-129878.6156193846
9,3004,-31545.65190851805
9,3031,-55158.368862513016
9,3094,-91719.32788966766
9,3144,-23961.711385528793
9,3197,-63723.70963591277
9,3238,-41463.81256739529
9,3265,-28053.946618951562
9,3356,-19467.365615876173
9,3398,-25828.369227370018
9,3448,-92265.12242022868
9,3501,-76218.685107359
9,3523,-18478.06092565091
9,3534,-16671.254264112365
9,3543,-82759.19441507092
9,3544,-83338.66116648958
9,3583,-64407.811052889345
9,3591,-57972.454407195386
9,3784,-97995.91770344817
9,3859,-110645.18540928053
9,3949,-59931.55888496897
9,3956,-37011.62695389169
9,3966,-85831.44009009548
10,69,-640.0874578544458
10,326,-100.5491431242609
10,362,-1587.3445255081967
10,656,-367.0989785040013
10,2154,-310.50818439638863
10,3132,-226.9693795849289
10,3452,-65.7996257777747
11,355,-47.45512728732229
11,843,-37.005864244347606
11,2302,-244.44770509180958
11,2416,-65.88189485823382
11,3046,-247.7183264930119
12,302,-5787.987930689749
12,379,-5124.819126419373
12,461,-11750.901520352723
12,480,-1725.3768535581214
12,801,-13167.405398338145
12,879,-10612.571718985766
12,883,-1861.0360740350434
12,914,-5613.946014683997
12,1182,-5263.492311064565
12,1190,-5341.94967839555
12,1205,-15834.332888304707
12,1290,-8679.995603632882
12,1537,-4163.909351754923
12,1608,-3882.8939730164934
12,1814,-3500.5199722834755
12,2132,-2629.9248218119824
12,2519,-5268.407855816014
12,2526,-5967.658983120699
12,2573,-7725.236263954054
12,2720,-11016.348269282713
12,3080,-7439.759248012528
12,3194,-2622.00132977327
12,3303,-2616.2568661545565
12,3312,-3934.3021894193876
12,3476,-3324.4891389093623
12,3569,-1750.7869909692736
12,3609,-1634.965911533121
12,3725,-1494.938301661024
12,3851,-810.5691786236443
12,3871,-3003.848999715735
13,19,-11267.032990151034
13,46,-11431.404987466003
13,108,-20684.699239803278
13,249,-5559.038175138982
13,360,-26931.96598140918
13,510,-4935.092641078062
13,570,-8544.002888441713
13,576,-10658.107280516257
13,716,-4132.7207819639325
13,729,-15759.998080430358
13,1109,-21299.608643322757
13,1171,-20418.82712578775
13,1199,-6098.067528464862
13,1259,-17677.87809421665
13,1422,-20729.057148388398
13,1521,-11617.879986430782
13,1582,-5286.1951715156
13,1606,-19787.675771810507
13,1621,-9160.580370472142
13,1836,-34944.413124335224
13,1867,-21113.465111246525
13,1990,-11880.669880876598
13,2024,-9672.915076175237
13,2261,-6069.697520305362
13,2332,-20066.74805884764
13,2410,-45753.591199735616
13,2450,-7661.62857790162
13,2508,-27229.907701577842
13,2513,-18793.679995166905
13,2544,-4602.857923790116
13,2627,-5573.1882555327675
13,2660,-23806.22338701633
13,2752,-12233.111349071756
13,2814,-29976.023816377667
13,2823,-21707.20452588549
13,2935,-14040.43308352567
13,3115,-18027.151829953196
13,3261,-12959.319680277322
13,3550,-18986.168148534416
13,3552,-2866.976499536212
13,3746,-4845.652771512361
13,3960,-14214.304951216738
13,4041,-12976.037602558896
13,4046,-17068.89301099535
13,4048,-3116.086491034791
14,19,-21672.51964044818
14,85,-69967.83850115119
14,304,-21026.289403915816
14,322,-5799.328734894652
14,559,-29604.502418282103
14,622,-32243.842648673133
14,654,-50217.04496208608
14,752,-12713.560654183373
14,792,-19079.72528460472
14,842,-36163.71028389118
14,931,-18172.12122476483
14,1099,-10897.516394137007
14,1147,-5236.157302900364
14,1172,-5661.559703659524
14,1259,-16717.45888236209
14,1422,-14810.920413174455
14,1521,-27935.885678277533
14,1572,-5403.627583868257
14,1640,-15404.29780941495
14,1650,-16247.793027541718
14,1688,-37715.3294369913
14,1827,-23063.28427122229
14,1856,-34513.756219021
14,1884,-28701.72711152969
14,1957,-53961.48153430908
14,2103,-48606.313930765435
14,2111,-14050.013592384284
14,2147,-63801.09812973733
14,2260,-30118.526140414917
14,2304,-31710.052265122085
14,2417,-11407.410233312521
14,2446,-24541.454879213154
14,2461,-52148.6026861849
14,2543,-8528.647322745097
14,2648,-72224.32538097525
14,2660,-24210.615006438384
14,2752,-13902.077948700424
14,2769,-73283.26511629498
14,2815,-7465.858305128108
14,2823,-12126.126464609972
14,2874,-52871.99973493323
14,2984,-13059.818066374915
14,3012,-18799.950289264147
14,3048,-43658.74226292424
14,3163,-17627.319524445513
14,3271,-42205.17856449539
14,3282,-26391.574664677635
14,3474,-51106.24384109484
14,3494,-10020.23704560734
14,3736,-16387.836025686476
14,3774,-9401.787355249655
14,3856,-10490.66429441958
14,3858,-6742.340993446948
14,3922,-38545.345672328855
14,3955,-22489.692914844374
14,3960,-14577.267544413464
14,3976,-39501.4226252069
15,20,-88910.97375157505
15,38,-14455.462822999267
15,95,-87828.52129291232
15,98,-37802.44156652286
15,132,-45424.715600836884
15,140,-56157.9672859125
15,155,-33744.93939761691
15,186,-39931.092047527934
15,271,-55305.02437669802
15,294,-59365.53590689954
15,310,-59551.82308392654
15,365,-71430.65432554527
15,374,-19802.258937995048
15,414,-137688.2905557342
15,415,-56515.14222856934
15,439,-23025.521705443156
15,507,-108328.75676958819
15,516,-65720.84090986704
15,613,-67274.39977651153
15,636,-56454.27207973367
15,650,-90418.01731926057
15,655,-85101.24839461633
15,660,-47621.697823024726
15,685,-10383.24216498617
15,691,-43008.694682729016
15,753,-60375.52409042177
15,782,-54516.44731226241
15,784,-134574.4856088239
15,898,-58813.60176561504
15,937,-7954.596513173176
15,1043,-46287.150106447225
15,1047,-89037.43361946837
15,1078,-81896.27113662715
15,1091,-47254.78725400953
15,1097,-82484.6895331057
15,1156,-112371.80754986753
15,1163,-54995.0904987656
15,1192,-143002.76261979938
15,1231,-119531.8252559827
15,1307,-17898.65246400547
15,1350,-98561.54016257588
15,1370,-14745.125196865196
15,1375,-68906.25141212053
15,1449,-96900.22029841722
15,1477,-83628.07530475814
15,1509,-63618.715650411126
15,1569,-131867.92268459403
15,1573,-25979.318612071453
15,1596,-45049.88160094402
15,1605,-29903.359033874804
15,1625,-41287.81851728618
15,1626,-22357.266834657166
15,1679,-20379.88482642051
15,1683,-34596.74367086076
15,1714,-63391.94643785644
15,1816,-27601.885736767348
15,1960,-27705.06304342305
15,2057,-146786.8996854641
15,2126,-51701.0612319379
15,2169,-63234.92939692689
15,2212,-69102.74306634256
15,2270,-12535.951764168694
15,2334,-106259.12157998142
15,2350,-104434.0493538542
15,2359,-79075.33129922613
15,2488,-112602.55478929494
15,2692,-73053.45596431376
15,2699,-14711.835902849547
15,2718,-18899.701634923385
15,2775,-73026.645257634
15,2787,-36344.497493523035
15,2867,-54831.16631008692
15,2885,-127378.17444677118
15,2963,-92108.53759869935
15,2996,-17158.14381132965
15,3014,-51840.13620570935
15,3059,-102416.88043465295
15,3177,-72004.60775788581
15,3211,-85821.21497949884
15,3348,-49649.44607874751
15,3488,-39211.110387710534
15,3493,-29758.057910499716
15,3593,-42974.43385042837
15,3624,-127995.56199728539
15,3852,-21669.024065162084
15,3912,-58666.63809516683
15,3966,-91776.90659193712
15,3995,-17968.23131401126
15,4009,-44696.93362977486
15,4056,-47811.952783185385
16,130,-22416.69551323823
16,135,-3420.77119037817
16,158,-66996.19779399304
16,169,-26988.09872574488
16,318,-13694.784494234607
16,325,-49877.9159564306
16,458,-14344.329467618756
16,489,-12964.47155534951
16,677,-12032.296077950336
16,715,-35894.18654882126
16,832,-21709.497810557772
16,833,-22104.858423898968
16,974,-10515.770822961187
16,1011,-26557.732429109226
16,1021,-7097.979921540941
16,1123,-14579.93311173664
16,1387,-5552.37836814017
16,1436,-34522.32328879185
16,1687,-27926.728302331972
16,1699,-15192.590282290643
16,1783,-7277.103202223109
16,1855,-5226.5434771508435
16,1889,-42711.8272314409
16,1897,-11046.658295801202
16,1956,-33225.64075902276
16,2044,-11830.033910002772
16,2045,-12041.053895245994
16,2060,-21598.67089412588
16,2207,-55418.34184004704
16,2229,-15066.093528770638
16,2295,-6538.026815034257
16,2328,-27661.790628084946
16,2473,-7848.996242229668
16,2491,-26587.359321883658
16,2776,-20540.487124513595
16,2808,-14539.69684701032
16,2964,-42097.703844770855
16,2977,-6578.079122181336
16,2997,-8150.804428861916
16,3042,-5507.127451947941
16,3109,-23662.389748801135
16,3235,-21256.519115206735
16,3340,-17170.392395808383
16,3393,-50908.70172192016
16,3561,-10898.856851131777
16,3572,-18930.046090246095
16,3576,-11514.929894570529
16,3627,-10366.89929268021
16,3779,-26655.758007131608
16,3782,-43135.36341565647
16,3905,-32913.71690384407
17,119,-12018.99654416918
17,208,-19954.72778827953
17,226,-15481.385602295979
17,687,-30990.528172143975
17,899,-16598.173798060314
17,912,-61649.09995220098
17,947,-11788.25762616854
17,956,-6099.722846884035
17,965,-6793.247356361819
17,1040,-59200.23321557478
17,1105,-19926.133858629986
17,1112,-12048.800191629194
17,1181,-15294.465887480863
17,1198,-39841.905444661235
17,1288,-5427.007558107734
17,1351,-62784.14782921896
17,1512,-32226.61652476098
17,1623,-3546.5839340466173
17,1646,-10842.225240287882
17,1685,-12939.35473297429
17,1826,-16638.31647629964
17,1943,-54643.053889937
17,2058,-17011.47741457717
17,2083,-38409.18750937258
17,2389,-27855.683692935592
17,2449,-16821.758553461434
17,2460,-38347.6113215576
17,2483,-9614.318631079783
17,2511,-28716.623122359164
17,2570,-16709.884595091826
17,2653,-26655.114393683518
17,2693,-32285.715438768526
17,2707,-18156.5897875833
17,2746,-8342.361451327297
17,2770,-4361.8921038549925
17,3001,-38491.97710756541
17,3015,-34042.3773099441
17,3089,-12016.887579485508
17,3161,-63105.897032893394
17,3213,-42804.5268739182
17,3232,-48641.61428385389
17,3255,-4659.360679009848
17,3314,-20270.298814781185
17,3327,-19490.933277504817
17,3353,-31558.235122790753
17,3381,-11230.761332937775
17,3422,-7591.402781720651
17,3562,-17741.23439031325
17,3597,-36547.36756379864
17,3715,-5251.359911304621
17,3761,-19083.045793736503
17,3789,-24011.09024597512
17,3791,-12202.509261232322
17,3984,-32381.692892282957
17,4069,-29138.102086141516
18,39,-13619.526939665397
18,122,-11504.68342035574
18,589,-4845.372555458461
18,620,-3500.1524933985584
18,717,-13673.79871252771
18,788,-17421.69127234717
18,908,-3833.277854961422
18,934,-7842.937642775093
18,950,-2068.7489744913005
18,1203,-7801.502523592453
18,1361,-12257.431123184333
18,1518,-1749.499949843493
18,1769,-2223.129406438294
18,1907,-11591.461266772298
18,2204,-10240.287116589334
18,2548,-1125.4746983532614
18,2583,-17967.541421520968
18,2675,-10921.355894958328
18,2768,-1787.6126806740208
18,2844,-5785.614695706885
18,2985,-3422.855110329466
18,3155,-5459.886499478027
18,3531,-3771.612056591125
18,3554,-26687.227675247213
18,3844,-880.9077641057503
19,88,-9713.717238876634
19,105,-7752.880291148223
19,204,-17662.09975143065
19,249,-3967.2692051817085
19,302,-19600.43825211362
19,304,-10691.145940895234
19,322,-34737.78991362629
19,360,-17149.97063088526
19,510,-27908.25949414861
19,570,-3452.8328148176174
19,576,-4835.330200518017
19,716,-35474.35609263716
19,752,-16955.234968267287
19,842,-26239.328246766072
