node,mean_kappa_forman
0,-4357.045925999573
16,-3154.0753565243936
135,-3144.7697386931436
158,-6551.550954401129
169,-5070.44002119612
318,-4320.664839211854
342,-2644.2441119867344
348,-4465.158985582644
377,-3831.9793809396856
489,-4539.190387408359
677,-2837.1653490546682
715,-1851.0536259060402
769,-5502.24285770266
832,-3980.2626863944597
855,-5251.342121007862
872,-3210.6714539614536
945,-4668.650787128625
1021,-3134.471216665781
1026,-1730.8813763607425
1069,-3000.171394907731
1123,-5152.967207365797
1164,-3416.2618169782972
1381,-4734.723504846444
1387,-3863.1487629964267
1465,-4765.894328894721
1578,-3827.978356846304
1666,-4674.32728031002
1783,-3152.6208402874795
1855,-3753.4619478685595
1889,-4818.202598358991
1897,-4192.715433886031
1917,-4336.2991165868
1956,-7158.958290483312
2044,-3362.4670643591767
2045,-4074.7718046320406
1,-1028.4072118743452
65,-617.8669162276926
117,-468.4640469377156
138,-728.3938055349057
173,-1169.9322677888742
230,-867.440007152973
306,-764.8412616541243
327,-1960.610068767634
564,-2439.8887234291687
659,-641.6641318299897
661,-1150.985876571745
929,-695.1090960300203
1151,-789.0040223214819
1230,-615.7874046392634
1364,-1489.4719475607367
1557,-3683.157415181956
1707,-607.8876629451951
2,-4707.679655168253
9,-9869.74291992842
24,-3304.8180890189083
116,-3095.92090191362
126,-6299.489179803895
139,-3009.152450481428
145,-5125.841439770445
352,-3083.780208203583
373,-5376.967201068494
584,-6149.298230628812
688,-4451.703180805936
696,-8409.664340613599
798,-4969.41734173323
847,-8644.878466421993
877,-6751.53019472312
970,-6365.681486330124
985,-5585.5705978219785
1093,-4626.199324965819
1198,-4032.409826621097
1217,-4592.864476419783
1234,-7087.305486831859
1256,-5790.739100720423
1353,-7036.331865705296
1400,-5126.255795770952
1401,-8024.288794697842
1488,-5623.756637678857
1528,-3215.1890004797283
1558,-5202.419045410013
1759,-6109.782414276109
1826,-4675.25890998738
1839,-5773.641351882347
1899,-3877.754093263067
1920,-5805.663042828323
1985,-8991.072150556045
2003,-5883.751821642494
3,-6307.304303376258
37,-6260.538573104948
57,-9134.717171796032
80,-9877.608156691707
239,-9301.827710865311
276,-9944.663474905383
333,-5185.563983369196
372,-5182.157528097338
397,-7622.537967828599
442,-7611.374343327843
527,-8670.322399337416
596,-8115.101297542504
651,-6128.710761929412
735,-6360.699391338494
740,-5358.794749277329
777,-4907.017488516512
797,-8264.42950358575
812,-8426.025146150789
875,-5914.409625570568
896,-5710.51984201427
1012,-4724.8226602443365
1131,-7220.104041000032
1139,-7188.906342038399
1371,-8469.180841958647
1474,-8970.273248696827
1485,-5890.380234111109
1501,-9160.499383631713
1554,-7751.3858425579265
1599,-8583.070149067604
1604,-6586.568022218073
1612,-6890.040166779474
1818,-8989.274036280929
1898,-6352.005517240687
1961,-6990.088770190948
1973,-6740.874170208173
1991,-6116.971684261267
2008,-8796.414897431114
2014,-6736.5097883444905
4,-12310.692874868135
6,-10926.586713646664
45,-4817.645076097163
56,-13963.783893612159
72,-10964.586023196627
74,-8416.66787940456
100,-12886.365101701986
101,-13189.67068166517
128,-12250.897775004105
188,-13451.337010644336
272,-10482.479343682047
297,-9391.952791751422
346,-8885.476154035348
392,-13409.264500373847
396,-6606.507815808631
492,-7755.054421382719
534,-10278.856774149699
547,-12766.210319669288
583,-9862.655641764648
601,-9510.468760314752
623,-8975.161707770263
628,-9948.518047595871
647,-14307.082660494518
680,-12302.539409160108
771,-12186.282230176574
814,-7116.509279590573
815,-10486.575433070062
863,-11714.007487430054
905,-8370.823210224637
915,-10865.702459757824
967,-6013.302974982123
1036,-6984.821747339542
1075,-13674.56238585821
1078,-10457.778662239889
1193,-9831.907720367319
1228,-11177.048526790892
1236,-11536.992878287956
1314,-7348.482564940494
1317,-11321.04184549467
1386,-13722.632664237677
1431,-11923.650387525038
1437,-12375.706285502825
1539,-11773.581392794866
1549,-13328.696676256563
1613,-6338.021436354088
1617,-9350.486588148935
1647,-12898.28912684606
1649,-11162.812445230351
1678,-7853.827161046753
1716,-7800.046469477404
1740,-6238.814374691592
1797,-10985.397633380588
1806,-9536.601148137579
1854,-10767.38671019333
1988,-7710.585757810896
2010,-6741.956375415417
2011,-12326.568244368758
2029,-12120.057646195355
2031,-9581.222162020244
5,-6896.038635890565
30,-4446.5693073237235
95,-6826.298058875961
115,-5896.5182424653
141,-5211.116065147959
148,-4239.215654683377
155,-11391.964170070822
271,-10578.638547469867
294,-11766.753371155433
341,-10060.090897513608
374,-9101.751334490506
415,-12187.279828834964
433,-4455.644948755744
440,-5993.492834740292
636,-8811.887382859186
660,-8968.20265249069
753,-7265.255479127475
919,-5290.034443857271
954,-8410.66940694935
1050,-4413.297444278114
1115,-6401.888556894762
1117,-7240.986254247344
1152,-7459.863760687353
1163,-6982.531431971079
1219,-5261.197197371107
1354,-6500.58702277504
1411,-4565.462173938316
1511,-5158.757499188401
1544,-4714.921964503544
1596,-11460.747055472722
1605,-11011.763868334947
1629,-5619.904897787794
1714,-10790.415862803135
1768,-6232.816011583886
1777,-2742.198062013281
1880,-6350.403591904484
1888,-7651.302289059109
2035,-6900.239286064319
279,-7991.4761058221575
369,-7159.3280707392305
383,-9271.917691730967
554,-11495.330867650202
770,-11490.86101735854
772,-6803.785286541828
851,-6073.072206981185
852,-5152.256753923974
932,-8571.129397721794
1132,-10810.843522909536
1161,-5589.4753524013195
1222,-6748.6592288346255
1238,-5886.823089502907
1266,-10116.598517740209
1412,-5165.13655851839
1590,-11182.851159059774
1620,-7413.95353439093
1786,-10101.383654463467
1805,-10655.71151622514
1979,-7076.575206514412
2004,-7417.64690862749
7,-663.3194081245377
765,-936.4442318276027
775,-907.3395228489853
845,-365.1565032069343
1084,-1104.451411588977
1448,-1378.6407112543925
1533,-883.4864520432691
1564,-486.441186596657
1565,-907.7469857362114
1586,-558.8858197138077
1710,-931.5610889331018
2032,-1416.300008575625
44,-8703.352370851822
54,-5561.536360982139
156,-8041.794875476377
471,-11635.360770193121
472,-7650.281813386361
611,-9238.647934050787
721,-8078.262632832059
907,-5449.999742450078
933,-8311.916907983627
966,-9951.262616852324
1003,-11642.883919814138
1045,-10128.148883119038
