i,j,w,kappa,type
0,832,0.08152208359934535,-209.46735021368755,forman
0,1123,0.08185881632211667,-254.70320089514786,forman
0,2295,0.09099271093474245,-227.92343726020482,forman
0,2328,0.26719301442046134,-146.47832825803823,forman
0,3393,0.09521528527495902,-263.76514611273535,forman
0,3561,0.12715040107798753,-177.9596586245492,forman
0,3572,0.2558534266013977,-178.48394044642492,forman
0,4233,0.0830738784950422,-191.5164424345252,forman
0,5242,0.7976834424098034,-101.93463973781813,forman
0,5300,0.17367717080532616,-215.07880057343587,forman
0,6601,0.13868580998787697,-225.33126976457913,forman
0,6952,0.2620854190294606,-150.85360332560774,forman
0,7411,0.05688336828739706,-249.37535234226704,forman
0,7543,0.10035393505174532,-169.700773347294,forman
0,7970,0.057097526576996675,-296.3677166356379,forman
0,8098,0.13117441913102146,-207.0464577649464,forman
0,8106,0.11820678093903987,-221.30648980063347,forman
1,661,0.22019368072350504,-96.00322666172869,forman
1,1151,0.19797936987026632,-61.14488386684293,forman
1,5220,0.12760464034505087,-80.52104419537156,forman
1,5359,0.08328963269676778,-104.51096906260722,forman
1,5389,0.1684657896199584,-86.49150247631363,forman
1,5482,0.28025844955044893,-73.03978543080689,forman
1,5665,0.0808771358159716,-121.5746329379368,forman
1,8069,0.1625268401334957,-92.0786822267539,forman
2,1234,0.0530990665507537,-274.33686199530706,forman
2,1256,0.060472894574148055,-289.9339366066182,forman
2,1920,0.06255034015349574,-310.56735208619625,forman
2,2443,0.17837457988895186,-150.39767364092887,forman
2,2743,0.07967688560770401,-270.47173879356535,forman
2,3501,0.22259341521745618,-157.88193610402172,forman
2,4106,0.21826591640060006,-182.43498277904433,forman
2,4248,0.44719909977109645,-124.565806009291,forman
2,4604,0.13163506070686118,-201.07847088249721,forman
2,5183,0.22159320751510192,-188.40819594295564,forman
2,5664,0.21201292749324013,-127.68908956526892,forman
2,6103,0.2945797320139924,-128.0791632713241,forman
2,6584,0.18467713269670036,-180.5001245144598,forman
2,6628,0.21741196290940087,-124.80927055555688,forman
2,7074,0.10704414022397882,-169.61116372981922,forman
3,239,0.6402997205456976,-118.80276989214941,forman
3,527,0.167916198887207,-187.447205838033,forman
3,896,0.0813405082155762,-237.36321347685464,forman
3,1612,0.057035290510198414,-368.1131043758682,forman
