beta,var,sdim_n2048,sdim_n4096,sdim_n8192
1.45,0.0006651014922012916,-0.011752459289850487,-0.04355912093253635,-0.07492320934756155
1.5,0.0006621152329103955,-0.011742075633488459,-0.04355970028418384,-0.07477039155646943
1.55,0.0006595043965442223,-0.011733548002836524,-0.04356556503037296,-0.07463691442719568
